,id,best.universe.redshift,Comments
1279,52185,9.8,
1280,52187,4.91,
1281,52242,4.91,
1282,52247,0.93,
1283,52267,1.68,
1284,52324,1.12,
1285,52332,0.9,
1286,52405,0.55,
1287,52416,3.85,
1288,52465,1.08,
1289,52514,1.97,
1290,52529,2.89,
1291,52548,0.78,
1292,52583,0.61,
1293,52597,5.84,
1294,52627,4.0600000000000005,
1295,52661,,
1296,52739,0.9400000000000001,
1297,52881,2.9,
1298,53086,0.54,
1299,53276,1.22,
1300,53385,3.83,
1301,53536,1.69,
1302,53606,3.96,
1303,53711,0.25,
1304,53724,0.68,
1305,53726,1.11,
1306,53730,0.92,
1307,53814,1.25,
1308,53830,2.08,
1309,53872,2.87,
1310,53876,4.73,
1311,53989,2.32,
1312,54012,0.49,
1313,54014,3.42,
1314,54115,0.81,
1315,54132,2.02,
1316,54175,1.79,
1317,54195,0.2,
1318,54225,6.26,
1319,54267,2.85,
1320,54300,0.64,
1321,54304,0.59,
1322,54319,,
1323,54323,0.89,
1324,54360,2.41,
1325,54568,0.74,
1326,54693,1.43,
1327,54719,1.8,
1328,54833,1.33,
1329,54857,4.38,
1330,55026,2.67,
1331,55051,0.68,
1332,55080,3.0100000000000002,
1333,55104,1.26,
1334,55133,2.45,
1335,55145,4.39,
1336,55244,2.2,
1337,55254,2.5500000000000003,
1338,55288,4.42,
1339,55311,1.6400000000000001,
1340,55425,3.93,
1341,55464,4.38,
1342,55515,2.06,
1343,55529,4.99,
1344,55542,2.08,
1345,55545,2.0100000000000002,
1346,55552,0.8200000000000001,
1347,55563,1.82,
1348,55564,3.0100000000000002,
1349,55600,5.6000000000000005,
1350,55646,1.62,
1351,55675,0.37,
1352,55687,1.24,
1353,55706,2.17,
1354,55743,2.15,
1355,55784,1.86,
1356,55810,0.85,
1357,55905,2.09,
1358,56102,1.9000000000000001,
1359,56162,1.44,
1360,56166,2.07,
1361,56182,2.07,
1362,57282,0.68,
1363,63582,2.16,
1364,63588,1.87,
1365,64116,2.32,
1366,64140,2.64,
1367,64152,4.72,
1368,64185,5.89,
1369,64632,0.1,
1370,64759,4.21,
1371,64761,1.92,
1372,64829,2.7600000000000002,
1373,64910,1.94,
1374,64965,1.1400000000000001,
1375,64996,3.89,
1376,65197,0.98,
1377,65262,3.8200000000000003,
1378,65396,1.6600000000000001,
1379,65404,4.4,
1380,65620,3.24,
1381,65661,4.87,
1382,65944,2.82,
1383,67005,0.97,
1384,67222,1.86,
1385,67231,3.94,
1386,67353,1.92,
1387,67391,2.05,
1388,67402,1.72,
1389,67472,2.61,
1390,67540,0.63,
1391,67705,1.3,
1392,67795,4.5200000000000005,
1393,67941,2.7,
1394,68006,1.08,
1395,68008,1.21,
1396,68159,3.12,
1397,68199,2.21,
1398,68296,3.2600000000000002,
1399,68587,6.87,
1400,68595,3.48,
1401,68667,2.23,
1402,68854,2.89,
1403,68858,6.8,
1404,68973,6.78,
1405,69023,3.23,
1406,69044,2.95,
1407,69049,4.09,
1408,69092,6.7700000000000005,
1409,69093,6.51,
1410,69164,2.08,
1411,69306,2.31,
1412,69582,4.3100000000000005,
1413,70067,3.91,
1414,70273,6.7700000000000005,
1415,70650,0.33,
1416,70831,2.15,
1417,71293,4.47,
1418,71321,5.75,
1419,71381,2.48,
1420,71573,3.86,
1421,71773,2.0100000000000002,
1422,71886,5.07,
1423,72489,4.57,
1424,72522,5.03,
1425,72540,3.91,
1426,72554,1.7,
1427,72650,4.7700000000000005,
1428,72813,6.7700000000000005,
1429,72859,2.72,
1430,72924,5.84,
1431,72976,0.0,
1432,73110,4.29,
1433,73128,6.8,
1434,73207,2.69,
1435,73315,4.47,
1436,73528,3.99,
1437,73646,6.8100000000000005,
1438,73707,3.09,
1439,73825,0.33,
1440,73837,1.48,
1441,73866,2.7800000000000002,
1442,73892,6.74,
1443,73900,2.04,
1444,74306,5.83,
1445,74429,1.03,
1446,74453,2.91,
1447,74508,4.0,
1448,74710,1.78,
1449,74783,1.27,
1450,74901,3.91,
1451,75242,3.94,
1452,75314,1.43,
1453,75525,2.24,
1454,75538,1.56,
1455,75555,5.26,
1456,75957,2.1,
1457,76712,2.64,
1458,76799,6.01,
1459,77529,4.07,
1460,77762,3.0500000000000003,
1461,77785,4.9,
1462,77876,4.76,
1463,78183,2.95,
1464,78485,3.83,
1465,78498,1.98,
1466,78510,2.9,
1467,78522,1.83,
1468,78535,1.03,
1469,78542,5.51,
1470,78700,5.5,
1471,78710,4.22,
1472,78752,,
1473,78771,5.51,
1474,78796,5.5,
1475,78923,4.08,
1476,78944,3.46,
1477,78945,4.95,
1478,79150,1.56,
1479,79292,17.45, Very unlikely (all spectrum ignored (low SNR)) 
1480,79367,6.8,
1481,79460,0.0,
1482,79498,,
1483,79505,2.45,
1484,79522,1.1500000000000001,
1485,79535,0.0,
1486,79565,3.17,
1487,79784,4.48,
1488,79845,1.54,
1489,79848,4.74,
1490,79863,2.58,
1491,79909,5.99,
1492,80318,5.25,
1493,80348,3.09,
1494,80402,3.15,
1495,80449,3.91,
1496,80759,2.15,
1497,80840,0.89,
1498,80866,5.7,
1499,80881,3.92,
1500,80917,3.85,
1501,80959,6.8,
1502,80999,4.44,
1503,81141,5.91,
1504,81347,4.86,
1505,81459,0.31,
1506,81787,2.47,
1507,81936,4.2700000000000005,
1508,82130,1.3900000000000001,
1509,82667,0.0,
1510,82692,5.83,
1511,83161,3.66,
1512,83567,2.17,
1513,83678,6.8100000000000005,
1514,83810,4.0200000000000005,
1515,83820,3.43,
1516,83861,4.17,
1517,83874,3.6,
1518,83919,0.67,
1519,83998,3.19,
1520,84244,4.6000000000000005,
1521,84245,4.12,
1522,84246,3.3200000000000003,
1523,84291,5.99,
1524,84409,5.61,
1525,84421,11.98, Very unlikely (all spectrum ignored (low SNR)) 
1526,84513,5.11,
1527,84562,1.84,
1528,84722,2.9,
1529,84738,4.17,
1530,84836,1.72,
1531,84886,2.08,
1532,85097,3.2800000000000002,
1533,85165,1.3,
1534,85242,3.5500000000000003,
1535,85350,2.5300000000000002,
1536,85478,2.15,
1537,85711,4.74,
1538,85769,3.95,
1539,85809,0.91,
1540,85838,4.4,
1541,85850,0.48,
1542,85899,5.55,
1543,86023,4.66,
1544,86214,4.73,
1545,86275,4.3,
1546,86282,4.0200000000000005,
1547,86508,0.31,
1548,86561,4.17,
1549,86574,4.17,
1550,86703,2.5,
1551,86723,2.07,
1552,86965,1.25,
1553,86986,5.49,
1554,87111,2.67,
1555,87352,3.59,
1556,87688,3.7600000000000002,
1557,87891,4.41,
1558,88196,1.43,
1559,88286,0.67,
1560,88305,1.8,
1561,88418,5.87,
1562,88435,2.58,
1563,88467,5.67,
1564,88474,2.12,
1565,88512,3.47,
1566,88828,2.45,
1567,88847,1.96,
1568,88982,3.3200000000000003,
1569,89156,3.46,
1570,89157,0.68,
1571,89232,4.17,
1572,89329,4.13,
1573,89433,1.97,
1574,89549,1.56,
1575,89661,3.7800000000000002,
1576,89787,3.67,
1577,89838,3.4,
1578,89900,2.11,
1579,89926,3.12,
1580,90105,1.76,
1581,90194,0.29,
1582,90600,2.82,
1583,90786,4.0600000000000005,
1584,91133,4.42,
1585,91209,3.67,
1586,91244,0.65,
1587,91591,4.15,
1588,91875,1.6400000000000001,
1589,92217,3.84,
1590,92289,5.55,
1591,92316,5.55,
1592,92399,7.16,
1593,92493,1.7,
1594,92498,2.95,
1595,92529,7.3500000000000005,
1596,92544,2.66,
1597,92553,5.0,
1598,92575,2.73,
1599,92603,0.49,
1600,92626,3.8200000000000003,
1601,92661,4.69,
1602,92716,1.81,
1603,92844,3.86,
1604,92874,9.56,
1605,92922,3.84,
1606,92998,2.42,
1607,93088,5.84,
1608,93119,3.0700000000000003,
1609,93127,2.1,
1610,93202,0.62,
1611,93227,2.5300000000000002,
1612,93583,3.84,
1613,93597,5.3500000000000005,
1614,93632,2.5,
1615,93655,0.8,
1616,93864,3.17,
1617,93916,4.03,
1618,93939,3.94,
1619,94001,4.58,
1620,94180,4.04,
1621,94208,2.5,
1622,94224,2.33,
1623,94359,4.6000000000000005,
1624,94464,4.09,
1625,94469,2.49,
1626,94628,1.84,
1627,94643,3.49,
1628,94690,1.71,
1629,94730,0.24,
1630,94772,0.93,
1631,94786,5.18,
1632,94804,6.32,
1633,94863,4.69,
1634,94930,2.83,
1635,95044,3.97,
1636,95045,11.16, Plausible (spectrum cutoff)                    
1637,95094,3.73,
1638,95148,4.09,
1639,95192,3.95,
1640,95308,3.86,
1641,95320,1.42,
1642,95399,1.18,
1643,95492,0.47000000000000003,
1644,95512,4.89,
1645,95664,0.43,
1646,95780,2.1,
1647,95870,1.77,
1648,96031,1.92,
1649,96101,4.46,
1650,96161,1.19,
1651,96182,2.12,
1652,96299,2.23,
1653,96428,2.82,
1654,96433,2.32,
1655,96546,5.03,
1656,96670,3.0100000000000002,
1657,96690,2.04,
1658,96865,2.14,
1659,96871,3.6,
1660,96998,4.67,
1661,97090,1.8800000000000001,
1662,97157,3.22,
1663,97160,3.77,
1664,97176,0.79,
1665,97328,5.68,
1666,97513,2.54,
1667,97664,8.61,
1668,97724,2.15,
1669,97790,2.21,
1670,97850,6.8500000000000005,
1671,97987,3.0,
1672,97991,2.12,
1673,98202,6.28,
1674,98384,5.71,
1675,98539,1.75,
1676,98607,5.13,
1677,98623,2.45,
1678,98668,5.8500000000000005,
1679,98722,10.42, Plausible (low SNR)                            
1680,98737,1.9100000000000001,
1681,98763,2.45,
1682,98791,9.450000000000001,
1683,98914,3.0700000000000003,
1684,98926,3.06,
1685,99128,1.51,
1686,99145,0.87,
1687,99231,2.95,
1688,99323,1.75,
1689,99378,4.03,
1690,99382,1.81,
1691,99387,4.75,
1692,99455,2.07,
1693,99576,2.1,
1694,99682,2.23,
1695,99797,0.79,
1696,99839,5.53,
1697,100091,4.0600000000000005,
1698,100160,2.21,
1699,100258,5.87,
1700,100266,3.99,
1701,100320,4.68,
1702,100387,4.68,
1703,100391,3.0700000000000003,
1704,100433,4.75,
1705,100517,6.5,
1706,100580,2.82,
1707,100661,3.7,
1708,100680,3.0700000000000003,
1709,100692,5.12,
1710,100705,5.86,
1711,100743,0.6900000000000001,
1712,100755,2.52,
1713,100779,2.99,
1714,100814,3.45,
1715,100828,4.55,
1716,100871,2.18,
1717,101195,5.99,
1718,101202,1.42,
1719,101262,1.37,
1720,101272,5.7,
1721,101283,4.48,
1722,101293,1.56,
1723,101450,4.78,
1724,101469,0.55,
1725,101492,3.94,
1726,101557,1.42,
1727,101627,4.04,
1728,101654,5.3500000000000005,
1729,101695,3.87,
1730,101735,0.37,
1731,101872,7.9,
1732,101936,2.22,
1733,102079,5.5200000000000005,
1734,102148,3.75,
1735,102253,0.63,
1736,102267,11.19, Unlikely (spectrum cutoff)                     
1737,102441,0.93,
1738,102449,5.53,
1739,102462,4.91,
1740,102478,2.58,
1741,102481,2.11,
1742,102565,4.88,
1743,102722,2.12,
1744,102743,1.8800000000000001,
1745,102746,1.09,
1746,102896,3.33,
1747,102897,2.71,
1748,103029,6.69,
1749,103239,6.68,
1750,103248,2.42,
1751,103521,3.5500000000000003,
1752,103595,2.57,
1753,103603,5.51,
1754,103824,0.71,
1755,103969,3.63,
1756,104005,2.2,
1757,104109,1.75,
1758,104141,5.19,
1759,104421,4.1,
1760,104441,3.08,
1761,104561,14.540000000000001, Very unlikely (spectrum cutoff)                
1762,104564,5.58,
1763,104575,4.54,
1764,104609,7.16,
1765,104619,2.75,
1766,104640,5.95,
1767,104685,5.3500000000000005,
1768,104781,2.93,
1769,104792,0.33,
1770,104855,3.2800000000000002,
1771,104913,4.08,
1772,105074,2.05,
1773,105080,,
1774,105133,0.73,
1775,105156,6.54,
1776,105226,2.94,
1777,105227,2.33,
1778,105259,5.86,
1779,105437,1.17,
1780,105457,5.5600000000000005,
1781,105546,7.49,
1782,105613,2.62,
1783,105624,5.7,
1784,105670,3.81,
1785,105791,3.4,
1786,105828,3.25,
1787,105937,5.12,
1788,106078,1.6500000000000001,
1789,106084,3.39,
1790,106185,1.96,
1791,106253,5.32,
1792,106538,4.7,
1793,106553,0.67,
1794,106588,4.59,
1795,106589,4.71,
1796,106610,3.87,
1797,106655,4.53,
1798,106689,1.05,
1799,106715,0.04,
1800,106776,0.47000000000000003,
1801,106798,5.3500000000000005,
1802,106837,3.27,
1803,106975,1.21,
1804,107165,3.0100000000000002,
1805,107270,1.08,
1806,107308,1.6500000000000001,
1807,107551,2.12,
1808,107634,2.52,
1809,107655,2.52,
1810,107675,2.21,
1811,107806,12.92, Very unlikely (all spectrum ignored (low SNR)) 
1812,108105,4.53,
1813,108193,4.64,
1814,108314,3.65,
1815,108344,2.5500000000000003,
1816,108374,1.98,
1817,108709,12.19, Unlikely (all spectrum ignored (low SNR))      
1818,108834,2.37,
1819,108864,4.24,
1820,108966,5.33,
1821,108970,4.5,
1822,109037,4.38,
1823,109060,2.43,
1824,109205,5.28,
1825,109239,2.22,
1826,109364,1.96,
1827,109397,4.39,
1828,109483,3.8200000000000003,
1829,109536,4.11,
1830,109564,1.48,
1831,109571,1.7,
1832,109633,8.870000000000001,
1833,109654,2.71,
1834,109659,1.67,
1835,109719,2.0,
1836,109798,3.56,
1837,109805,2.92,
1838,109821,3.93,
1839,109835,3.86,
1840,109860,0.9,
1841,109895,3.66,
1842,109917,10.27, Solid (visible Lyman break)                    
1843,109997,3.65,
1844,110041,4.96,
1845,110045,4.61,
1846,110095,3.45,
1847,110104,5.12,
1848,110163,4.48,
1849,110285,3.0100000000000002,
1850,110319,1.98,
1851,110343,2.2600000000000002,
1852,110452,4.03,
1853,110517,1.86,
1854,110566,0.64,
1855,110584,4.2700000000000005,
1856,110588,4.51,
1857,110708,4.19,
1858,110732,5.12,
1859,110819,1.28,
1860,110830,2.11,
1861,110865,2.12,
1862,110889,0.0,
1863,110959,4.39,
1864,111078,4.4,
1865,111170,0.89,
1866,111333,3.22,
1867,111362,1.52,
1868,111383,3.84,
1869,111401,0.58,
1870,111412,3.96,
1871,111457,3.22,
1872,111501,4.6000000000000005,
1873,111587,3.7800000000000002,
1874,111689,2.29,
1875,111746,0.9400000000000001,
1876,111774,6.05,
1877,111857,3.89,
1878,111870,4.58,
1879,111889,2.41,
1880,111914,4.23,
1881,111999,5.5200000000000005,
1882,112012,3.79,
1883,112027,1.9100000000000001,
1884,112225,9.03,
1885,112226,7.22,
1886,112273,0.76,
1887,112276,2.83,
1888,112387,1.33,
1889,112603,4.48,
1890,112629,0.72,
1891,112644,1.69,
1892,112676,3.37,
1893,112719,4.45,
1894,112736,5.54,
1895,112774,,
1896,112775,0.65,
1897,112778,1.44,
1898,112782,0.18,
1899,112838,1.96,
1900,112939,4.59,
1901,112983,3.5700000000000003,
1902,112997,7.16,
1903,113091,3.98,
1904,113101,3.98,
1905,113180,1.8900000000000001,
1906,113205,0.22,
1907,113208,4.59,
1908,113268,5.13,
1909,113281,2.15,
1910,113373,3.91,
1911,113428,10.52, Plausible (spectrum cutoff)                    
1912,113434,3.02,
1913,113528,7.71,
1914,113554,4.59,
1915,113566,0.7000000000000001,
1916,113602,4.46,
1917,113692,5.5,
1918,113725,2.19,
1919,113757,1.67,
1920,114183,1.72,
1921,114239,,
1922,114261,4.08,
1923,114369,0.19,
1924,114396,1.94,
1925,114635,0.0,
1926,114640,5.0,
1927,114659,1.6500000000000001,
1928,114668,14.93, Very unlikely (all spectrum ignored (low SNR)) 
1929,114777,9.69,
1930,114780,5.39,
1931,114819,2.81,
1932,114820,5.57,
1933,114843,5.7700000000000005,
1934,114873,3.64,
1935,115000,4.73,
1936,115010,3.73,
1937,115056,3.1,
1938,115388,0.01,
1939,115733,5.86,
1940,115765,2.68,
1941,115805,2.2,
1942,115912,6.8,
1943,115974,1.53,
1944,116131,4.19,
1945,116303,3.56,
1946,116389,4.14,
1947,116404,2.59,
1948,116485,4.18,
1949,116486,8.65,
1950,116502,3.23,
1951,116768,3.7600000000000002,
1952,116771,1.77,
1953,116946,1.85,
1954,117059,3.0500000000000003,
1955,117137,3.85,
1956,117239,4.42,
1957,117540,0.61,
1958,117925,4.83,
1959,118008,1.04,
1960,118011,4.83,
1961,118026,7.37,
1962,118090,3.23,
1963,118178,3.35,
1964,118278,5.36,
1965,118694,0.62,
1966,118750,3.17,
1967,118821,9.61,
1968,118994,2.17,
1969,119032,5.12,
1970,119224,3.94,
1971,119331,2.12,
1972,119334,9.57,
1973,119398,0.81,
1974,119550,1.12,
1975,119589,3.27,
1976,119690,6.08,
1977,119713,2.62,
1978,119733,10.18, Plausible (spectrum cutoff)                    
1979,119745,1.32,
1980,119753,1.0,
1981,119846,1.48,
1982,120008,5.11,
1983,120039,3.22,
1984,120216,1.34,
1985,120340,4.59,
1986,120355,1.6600000000000001,
1987,120679,1.31,
1988,120976,1.93,
1989,121044,3.2800000000000002,
1990,121144,5.4,
1991,121255,2.54,
1992,121289,4.49,
1993,121431,3.64,
1994,122077,4.03,
1995,122280,4.07,
1996,122678,1.1300000000000001,
1997,124333,1.58,
1998,124665,3.83,
1999,124783,4.0200000000000005,
2000,124868,3.84,
2001,125214,0.87,
2002,125366,0.68,
2003,125384,4.2700000000000005,
2004,125780,0.93,
2005,125832,2.79,
2006,126325,2.61,
2007,126400,2.69,
2008,126479,1.01,
2009,126541,3.41,
2010,126644,3.85,
2011,126703,6.5200000000000005,
2012,126737,4.26,
2013,126753,3.73,
2014,126965,1.42,
2015,126970,0.79,
2016,126988,1.07,
2017,127005,1.55,
2018,127146,1.8800000000000001,
2019,127295,4.9,
2020,127336,2.45,
2021,127440,0.68,
2022,127565,1.7,
2023,127817,0.96,
2024,127995,0.76,
2025,128093,2.08,
2026,128172,2.46,
2027,128188,2.16,
2028,128236,1.37,
2029,128325,6.65,
2030,128342,5.53,
2031,128452,0.77,
2032,128550,3.44,
2033,128608,1.78,
2034,128893,1.34,
2035,128977,1.8800000000000001,
2036,129044,0.97,
2037,129064,4.94,
2038,129281,0.76,
2039,129568,7.15,
2040,129819,0.6,
2041,129985,0.62,
2042,130033,0.0,
2043,130050,4.47,
2044,130377,7.13,
2045,130486,3.96,
2046,130614,2.08,
2047,130870,1.23,
2048,130956,5.5200000000000005,
2049,130957,3.74,
2050,130994,4.04,
2051,131157,5.19,
2052,131197,5.41,
2053,131308,3.77,
2054,131317,0.74,
2055,131478,2.84,
2056,131579,0.66,
2057,131587,3.97,
2058,131649,1.6500000000000001,
2059,131766,6.08,
2060,131896,3.31,
2061,132285,2.95,
2062,132380,5.12,
2063,132460,1.69,
2064,132577,5.8500000000000005,
2065,132792,3.7,
2066,133072,3.37,
2067,133074,5.15,
2068,133095,3.34,
2069,133286,3.43,
2070,133338,0.9,
2071,133387,0.41000000000000003,
2072,133412,3.18,
2073,133472,0.68,
2074,133511,2.65,
2075,133583,3.58,
2076,133613,4.89,
2077,133896,5.15,
2078,133938,3.19,
2079,134215,4.61,
2080,134365,6.5200000000000005,
2081,134374,3.38,
2082,134550,2.17,
2083,134824,4.48,
2084,135357,3.43,
2085,136167,3.84,
2086,136267,1.6600000000000001,
2087,136300,1.93,
2088,136409,2.67,
2089,136467,5.36,
2090,136555,5.8,
2091,136567,4.65,
2092,136580,6.390000000000001,
2093,136769,0.66,
2094,137151,5.25,
2095,137403,1.6600000000000001,
2096,137488,2.1,
2097,137971,5.84,
2098,138095,2.07,
2099,138241,0.76,
2100,138303,3.93,
2101,138620,1.17,
2102,138691,1.73,
2103,138698,2.29,
2104,138743,5.8100000000000005,
2105,138787,3.9,
2106,138979,3.42,
2107,138989,1.98,
2108,139123,1.85,
2109,139167,13.450000000000001, Very unlikely (spectrum cutoff)                
2110,139386,2.52,
2111,139396,4.36,
2112,139632,3.34,
2113,139659,3.06,
2114,139693,2.74,
2115,140082,1.71,
2116,140111,1.83,
2117,140430,4.11,
2118,140451,3.93,
2119,140776,10.82, Unlikely (spectrum cutoff)                     
2120,140857,10.68, Unlikely (spectrum cutoff)                     
2121,140889,10.68, Very unlikely (spectrum cutoff)                
2122,140909,1.82,
2123,141147,3.2,
2124,141157,2.89,
2125,141252,5.18,
2126,141271,1.55,
2127,141282,3.96,
2128,141784,3.17,
2129,142148,4.43,
2130,142252,1.93,
2131,142288,5.66,
2132,143397,0.9400000000000001,
2133,143788,2.94,
2134,143803,2.7600000000000002,
2135,143872,8.32,
2136,144501,0.79,
2137,144890,0.74,
2138,145321,5.18,
2139,145760,5.87,
2140,146138,5.7700000000000005,
2141,146378,5.34,
2142,146647,2.85,
2143,146706,1.43,
2144,146713,5.84,
2145,146833,3.5700000000000003,
2146,146943,0.2,
2147,147050,4.38,
2148,147051,3.93,
2149,147053,4.01,
2150,147326,3.67,
2151,147449,3.5700000000000003,
2152,147458,3.69,
2153,147467,0.98,
2154,147470,1.75,
2155,147518,4.13,
2156,147542,4.47,
2157,147555,1.36,
2158,147697,6.08,
2159,147745,3.16,
2160,147866,3.95,
2161,148059,5.7700000000000005,
2162,148075,1.54,
2163,148088,2.66,
2164,148091,3.74,
2165,148158,3.4,
2166,148436,1.67,
2167,148527,1.29,
2168,148561,4.01,
2169,148668,3.46,
2170,148810,3.64,
2171,148868,0.0,
2172,148980,1.81,
2173,149010,3.61,
2174,149015,0.92,
2175,149160,9.69,
2176,149168,1.22,
2177,149226,3.86,
2178,149458,4.5200000000000005,
2179,149475,4.5200000000000005,
2180,149555,3.75,
2181,149619,2.14,
2182,149626,4.03,
2183,149850,2.58,
2184,149875,2.1,
2185,149920,3.7600000000000002,
2186,150288,4.5200000000000005,
2187,150350,4.94,
2188,150359,0.46,
2189,150721,3.43,
2190,150920,4.2,
2191,151013,5.17,
2192,151302,3.71,
2193,151425,3.72,
2194,151755,5.58,
2195,151844,4.53,
2196,152047,1.96,
2197,152358,3.79,
2198,152679,1.19,
2199,152713,3.8000000000000003,
2200,152880,3.47,
2201,152915,3.93,
2202,153057,3.77,
2203,153126,4.5200000000000005,
2204,153264,3.08,
2205,153330,9.27,
2206,153407,,
2207,153475,3.69,
2208,153514,1.98,
2209,153516,2.0100000000000002,
2210,153619,3.7600000000000002,
2211,153660,1.21,
2212,153767,1.83,
2213,153951,0.39,
2214,153965,8.93,
2215,154491,2.52,
2216,154495,3.56,
2217,154514,3.79,
2218,154583,1.32,
2219,154701,3.75,
2220,154715,3.9,
2221,154852,4.38,
2222,154875,2.94,
2223,154935,2.97,
2224,155452,11.58, Very unlikely (all spectrum ignored (low SNR)) 
2225,155468,5.67,
2226,155481,4.6000000000000005,
2227,155573,1.8900000000000001,
2228,155579,0.52,
2229,155681,5.3500000000000005,
2230,155700,1.3900000000000001,
2231,155828,2.91,
2232,155886,2.47,
2233,155993,0.64,
2234,155998,3.91,
2235,156051,2.84,
2236,156103,4.66,
2237,156128,0.23,
2238,156149,9.02,
2239,156319,4.22,
2240,156398,5.32,
2241,156406,18.89, Very unlikely (spectrum cutoff)                
2242,156464,2.5500000000000003,
2243,156474,3.0500000000000003,
2244,156504,6.78,
2245,156506,,
2246,156509,3.0700000000000003,
2247,156537,4.74,
2248,156656,0.09,
2249,156683,3.77,
2250,156690,4.14,
2251,156730,3.73,
2252,156743,10.01, Unlikely (spectrum cutoff)                     
2253,156835,3.74,
2254,156875,1.6300000000000001,
2255,156911,4.23,
2256,156966,2.83,
2257,156968,2.05,
2258,157136,0.0,
2259,157166,0.65,
2260,157189,3.0700000000000003,
2261,157366,3.13,
2262,157486,,
2263,157581,4.53,
2264,157587,1.3,
2265,157610,3.75,
2266,157690,2.71,
2267,157894,3.18,
2268,158160,4.0,
2269,158359,0.93,
2270,158404,3.62,
2271,158424,,
2272,158481,4.14,
2273,158515,5.96,
2274,158708,4.14,
2275,158763,1.58,
2276,159174,5.18,
2277,159255,1.6600000000000001,
2278,159412,7.94,
2279,159413,5.58,
2280,159477,1.9100000000000001,
2281,159675,2.87,
2282,159723,1.6,
2283,159910,4.53,
2284,159971,0.64,
2285,160081,2.8000000000000003,
2286,160236,3.7,
2287,160387,6.38,
2288,160463,4.4,
2289,160511,2.44,
2290,160593,1.11,
2291,160637,5.28,
2292,160883,7.66,
2293,160936,4.12,
2294,161152,2.98,
2295,161260,4.45,
2296,161292,2.95,
2297,161496,6.5600000000000005,
2298,161571,5.15,
2299,161640,3.67,
2300,161645,3.83,
2301,161682,5.11,
2302,161695,5.12,
2303,161875,0.96,
2304,161947,3.11,
2305,162316,3.19,
2306,162387,4.07,
2307,162734,2.63,
2308,162826,0.84,
2309,162913,16.72, Very unlikely (spectrum cutoff)                
2310,162956,3.35,
2311,163338,2.73,
2312,163363,2.34,
2313,163556,3.4,
2314,163918,4.21,
2315,164022,3.96,
2316,164077,2.24,
2317,164179,2.34,
2318,164215,2.43,
2319,164246,1.9000000000000001,
2320,164384,2.96,
2321,164535,4.05,
2322,164543,4.96,
2323,164583,2.84,
2324,164724,6.2700000000000005,
2325,164866,2.99,
2326,164871,1.4000000000000001,
2327,165207,4.92,
2328,165501,0.93,
2329,165552,2.35,
2330,165748,3.21,
2331,165960,3.71,
2332,166377,3.74,
2333,166423,4.44,
2334,166475,3.98,
2335,166549,4.63,
2336,166560,4.0,
2337,166755,2.44,
2338,166816,2.2,
2339,166865,1.62,
2340,166879,3.15,
2341,166915,4.13,
2342,167021,3.73,
2343,167089,1.42,
2344,167093,2.45,
2345,167100,4.75,
2346,167133,2.66,
2347,167259,4.5200000000000005,
2348,167299,5.65,
2349,167330,3.84,
2350,167351,4.2,
2351,167387,2.92,
2352,167463,2.09,
2353,167622,4.4,
2354,167645,4.64,
2355,167903,4.14,
2356,167916,0.64,
2357,167922,1.98,
2358,168074,1.81,
2359,168143,4.95,
2360,168193,8.85,
2361,168248,3.19,
2362,168272,1.8800000000000001,
2363,168273,0.4,
2364,168643,3.7800000000000002,
2365,168649,3.19,
2366,168732,1.94,
2367,168898,1.05,
2368,169283,5.79,
2369,169454,1.93,
2370,169576,4.01,
2371,169644,4.76,
2372,169725,3.09,
2373,169799,4.68,
2374,169932,1.6,
2375,169976,6.05,
2376,170062,3.68,
2377,170108,1.52,
2378,170314,3.41,
2379,170366,4.53,
2380,170393,0.18,
2381,170418,1.85,
2382,170438,4.62,
2383,170442,3.71,
2384,170480,0.91,
2385,170641,5.82,
2386,170676,3.1,
2387,170755,3.37,
2388,170802,2.08,
2389,170943,1.96,
2390,170984,1.7,
2391,170986,2.68,
2392,171007,4.36,
2393,171098,2.69,
2394,171239,6.43,
2395,171407,0.75,
2396,171523,4.69,
2397,171530,4.5200000000000005,
2398,171609,4.54,
2399,171616,6.390000000000001,
2400,171663,1.69,
2401,171699,4.22,
2402,171764,1.81,
2403,171869,3.73,
2404,171917,3.45,
2405,171997,2.36,
2406,172214,3.91,
2407,172268,0.45,
2408,172291,4.21,
2409,172440,0.68,
2410,172717,1.17,
2411,172757,3.94,
2412,172904,5.82,
2413,173176,11.78, Very unlikely (all spectrum ignored (low SNR)) 
2414,173276,3.23,
2415,173350,0.7000000000000001,
2416,173551,0.37,
2417,173861,0.43,
2418,173869,4.61,
2419,173969,4.84,
2420,173971,2.08,
2421,174079,0.4,
2422,174283,3.11,
2423,174481,0.0,
2424,174903,10.540000000000001, Plausible (all spectrum ignored (low SNR))     
2425,174920,4.2700000000000005,
2426,175171,3.23,
2427,175516,6.16,
2428,175517,4.26,
2429,175527,1.95,
2430,175599,2.56,
2431,175619,3.02,
2432,175703,2.95,
2433,175729,3.98,
2434,175989,3.19,
2435,176186,4.8100000000000005,
2436,176581,1.81,
2437,176637,4.64,
2438,176663,3.49,
2439,176879,2.45,
2440,176943,6.08,
2441,176969,4.75,
2442,176974,2.31,
2443,177003,5.03,
2444,177112,3.2600000000000002,
2445,177138,3.19,
2446,177187,4.14,
2447,177191,6.5,
2448,177200,1.17,
