,id,best.universe.redshift,Comments
488,23853,2.0100000000000002,
489,23920,0.75,
490,23953,1.34,
491,24082,4.29,
492,24109,2.33,
493,24135,1.59,
494,24147,1.1500000000000001,
495,24202,3.08,
496,24203,3.45,
497,24212,4.38,
498,24222,1.16,
499,24251,4.2700000000000005,
500,24252,4.43,
501,24260,2.68,
502,24289,1.41,
503,24354,1.9100000000000001,
504,24517,1.83,
505,24534,3.7,
506,24561,1.43,
507,24600,2.45,
508,24615,1.45,
509,24889,3.47,
510,24913,2.68,
511,24988,0.64,
512,25003,1.33,
513,25053,0.55,
514,25094,3.95,
515,25121,2.75,
516,25220,1.36,
517,25260,2.75,
518,25348,2.7,
519,25369,2.31,
520,25384,0.6900000000000001,
521,25563,3.11,
522,25617,1.87,
523,25938,0.91,
524,26055,1.26,
525,26057,0.88,
526,26470,0.77,
527,26481,3.83,
528,26482,3.8200000000000003,
529,26504,3.45,
530,26511,1.44,
531,26527,0.0,
532,26532,0.73,
533,26547,1.51,
534,26552,1.26,
535,26571,4.28,
536,26647,1.1,
537,26709,3.44,
538,26737,6.07,
539,26821,4.05,
540,26863,0.76,
541,26871,0.6900000000000001,
542,26921,3.96,
543,26929,5.09,
544,26930,5.1000000000000005,
545,26946,1.53,
546,27009,4.9,
547,27040,1.58,
548,27083,0.67,
549,27131,3.11,
550,27175,0.65,
551,27219,6.88,
552,27242,3.31,
553,27253,3.46,
554,27326,4.39,
555,27335,1.53,
556,27340,0.48,
557,27359,1.3800000000000001,
558,27398,1.43,
559,27426,2.44,
560,27430,0.68,
561,27439,3.91,
562,27442,2.84,
563,27477,0.6,
564,27483,3.31,
565,27494,3.95,
566,27565,0.8300000000000001,
567,27632,0.11,
568,27640,2.31,
569,27778,0.05,
570,27792,4.47,
571,27793,3.0,
572,27889,4.1,
573,27943,1.31,
574,27952,1.76,
575,27954,0.55,
576,27957,4.48,
577,27973,3.13,
578,27996,1.47,
579,27997,1.27,
580,28041,1.85,
581,28083,3.1,
582,28129,3.45,
583,28221,2.07,
584,28222,4.05,
585,28249,2.6,
586,28268,1.8,
587,28309,2.5300000000000002,
588,28353,0.73,
589,28358,8.38,
590,28666,5.9,
591,28667,6.5200000000000005,
592,28687,2.09,
593,28690,1.59,
594,28755,4.63,
595,28812,2.54,
596,28849,1.53,
597,28886,0.59,
598,28966,0.85,
599,28975,3.84,
600,28988,0.84,
601,29015,1.99,
602,29019,3.97,
603,29032,1.52,
604,29118,3.85,
605,29161,1.1500000000000001,
606,29162,1.8,
607,29206,4.7700000000000005,
608,29215,0.62,
609,29220,0.75,
610,29235,1.8,
611,29242,0.42,
612,29250,1.1300000000000001,
613,29298,1.6,
614,29354,1.61,
615,29358,4.16,
616,29382,2.68,
617,29398,4.5,
618,29438,3.19,
619,29592,1.02,
620,29688,0.92,
621,29693,0.43,
622,29720,2.49,
623,29804,2.67,
624,29815,,
625,29919,4.72,
626,29983,2.21,
627,29986,0.31,
628,30047,2.0,
629,30198,2.87,
630,30208,2.89,
631,30281,1.1500000000000001,
632,30431,2.62,
633,30440,,
634,30812,1.77,
635,30874,1.26,
636,30877,2.45,
637,30967,4.5,
638,31028,1.71,
639,31106,2.44,
640,31111,3.67,
641,31243,4.15,
642,31433,2.6,
643,31574,1.25,
644,31634,2.54,
645,31675,5.8500000000000005,
646,31686,3.44,
647,31745,2.89,
648,31788,1.25,
649,31861,4.45,
650,31867,2.5,
651,31873,0.89,
652,31886,2.74,
653,31947,4.28,
654,31951,4.53,
655,32017,3.61,
656,32076,2.88,
657,32126,1.28,
658,32141,5.8500000000000005,
659,32162,1.48,
660,32172,,
661,32191,1.78,
662,32200,1.6400000000000001,
663,32208,1.31,
664,32209,2.12,
665,32214,3.0100000000000002,
666,32230,0.5,
667,32257,0.7000000000000001,
668,32265,6.68,
669,32296,0.37,
670,32353,1.46,
671,32397,1.98,
672,32398,2.49,
673,32433,0.76,
674,32438,4.71,
675,32448,2.16,
676,32453,0.67,
677,32460,5.61,
678,32522,2.93,
679,32553,2.5300000000000002,
680,32567,1.94,
681,32575,5.83,
682,32596,1.6,
683,32602,3.96,
684,32624,1.85,
685,32658,4.45,
686,32659,7.47,
687,32668,0.26,
688,32689,0.46,
689,32733,8.59,
690,32753,1.37,
691,32778,3.8200000000000003,
692,32872,1.6,
693,32886,1.97,
694,32888,1.6,
695,32933,3.98,
696,33032,0.85,
697,33066,0.53,
698,33069,6.69,
699,33076,4.44,
700,33120,3.77,
701,33121,3.7600000000000002,
702,33194,1.85,
703,33201,0.36,
704,33202,0.52,
705,33324,0.91,
706,33347,1.94,
707,33352,1.9000000000000001,
708,33357,4.14,
709,33358,4.14,
710,33359,4.14,
711,33367,2.63,
712,33445,3.09,
713,33510,4.1,
714,33525,2.61,
715,33528,0.61,
716,33595,1.81,
717,33644,3.98,
718,33647,1.81,
719,33657,0.32,
720,33683,2.12,
721,33770,0.0,
722,33804,2.1,
723,33826,2.57,
724,33855,2.19,
725,33867,3.2600000000000002,
726,33902,0.2,
727,33937,3.45,
728,33944,1.47,
729,33979,4.6000000000000005,
730,34050,5.3500000000000005,
731,34068,4.91,
732,34075,6.3,
733,34081,,
734,34111,1.27,
735,34167,0.76,
736,34190,1.3800000000000001,
737,34235,0.29,
738,34238,3.48,
739,34313,7.12,
740,34344,1.24,
741,34398,3.17,
742,34441,4.9,
743,34443,2.75,
744,34444,1.6400000000000001,
745,34453,4.59,
746,34477,1.62,
747,34496,0.54,
748,34529,1.6300000000000001,
749,34624,0.7000000000000001,
750,34644,1.43,
751,34655,3.98,
752,34656,2.5300000000000002,
753,34680,5.12,
754,34683,3.19,
755,34696,1.43,
756,34709,3.04,
757,34712,2.7600000000000002,
758,34815,1.22,
759,34842,1.85,
760,35021,1.6500000000000001,
761,35045,2.2600000000000002,
762,35060,1.57,
763,35083,3.16,
764,35121,4.03,
765,35154,1.59,
766,35166,3.7600000000000002,
767,35171,1.74,
768,35209,4.5600000000000005,
769,35212,1.98,
770,35222,2.47,
771,35233,2.56,
772,35234,0.56,
773,35285,2.93,
774,35296,0.49,
775,35336,0.85,
776,35351,4.58,
777,35385,3.86,
778,35393,4.76,
779,35411,1.29,
780,35428,2.1,
781,35430,2.39,
782,35445,1.47,
783,35461,3.2800000000000002,
784,35468,1.96,
785,35504,3.0,
786,35517,0.6900000000000001,
787,35533,7.4,
788,35566,2.12,
789,35599,0.8,
790,35614,5.94,
791,35632,1.93,
792,35640,4.21,
793,35645,3.2600000000000002,
794,35653,2.98,
795,35686,1.78,
796,35715,1.87,
797,35739,1.6500000000000001,
798,35762,4.59,
799,35764,4.53,
800,35805,,
801,35830,5.11,
802,35834,2.8000000000000003,
803,35844,2.19,
804,35850,2.16,
805,35881,1.26,
806,35896,4.53,
807,35942,2.47,
808,35951,1.85,
809,36018,4.59,
810,36051,0.88,
811,36057,5.1000000000000005,
812,36078,1.79,
813,36104,,
814,36108,0.78,
815,36135,3.3000000000000003,
816,36141,3.04,
817,36160,2.61,
818,36186,1.4000000000000001,
819,36241,2.06,
820,36295,3.93,
821,36331,2.8000000000000003,
822,36334,0.8200000000000001,
823,36343,4.67,
824,36347,1.8900000000000001,
825,36373,4.61,
826,36382,4.29,
827,36394,3.08,
828,36505,4.86,
829,36510,3.27,
830,36541,4.8100000000000005,
831,36570,4.58,
832,36571,4.58,
833,36620,1.22,
834,36655,1.9100000000000001,
835,36664,1.87,
836,36667,2.71,
837,36685,1.92,
838,36694,2.81,
839,36700,1.8800000000000001,
840,36702,0.99,
841,36729,0.73,
842,36760,1.34,
843,36798,3.13,
844,36811,2.52,
845,36827,2.15,
846,36842,1.35,
847,36847,0.8200000000000001,
848,36865,0.52,
849,36884,5.3500000000000005,
850,36895,0.61,
851,36928,1.2,
852,36941,1.08,
853,36943,0.68,
854,36976,1.97,
855,36978,4.28,
856,37047,5.14,
857,37054,5.32,
858,37063,0.63,
859,37069,2.68,
860,37093,2.38,
861,37101,5.3500000000000005,
862,37166,0.71,
863,37220,0.64,
864,37226,3.61,
865,37315,1.09,
866,37317,0.0,
867,37330,2.1,
868,37349,,
869,37357,4.3,
870,37384,2.09,
871,37424,1.8,
872,37431,1.83,
873,37469,2.39,
874,37477,2.56,
875,37506,1.85,
876,37510,0.96,
877,37512,2.11,
878,37544,7.09,
879,37545,2.36,
880,37601,4.1,
881,37619,3.45,
882,37650,0.68,
883,37684,0.47000000000000003,
884,37734,1.98,
885,37777,4.63,
886,37826,3.19,
887,37844,4.6000000000000005,
888,37866,5.86,
889,37890,1.24,
890,37923,5.94,
891,37938,1.81,
892,37977,1.68,
893,37982,0.79,
894,38082,3.93,
895,38098,0.65,
896,38146,0.96,
897,38169,0.03,
898,38174,0.01,
899,38184,0.9400000000000001,
900,38185,0.32,
901,38203,2.19,
902,38205,2.19,
903,38207,1.87,
904,38245,0.6,
905,38256,1.3900000000000001,
906,38264,0.44,
907,38307,4.53,
908,38314,1.25,
909,38373,5.8500000000000005,
910,38374,1.1400000000000001,
911,38392,2.98,
912,38431,1.24,
913,38452,1.71,
914,38477,0.93,
915,38491,6.86,
916,38539,4.39,
917,38588,2.33,
918,38596,2.19,
919,38664,2.2,
920,38683,1.31,
921,38684,1.37,
922,38708,1.47,
923,38720,1.74,
924,38721,0.28,
925,38737,5.11,
926,38788,2.17,
927,38815,0.8,
928,38836,4.6000000000000005,
929,38849,1.46,
930,38866,2.15,
931,38872,6.87,
932,38885,4.87,
933,38903,6.61,
934,38904,1.6600000000000001,
935,38917,0.04,
936,38918,0.06,
937,38954,0.77,
938,38985,1.73,
939,39022,0.7000000000000001,
940,39033,0.75,
941,39083,2.2,
942,39158,3.25,
943,39194,5.24,
944,39247,2.13,
945,39286,4.37,
946,39335,0.81,
947,39352,3.68,
948,39365,1.72,
949,39377,0.9400000000000001,
950,39385,2.34,
951,39393,2.33,
952,39408,4.38,
953,39433,0.85,
954,39461,2.5,
955,39486,2.21,
956,39500,1.54,
957,39574,1.95,
958,39583,3.12,
959,39588,1.7,
960,39600,1.75,
961,39643,6.05,
962,39729,0.78,
963,39798,0.87,
964,39810,3.65,
965,39850,1.09,
966,39948,5.3,
967,40049,1.05,
968,40052,2.1,
969,40069,1.1,
970,40078,1.86,
971,40096,0.8300000000000001,
972,40099,1.34,
973,40106,0.51,
974,40108,2.06,
975,40146,5.29,
976,40160,2.07,
977,40161,6.8500000000000005,
978,40245,4.95,
979,40329,0.0,
980,40432,2.17,
981,40453,3.0100000000000002,
982,40463,1.74,
983,40487,2.5100000000000002,
984,40497,0.81,
985,40555,3.0100000000000002,
986,40580,3.17,
987,40585,4.53,
988,40626,1.84,
989,40661,0.68,
990,40751,3.0700000000000003,
991,40757,4.55,
992,40855,1.61,
993,40861,0.6,
994,40875,2.69,
995,40876,3.65,
996,40968,5.25,
997,40989,1.5,
998,41002,1.8800000000000001,
999,41043,0.3,
1000,41099,3.5,
1001,41100,,
1002,41141,0.5700000000000001,
1003,41150,4.38,
1004,41165,5.23,
1005,41168,0.08,
1006,41170,2.33,
1007,41212,2.23,
1008,41235,3.15,
1009,41267,2.07,
1010,41269,1.76,
1011,41284,1.22,
1012,41288,0.66,
1013,41298,4.3,
1014,41313,2.31,
1015,41314,5.7700000000000005,
1016,41375,0.0,
1017,41425,1.26,
1018,41504,4.59,
1019,41515,2.94,
1020,41529,2.08,
1021,41535,1.95,
1022,41542,3.69,
1023,41545,1.69,
1024,41584,4.55,
1025,41586,2.16,
1026,41608,4.5600000000000005,
1027,41622,0.6,
1028,41646,6.05,
1029,41802,1.03,
1030,41852,1.37,
1031,42031,5.75,
1032,42054,1.69,
1033,42068,0.35000000000000003,
1034,42069,0.62,
1035,42103,1.56,
1036,42120,2.22,
1037,42142,2.44,
1038,42230,2.11,
1039,42240,3.33,
1040,42262,4.44,
1041,42364,5.8500000000000005,
1042,42393,5.7700000000000005,
1043,42462,4.79,
1044,42475,3.49,
1045,42477,0.6900000000000001,
1046,42549,1.44,
1047,42574,2.79,
1048,42627,4.46,
1049,42630,2.82,
1050,42667,3.12,
1051,42668,3.66,
1052,42681,1.56,
1053,42709,1.56,
1054,42725,1.1500000000000001,
1055,42727,3.89,
1056,42759,1.9100000000000001,
1057,42760,1.68,
1058,42801,1.1500000000000001,
1059,42827,2.7,
1060,42839,2.22,
1061,42883,1.1300000000000001,
1062,42900,1.85,
1063,42911,0.28,
1064,42912,0.73,
1065,42930,1.3,
1066,42933,4.86,
1067,42939,1.6400000000000001,
1068,43012,1.6400000000000001,
1069,43020,1.09,
1070,43026,2.5500000000000003,
1071,43033,1.27,
1072,43056,3.2800000000000002,
1073,43095,4.65,
1074,43198,2.0,
1075,43202,0.81,
1076,43216,3.1,
1077,43223,1.8,
1078,43238,3.34,
1079,43240,1.22,
1080,43250,0.87,
1081,43276,3.16,
1082,43286,3.34,
1083,43353,2.49,
1084,43385,2.5300000000000002,
1085,43386,5.13,
1086,43390,7.12,
1087,43414,1.76,
1088,43480,3.85,
1089,43488,5.55,
1090,43557,2.31,
1091,43569,6.04,
1092,43593,6.59,
1093,43623,2.66,
1094,43636,1.8800000000000001,
1095,43642,0.74,
1096,43649,1.43,
1097,43650,2.98,
1098,43654,0.78,
1099,43671,2.49,
1100,43681,0.48,
1101,43703,1.87,
1102,43709,4.79,
1103,43711,,
1104,43786,24.52, Very unlikely (cutoff spectrum)                
1105,43807,2.43,
1106,43817,3.3000000000000003,
1107,43818,3.37,
1108,43830,1.93,
1109,43887,2.49,
1110,43906,3.94,
1111,43977,2.1,
1112,44023,0.0,
1113,44024,3.2600000000000002,
1114,44035,5.72,
1115,44056,2.18,
1116,44059,2.1,
1117,44101,2.13,
1118,44115,1.95,
1119,44135,3.45,
1120,44178,4.6000000000000005,
1121,44230,3.2800000000000002,
1122,44240,2.13,
1123,44297,,
1124,44340,2.41,
1125,44402,0.6,
1126,44424,5.1000000000000005,
1127,44446,5.09,
1128,44449,0.6,
1129,44513,2.5,
1130,44520,4.53,
1131,44641,1.02,
1132,44706,0.54,
1133,44725,2.04,
1134,44738,2.5300000000000002,
1135,44793,1.87,
1136,44808,5.3100000000000005,
1137,44863,5.12,
1138,44892,2.23,
1139,44985,0.99,
1140,45014,2.1,
1141,45015,0.64,
1142,45028,,
1143,45063,3.16,
1144,45113,0.37,
1145,45117,2.66,
1146,45134,2.44,
1147,45165,3.2800000000000002,
1148,45195,0.12,
1149,45252,5.11,
1150,45305,5.3,
1151,45307,2.09,
1152,45396,2.17,
1153,45410,2.48,
1154,45418,4.09,
1155,45422,1.77,
1156,45433,1.74,
1157,45457,5.04,
1158,45494,2.11,
1159,45528,0.0,
1160,45568,1.08,
1161,45622,3.12,
1162,45632,2.37,
1163,45640,2.1,
1164,45724,3.5300000000000002,
1165,45847,2.16,
1166,45867,4.67,
1167,45869,1.6400000000000001,
1168,45885,0.66,
1169,45906,2.86,
1170,45994,2.8000000000000003,
1171,46003,1.92,
1172,46239,1.24,
1173,46271,3.12,
1174,46274,1.92,
1175,46303,1.78,
1176,46333,5.39,
1177,46364,2.18,
1178,46376,1.08,
1179,46382,0.71,
1180,46402,2.45,
1181,46479,2.59,
1182,46549,2.2800000000000002,
1183,46573,2.86,
1184,46621,1.51,
1185,46720,1.8,
1186,46723,1.97,
1187,46824,1.01,
1188,46832,4.17,
1189,46843,1.06,
1190,46876,1.86,
1191,46892,5.3,
1192,46909,4.17,
1193,46938,1.97,
1194,47097,3.83,
1195,47127,1.98,
1196,47298,4.17,
1197,47482,3.3000000000000003,
1198,47484,1.3,
1199,47883,4.26,
1200,47889,1.16,
1201,48023,3.61,
1202,48083,0.99,
1203,48096,2.09,
1204,48128,0.6900000000000001,
1205,48180,2.59,
1206,48301,0.96,
1207,48367,1.1400000000000001,
1208,48386,3.09,
1209,48435,0.02,
1210,48449,2.83,
1211,48566,0.88,
1212,48687,4.42,
1213,48697,0.72,
1214,48844,0.54,
1215,48887,2.38,
1216,48893,4.45,
1217,48990,0.8,
1218,48995,1.97,
1219,49055,1.84,
1220,49102,1.67,
1221,49103,3.34,
1222,49109,,
1223,49217,1.86,
1224,49293,3.0300000000000002,
1225,49294,2.59,
1226,49297,13.13, Very unlikely (missing lines)                  
1227,49388,5.5,
1228,49425,1.83,
1229,49512,1.8,
1230,49520,5.51,
1231,49540,2.18,
1232,49589,1.6500000000000001,
1233,49737,1.79,
1234,49760,0.77,
1235,49777,1.87,
1236,49820,4.5200000000000005,
1237,49836,,
1238,49845,5.13,
1239,50018,3.94,
1240,50398,9.25,
1241,50439,2.22,
1242,50585,6.69,
1243,50638,2.12,
1244,50683,0.6,
1245,50739,1.55,
1246,50768,1.97,
1247,50793,5.84,
1248,50847,1.27,
1249,50864,2.18,
1250,50914,1.84,
1251,50980,1.75,
1252,51019,2.06,
1253,51108,1.69,
1254,51148,1.51,
1255,51202,1.1500000000000001,
1256,51254,3.84,
1257,51267,5.89,
1258,51307,3.02,
1259,51365,2.56,
1260,51366,0.72,
1261,51457,1.41,
1262,51570,0.93,
1263,51675,9.25,
1264,51684,0.66,
1265,51688,0.62,
1266,51751,0.63,
1267,51757,0.66,
1268,51813,0.81,
1269,51842,1.02,
1270,51844,0.61,
1271,51881,5.84,
1272,51899,5.08,
1273,51918,7.12,
1274,51941,1.51,
1275,51952,,
1276,51964,2.59,
1277,52101,2.1,
1278,52174,1.28,
