,sample,id,pointing,MPT_number,z_manual,file_name,Notes
0,CAPERS_COSMOS_V0.2.1,s000002642,P7,2642,3.58511,CAPERS_COSMOS_P7_s000002642_x1d_optext.fits,None
1,CAPERS_COSMOS_V0.2.1,s000002648,P7,2648,-1.0,CAPERS_COSMOS_P7_s000002648_x1d_optext.fits,None
2,CAPERS_COSMOS_V0.2.1,s000002752,P7,2752,-1.0,CAPERS_COSMOS_P7_s000002752_x1d_optext.fits,None
3,CAPERS_COSMOS_V0.2.1,s000002783,P7,2783,3.709169,CAPERS_COSMOS_P7_s000002783_x1d_optext.fits,None
4,CAPERS_COSMOS_V0.2.1,s000002796,P7,2796,-1.0,CAPERS_COSMOS_P7_s000002796_x1d_optext.fits,None
5,CAPERS_COSMOS_V0.2.1,s000002804,P7,2804,1.8004,CAPERS_COSMOS_P7_s000002804_x1d_optext.fits,None
6,CAPERS_COSMOS_V0.2.1,s000002910,P7,2910,4.56409,CAPERS_COSMOS_P7_s000002910_x1d_optext.fits,None
7,CAPERS_COSMOS_V0.2.1,s000002967,P7,2967,1.98,CAPERS_COSMOS_P7_s000002967_x1d_optext.fits,None
8,CAPERS_COSMOS_V0.2.1,s000003010,P7,3010,2.07,CAPERS_COSMOS_P7_s000003010_x1d_optext.fits,None
9,CAPERS_COSMOS_V0.2.1,s000003113,P7,3113,1.550683,CAPERS_COSMOS_P7_s000003113_x1d_optext.fits,None
10,CAPERS_COSMOS_V0.2.1,s000003219,P7,3219,1.741699,CAPERS_COSMOS_P7_s000003219_x1d_optext.fits,None
11,CAPERS_COSMOS_V0.2.1,s000003255,P7,3255,-1.0,CAPERS_COSMOS_P7_s000003255_x1d_optext.fits,No lines but intense continuum
12,CAPERS_COSMOS_V0.2.1,s000003295,P7,3295,-1.0,CAPERS_COSMOS_P7_s000003295_x1d.fits,None
13,CAPERS_COSMOS_V0.2.1,s000003306,P7,3306,5.83,CAPERS_COSMOS_P7_s000003306_x1d_optext.fits,None
14,CAPERS_COSMOS_V0.2.1,s000003315,P7,3315,-1.0,CAPERS_COSMOS_P7_s000003315_x1d.fits,None
15,CAPERS_COSMOS_V0.2.1,s000003327,P7,3327,1.54,CAPERS_COSMOS_P7_s000003327_x1d_optext.fits,None
16,CAPERS_COSMOS_V0.2.1,s000003393,P7,3393,1.564352,CAPERS_COSMOS_P7_s000003393_x1d_optext.fits,None
17,CAPERS_COSMOS_V0.2.1,s000003412,P7,3412,-1.0,CAPERS_COSMOS_P7_s000003412_x1d_optext.fits,No lines but intense continuum
18,CAPERS_COSMOS_V0.2.1,s000003426,P7,3426,1.57,CAPERS_COSMOS_P7_s000003426_x1d_optext.fits,None
19,CAPERS_COSMOS_V0.2.1,s000003490,P7,3490,1.7,CAPERS_COSMOS_P7_s000003490_x1d_optext.fits,None
20,CAPERS_COSMOS_V0.2.1,s000003544,P7,3544,-1.0,CAPERS_COSMOS_P7_s000003544_x1d_optext.fits,None
21,CAPERS_COSMOS_V0.2.1,s000003550,P7,3550,4.43,CAPERS_COSMOS_P7_s000003550_x1d_optext.fits,None
22,CAPERS_COSMOS_V0.2.1,s000003555,P7,3555,7.144057,CAPERS_COSMOS_P7_s000003555_x1d_optext.fits,None
23,CAPERS_COSMOS_V0.2.1,s000003769,P7,3769,3.727391,CAPERS_COSMOS_P7_s000003769_x1d_optext.fits,None
24,CAPERS_COSMOS_V0.2.1,s000003799,P7,3799,3.731068,CAPERS_COSMOS_P7_s000003799_x1d_optext.fits,None
25,CAPERS_COSMOS_V0.2.1,s000003844,P7,3844,-1.0,CAPERS_COSMOS_P7_s000003844_x1d_optext.fits,No lines but intense continuum
26,CAPERS_COSMOS_V0.2.1,s000003907,P7,3907,-1.0,CAPERS_COSMOS_P7_s000003907_x1d_optext.fits,None
27,CAPERS_COSMOS_V0.2.1,s000003933,P7,3933,3.87,CAPERS_COSMOS_P7_s000003933_x1d_optext.fits,None
28,CAPERS_COSMOS_V0.2.1,s000003984,P7,3984,2.65,CAPERS_COSMOS_P7_s000003984_x1d_optext.fits,None
29,CAPERS_COSMOS_V0.2.1,s000004010,P7,4010,0.661809,CAPERS_COSMOS_P7_s000004010_x1d_optext.fits,None
30,CAPERS_COSMOS_V0.2.1,s000004023,P7,4023,4.45,CAPERS_COSMOS_P7_s000004023_x1d_optext.fits,None
31,CAPERS_COSMOS_V0.2.1,s000004037,P7,4037,0.688352,CAPERS_COSMOS_P7_s000004037_x1d_optext.fits,None
32,CAPERS_COSMOS_V0.2.1,s000004049,P7,4049,3.734834,CAPERS_COSMOS_P7_s000004049_x1d_optext.fits,None
33,CAPERS_COSMOS_V0.2.1,s000004062,P7,4062,3.72,CAPERS_COSMOS_P7_s000004062_x1d_optext.fits,None
34,CAPERS_COSMOS_V0.2.1,s000004091,P7,4091,4.551856,CAPERS_COSMOS_P7_s000004091_x1d_optext.fits,Object lines are in absorption
35,CAPERS_COSMOS_V0.2.1,s000004096,P7,4096,4.56,CAPERS_COSMOS_P7_s000004096_x1d.fits,None
36,CAPERS_COSMOS_V0.2.1,s000004131,P7,4131,2.284354,CAPERS_COSMOS_P7_s000004131_x1d_optext.fits,None
37,CAPERS_COSMOS_V0.2.1,s000004241,P7,4241,-1.0,CAPERS_COSMOS_P7_s000004241_x1d_optext.fits,None
38,CAPERS_COSMOS_V0.2.1,s000004246,P7,4246,2.160427,CAPERS_COSMOS_P7_s000004246_x1d_optext.fits,None
39,CAPERS_COSMOS_V0.2.1,s000004253,P7,4253,-1.0,CAPERS_COSMOS_P7_s000004253_x1d_optext.fits,None
40,CAPERS_COSMOS_V0.2.1,s000004298,P7,4298,3.72641,CAPERS_COSMOS_P7_s000004298_x1d_optext.fits,None
41,CAPERS_COSMOS_V0.2.1,s000004302,P7,4302,-1.0,CAPERS_COSMOS_P7_s000004302_x1d_optext.fits,None
42,CAPERS_COSMOS_V0.2.1,s000004318,P7,4318,3.723154,CAPERS_COSMOS_P7_s000004318_x1d_optext.fits,None
43,CAPERS_COSMOS_V0.2.1,s000004364,P7,4364,4.137355,CAPERS_COSMOS_P7_s000004364_x1d_optext.fits,None
44,CAPERS_COSMOS_V0.2.1,s000004367,P7,4367,3.72,CAPERS_COSMOS_P7_s000004367_x1d_optext.fits,None
45,CAPERS_COSMOS_V0.2.1,s000004368,P7,4368,0.9,CAPERS_COSMOS_P7_s000004368_x1d_optext.fits,None
46,CAPERS_COSMOS_V0.2.1,s000004370,P7,4370,3.99,CAPERS_COSMOS_P7_s000004370_x1d_optext.fits,None
47,CAPERS_COSMOS_V0.2.1,s000004419,P7,4419,1.97,CAPERS_COSMOS_P7_s000004419_x1d_optext.fits,None
48,CAPERS_COSMOS_V0.2.1,s000004423,P7,4423,1.536125,CAPERS_COSMOS_P7_s000004423_x1d_optext.fits,None
49,CAPERS_COSMOS_V0.2.1,s000004433,P7,4433,4.661002,CAPERS_COSMOS_P7_s000004433_x1d_optext.fits,None
50,CAPERS_COSMOS_V0.2.1,s000004434,P7,4434,-1.0,CAPERS_COSMOS_P7_s000004434_x1d_optext.fits,None
51,CAPERS_COSMOS_V0.2.1,s000004495,P7,4495,-1.0,CAPERS_COSMOS_P7_s000004495_x1d.fits,None
52,CAPERS_COSMOS_V0.2.1,s000004503,P7,4503,3.14209,CAPERS_COSMOS_P7_s000004503_x1d_optext.fits,None
53,CAPERS_COSMOS_V0.2.1,s000004523,P7,4523,1.01,CAPERS_COSMOS_P7_s000004523_x1d_optext.fits,None
54,CAPERS_COSMOS_V0.2.1,s000004538,P7,4538,-1.0,CAPERS_COSMOS_P7_s000004538_x1d.fits,None
55,CAPERS_COSMOS_V0.2.1,s000004612,P7,4612,-1.0,CAPERS_COSMOS_P7_s000004612_x1d_optext.fits,No lines but intense continuum
56,CAPERS_COSMOS_V0.2.1,s000004631,P7,4631,1.01,CAPERS_COSMOS_P7_s000004631_x1d_optext.fits,None
57,CAPERS_COSMOS_V0.2.1,s000004771,P7,4771,5.927409,CAPERS_COSMOS_P7_s000004771_x1d_optext.fits,None
58,CAPERS_COSMOS_V0.2.1,s000004857,P7,4857,0.681469,CAPERS_COSMOS_P7_s000004857_x1d_optext.fits,None
59,CAPERS_COSMOS_V0.2.1,s000004954,P7,4954,3.36,CAPERS_COSMOS_P7_s000004954_x1d_optext.fits,None
60,CAPERS_COSMOS_V0.2.1,s000004979,P7,4979,-1.0,CAPERS_COSMOS_P7_s000004979_x1d_optext.fits,No lines but intense continuum
61,CAPERS_COSMOS_V0.2.1,s000004985,P7,4985,1.055013,CAPERS_COSMOS_P7_s000004985_x1d_optext.fits,None
62,CAPERS_COSMOS_V0.2.1,s000005052,P7,5052,1.603308,CAPERS_COSMOS_P7_s000005052_x1d_optext.fits,None
63,CAPERS_COSMOS_V0.2.1,s000005121,P7,5121,2.597303,CAPERS_COSMOS_P7_s000005121_x1d_optext.fits,None
64,CAPERS_COSMOS_V0.2.1,s000005189,P7,5189,-1.0,CAPERS_COSMOS_P7_s000005189_x1d_optext.fits,None
65,CAPERS_COSMOS_V0.2.1,s000005441,P7,5441,4.682791,CAPERS_COSMOS_P7_s000005441_x1d_optext.fits,None
66,CAPERS_COSMOS_V0.2.1,s000005540,P7,5540,-1.0,CAPERS_COSMOS_P7_s000005540_x1d_optext.fits,No lines but intense continuum
67,CAPERS_COSMOS_V0.2.1,s000005725,P7,5725,3.94,CAPERS_COSMOS_P7_s000005725_x1d_optext.fits,None
68,CAPERS_COSMOS_V0.2.1,s000005727,P7,5727,2.47,CAPERS_COSMOS_P7_s000005727_x1d_optext.fits,None
69,CAPERS_COSMOS_V0.2.1,s000005754,P7,5754,1.598214,CAPERS_COSMOS_P7_s000005754_x1d_optext.fits,None
70,CAPERS_COSMOS_V0.2.1,s000005973,P7,5973,1.88926,CAPERS_COSMOS_P7_s000005973_x1d_optext.fits,None
71,CAPERS_COSMOS_V0.2.1,s000006031,P7,6031,-1.0,CAPERS_COSMOS_P7_s000006031_x1d_optext.fits,None
72,CAPERS_COSMOS_V0.2.1,s000006152,P7,6152,1.54,CAPERS_COSMOS_P7_s000006152_x1d_optext.fits,None
73,CAPERS_COSMOS_V0.2.1,s000006171,P7,6171,-1.0,CAPERS_COSMOS_P7_s000006171_x1d_optext.fits,None
74,CAPERS_COSMOS_V0.2.1,s000006174,P7,6174,2.556703,CAPERS_COSMOS_P7_s000006174_x1d_optext.fits,None
75,CAPERS_COSMOS_V0.2.1,s000006221,P7,6221,-1.0,CAPERS_COSMOS_P7_s000006221_x1d_optext.fits,None
76,CAPERS_COSMOS_V0.2.1,s000006239,P7,6239,1.128176,CAPERS_COSMOS_P7_s000006239_x1d_optext.fits,None
77,CAPERS_COSMOS_V0.2.1,s000006256,P7,6256,2.55089,CAPERS_COSMOS_P7_s000006256_x1d_optext.fits,None
78,CAPERS_COSMOS_V0.2.1,s000006295,P7,6295,0.962326,CAPERS_COSMOS_P7_s000006295_x1d_optext.fits,None
79,CAPERS_COSMOS_V0.2.1,s000006339,P7,6339,4.209708,CAPERS_COSMOS_P7_s000006339_x1d_optext.fits,None
80,CAPERS_COSMOS_V0.2.1,s000006357,P7,6357,1.869995,CAPERS_COSMOS_P7_s000006357_x1d_optext.fits,None
81,CAPERS_COSMOS_V0.2.1,s000006443,P7,6443,1.836237,CAPERS_COSMOS_P7_s000006443_x1d_optext.fits,None
82,CAPERS_COSMOS_V0.2.1,s000006471,P7,6471,2.052973,CAPERS_COSMOS_P7_s000006471_x1d_optext.fits,None
83,CAPERS_COSMOS_V0.2.1,s000006472,P7,6472,2.464115,CAPERS_COSMOS_P7_s000006472_x1d.fits,Object lines are in absorption
84,CAPERS_COSMOS_V0.2.1,s000006473,P7,6473,2.42,CAPERS_COSMOS_P7_s000006473_x1d_optext.fits,None
85,CAPERS_COSMOS_V0.2.1,s000006490,P7,6490,4.69958,CAPERS_COSMOS_P7_s000006490_x1d_optext.fits,None
86,CAPERS_COSMOS_V0.2.1,s000006494,P7,6494,3.171943,CAPERS_COSMOS_P7_s000006494_x1d_optext.fits,None
87,CAPERS_COSMOS_V0.2.1,s000006513,P7,6513,-1.0,CAPERS_COSMOS_P7_s000006513_x1d_optext.fits,No lines but intense continuum
88,CAPERS_COSMOS_V0.2.1,s000006524,P7,6524,2.217146,CAPERS_COSMOS_P7_s000006524_x1d_optext.fits,No lines but intense continuum
89,CAPERS_COSMOS_V0.2.1,s000006563,P7,6563,1.17,CAPERS_COSMOS_P7_s000006563_x1d_optext.fits,None
90,CAPERS_COSMOS_V0.2.1,s000006684,P7,6684,2.523366,CAPERS_COSMOS_P7_s000006684_x1d_optext.fits,None
91,CAPERS_COSMOS_V0.2.1,s000006685,P7,6685,-1.0,CAPERS_COSMOS_P7_s000006685_x1d_optext.fits,None
92,CAPERS_COSMOS_V0.2.1,s000006734,P7,6734,5.91,CAPERS_COSMOS_P7_s000006734_x1d_optext.fits,None
93,CAPERS_COSMOS_V0.2.1,s000006744,P7,6744,-1.0,CAPERS_COSMOS_P7_s000006744_x1d_optext.fits,None
94,CAPERS_COSMOS_V0.2.1,s000006754,P7,6754,-1.0,CAPERS_COSMOS_P7_s000006754_x1d_optext.fits,None
95,CAPERS_COSMOS_V0.2.1,s000006790,P7,6790,3.98404,CAPERS_COSMOS_P7_s000006790_x1d_optext.fits,None
96,CAPERS_COSMOS_V0.2.1,s000006818,P7,6818,-1.0,CAPERS_COSMOS_P7_s000006818_x1d_optext.fits,None
97,CAPERS_COSMOS_V0.2.1,s000006846,P7,6846,3.38971,CAPERS_COSMOS_P7_s000006846_x1d_optext.fits,None
98,CAPERS_COSMOS_V0.2.1,s000006882,P7,6882,4.768416,CAPERS_COSMOS_P7_s000006882_x1d_optext.fits,None
99,CAPERS_COSMOS_V0.2.1,s000006898,P7,6898,3.73,CAPERS_COSMOS_P7_s000006898_x1d.fits,None
100,CAPERS_COSMOS_V0.2.1,s000006911,P7,6911,-1.0,CAPERS_COSMOS_P7_s000006911_x1d_optext.fits,No lines but intense continuum
101,CAPERS_COSMOS_V0.2.1,s000006916,P7,6916,-1.0,CAPERS_COSMOS_P7_s000006916_x1d_optext.fits,None
102,CAPERS_COSMOS_V0.2.1,s000006920,P7,6920,0.94,CAPERS_COSMOS_P7_s000006920_x1d_optext.fits,None
103,CAPERS_COSMOS_V0.2.1,s000007009,P7,7009,1.937264,CAPERS_COSMOS_P7_s000007009_x1d_optext.fits,None
104,CAPERS_COSMOS_V0.2.1,s000007029,P7,7029,2.050021,CAPERS_COSMOS_P7_s000007029_x1d_optext.fits,None
105,CAPERS_COSMOS_V0.2.1,s000007053,P7,7053,5.092347,CAPERS_COSMOS_P7_s000007053_x1d_optext.fits,None
106,CAPERS_COSMOS_V0.2.1,s000007066,P7,7066,1.68,CAPERS_COSMOS_P7_s000007066_x1d_optext.fits,None
107,CAPERS_COSMOS_V0.2.1,s000007081,P7,7081,4.0,CAPERS_COSMOS_P7_s000007081_x1d_optext.fits,None
108,CAPERS_COSMOS_V0.2.1,s000007082,P7,7082,-1.0,CAPERS_COSMOS_P7_s000007082_x1d.fits,None
109,CAPERS_COSMOS_V0.2.1,s000007091,P7,7091,1.599709,CAPERS_COSMOS_P7_s000007091_x1d_optext.fits,None
110,CAPERS_COSMOS_V0.2.1,s000007107,P7,7107,-1.0,CAPERS_COSMOS_P7_s000007107_x1d_optext.fits,None
111,CAPERS_COSMOS_V0.2.1,s000007110,P7,7110,-1.0,CAPERS_COSMOS_P7_s000007110_x1d_optext.fits,No lines but intense continuum
112,CAPERS_COSMOS_V0.2.1,s000007135,P7,7135,3.914323,CAPERS_COSMOS_P7_s000007135_x1d_optext.fits,None
113,CAPERS_COSMOS_V0.2.1,s000007160,P7,7160,3.68,CAPERS_COSMOS_P7_s000007160_x1d_optext.fits,None
114,CAPERS_COSMOS_V0.2.1,s000007174,P7,7174,4.598375,CAPERS_COSMOS_P7_s000007174_x1d_optext.fits,None
115,CAPERS_COSMOS_V0.2.1,s000007196,P7,7196,-1.0,CAPERS_COSMOS_P7_s000007196_x1d_optext.fits,None
116,CAPERS_COSMOS_V0.2.1,s000007207,P7,7207,0.933235,CAPERS_COSMOS_P7_s000007207_x1d_optext.fits,Rich emission objects
117,CAPERS_COSMOS_V0.2.1,s000007299,P7,7299,0.219154,CAPERS_COSMOS_P7_s000007299_x1d_optext.fits,None
118,CAPERS_COSMOS_V0.2.1,s000007347,P7,7347,1.598254,CAPERS_COSMOS_P7_s000007347_x1d_optext.fits,None
119,CAPERS_COSMOS_V0.2.1,s000007468,P7,7468,-1.0,CAPERS_COSMOS_P7_s000007468_x1d_optext.fits,None
120,CAPERS_COSMOS_V0.2.1,s000007620,P7,7620,3.998381,CAPERS_COSMOS_P7_s000007620_x1d_optext.fits,None
121,CAPERS_COSMOS_V0.2.1,s000007720,P7,7720,-1.0,CAPERS_COSMOS_P7_s000007720_x1d_optext.fits,None
122,CAPERS_COSMOS_V0.2.1,s000007764,P7,7764,-1.0,CAPERS_COSMOS_P7_s000007764_x1d_optext.fits,None
123,CAPERS_COSMOS_V0.2.1,s000007770,P7,7770,-1.0,CAPERS_COSMOS_P7_s000007770_x1d_optext.fits,None
124,CAPERS_COSMOS_V0.2.1,s000007860,P7,7860,4.366961,CAPERS_COSMOS_P7_s000007860_x1d_optext.fits,None
125,CAPERS_COSMOS_V0.2.1,s000007884,P7,7884,-1.0,CAPERS_COSMOS_P7_s000007884_x1d_optext.fits,None
126,CAPERS_COSMOS_V0.2.1,s000007891,P7,7891,1.429449,CAPERS_COSMOS_P7_s000007891_x1d_optext.fits,None
127,CAPERS_COSMOS_V0.2.1,s000007925,P7,7925,-1.0,CAPERS_COSMOS_P7_s000007925_x1d_optext.fits,None
128,CAPERS_COSMOS_V0.2.1,s000007950,P7,7950,3.36,CAPERS_COSMOS_P7_s000007950_x1d_optext.fits,None
129,CAPERS_COSMOS_V0.2.1,s000007975,P7,7975,2.25,CAPERS_COSMOS_P7_s000007975_x1d_optext.fits,None
130,CAPERS_COSMOS_V0.2.1,s000008000,P7,8000,4.15,CAPERS_COSMOS_P7_s000008000_x1d_optext.fits,None
131,CAPERS_COSMOS_V0.2.1,s000008032,P7,8032,-1.0,CAPERS_COSMOS_P7_s000008032_x1d.fits,None
132,CAPERS_COSMOS_V0.2.1,s000008067,P7,8067,2.531842,CAPERS_COSMOS_P7_s000008067_x1d_optext.fits,None
133,CAPERS_COSMOS_V0.2.1,s000008083,P7,8083,-1.0,CAPERS_COSMOS_P7_s000008083_x1d_optext.fits,None
134,CAPERS_COSMOS_V0.2.1,s000008127,P7,8127,-1.0,CAPERS_COSMOS_P7_s000008127_x1d_optext.fits,None
135,CAPERS_COSMOS_V0.2.1,s000008194,P7,8194,3.22,CAPERS_COSMOS_P7_s000008194_x1d_optext.fits,None
136,CAPERS_COSMOS_V0.2.1,s000008201,P7,8201,1.591836,CAPERS_COSMOS_P7_s000008201_x1d_optext.fits,Strange lines (alien)
137,CAPERS_COSMOS_V0.2.1,s000008206,P7,8206,1.72,CAPERS_COSMOS_P7_s000008206_x1d_optext.fits,None
138,CAPERS_COSMOS_V0.2.1,s000008281,P7,8281,-1.0,CAPERS_COSMOS_P7_s000008281_x1d_optext.fits,None
139,CAPERS_COSMOS_V0.2.1,s000008322,P7,8322,-1.0,CAPERS_COSMOS_P7_s000008322_x1d_optext.fits,None
140,CAPERS_COSMOS_V0.2.1,s000008372,P7,8372,-1.0,CAPERS_COSMOS_P7_s000008372_x1d_optext.fits,None
141,CAPERS_COSMOS_V0.2.1,s000008423,P7,8423,-1.0,CAPERS_COSMOS_P7_s000008423_x1d_optext.fits,None
142,CAPERS_COSMOS_V0.2.1,s000008449,P7,8449,-1.0,CAPERS_COSMOS_P7_s000008449_x1d_optext.fits,None
143,CAPERS_COSMOS_V0.2.1,s000008490,P7,8490,3.983791,CAPERS_COSMOS_P7_s000008490_x1d_optext.fits,None
144,CAPERS_COSMOS_V0.2.1,s000008495,P7,8495,3.905217,CAPERS_COSMOS_P7_s000008495_x1d.fits,None
145,CAPERS_COSMOS_V0.2.1,s000008505,P7,8505,5.076198,CAPERS_COSMOS_P7_s000008505_x1d_optext.fits,None
146,CAPERS_COSMOS_V0.2.1,s000008506,P7,8506,5.07,CAPERS_COSMOS_P7_s000008506_x1d_optext.fits,None
147,CAPERS_COSMOS_V0.2.1,s000008528,P7,8528,1.221128,CAPERS_COSMOS_P7_s000008528_x1d_optext.fits,None
148,CAPERS_COSMOS_V0.2.1,s000008581,P7,8581,-1.0,CAPERS_COSMOS_P7_s000008581_x1d_optext.fits,None
149,CAPERS_COSMOS_V0.2.1,s000008620,P7,8620,1.526493,CAPERS_COSMOS_P7_s000008620_x1d_optext.fits,None
150,CAPERS_COSMOS_V0.2.1,s000008708,P7,8708,1.72,CAPERS_COSMOS_P7_s000008708_x1d_optext.fits,None
151,CAPERS_COSMOS_V0.2.1,s000008734,P7,8734,2.091351,CAPERS_COSMOS_P7_s000008734_x1d_optext.fits,Background object in absorption z=2.812
152,CAPERS_COSMOS_V0.2.1,s000008766,P7,8766,4.00983,CAPERS_COSMOS_P7_s000008766_x1d_optext.fits,None
153,CAPERS_COSMOS_V0.2.1,s000008768,P7,8768,4.68744,CAPERS_COSMOS_P7_s000008768_x1d_optext.fits,None
154,CAPERS_COSMOS_V0.2.1,s000008790,P7,8790,-1.0,CAPERS_COSMOS_P7_s000008790_x1d_optext.fits,None
155,CAPERS_COSMOS_V0.2.1,s000008794,P7,8794,5.853332,CAPERS_COSMOS_P7_s000008794_x1d_optext.fits,None
156,CAPERS_COSMOS_V0.2.1,s000008823,P7,8823,3.475362,CAPERS_COSMOS_P7_s000008823_x1d_optext.fits,None
157,CAPERS_COSMOS_V0.2.1,s000008829,P7,8829,2.129223,CAPERS_COSMOS_P7_s000008829_x1d_optext.fits,None
158,CAPERS_COSMOS_V0.2.1,s000008873,P7,8873,-1.0,CAPERS_COSMOS_P7_s000008873_x1d_optext.fits,None
159,CAPERS_COSMOS_V0.2.1,s000008876,P7,8876,1.094116,CAPERS_COSMOS_P7_s000008876_x1d_optext.fits,None
160,CAPERS_COSMOS_V0.2.1,s000008881,P5,8881,1.13,CAPERS_COSMOS_P5_s000008881_x1d_optext.fits,None
161,CAPERS_COSMOS_V0.2.1,s000008893,P7,8893,-1.0,CAPERS_COSMOS_P7_s000008893_x1d_optext.fits,No lines but intense continuum
162,CAPERS_COSMOS_V0.2.1,s000008963,P7,8963,4.001306,CAPERS_COSMOS_P7_s000008963_x1d_optext.fits,None
163,CAPERS_COSMOS_V0.2.1,s000009005,P7,9005,3.985584,CAPERS_COSMOS_P7_s000009005_x1d_optext.fits,None
164,CAPERS_COSMOS_V0.2.1,s000009071,P7,9071,-1.0,CAPERS_COSMOS_P7_s000009071_x1d_optext.fits,None
165,CAPERS_COSMOS_V0.2.1,s000009123,P7,9123,-1.0,CAPERS_COSMOS_P7_s000009123_x1d_optext.fits,None
166,CAPERS_COSMOS_V0.2.1,s000009220,P5,9220,1.919676,CAPERS_COSMOS_P5_s000009220_x1d_optext.fits,None
167,CAPERS_COSMOS_V0.2.1,s000009226,P7,9226,3.719386,CAPERS_COSMOS_P7_s000009226_x1d_optext.fits,None
168,CAPERS_COSMOS_V0.2.1,s000009262,P7,9262,-1.0,CAPERS_COSMOS_P7_s000009262_x1d_optext.fits,None
169,CAPERS_COSMOS_V0.2.1,s000009319,P7,9319,1.113894,CAPERS_COSMOS_P7_s000009319_x1d_optext.fits,None
170,CAPERS_COSMOS_V0.2.1,s000009384,P7,9384,-1.0,CAPERS_COSMOS_P7_s000009384_x1d.fits,None
171,CAPERS_COSMOS_V0.2.1,s000009440,P7,9440,3.706425,CAPERS_COSMOS_P7_s000009440_x1d.fits,None
172,CAPERS_COSMOS_V0.2.1,s000009441,P7,9441,3.722396,CAPERS_COSMOS_P7_s000009441_x1d_optext.fits,None
173,CAPERS_COSMOS_V0.2.1,s000009464,P5,9464,1.105572,CAPERS_COSMOS_P5_s000009464_x1d_optext.fits,None
174,CAPERS_COSMOS_V0.2.1,s000009514,P7,9514,3.732698,CAPERS_COSMOS_P7_s000009514_x1d_optext.fits,None
175,CAPERS_COSMOS_V0.2.1,s000009566,P7,9566,1.196568,CAPERS_COSMOS_P7_s000009566_x1d_optext.fits,None
176,CAPERS_COSMOS_V0.2.1,s000009575,P7,9575,-1.0,CAPERS_COSMOS_P7_s000009575_x1d_optext.fits,None
177,CAPERS_COSMOS_V0.2.1,s000009599,P7,9599,2.513211,CAPERS_COSMOS_P7_s000009599_x1d_optext.fits,Background object at z=3.999
178,CAPERS_COSMOS_V0.2.1,s000009678,P5,9678,-1.0,CAPERS_COSMOS_P5_s000009678_x1d_optext.fits,None
179,CAPERS_COSMOS_V0.2.1,s000009705,P5,9705,-1.0,CAPERS_COSMOS_P5_s000009705_x1d_optext.fits,None
180,CAPERS_COSMOS_V0.2.1,s000009714,P7,9714,1.714816,CAPERS_COSMOS_P7_s000009714_x1d_optext.fits,None
181,CAPERS_COSMOS_V0.2.1,s000009733,P7,9733,-1.0,CAPERS_COSMOS_P7_s000009733_x1d.fits,None
182,CAPERS_COSMOS_V0.2.1,s000009745,P5,9745,5.23,CAPERS_COSMOS_P5_s000009745_x1d.fits,None
183,CAPERS_COSMOS_V0.2.1,s000009795,P5,9795,3.205538,CAPERS_COSMOS_P5_s000009795_x1d_optext.fits,None
184,CAPERS_COSMOS_V0.2.1,s000009801,P7,9801,-1.0,CAPERS_COSMOS_P7_s000009801_x1d_optext.fits,None
185,CAPERS_COSMOS_V0.2.1,s000009809,P5,9809,-1.0,CAPERS_COSMOS_P5_s000009809_x1d_optext.fits,None
186,CAPERS_COSMOS_V0.2.1,s000009828,P5,9828,-1.0,CAPERS_COSMOS_P5_s000009828_x1d_optext.fits,None
187,CAPERS_COSMOS_V0.2.1,s000009836,P5,9836,4.92,CAPERS_COSMOS_P5_s000009836_x1d_optext.fits,None
188,CAPERS_COSMOS_V0.2.1,s000009841,P7,9841,3.42,CAPERS_COSMOS_P7_s000009841_x1d_optext.fits,None
189,CAPERS_COSMOS_V0.2.1,s000009862,P7,9862,4.002208,CAPERS_COSMOS_P7_s000009862_x1d_optext.fits,None
190,CAPERS_COSMOS_V0.2.1,s000009890,P7,9890,3.428879,CAPERS_COSMOS_P7_s000009890_x1d_optext.fits,None
191,CAPERS_COSMOS_V0.2.1,s000009914,P7,9914,-1.0,CAPERS_COSMOS_P7_s000009914_x1d_optext.fits,No lines but intense continuum
192,CAPERS_COSMOS_V0.2.1,s000009924,P5,9924,3.996949,CAPERS_COSMOS_P5_s000009924_x1d_optext.fits,None
193,CAPERS_COSMOS_V0.2.1,s000009940,P7,9940,0.726795,CAPERS_COSMOS_P7_s000009940_x1d_optext.fits,None
194,CAPERS_COSMOS_V0.2.1,s000009968,P7,9968,3.269178,CAPERS_COSMOS_P7_s000009968_x1d_optext.fits,None
195,CAPERS_COSMOS_V0.2.1,s000009969,P7,9969,-1.0,CAPERS_COSMOS_P7_s000009969_x1d.fits,None
196,CAPERS_COSMOS_V0.2.1,s000009985,P7,9985,2.148716,CAPERS_COSMOS_P7_s000009985_x1d_optext.fits,None
197,CAPERS_COSMOS_V0.2.1,s000009998,P7,9998,3.45,CAPERS_COSMOS_P7_s000009998_x1d_optext.fits,None
198,CAPERS_COSMOS_V0.2.1,s000010008,P7,10008,3.99,CAPERS_COSMOS_P7_s000010008_x1d_optext.fits,None
199,CAPERS_COSMOS_V0.2.1,s000010033,P5,10033,-1.0,CAPERS_COSMOS_P5_s000010033_x1d_optext.fits,None
200,CAPERS_COSMOS_V0.2.1,s000010048,P5,10048,-1.0,CAPERS_COSMOS_P5_s000010048_x1d_optext.fits,None
