,sample,id,pointing,MPT_number,z_manual,file_name,Notes
1224,CAPERS_COSMOS_V0.2.1,s000048995,P1,48995,1.977276,CAPERS_COSMOS_P1_s000048995_x1d_optext.fits,None
1225,CAPERS_COSMOS_V0.2.1,s000049055,P1,49055,-1.0,CAPERS_COSMOS_P1_s000049055_x1d_optext.fits,None
1226,CAPERS_COSMOS_V0.2.1,s000049102,P1,49102,1.681774,CAPERS_COSMOS_P1_s000049102_x1d_optext.fits,None
1227,CAPERS_COSMOS_V0.2.1,s000049103,P1,49103,-1.0,CAPERS_COSMOS_P1_s000049103_x1d.fits,None
1228,CAPERS_COSMOS_V0.2.1,s000049109,P1,49109,-1.0,CAPERS_COSMOS_P1_s000049109_x1d.fits,None
1229,CAPERS_COSMOS_V0.2.1,s000049217,P1,49217,2.173687,CAPERS_COSMOS_P1_s000049217_x1d.fits,None
1230,CAPERS_COSMOS_V0.2.1,s000049293,P1,49293,3.036297,CAPERS_COSMOS_P1_s000049293_x1d_optext.fits,None
1231,CAPERS_COSMOS_V0.2.1,s000049294,P1,49294,2.590884,CAPERS_COSMOS_P1_s000049294_x1d_optext.fits,None
1232,CAPERS_COSMOS_V0.2.1,s000049297,P1,49297,3.019391,CAPERS_COSMOS_P1_s000049297_x1d_optext.fits,None
1233,CAPERS_COSMOS_V0.2.1,s000049388,P1,49388,5.5,CAPERS_COSMOS_P1_s000049388_x1d_optext.fits,None
1234,CAPERS_COSMOS_V0.2.1,s000049425,P1,49425,1.840929,CAPERS_COSMOS_P1_s000049425_x1d_optext.fits,None
1235,CAPERS_COSMOS_V0.2.1,s000049512,P1,49512,1.808966,CAPERS_COSMOS_P1_s000049512_x1d_optext.fits,None
1236,CAPERS_COSMOS_V0.2.1,s000049520,P1,49520,5.5,CAPERS_COSMOS_P1_s000049520_x1d_optext.fits,None
1237,CAPERS_COSMOS_V0.2.1,s000049540,P1,49540,-1.0,CAPERS_COSMOS_P1_s000049540_x1d_optext.fits,None
1238,CAPERS_COSMOS_V0.2.1,s000049589,P1,49589,1.661017,CAPERS_COSMOS_P1_s000049589_x1d_optext.fits,None
1239,CAPERS_COSMOS_V0.2.1,s000049737,P1,49737,1.794846,CAPERS_COSMOS_P1_s000049737_x1d_optext.fits,None
1240,CAPERS_COSMOS_V0.2.1,s000049760,P1,49760,-1.0,CAPERS_COSMOS_P1_s000049760_x1d_optext.fits,None
1241,CAPERS_COSMOS_V0.2.1,s000049777,P1,49777,1.86,CAPERS_COSMOS_P1_s000049777_x1d_optext.fits,None
1242,CAPERS_COSMOS_V0.2.1,s000049820,P1,49820,4.520456,CAPERS_COSMOS_P1_s000049820_x1d_optext.fits,None
1243,CAPERS_COSMOS_V0.2.1,s000049836,P1,49836,3.836736,CAPERS_COSMOS_P1_s000049836_x1d_optext.fits,None
1244,CAPERS_COSMOS_V0.2.1,s000049845,P1,49845,5.11,CAPERS_COSMOS_P1_s000049845_x1d_optext.fits,None
1245,CAPERS_COSMOS_V0.2.1,s000050018,P1,50018,3.94,CAPERS_COSMOS_P1_s000050018_x1d_optext.fits,None
1246,CAPERS_COSMOS_V0.2.1,s000050398,P1,50398,3.01,CAPERS_COSMOS_P1_s000050398_x1d_optext.fits,None
1247,CAPERS_COSMOS_V0.2.1,s000050439,P1,50439,2.23,CAPERS_COSMOS_P1_s000050439_x1d_optext.fits,None
1248,CAPERS_COSMOS_V0.2.1,s000050585,P1,50585,6.696865,CAPERS_COSMOS_P1_s000050585_x1d_optext.fits,None
1249,CAPERS_COSMOS_V0.2.1,s000050638,P1,50638,2.112131,CAPERS_COSMOS_P1_s000050638_x1d_optext.fits,None
1250,CAPERS_COSMOS_V0.2.1,s000050683,P1,50683,0.604282,CAPERS_COSMOS_P1_s000050683_x1d.fits,None
1251,CAPERS_COSMOS_V0.2.1,s000050739,P1,50739,1.45,CAPERS_COSMOS_P1_s000050739_x1d_optext.fits,None
1252,CAPERS_COSMOS_V0.2.1,s000050768,P1,50768,1.968859,CAPERS_COSMOS_P1_s000050768_x1d_optext.fits,None
1253,CAPERS_COSMOS_V0.2.1,s000050793,P1,50793,5.841309,CAPERS_COSMOS_P1_s000050793_x1d_optext.fits,None
1254,CAPERS_COSMOS_V0.2.1,s000050847,P1,50847,-1.0,CAPERS_COSMOS_P1_s000050847_x1d_optext.fits,None
1255,CAPERS_COSMOS_V0.2.1,s000050864,P1,50864,2.180267,CAPERS_COSMOS_P1_s000050864_x1d_optext.fits,None
1256,CAPERS_COSMOS_V0.2.1,s000050914,P1,50914,-1.0,CAPERS_COSMOS_P1_s000050914_x1d_optext.fits,None
1257,CAPERS_COSMOS_V0.2.1,s000050980,P1,50980,-1.0,CAPERS_COSMOS_P1_s000050980_x1d_optext.fits,None
1258,CAPERS_COSMOS_V0.2.1,s000051019,P1,51019,2.070106,CAPERS_COSMOS_P1_s000051019_x1d_optext.fits,None
1259,CAPERS_COSMOS_V0.2.1,s000051108,P1,51108,1.693295,CAPERS_COSMOS_P1_s000051108_x1d_optext.fits,None
1260,CAPERS_COSMOS_V0.2.1,s000051148,P1,51148,1.264713,CAPERS_COSMOS_P1_s000051148_x1d_optext.fits,None
1261,CAPERS_COSMOS_V0.2.1,s000051202,P1,51202,1.151295,CAPERS_COSMOS_P1_s000051202_x1d_optext.fits,None
1262,CAPERS_COSMOS_V0.2.1,s000051254,P1,51254,3.84435,CAPERS_COSMOS_P1_s000051254_x1d_optext.fits,None
1263,CAPERS_COSMOS_V0.2.1,s000051267,P1,51267,5.88,CAPERS_COSMOS_P1_s000051267_x1d_optext.fits,None
1264,CAPERS_COSMOS_V0.2.1,s000051307,P1,51307,3.01,CAPERS_COSMOS_P1_s000051307_x1d_optext.fits,None
1265,CAPERS_COSMOS_V0.2.1,s000051365,P1,51365,2.56,CAPERS_COSMOS_P1_s000051365_x1d_optext.fits,None
1266,CAPERS_COSMOS_V0.2.1,s000051366,P1,51366,-1.0,CAPERS_COSMOS_P1_s000051366_x1d_optext.fits,None
1267,CAPERS_COSMOS_V0.2.1,s000051457,P1,51457,-1.0,CAPERS_COSMOS_P1_s000051457_x1d_optext.fits,None
1268,CAPERS_COSMOS_V0.2.1,s000051570,P1,51570,0.93,CAPERS_COSMOS_P1_s000051570_x1d_optext.fits,None
1269,CAPERS_COSMOS_V0.2.1,s000051675,P1,51675,-1.0,CAPERS_COSMOS_P1_s000051675_x1d_optext.fits,None
1270,CAPERS_COSMOS_V0.2.1,s000051684,P1,51684,-1.0,CAPERS_COSMOS_P1_s000051684_x1d_optext.fits,None
1271,CAPERS_COSMOS_V0.2.1,s000051688,P1,51688,-1.0,CAPERS_COSMOS_P1_s000051688_x1d_optext.fits,None
1272,CAPERS_COSMOS_V0.2.1,s000051751,P1,51751,-1.0,CAPERS_COSMOS_P1_s000051751_x1d_optext.fits,None
1273,CAPERS_COSMOS_V0.2.1,s000051757,P1,51757,-1.0,CAPERS_COSMOS_P1_s000051757_x1d_optext.fits,None
1274,CAPERS_COSMOS_V0.2.1,s000051813,P1,51813,-1.0,CAPERS_COSMOS_P1_s000051813_x1d_optext.fits,None
1275,CAPERS_COSMOS_V0.2.1,s000051842,P1,51842,-1.0,CAPERS_COSMOS_P1_s000051842_x1d_optext.fits,None
1276,CAPERS_COSMOS_V0.2.1,s000051844,P1,51844,-1.0,CAPERS_COSMOS_P1_s000051844_x1d_optext.fits,None
1277,CAPERS_COSMOS_V0.2.1,s000051881,P1,51881,5.841349,CAPERS_COSMOS_P1_s000051881_x1d_optext.fits,None
1278,CAPERS_COSMOS_V0.2.1,s000051899,P1,51899,5.08,CAPERS_COSMOS_P1_s000051899_x1d_optext.fits,None
1279,CAPERS_COSMOS_V0.2.1,s000051918,P1,51918,7.120925,CAPERS_COSMOS_P1_s000051918_x1d_optext.fits,None
1280,CAPERS_COSMOS_V0.2.1,s000051941,P1,51941,-1.0,CAPERS_COSMOS_P1_s000051941_x1d_optext.fits,None
1281,CAPERS_COSMOS_V0.2.1,s000051952,P1,51952,0.850263,CAPERS_COSMOS_P1_s000051952_x1d_optext.fits,None
1282,CAPERS_COSMOS_V0.2.1,s000051964,P1,51964,1.797368,CAPERS_COSMOS_P1_s000051964_x1d_optext.fits,None
1283,CAPERS_COSMOS_V0.2.1,s000052101,P1,52101,-1.0,CAPERS_COSMOS_P1_s000052101_x1d_optext.fits,None
1284,CAPERS_COSMOS_V0.2.1,s000052174,P1,52174,-1.0,CAPERS_COSMOS_P1_s000052174_x1d_optext.fits,None
1285,CAPERS_COSMOS_V0.2.1,s000052185,P1,52185,9.808413,CAPERS_COSMOS_P1_s000052185_x1d_optext.fits,None
1286,CAPERS_COSMOS_V0.2.1,s000052187,P1,52187,4.912609,CAPERS_COSMOS_P1_s000052187_x1d_optext.fits,None
1287,CAPERS_COSMOS_V0.2.1,s000052242,P1,52242,4.9,CAPERS_COSMOS_P1_s000052242_x1d_optext.fits,None
1288,CAPERS_COSMOS_V0.2.1,s000052247,P1,52247,0.926815,CAPERS_COSMOS_P1_s000052247_x1d_optext.fits,None
1289,CAPERS_COSMOS_V0.2.1,s000052267,P1,52267,-1.0,CAPERS_COSMOS_P1_s000052267_x1d_optext.fits,None
1290,CAPERS_COSMOS_V0.2.1,s000052324,P1,52324,0.851775,CAPERS_COSMOS_P1_s000052324_x1d_optext.fits,None
1291,CAPERS_COSMOS_V0.2.1,s000052332,P1,52332,0.924314,CAPERS_COSMOS_P1_s000052332_x1d_optext.fits,None
1292,CAPERS_COSMOS_V0.2.1,s000052405,P1,52405,-1.0,CAPERS_COSMOS_P1_s000052405_x1d.fits,None
1293,CAPERS_COSMOS_V0.2.1,s000052416,P1,52416,3.849437,CAPERS_COSMOS_P1_s000052416_x1d_optext.fits,None
1294,CAPERS_COSMOS_V0.2.1,s000052465,P1,52465,-1.0,CAPERS_COSMOS_P1_s000052465_x1d_optext.fits,None
1295,CAPERS_COSMOS_V0.2.1,s000052514,P1,52514,-1.0,CAPERS_COSMOS_P1_s000052514_x1d_optext.fits,None
1296,CAPERS_COSMOS_V0.2.1,s000052529,P1,52529,2.89828,CAPERS_COSMOS_P1_s000052529_x1d_optext.fits,None
1297,CAPERS_COSMOS_V0.2.1,s000052548,P1,52548,-1.0,CAPERS_COSMOS_P1_s000052548_x1d_optext.fits,None
1298,CAPERS_COSMOS_V0.2.1,s000052583,P1,52583,0.66181,CAPERS_COSMOS_P1_s000052583_x1d_optext.fits,None
1299,CAPERS_COSMOS_V0.2.1,s000052597,P1,52597,5.83,CAPERS_COSMOS_P1_s000052597_x1d_optext.fits,None
1300,CAPERS_COSMOS_V0.2.1,s000052627,P1,52627,4.05,CAPERS_COSMOS_P1_s000052627_x1d.fits,None
1301,CAPERS_COSMOS_V0.2.1,s000052661,P1,52661,6.76,CAPERS_COSMOS_P1_s000052661_x1d_optext.fits,None
1302,CAPERS_COSMOS_V0.2.1,s000052739,P1,52739,0.994517,CAPERS_COSMOS_P1_s000052739_x1d_optext.fits,None
1303,CAPERS_COSMOS_V0.2.1,s000052881,P1,52881,2.902375,CAPERS_COSMOS_P1_s000052881_x1d_optext.fits,None
1304,CAPERS_COSMOS_V0.2.1,s000053086,P1,53086,0.370166,CAPERS_COSMOS_P1_s000053086_x1d_optext.fits,None
1305,CAPERS_COSMOS_V0.2.1,s000053276,P1,53276,-1.0,CAPERS_COSMOS_P1_s000053276_x1d_optext.fits,None
1306,CAPERS_COSMOS_V0.2.1,s000053385,P1,53385,3.83,CAPERS_COSMOS_P1_s000053385_x1d_optext.fits,None
1307,CAPERS_COSMOS_V0.2.1,s000053536,P1,53536,1.686567,CAPERS_COSMOS_P1_s000053536_x1d_optext.fits,None
1308,CAPERS_COSMOS_V0.2.1,s000053606,P1,53606,3.957002,CAPERS_COSMOS_P1_s000053606_x1d_optext.fits,None
1309,CAPERS_COSMOS_V0.2.1,s000053711,P1,53711,-1.0,CAPERS_COSMOS_P1_s000053711_x1d_optext.fits,None
1310,CAPERS_COSMOS_V0.2.1,s000053724,P1,53724,0.677357,CAPERS_COSMOS_P1_s000053724_x1d_optext.fits,None
1311,CAPERS_COSMOS_V0.2.1,s000053726,P1,53726,-1.0,CAPERS_COSMOS_P1_s000053726_x1d_optext.fits,None
1312,CAPERS_COSMOS_V0.2.1,s000053730,P1,53730,0.92,CAPERS_COSMOS_P1_s000053730_x1d_optext.fits,None
1313,CAPERS_COSMOS_V0.2.1,s000053814,P1,53814,1.256307,CAPERS_COSMOS_P1_s000053814_x1d_optext.fits,None
1314,CAPERS_COSMOS_V0.2.1,s000053830,P1,53830,-1.0,CAPERS_COSMOS_P1_s000053830_x1d_optext.fits,None
1315,CAPERS_COSMOS_V0.2.1,s000053872,P1,53872,-1.0,CAPERS_COSMOS_P1_s000053872_x1d.fits,None
1316,CAPERS_COSMOS_V0.2.1,s000053876,P1,53876,-1.0,CAPERS_COSMOS_P1_s000053876_x1d_optext.fits,None
1317,CAPERS_COSMOS_V0.2.1,s000053989,P1,53989,-1.0,CAPERS_COSMOS_P1_s000053989_x1d_optext.fits,None
1318,CAPERS_COSMOS_V0.2.1,s000054012,P1,54012,0.672651,CAPERS_COSMOS_P1_s000054012_x1d_optext.fits,None
1319,CAPERS_COSMOS_V0.2.1,s000054014,P1,54014,3.139812,CAPERS_COSMOS_P1_s000054014_x1d_optext.fits,None
1320,CAPERS_COSMOS_V0.2.1,s000054115,P1,54115,-1.0,CAPERS_COSMOS_P1_s000054115_x1d_optext.fits,None
1321,CAPERS_COSMOS_V0.2.1,s000054132,P1,54132,-1.0,CAPERS_COSMOS_P1_s000054132_x1d_optext.fits,None
1322,CAPERS_COSMOS_V0.2.1,s000054175,P1,54175,1.79,CAPERS_COSMOS_P1_s000054175_x1d_optext.fits,None
1323,CAPERS_COSMOS_V0.2.1,s000054195,P1,54195,-1.0,CAPERS_COSMOS_P1_s000054195_x1d_optext.fits,None
1324,CAPERS_COSMOS_V0.2.1,s000054225,P1,54225,6.270075,CAPERS_COSMOS_P1_s000054225_x1d_optext.fits,None
1325,CAPERS_COSMOS_V0.2.1,s000054267,P1,54267,2.851854,CAPERS_COSMOS_P1_s000054267_x1d_optext.fits,None
1326,CAPERS_COSMOS_V0.2.1,s000054300,P1,54300,2.56,CAPERS_COSMOS_P1_s000054300_x1d_optext.fits,None
1327,CAPERS_COSMOS_V0.2.1,s000054304,P1,54304,-1.0,CAPERS_COSMOS_P1_s000054304_x1d_optext.fits,None
1328,CAPERS_COSMOS_V0.2.1,s000054319,P1,54319,2.067682,CAPERS_COSMOS_P1_s000054319_x1d_optext.fits,None
1329,CAPERS_COSMOS_V0.2.1,s000054323,P1,54323,-1.0,CAPERS_COSMOS_P1_s000054323_x1d_optext.fits,None
1330,CAPERS_COSMOS_V0.2.1,s000054360,P1,54360,2.409265,CAPERS_COSMOS_P1_s000054360_x1d_optext.fits,None
1331,CAPERS_COSMOS_V0.2.1,s000054568,P1,54568,-1.0,CAPERS_COSMOS_P1_s000054568_x1d_optext.fits,None
1332,CAPERS_COSMOS_V0.2.1,s000054693,P1,54693,1.431481,CAPERS_COSMOS_P1_s000054693_x1d_optext.fits,None
1333,CAPERS_COSMOS_V0.2.1,s000054719,P1,54719,1.793696,CAPERS_COSMOS_P1_s000054719_x1d_optext.fits,None
1334,CAPERS_COSMOS_V0.2.1,s000054833,P1,54833,1.332304,CAPERS_COSMOS_P1_s000054833_x1d_optext.fits,None
1335,CAPERS_COSMOS_V0.2.1,s000054857,P1,54857,4.386367,CAPERS_COSMOS_P1_s000054857_x1d_optext.fits,None
1336,CAPERS_COSMOS_V0.2.1,s000055026,P1,55026,-1.0,CAPERS_COSMOS_P1_s000055026_x1d_optext.fits,None
1337,CAPERS_COSMOS_V0.2.1,s000055051,P1,55051,0.67,CAPERS_COSMOS_P1_s000055051_x1d_optext.fits,None
1338,CAPERS_COSMOS_V0.2.1,s000055080,P1,55080,3.017256,CAPERS_COSMOS_P1_s000055080_x1d_optext.fits,None
1339,CAPERS_COSMOS_V0.2.1,s000055104,P1,55104,1.259611,CAPERS_COSMOS_P1_s000055104_x1d_optext.fits,None
1340,CAPERS_COSMOS_V0.2.1,s000055133,P1,55133,2.445201,CAPERS_COSMOS_P1_s000055133_x1d_optext.fits,None
1341,CAPERS_COSMOS_V0.2.1,s000055145,P1,55145,4.391421,CAPERS_COSMOS_P1_s000055145_x1d_optext.fits,None
1342,CAPERS_COSMOS_V0.2.1,s000055244,P1,55244,2.188887,CAPERS_COSMOS_P1_s000055244_x1d_optext.fits,None
1343,CAPERS_COSMOS_V0.2.1,s000055254,P1,55254,2.55,CAPERS_COSMOS_P1_s000055254_x1d_optext.fits,None
1344,CAPERS_COSMOS_V0.2.1,s000055288,P1,55288,4.41,CAPERS_COSMOS_P1_s000055288_x1d_optext.fits,None
1345,CAPERS_COSMOS_V0.2.1,s000055311,P1,55311,-1.0,CAPERS_COSMOS_P1_s000055311_x1d_optext.fits,None
1346,CAPERS_COSMOS_V0.2.1,s000055425,P1,55425,3.93,CAPERS_COSMOS_P1_s000055425_x1d_optext.fits,None
1347,CAPERS_COSMOS_V0.2.1,s000055464,P1,55464,4.38,CAPERS_COSMOS_P1_s000055464_x1d_optext.fits,None
1348,CAPERS_COSMOS_V0.2.1,s000055515,P1,55515,2.066715,CAPERS_COSMOS_P1_s000055515_x1d_optext.fits,None
1349,CAPERS_COSMOS_V0.2.1,s000055529,P1,55529,2.07,CAPERS_COSMOS_P1_s000055529_x1d_optext.fits,None
1350,CAPERS_COSMOS_V0.2.1,s000055542,P1,55542,2.082711,CAPERS_COSMOS_P1_s000055542_x1d_optext.fits,None
1351,CAPERS_COSMOS_V0.2.1,s000055545,P1,55545,2.02,CAPERS_COSMOS_P1_s000055545_x1d_optext.fits,None
1352,CAPERS_COSMOS_V0.2.1,s000055552,P1,55552,0.835961,CAPERS_COSMOS_P1_s000055552_x1d_optext.fits,None
1353,CAPERS_COSMOS_V0.2.1,s000055563,P1,55563,1.853895,CAPERS_COSMOS_P1_s000055563_x1d_optext.fits,None
1354,CAPERS_COSMOS_V0.2.1,s000055564,P1,55564,1.752861,CAPERS_COSMOS_P1_s000055564_x1d_optext.fits,None
1355,CAPERS_COSMOS_V0.2.1,s000055600,P1,55600,5.59,CAPERS_COSMOS_P1_s000055600_x1d_optext.fits,None
1356,CAPERS_COSMOS_V0.2.1,s000055646,P1,55646,1.630908,CAPERS_COSMOS_P1_s000055646_x1d_optext.fits,None
1357,CAPERS_COSMOS_V0.2.1,s000055675,P1,55675,0.363616,CAPERS_COSMOS_P1_s000055675_x1d_optext.fits,None
1358,CAPERS_COSMOS_V0.2.1,s000055687,P1,55687,1.269711,CAPERS_COSMOS_P1_s000055687_x1d_optext.fits,None
1359,CAPERS_COSMOS_V0.2.1,s000055706,P1,55706,2.17,CAPERS_COSMOS_P1_s000055706_x1d_optext.fits,None
1360,CAPERS_COSMOS_V0.2.1,s000055743,P1,55743,-1.0,CAPERS_COSMOS_P1_s000055743_x1d_optext.fits,None
1361,CAPERS_COSMOS_V0.2.1,s000055784,P1,55784,1.86,CAPERS_COSMOS_P1_s000055784_x1d_optext.fits,None
1362,CAPERS_COSMOS_V0.2.1,s000055810,P1,55810,0.840588,CAPERS_COSMOS_P1_s000055810_x1d_optext.fits,None
1363,CAPERS_COSMOS_V0.2.1,s000055905,P1,55905,2.09,CAPERS_COSMOS_P1_s000055905_x1d_optext.fits,None
1364,CAPERS_COSMOS_V0.2.1,s000056102,P1,56102,1.916388,CAPERS_COSMOS_P1_s000056102_x1d_optext.fits,None
1365,CAPERS_COSMOS_V0.2.1,s000056162,P1,56162,2.091882,CAPERS_COSMOS_P1_s000056162_x1d.fits,None
1366,CAPERS_COSMOS_V0.2.1,s000056166,P1,56166,2.07,CAPERS_COSMOS_P1_s000056166_x1d_optext.fits,None
1367,CAPERS_COSMOS_V0.2.1,s000056182,P1,56182,2.067164,CAPERS_COSMOS_P1_s000056182_x1d_optext.fits,None
1368,CAPERS_COSMOS_V0.2.1,s000057282,P1,57282,-1.0,CAPERS_COSMOS_P1_s000057282_x1d_optext.fits,None
1369,CAPERS_COSMOS_V0.2.1,s000063582,P1,63582,2.506952,CAPERS_COSMOS_P1_s000063582_x1d_optext.fits,None
1370,CAPERS_COSMOS_V0.2.1,s000063588,P1,63588,1.858559,CAPERS_COSMOS_P1_s000063588_x1d_optext.fits,None
1371,CAPERS_COSMOS_V0.2.1,s000064116,P1,64116,2.324296,CAPERS_COSMOS_P1_s000064116_x1d_optext.fits,None
1372,CAPERS_COSMOS_V0.2.1,s000064140,P1,64140,-1.0,CAPERS_COSMOS_P1_s000064140_x1d_optext.fits,None
1373,CAPERS_COSMOS_V0.2.1,s000064152,P1,64152,4.72895,CAPERS_COSMOS_P1_s000064152_x1d_optext.fits,None
1374,CAPERS_COSMOS_V0.2.1,s000064185,P1,64185,5.89,CAPERS_COSMOS_P1_s000064185_x1d_optext.fits,None
1375,CAPERS_COSMOS_V0.2.1,s000064632,P1,64632,-1.0,CAPERS_COSMOS_P1_s000064632_x1d_optext.fits,None
1376,CAPERS_COSMOS_V0.2.1,s000064759,P1,64759,-1.0,CAPERS_COSMOS_P1_s000064759_x1d.fits,None
1377,CAPERS_COSMOS_V0.2.1,s000064761,P1,64761,1.93,CAPERS_COSMOS_P1_s000064761_x1d_optext.fits,None
1378,CAPERS_COSMOS_V0.2.1,s000064829,P1,64829,-1.0,CAPERS_COSMOS_P1_s000064829_x1d_optext.fits,None
1379,CAPERS_COSMOS_V0.2.1,s000064910,P1,64910,-1.0,CAPERS_COSMOS_P1_s000064910_x1d_optext.fits,None
1380,CAPERS_COSMOS_V0.2.1,s000064965,P1,64965,-1.0,CAPERS_COSMOS_P1_s000064965_x1d_optext.fits,None
1381,CAPERS_COSMOS_V0.2.1,s000064996,P1,64996,-1.0,CAPERS_COSMOS_P1_s000064996_x1d.fits,None
1382,CAPERS_COSMOS_V0.2.1,s000065197,P1,65197,-1.0,CAPERS_COSMOS_P1_s000065197_x1d_optext.fits,None
1383,CAPERS_COSMOS_V0.2.1,s000065262,P1,65262,3.825471,CAPERS_COSMOS_P1_s000065262_x1d_optext.fits,None
1384,CAPERS_COSMOS_V0.2.1,s000065396,P1,65396,-1.0,CAPERS_COSMOS_P1_s000065396_x1d_optext.fits,None
1385,CAPERS_COSMOS_V0.2.1,s000065404,P1,65404,4.39,CAPERS_COSMOS_P1_s000065404_x1d_optext.fits,None
1386,CAPERS_COSMOS_V0.2.1,s000065620,P1,65620,3.248903,CAPERS_COSMOS_P1_s000065620_x1d_optext.fits,None
1387,CAPERS_COSMOS_V0.2.1,s000065661,P1,65661,4.86,CAPERS_COSMOS_P1_s000065661_x1d_optext.fits,None
1388,CAPERS_COSMOS_V0.2.1,s000065944,P1,65944,2.808517,CAPERS_COSMOS_P1_s000065944_x1d_optext.fits,None
1389,CAPERS_COSMOS_V0.2.1,s000067005,P1,67005,-1.0,CAPERS_COSMOS_P1_s000067005_x1d_optext.fits,None
1390,CAPERS_COSMOS_V0.2.1,s000067222,P1,67222,-1.0,CAPERS_COSMOS_P1_s000067222_x1d.fits,None
1391,CAPERS_COSMOS_V0.2.1,s000067231,P1,67231,-1.0,CAPERS_COSMOS_P1_s000067231_x1d.fits,None
1392,CAPERS_COSMOS_V0.2.1,s000067353,P1,67353,1.917675,CAPERS_COSMOS_P1_s000067353_x1d_optext.fits,None
1393,CAPERS_COSMOS_V0.2.1,s000067391,P1,67391,2.058247,CAPERS_COSMOS_P1_s000067391_x1d_optext.fits,None
1394,CAPERS_COSMOS_V0.2.1,s000067402,P1,67402,-1.0,CAPERS_COSMOS_P1_s000067402_x1d_optext.fits,None
1395,CAPERS_COSMOS_V0.2.1,s000067472,P1,67472,-1.0,CAPERS_COSMOS_P1_s000067472_x1d_optext.fits,None
1396,CAPERS_COSMOS_V0.2.1,s000067540,P1,67540,-1.0,CAPERS_COSMOS_P1_s000067540_x1d_optext.fits,None
1397,CAPERS_COSMOS_V0.2.1,s000067705,P1,67705,-1.0,CAPERS_COSMOS_P1_s000067705_x1d_optext.fits,None
1398,CAPERS_COSMOS_V0.2.1,s000067795,P1,67795,4.52,CAPERS_COSMOS_P1_s000067795_x1d_optext.fits,None
1399,CAPERS_COSMOS_V0.2.1,s000067941,P1,67941,-1.0,CAPERS_COSMOS_P1_s000067941_x1d.fits,None
1400,CAPERS_COSMOS_V0.2.1,s000068006,P1,68006,-1.0,CAPERS_COSMOS_P1_s000068006_x1d.fits,None
1401,CAPERS_COSMOS_V0.2.1,s000068008,P1,68008,-1.0,CAPERS_COSMOS_P1_s000068008_x1d_optext.fits,None
1402,CAPERS_COSMOS_V0.2.1,s000068159,P1,68159,-1.0,CAPERS_COSMOS_P1_s000068159_x1d.fits,None
1403,CAPERS_COSMOS_V0.2.1,s000068199,P1,68199,-1.0,CAPERS_COSMOS_P1_s000068199_x1d_optext.fits,None
1404,CAPERS_COSMOS_V0.2.1,s000068296,P1,68296,3.254066,CAPERS_COSMOS_P1_s000068296_x1d.fits,None
1405,CAPERS_COSMOS_V0.2.1,s000068587,P1,68587,6.859161,CAPERS_COSMOS_P1_s000068587_x1d.fits,None
1406,CAPERS_COSMOS_V0.2.1,s000068595,P1,68595,-1.0,CAPERS_COSMOS_P1_s000068595_x1d.fits,None
1407,CAPERS_COSMOS_V0.2.1,s000068667,P1,68667,-1.0,CAPERS_COSMOS_P1_s000068667_x1d_optext.fits,None
1408,CAPERS_COSMOS_V0.2.1,s000068854,P1,68854,2.887388,CAPERS_COSMOS_P1_s000068854_x1d_optext.fits,None
1409,CAPERS_COSMOS_V0.2.1,s000068858,P1,68858,6.8,CAPERS_COSMOS_P1_s000068858_x1d_optext.fits,None
1410,CAPERS_COSMOS_V0.2.1,s000068973,P1,68973,6.77,CAPERS_COSMOS_P1_s000068973_x1d_optext.fits,None
1411,CAPERS_COSMOS_V0.2.1,s000069023,P1,69023,3.236331,CAPERS_COSMOS_P1_s000069023_x1d.fits,None
1412,CAPERS_COSMOS_V0.2.1,s000069044,P1,69044,-1.0,CAPERS_COSMOS_P1_s000069044_x1d_optext.fits,None
1413,CAPERS_COSMOS_V0.2.1,s000069049,P1,69049,-1.0,CAPERS_COSMOS_P1_s000069049_x1d.fits,None
1414,CAPERS_COSMOS_V0.2.1,s000069092,P1,69092,6.76429,CAPERS_COSMOS_P1_s000069092_x1d_optext.fits,None
1415,CAPERS_COSMOS_V0.2.1,s000069093,P1,69093,5.986863,CAPERS_COSMOS_P1_s000069093_x1d_optext.fits,None
1416,CAPERS_COSMOS_V0.2.1,s000069164,P1,69164,-1.0,CAPERS_COSMOS_P1_s000069164_x1d_optext.fits,None
1417,CAPERS_COSMOS_V0.2.1,s000069306,P1,69306,-1.0,CAPERS_COSMOS_P1_s000069306_x1d_optext.fits,None
1418,CAPERS_COSMOS_V0.2.1,s000069582,P1,69582,4.299824,CAPERS_COSMOS_P1_s000069582_x1d_optext.fits,None
1419,CAPERS_COSMOS_V0.2.1,s000070067,P1,70067,3.9,CAPERS_COSMOS_P1_s000070067_x1d_optext.fits,None
1420,CAPERS_COSMOS_V0.2.1,s000070273,P1,70273,6.76,CAPERS_COSMOS_P1_s000070273_x1d_optext.fits,None
1421,CAPERS_COSMOS_V0.2.1,s000070650,P1,70650,-1.0,CAPERS_COSMOS_P1_s000070650_x1d.fits,None
1422,CAPERS_COSMOS_V0.2.1,s000070831,P1,70831,2.159893,CAPERS_COSMOS_P1_s000070831_x1d_optext.fits,None
1423,CAPERS_COSMOS_V0.2.1,s000071293,P1,71293,4.472902,CAPERS_COSMOS_P1_s000071293_x1d_optext.fits,None
1424,CAPERS_COSMOS_V0.2.1,s000071321,P1,71321,-1.0,CAPERS_COSMOS_P1_s000071321_x1d_optext.fits,None
