ID,ra,dec,z_med,z_UNICORN
183524,150.1263783,2.4162767,,4.84
22129,150.1856982,2.3593164,,4.84
139693,150.1639847,2.3506617,,4.84
2910,150.1586135,2.4829035,,4.84
171407,150.1391067,2.4538735,,4.84
171609,150.1693645,2.4532869,,4.84
173869,150.1725671,2.4452608,,4.84
181896,150.1493498,2.4205499,,4.84
182637,150.1483426,2.4195527,,4.84
168898,150.124707,2.4234371,,5.83
51684,150.1057589,2.2007559,,4.81
55145,150.1175906,2.1742246,,4.81
69049,150.1217151,2.1873743,,4.81
71886,150.111786,2.1959677,,4.81
35762,150.1658072,2.2918606,,4.81
36505,150.1775189,2.2876222,,4.81
95512,150.1091431,2.2571086,,4.81
99387,150.1122684,2.2653622,,4.81
101450,150.0652012,2.2699684,,4.81
105080,150.0649238,2.2780575,,4.81
32668,150.1562489,2.3068217,,4.81
111689,150.1675155,2.2920589,,4.81
11821,150.1276504,2.4150581,,4.81
13668,150.1243032,2.4038232,,4.81
17611,150.0993195,2.3821791,,4.81
20404,150.0928334,2.3682103,,4.81
11168,150.1326247,2.4189779,,4.81
110452,150.0859674,2.2891647,,4.93
97850,150.1039292,2.2621701,,6.76
42630,150.1851023,2.2558605,,2.8
49820,150.1125466,2.2121953,,4.78
52627,150.1093355,2.1940553,,4.78
36373,150.0670979,2.2884257,,4.78
38307,150.0611487,2.278884,,4.78
40757,150.1089134,2.2659586,,4.78
42462,150.0789356,2.2568387,,4.78
43709,150.1027301,2.2496466,,4.78
94628,150.0764342,2.2550803,,4.78
96101,150.1081175,2.258355,,4.78
99797,150.1000945,2.2662339,,4.78
100320,150.0545774,2.2674219,,4.78
111870,150.1718984,2.2924209,,4.78
113208,150.1810627,2.29525,,4.78
114239,150.1790287,2.2974131,,4.78
156911,150.0879307,2.3860145,,4.78
8372,150.1407155,2.4387129,,4.78
8768,150.1405959,2.4357329,,4.78
167100,150.1534366,2.4682722,,4.78
167259,150.1507245,2.4686881,,4.78
148980,150.1615597,2.3690463,,6.61
53876,150.1171696,2.185391,,4.75
65661,150.1197287,2.1738607,,4.75
83861,150.1336814,2.2280891,,4.75
114396,150.1724718,2.2977774,,4.75
35984,150.1040954,2.2906849,,4.75
36343,150.0821278,2.2886165,,4.75
44520,150.0707969,2.2449316,,4.75
30967,150.1260539,2.3153275,,4.75
32658,150.1239957,2.3068924,,4.75
127460,150.1709455,2.3257235,,4.75
18357,150.104413,2.3782555,,4.75
189166,150.1271899,2.4021035,,4.75
156319,150.172184,2.3846589,,4.75
6490,150.1343591,2.4525697,,4.75
8581,150.1312856,2.437058,,4.75
136580,150.199428,2.3448445,,6.37
81141,150.1482288,2.2209438,,6.13
131587,150.17548,2.3341781,,4.87
36570,150.1714485,2.2872709,,4.72
93119,150.1025595,2.2512672,,4.72
37844,150.1368735,2.2812303,,4.72
118011,150.1644926,2.3050398,,4.72
15390,150.0825876,2.3946337,,4.72
17763,150.17553,2.3814113,,4.72
21719,150.1880107,2.3614498,,4.72
151755,150.148747,2.3745362,,6.73
54857,150.1207166,2.1771651,,4.69
55464,150.1318764,2.1711316,,4.69
44178,150.1453817,2.2468269,,4.69
100387,150.0545107,2.2675532,,4.69
33358,150.1683989,2.3032893,,4.69
33979,150.1632558,2.3005542,,4.69
35896,150.1500167,2.2911344,,4.69
14863,150.0763603,2.3972843,,4.69
20435,150.0925621,2.3681113,,4.69
21153,150.0959039,2.364439,,4.69
21514,150.143052,2.3625867,,4.69
25094,150.1637362,2.344873,,4.69
161260,150.184108,2.3957696,,4.69
11739,150.1427161,2.4154437,,4.69
162913,150.1647422,2.4490641,,4.69
163918,150.1542723,2.4819254,,4.69
24913,150.1684686,2.3452779,,1.69
73128,150.1185782,2.1996307,,8.59
80999,150.1354514,2.2206156,,5.62
177806,150.1167326,2.4344516,,4.78
69582,150.1266973,2.1890755,,4.66
71293,150.141135,2.1941776,,4.66
74508,150.1518558,2.2036939,,4.66
42709,150.1567424,2.2554698,,4.66
35209,150.099024,2.2945309,,4.66
39408,150.1042849,2.2730246,,4.66
41504,150.0785906,2.2621974,,4.66
109037,150.0620897,2.2861975,,4.66
109397,150.0932907,2.2869946,,4.66
27957,150.1586918,2.3301083,,4.66
35393,150.1299154,2.2937855,,4.66
36978,150.1486594,2.2853997,,4.66
116389,150.1709434,2.3017888,,4.66
18920,150.091454,2.3752512,,4.66
147866,150.0942767,2.3668248,,4.66
153126,150.1060397,2.377469,,4.66
20373,150.1594916,2.3684077,,4.66
140430,150.192999,2.3520032,,4.66
190974,150.184251,2.3979553,,4.66
3550,150.1545909,2.477076,,4.66
4096,150.1282806,2.4718002,,4.66
6339,150.1686529,2.4537267,,4.66
8963,150.1271202,2.4343063,,4.66
166549,150.1673629,2.4702507,,4.66
166915,150.1533694,2.469229,,4.66
112226,150.1298831,2.2933428,,7.81
166423,150.151764,2.4766092,,5.83
104913,150.1079778,2.2776541,,4.63
108105,150.0528834,2.2842573,,4.63
32933,150.1265365,2.3055493,,4.63
170480,150.1761719,2.457421,,4.63
43353,150.1063005,2.2511206,,2.62
30431,150.1135472,2.3178693,,0.19
189707,150.083674,2.4012251,,4.78
45867,150.0728147,2.2368877,,4.6
109536,150.0828137,2.2872989,,4.6
112603,150.0589284,2.2940393,,4.6
114261,150.0843862,2.2974572,,4.6
26821,150.1589267,2.3363217,,4.6
29206,150.1560481,2.3239655,,4.6
31951,150.1766998,2.3105374,,4.6
33076,150.1194099,2.3048273,,4.6
34453,150.1719817,2.2983728,,4.6
35764,150.1754168,2.291753,,4.6
15944,150.1151507,2.3913437,,4.6
11274,150.1462923,2.4181866,,4.6
162956,150.1617416,2.4855007,,4.6
170366,150.1358199,2.4227339,,4.87
48687,150.1051446,2.2187353,,4.57
33357,150.1684408,2.303373,,4.57
17291,150.1050492,2.3838881,,4.57
20111,150.1077879,2.3695191,,4.57
179187,150.1672932,2.4479805,,4.57
102565,150.1353362,2.2724079,,19.42
96546,150.10675,2.2594369,,5.02
78485,150.1008551,2.2141398,,4.54
34441,150.1746665,2.29839,,4.54
31861,150.1337622,2.3109764,,4.54
24212,150.206251,2.3491816,,4.54
29919,150.1249065,2.3204468,,4.51
17523,150.1340148,2.3823428,,4.51
29804,150.1531432,2.3207807,,2.5
96161,150.0945175,2.2585131,,6.28
28975,150.1258469,2.3251247,,4.48
117239,150.080346,2.3034408,,4.9
18062,150.1077449,2.3794721,,2.47
41298,150.1106617,2.2631907,,4.45
33359,150.1683829,2.3031745,,4.45
110163,150.1761563,2.288547,,5.68
88467,150.148368,2.2398188,,6.34
92844,150.1872751,2.2505353,,4.42
36295,150.1402648,2.2884331,,4.42
53385,150.1526361,2.1888408,,4.39
78710,150.1449759,2.2146894,,4.39
32602,150.1359545,2.3071416,,4.39
124665,150.1288447,2.3197445,,4.39
153407,150.1041498,2.3781185,,4.39
14618,150.1882033,2.3987225,,4.39
147518,150.1844168,2.3660366,,4.39
8000,150.1387853,2.4414419,,4.39
8766,150.130234,2.4356991,,4.39
89787,150.0730897,2.2429819,,4.75
88196,150.1493438,2.2391885,,4.84
89329,150.1492816,2.2418319,,4.84
41288,150.1708267,2.2632673,,4.36
38539,150.1096588,2.2775258,,4.36
112719,150.0932007,2.2942918,,4.36
39286,150.1373856,2.2736625,,4.36
10246,150.1135072,2.4250878,,4.36
159477,150.1707866,2.3915115,,4.36
5441,150.1241899,2.4603304,,4.36
42574,150.1834997,2.2561728,,2.35
170986,150.1367356,2.4562663,,4.9
147542,150.1582433,2.3660836,,4.69
53872,150.1257065,2.1854677,,4.33
85769,150.1421653,2.2330806,,4.33
14228,150.1235925,2.4009183,,4.33
17084,150.1344502,2.385073,,4.33
151425,150.0864271,2.3738542,,4.33
23773,150.1559834,2.3510789,,4.33
5725,150.1311547,2.4581517,,4.33
172214,150.1362697,2.4514442,,4.33
128188,150.1566551,2.3272339,,5.02
98668,150.1048363,2.2638512,,6.64
55425,150.1294067,2.1714604,,4.3
64152,150.1186822,2.1668455,,4.3
77876,150.1149122,2.2125749,,4.3
41141,150.1785099,2.2641216,,4.3
33644,150.0864337,2.3020248,,4.3
38836,150.1016514,2.2762785,,4.3
96031,150.0608206,2.2581718,,4.3
110045,150.0672109,2.2882872,,4.3
10597,150.1560689,2.422366,,2.29
114819,150.0852028,2.2986093,,7.18
111412,150.0817583,2.29146,,6.46
169576,150.1233831,2.4594011,,4.72
26921,150.1454711,2.3357553,,4.27
12105,150.1191969,2.4131628,,4.27
12659,150.1065794,2.4099146,,4.27
20077,150.1078144,2.3697912,,4.27
22667,150.1866926,2.356703,,4.27
4023,150.150268,2.472677,,4.27
173350,150.1294263,2.4466301,,4.27
173861,150.1646415,2.4452955,,4.27
178745,150.1319672,2.4332335,,6.67
161571,150.1837173,2.3965784,,5.17
70067,150.1454907,2.1904559,,4.24
77529,150.0973257,2.2117281,,4.24
93632,150.0722495,2.2525671,,4.24
106776,150.1492775,2.28157,,4.24
19714,150.1019927,2.3714653,,4.24
35468,150.1379694,2.2916591,,0.22
158481,150.1335493,2.3893436,,5.38
127440,150.1527107,2.3256702,,4.21
132460,150.1714076,2.3361542,,4.21
102148,150.1355201,2.27145,,6.46
154935,150.1240943,2.3814892,,6.79
185200,150.1077057,2.4117073,,6.61
104564,150.0598911,2.2768852,,4.18
113602,150.1824164,2.2961452,,4.18
122280,150.1216483,2.3146659,,4.18
16464,150.0899517,2.3884561,,4.18
167330,150.1562104,2.4677871,,4.18
46832,150.1455468,2.2306686,,4.12
46909,150.1382115,2.2302688,,4.12
47298,150.1334022,2.2276452,,4.12
50018,150.1205132,2.2110204,,4.12
72540,150.1125819,2.1980747,,4.12
83161,150.1300586,2.2260526,,4.12
83810,150.132645,2.2279008,,4.12
97991,150.1846473,2.2624233,,4.12
33120,150.0886246,2.3045919,,4.12
33510,150.088494,2.3027294,,4.12
41608,150.106312,2.2616887,,4.12
87891,150.0736802,2.2384806,,4.12
38082,150.1309202,2.28009,,4.12
38245,150.1403833,2.27909,,4.12
112838,150.1801537,2.294494,,4.12
121431,150.1720292,2.3129351,,4.12
127295,150.1498483,2.3253398,,4.12
13574,150.1246803,2.4044619,,4.12
14982,150.0836748,2.3967625,,4.12
18720,150.0899716,2.3761248,,4.12
149555,150.1006962,2.3700913,,4.12
18479,150.1768544,2.3775424,,4.12
24082,150.1562617,2.3498205,,4.12
27494,150.1726951,2.3327147,,4.12
136567,150.1557959,2.3448188,,4.12
6790,150.1769806,2.4519399,,4.12
7620,150.1721127,2.444187,,4.12
8495,150.1732382,2.4375698,,4.12
10008,150.1489198,2.4268312,,4.12
171530,150.1679132,2.4535493,,4.12
172757,150.1246622,2.4509444,,4.12
179656,150.1696109,2.4324067,,4.12
181510,150.1394332,2.4216235,,4.12
55529,150.1167006,2.1702584,,2.11
104855,150.1364915,2.2775244,,7.93
189327,150.1296452,2.401818,,6.16
99839,150.1134128,2.2663211,,4.81
100692,150.1375852,2.2681689,,5.14
171523,150.1245524,2.4533153,,4.84
10795,150.1495097,2.4211484,,4.09
137971,150.1603476,2.3473715,,5.62
156875,150.1288829,2.3859456,,5.5
39433,150.1343649,2.2728174,,4.06
43593,150.1542626,2.2503126,,4.06
28222,150.1549495,2.3285816,,4.06
4370,150.1489976,2.4694639,,4.06
86023,150.1411489,2.2337167,,6.64
104141,150.1276268,2.2758778,,5.23
147053,150.1593622,2.3650382,,5.98
110708,150.1691346,2.289772,,6.16
26482,150.1539492,2.3380422,,4.03
126644,150.1237338,2.3239156,,6.91
188451,150.1284653,2.4043202,,6.55
96998,150.1033151,2.2603688,,5.68
190640,150.1235406,2.4028597,,4.81
119690,150.1669932,2.3088102,,6.28
149010,150.1909941,2.3690851,,5.44
43906,150.1433343,2.2484643,,4.0
11742,150.0894125,2.4153861,,4.0
181758,150.0893998,2.4208032,,4.0
179148,150.173134,2.4312083,,4.0
106553,150.1525503,2.2811633,,6.07
16820,150.1227136,2.3864814,,3.97
145760,150.1501385,2.3624431,,6.49
106588,150.1636236,2.2812234,,4.78
53606,150.1545201,2.1871607,,3.94
91133,150.1809829,2.2462247,,3.94
29358,150.1584733,2.3231561,,3.94
180966,150.0861878,2.4217987,,3.94
179470,150.1725561,2.4315631,,3.94
160236,150.1767603,2.3932802,,4.96
192100,150.112838,2.3977229,,6.52
47097,150.1415337,2.2290517,,3.91
117137,150.1225275,2.3032194,,3.91
134365,150.1496012,2.3403075,,3.91
13301,150.1325595,2.4057678,,3.91
14080,150.1837206,2.4013555,,3.91
26481,150.1540487,2.3380788,,3.91
7082,150.1315336,2.4482552,,3.91
178419,150.1697628,2.4314251,,3.91
29118,150.117098,2.3243706,,3.88
115765,150.1681503,2.3005986,,3.88
19509,150.1039968,2.3716202,,3.88
150744,150.1037944,2.372429,,3.88
106655,150.059365,2.2813618,,4.72
107308,150.1630522,2.2826241,,5.56
181432,150.1555431,2.4217828,,3.85
112983,150.1375284,2.2947808,,8.35
153660,150.1452269,2.3786593,,6.61
35533,150.0570196,2.2928649,,2.83
100258,150.112818,2.2672781,,6.58
103824,150.0978233,2.2751961,,4.69
106689,150.1487387,2.2814111,,4.57
111914,150.1433396,2.2925232,,4.12
49836,150.1405391,2.2121382,,3.82
64996,150.1382984,2.1709579,,3.82
92998,150.0766576,2.250933,,3.82
119331,150.0962971,2.3080209,,3.82
111587,150.1443657,2.2918383,,3.82
127565,150.1265488,2.32595,,3.82
154715,150.0973894,2.380955,,3.82
4253,150.1223478,2.4704453,,3.82
131766,150.1685396,2.3345513,,6.28
154701,150.124507,2.3809254,,4.63
42240,150.1908115,2.258079,,3.79
39461,150.1066258,2.272807,,3.79
148810,150.0998484,2.3687838,,3.79
151386,150.1094415,2.373771,,3.79
178534,150.1155945,2.432084,,3.79
152358,150.1367095,2.3757799,,3.79
142148,150.1588353,2.3551684,,4.75
182103,150.1484292,2.419591,,4.39
118694,150.1206089,2.3065745,,4.12
153619,150.1804002,2.3785851,,4.87
74901,150.1531011,2.2047744,,3.76
83919,150.1430859,2.2282412,,3.76
37826,150.1669055,2.2814346,,3.76
33121,150.088655,2.3045179,,3.76
127146,150.1638677,2.3249998,,3.76
13708,150.1239164,2.4036644,,3.76
14344,150.1213533,2.4001986,,3.76
16174,150.1302446,2.3901614,,3.76
191344,150.1125325,2.3975571,,3.76
21379,150.1436012,2.3632056,,3.76
24251,150.1574785,2.3489925,,3.76
3933,150.1303827,2.4734954,,3.76
4062,150.1514339,2.4722985,,3.76
9575,150.1652692,2.4299698,,3.76
165960,150.1538716,2.4720923,,3.76
131308,150.1616015,2.3335593,,4.87
181790,150.1482466,2.4208095,,3.82
92626,150.0989487,2.249991,,3.82
105437,150.177577,2.2788367,,6.07
41099,150.1459377,2.2643021,,3.73
89156,150.1825522,2.2413916,,3.73
41375,150.0923564,2.2628405,,3.73
95094,150.1126633,2.2561461,,3.73
31243,150.1732506,2.3140858,,3.73
32017,150.1754425,2.3102007,,3.73
37619,150.1324635,2.2824074,,3.73
11639,150.0872483,2.4160881,,3.73
16680,150.1199931,2.3869221,,3.73
20168,150.1096512,2.3692723,,3.73
14802,150.1794229,2.397675,,3.73
17528,150.1857879,2.3825876,,3.73
20797,150.1515155,2.3662953,,3.73
24135,150.1514197,2.3495494,,3.73
24534,150.1618447,2.3476028,,3.73
27439,150.1606893,2.3329101,,3.73
27889,150.1677808,2.3304661,,3.73
147051,150.1841758,2.3650366,,3.73
3769,150.1598089,2.4750464,,3.73
4049,150.1485471,2.4724248,,3.73
4091,150.1284051,2.4718497,,3.73
6898,150.1254683,2.4496588,,3.73
7950,150.1633564,2.4419011,,3.73
9733,150.1338225,2.4289362,,3.73
9801,150.1665892,2.4284254,,3.73
189929,150.1311137,2.4012708,,6.1
70650,150.126209,2.1922682,,4.78
48023,150.1152978,2.2228807,,3.7
84738,150.1389032,2.2303203,,3.7
41542,150.1095256,2.2619659,,3.7
35121,150.1362607,2.2949631,,3.7
11366,150.0836154,2.417586,,3.7
19865,150.0901938,2.3705823,,3.7
17615,150.1509971,2.3821377,,3.7
19722,150.1596569,2.3714069,,3.7
21326,150.1525527,2.3636615,,3.7
149920,150.1587934,2.3707843,,3.7
155573,150.1871436,2.3829373,,3.7
156398,150.152747,2.3848331,,3.7
4364,150.1480264,2.4694564,,3.7
9890,150.1346204,2.4277024,,3.7
10773,150.1496809,2.4212403,,3.7
178438,150.1762158,2.4334983,,3.7
160911,150.1254711,2.3948944,,4.57
2642,150.1651286,2.4855797,,3.67
7091,150.124035,2.4475023,,1.66
136467,150.160113,2.3445697,,6.73
115056,150.1743083,2.2990756,,3.91
119032,150.177913,2.3073603,,3.64
16678,150.0971617,2.3872721,,3.64
4367,150.1656223,2.4696231,,3.64
128452,150.1462147,2.3277547,,4.87
156907,150.122023,2.3859975,,3.79
110732,150.1678489,2.2898254,,3.61
39352,150.0982433,2.2733621,,3.61
148329,150.0994598,2.3677033,,3.61
190065,150.1179451,2.401128,,3.61
145321,150.1899522,2.3615811,,3.61
148091,150.1945961,2.3673037,,3.61
154495,150.1907517,2.3804329,,3.61
7053,150.122748,2.4485187,,3.61
113566,150.1355383,2.2960521,,4.12
45724,150.0691219,2.2376413,,3.58
87352,150.0723842,2.2372049,,3.58
7160,150.1200361,2.4477479,,3.58
179059,150.1394571,2.4350167,,3.58
111774,150.1402466,2.292231,,5.71
85899,150.1426145,2.2333885,,5.17
100661,150.108334,2.2681209,,4.99
133387,150.1447052,2.3381569,,3.55
39385,150.1030201,2.2728603,,2.56
84409,150.1282503,2.2294763,,5.62
153252,150.0848416,2.3777383,,3.52
177138,150.148631,2.4359428,,3.52
155481,150.1543149,2.3827333,,4.36
35445,150.0575678,2.2932881,,1.24
114640,150.1436501,2.29828,,7.6
94643,150.0697045,2.2551354,,3.49
9745,150.1073912,2.4289035,,3.49
152880,150.1253907,2.376912,,3.49
24203,150.2090225,2.3488702,,3.49
141210,150.1673669,2.3534257,,3.49
4318,150.1660432,2.4699692,,3.49
110566,150.1312097,2.2894383,,4.69
32162,150.1680602,2.309423,,1.51
120039,150.1772973,2.3095829,,3.46
16562,150.1035305,2.3877037,,3.46
140889,150.1634618,2.3528686,,3.46
6916,150.1603017,2.4496227,,3.46
9841,150.1337994,2.4279974,,3.46
9968,150.1340309,2.4270488,,3.46
51675,150.1430749,2.2004183,,2.47
94690,150.0674473,2.2552774,,4.36
49103,150.1476565,2.2163385,,3.43
40453,150.1456154,2.2676541,,3.43
34238,150.086217,2.2993453,,3.43
43286,150.0624781,2.2522298,,3.43
93583,150.1071897,2.2524877,,3.43
126970,150.1554065,2.3245963,,3.43
21526,150.0899202,2.3624424,,3.43
156080,150.134128,2.3841151,,3.43
20328,150.1937263,2.3686061,,3.43
23347,150.1690751,2.3533313,,3.43
166560,150.1683708,2.4698143,,3.43
183785,150.1749187,2.4333539,,3.43
167299,150.1254948,2.4721125,,6.25
153381,150.1290143,2.3780549,,4.9
179879,150.1063344,2.4283274,,4.9
156429,150.1230776,2.3849298,,4.12
46271,150.1410605,2.234396,,3.4
47482,150.1470972,2.2264068,,3.4
85242,150.1379166,2.2317463,,3.4
40751,150.1533896,2.2660535,,3.4
43276,150.1500694,2.2522889,,3.4
43817,150.1486538,2.2490362,,3.4
43818,150.1487626,2.2490356,,3.4
85809,150.1499945,2.2331683,,3.4
96670,150.1914054,2.2596677,,3.4
33937,150.0921279,2.3006876,,3.4
34398,150.0846848,2.2986348,,3.4
44024,150.0853212,2.2478247,,3.4
102897,150.0698023,2.2731576,,3.4
118178,150.0940282,2.3054243,,3.4
27442,150.1462965,2.3329471,,3.4
28129,150.1593204,2.3292523,,3.4
30198,150.130188,2.319131,,3.4
31686,150.1242263,2.3118344,,3.4
105828,150.1424355,2.2796664,,3.4
108864,150.1287438,2.2858312,,3.4
110095,150.1754879,2.2883891,,3.4
110285,150.1313996,2.2888019,,3.4
119589,150.1306019,2.3085598,,3.4
10052,150.120437,2.4265286,,3.4
16224,150.1001283,2.3896985,,3.4
18499,150.0869162,2.3774301,,3.4
20265,150.0905947,2.3689096,,3.4
156128,150.094055,2.3842313,,3.4
158359,150.1373747,2.3890858,,3.4
161640,150.0881033,2.3967667,,3.4
192544,150.1204995,2.3978063,,3.4
17529,150.1857577,2.3824887,,3.4
27242,150.1751552,2.3340469,,3.4
27483,150.1667928,2.332746,,3.4
138979,150.1978891,2.3493984,,3.4
141271,150.2007716,2.3535374,,3.4
4954,150.1647885,2.4642811,,3.4
9969,150.1339225,2.426962,,3.4
10132,150.1432917,2.4259818,,3.4
163908,150.1485326,2.4819518,,3.4
164866,150.1523731,2.4788708,,3.4
170062,150.1320277,2.4581311,,3.4
170755,150.1732201,2.4555295,,3.4
170984,150.1293471,2.4557697,,3.4
176663,150.1808442,2.4370734,,3.4
180344,150.137481,2.4270331,,3.4
176186,150.1773669,2.4387655,,4.72
40487,150.1789954,2.2673844,,3.37
23310,150.1678313,2.3535618,,3.37
170314,150.1227037,2.4568661,,3.37
113373,150.1390268,2.2956159,,6.76
92661,150.0768877,2.2500696,,4.75
94464,150.1611254,2.2546385,,3.73
163556,150.1587,2.4829352,,3.4
16627,150.1900226,2.3875304,,3.34
43671,150.0765402,2.2496656,,2.35
172717,150.1684122,2.449984,,6.1
175517,150.1618373,2.4401453,,4.75
181713,150.0812787,2.4209915,,4.42
38203,150.1429045,2.2784999,,2.32
103603,150.1063893,2.2747072,,6.94
54267,150.1166304,2.1820355,,3.31
73207,150.1121464,2.1998352,,3.31
41235,150.1464187,2.2635946,,3.31
44230,150.1582213,2.2465757,,3.31
161292,150.1824803,2.3958342,,3.31
85165,150.1312435,2.2315841,,3.28
96428,150.061285,2.2591221,,3.28
25563,150.1534097,2.3424292,,3.28
15880,150.0972841,2.3917054,,3.28
211279,150.1458916,2.3677761,,6.7
133613,150.1711383,2.3386469,,6.67
112939,150.1725759,2.2946832,,4.6
4131,150.1513008,2.4714965,,2.26
177200,150.1733113,2.4354087,,6.64
68296,150.1251054,2.1847777,,3.25
94359,150.0644501,2.2543808,,4.78
42475,150.179876,2.2567211,,3.22
32076,150.1758254,2.3097443,,3.22
35461,150.1288237,2.2933801,,3.22
23348,150.1689905,2.3533218,,3.22
156051,150.1767255,2.3840255,,3.22
4503,150.1216385,2.4681344,,3.22
9514,150.1501783,2.4302107,,3.22
91209,150.1435659,2.2463805,,3.73
97157,150.1103126,2.2607442,,3.4
148436,150.0973063,2.3679983,,6.64
51307,150.1064302,2.2030925,,3.19
43650,150.1612132,2.2499393,,3.19
36510,150.0988232,2.2876143,,3.19
29438,150.1571428,2.3227598,,3.19
11239,150.0823162,2.4184154,,3.19
175703,150.1614527,2.4405192,,3.19
95148,150.1143276,2.256283,,5.71
73528,150.1064925,2.2007335,,4.42
105791,150.1781669,2.2795725,,3.16
105613,150.0542978,2.2791934,,3.16
34683,150.1599563,2.2972599,,3.16
36729,150.1454984,2.2864817,,3.16
11188,150.1269678,2.418688,,3.16
12037,150.1048191,2.4136927,,3.16
19965,150.1474979,2.3701145,,3.16
21105,150.2031304,2.3647327,,3.16
6846,150.1257527,2.449964,,3.16
38596,150.1382856,2.277415,,2.17
86986,150.0692365,2.2363712,,5.41
84722,150.1312525,2.230277,,3.13
43056,150.0765548,2.2534232,,3.13
4801,150.1709467,2.4655221,,3.13
44892,150.1798429,2.2423182,,2.14
158898,150.1216804,2.390246,,4.06
133412,150.1659084,2.3382106,,3.43
151844,150.0983261,2.3747375,,6.07
40555,150.1442987,2.2668409,,3.1
32778,150.1259139,2.306329,,3.1
33445,150.1644389,2.3030055,,3.1
18163,150.1922035,2.3791262,,3.1
164077,150.1643588,2.4826765,,3.1
156683,150.1203255,2.3855312,,4.51
67941,150.1139256,2.1833902,,4.33
71573,150.1039362,2.1949791,,4.15
48386,150.1379358,2.2202377,,3.07
27793,150.1273557,2.3308933,,3.07
32522,150.1628697,2.307346,,3.07
13660,150.1240453,2.4038609,,3.07
16812,150.0889062,2.3864698,,3.07
21378,150.1437424,2.3632976,,3.07
52529,150.1060215,2.1948253,,3.04
43786,150.1506527,2.2492061,,3.04
98914,150.1730774,2.2643353,,3.04
45113,150.0797335,2.2411664,,3.04
15049,150.1713729,2.3964301,,3.04
24202,150.209022,2.3491367,,3.04
53830,150.1253638,2.1854085,,2.05
3010,150.1500826,2.482088,,2.05
182181,150.1515881,2.4194024,,4.84
46479,150.1468444,2.2330289,,3.01
55288,150.1227292,2.1724843,,3.01
41313,150.1717047,2.263113,,3.01
86703,150.1651175,2.2355404,,3.01
31634,150.1298493,2.3118283,,3.01
31886,150.1761474,2.3108496,,3.01
24889,150.1714094,2.3457486,,3.01
27131,150.1620448,2.3345878,,3.01
2752,150.1655434,2.484454,,3.01
9599,150.1733617,2.4297598,,3.01
179043,150.1762082,2.4308257,,3.01
115912,150.172284,2.3009133,,6.7
111362,150.1766156,2.2913618,,6.1
124868,150.1125779,2.3201646,,5.17
109798,150.0817717,2.287759,,3.88
103521,150.1392965,2.2745299,,3.55
40875,150.1425621,2.2650298,,2.98
43385,150.1418691,2.2516575,,2.98
45906,150.1602561,2.236574,,2.98
31947,150.1273066,2.3131608,,2.98
36394,150.163894,2.2883258,,2.98
20717,150.0920413,2.3666551,,2.98
67795,150.1258269,2.1828336,,4.78
75525,150.1057339,2.2065427,,3.31
46402,150.1375512,2.233325,,2.95
11226,150.107128,2.4183351,,2.95
17453,150.1326209,2.3830338,,2.95
18608,150.1013182,2.3768057,,2.95
161875,150.1690725,2.4763035,,2.95
170108,150.1337748,2.4650333,,2.95
149626,150.1477769,2.3702283,,3.88
43216,150.0824796,2.2526794,,2.92
179091,150.1365347,2.4307007,,5.14
177948,150.1111747,2.434003,,4.45
36141,150.0875343,2.2897636,,2.89
169799,150.153273,2.4229185,,3.7
194506,150.1824928,2.3980117,,3.4
130050,150.1636047,2.3310082,,4.87
86574,150.1403488,2.2351659,,4.39
126753,150.1623227,2.3241542,,4.0
148868,150.1001078,2.3688778,,3.67
118994,150.1765368,2.3072891,,3.4
10922,150.1018733,2.4202942,,2.83
14349,150.1222343,2.3997972,,2.83
18835,150.1368811,2.3756944,,2.83
19853,150.1516688,2.370911,,2.83
7029,150.1689214,2.4486816,,1.84
125780,150.1634587,2.3220949,,4.84
157690,150.1240803,2.3875626,,3.85
15308,150.0816429,2.3950531,,2.8
35171,150.1579795,2.2944437,,1.78
48449,150.1497382,2.2200591,,2.77
35834,150.1744111,2.2913629,,2.77
25260,150.1911126,2.3440195,,2.77
52267,150.1484638,2.1963973,,1.75
35686,150.1693665,2.2921589,,1.75
37506,150.164953,2.2828636,,1.75
40463,150.1046538,2.2670344,,1.75
35632,150.1689835,2.2925163,,1.75
38904,150.1365293,2.2756693,,1.75
38392,150.1316623,2.2785332,,2.74
35504,150.1308072,2.2931584,,2.71
25121,150.1977017,2.3447456,,2.71
168248,150.1285829,2.4643786,,2.71
46364,150.1544798,2.2336081,,1.72
2804,150.1594731,2.4837496,,1.72
184961,150.1222301,2.4142684,,6.76
112273,150.1805961,2.293425,,4.84
69044,150.1286571,2.1873478,,2.68
36694,150.1703905,2.2867283,,2.68
36410,150.104815,2.2882586,,2.68
45117,150.069522,2.2411923,,2.68
27973,150.1606843,2.3300085,,2.68
31745,150.1698297,2.3115556,,2.68
32886,150.1667397,2.3056962,,2.68
34443,150.1771236,2.2978712,,2.68
34712,150.1770136,2.2971104,,2.68
36331,150.1743914,2.2885565,,2.68
37069,150.1514261,2.2849411,,2.68
188767,150.0864845,2.4043597,,2.68
139659,150.2013165,2.3505934,,2.68
10125,150.1425651,2.4260065,,2.68
55563,150.1335387,2.1697905,,1.69
43026,150.1873383,2.2533367,,1.69
37469,150.1343372,2.2829727,,2.65
109719,150.1626766,2.2876222,,2.65
33367,150.081974,2.3033497,,2.65
34656,150.0904447,2.2973059,,2.65
