               sample          id       pointing  MPT_number   z_manual  z_gaussian                                    optext
735   CAPERS_EGS_V0.2  s000019077             P7       19077   1.555660   -1.000000  CAPERS_EGS_P7_s000019077_x1d_optext.fits
736   CAPERS_EGS_V0.2  s000019089             P3       19089   0.159090    0.162898  CAPERS_EGS_P3_s000019089_x1d_optext.fits
737   CAPERS_EGS_V0.2  s000019113             P3       19113  -1.000000   -1.000000                                       NaN
738   CAPERS_EGS_V0.2  s000019140             P5       19140   3.620000   -1.000000  CAPERS_EGS_P5_s000019140_x1d_optext.fits
739   CAPERS_EGS_V0.2  s000019162             P4       19162  -1.000000   -1.000000  CAPERS_EGS_P4_s000019162_x1d_optext.fits
740   CAPERS_EGS_V0.2  s000019233             P3       19233   2.450000    2.454855  CAPERS_EGS_P3_s000019233_x1d_optext.fits
741   CAPERS_EGS_V0.2  s000019266             P5       19266   2.669612   -1.000000  CAPERS_EGS_P5_s000019266_x1d_optext.fits
742   CAPERS_EGS_V0.2  s000019282             P1       19282  -1.000000   -1.000000  CAPERS_EGS_P1_s000019282_x1d_optext.fits
743   CAPERS_EGS_V0.2  s000019292             P4       19292   2.321959    2.329044  CAPERS_EGS_P4_s000019292_x1d_optext.fits
744   CAPERS_EGS_V0.2  s000019300             P2       19300   4.530000    4.538678  CAPERS_EGS_P2_s000019300_x1d_optext.fits
745   CAPERS_EGS_V0.2  s000019301             P1       19301  -1.000000   -1.000000  CAPERS_EGS_P1_s000019301_x1d_optext.fits
746   CAPERS_EGS_V0.2  s000019317             P7       19317  -1.000000   -1.000000                                       NaN
747   CAPERS_EGS_V0.2  s000019318             P7       19318  -1.000000   -1.000000  CAPERS_EGS_P7_s000019318_x1d_optext.fits
748   CAPERS_EGS_V0.2  s000019330             P7       19330   2.068716    2.107423  CAPERS_EGS_P7_s000019330_x1d_optext.fits
749   CAPERS_EGS_V0.2  s000019346             P4       19346   6.180000    6.190342  CAPERS_EGS_P4_s000019346_x1d_optext.fits
750   CAPERS_EGS_V0.2  s000019360             P4       19360  -1.000000   -1.000000  CAPERS_EGS_P4_s000019360_x1d_optext.fits
751   CAPERS_EGS_V0.2  s000019394             P3       19394   6.170000    6.174775  CAPERS_EGS_P3_s000019394_x1d_optext.fits
752   CAPERS_EGS_V0.2  s000019411             P2       19411  -1.000000   -1.000000  CAPERS_EGS_P2_s000019411_x1d_optext.fits
753   CAPERS_EGS_V0.2  s000019428             P5       19428   2.950000    2.949024  CAPERS_EGS_P5_s000019428_x1d_optext.fits
754   CAPERS_EGS_V0.2  s000019470             P3       19470   4.097598    4.082291  CAPERS_EGS_P3_s000019470_x1d_optext.fits
755   CAPERS_EGS_V0.2  s000019474             P4       19474   1.190000   -1.000000  CAPERS_EGS_P4_s000019474_x1d_optext.fits
756   CAPERS_EGS_V0.2  s000019482             P3       19482   2.656564   -1.000000  CAPERS_EGS_P3_s000019482_x1d_optext.fits
757   CAPERS_EGS_V0.2  s000019506             P5       19506  -1.000000   -1.000000                                       NaN
758   CAPERS_EGS_V0.2  s000019507             P5       19507  -1.000000   -1.000000                                       NaN
759   CAPERS_EGS_V0.2  s000019508             P5       19508  -1.000000   -1.000000                                       NaN
760   CAPERS_EGS_V0.2  s000019597             P7       19597  -1.000000   -1.000000  CAPERS_EGS_P7_s000019597_x1d_optext.fits
761   CAPERS_EGS_V0.2  s000019614             P2       19614   2.760000    2.774306  CAPERS_EGS_P2_s000019614_x1d_optext.fits
762   CAPERS_EGS_V0.2  s000019622             P3       19622   2.197318    2.184110  CAPERS_EGS_P3_s000019622_x1d_optext.fits
763   CAPERS_EGS_V0.2  s000019635             P7       19635   0.211803    0.212189  CAPERS_EGS_P7_s000019635_x1d_optext.fits
764   CAPERS_EGS_V0.2  s000019642             P7       19642  -1.000000   -1.000000  CAPERS_EGS_P7_s000019642_x1d_optext.fits
765   CAPERS_EGS_V0.2  s000019648             P7       19648   2.004442   -1.000000  CAPERS_EGS_P7_s000019648_x1d_optext.fits
766   CAPERS_EGS_V0.2  s000019684             P7       19684  -1.000000   -1.000000  CAPERS_EGS_P7_s000019684_x1d_optext.fits
767   CAPERS_EGS_V0.2  s000019689             P7       19689   5.130000    5.123022  CAPERS_EGS_P7_s000019689_x1d_optext.fits
768   CAPERS_EGS_V0.2  s000019710             P7       19710  10.961265   -1.000000  CAPERS_EGS_P7_s000019710_x1d_optext.fits
769   CAPERS_EGS_V0.2  s000019749             P5       19749   1.930000    1.940305  CAPERS_EGS_P5_s000019749_x1d_optext.fits
770   CAPERS_EGS_V0.2  s000019766             P4       19766  -1.000000   -1.000000  CAPERS_EGS_P4_s000019766_x1d_optext.fits
771   CAPERS_EGS_V0.2  s000019827             P5       19827  -1.000000   -1.000000  CAPERS_EGS_P5_s000019827_x1d_optext.fits
772   CAPERS_EGS_V0.2  s000019842             P2       19842   3.750000    3.749141  CAPERS_EGS_P2_s000019842_x1d_optext.fits
773   CAPERS_EGS_V0.2  s000019850             P5       19850  -1.000000   -1.000000                                       NaN
774   CAPERS_EGS_V0.2  s000019851             P5       19851   6.110000    6.123825  CAPERS_EGS_P5_s000019851_x1d_optext.fits
775   CAPERS_EGS_V0.2  s000019891             P5       19891  -1.000000   -1.000000  CAPERS_EGS_P5_s000019891_x1d_optext.fits
776   CAPERS_EGS_V0.2  s000019893             P5       19893   0.748213    0.752991  CAPERS_EGS_P5_s000019893_x1d_optext.fits
777   CAPERS_EGS_V0.2  s000019911             P7       19911   3.250000    3.240023  CAPERS_EGS_P7_s000019911_x1d_optext.fits
778   CAPERS_EGS_V0.2  s000019952             P3       19952  -1.000000   -1.000000  CAPERS_EGS_P3_s000019952_x1d_optext.fits
779   CAPERS_EGS_V0.2  s000019962             P7       19962  -1.000000   -1.000000                                       NaN
780   CAPERS_EGS_V0.2  s000019963             P5       19963   5.430000    5.440474  CAPERS_EGS_P5_s000019963_x1d_optext.fits
781   CAPERS_EGS_V0.2  s000019991             P7       19991   1.193381    1.188285  CAPERS_EGS_P7_s000019991_x1d_optext.fits
782   CAPERS_EGS_V0.2  s000019999             P1       19999   4.740000    4.755268  CAPERS_EGS_P1_s000019999_x1d_optext.fits
783   CAPERS_EGS_V0.2  s000020004             P2       20004   1.350000    1.355107  CAPERS_EGS_P2_s000020004_x1d_optext.fits
784   CAPERS_EGS_V0.2  s000020036             P7       20036   2.240000    2.206242  CAPERS_EGS_P7_s000020036_x1d_optext.fits
785   CAPERS_EGS_V0.2  s000020048             P7       20048  -1.000000   -1.000000                                       NaN
786   CAPERS_EGS_V0.2  s000020069             P7       20069  -1.000000   -1.000000  CAPERS_EGS_P7_s000020069_x1d_optext.fits
787   CAPERS_EGS_V0.2  s000020097             P4       20097   1.620000    1.623855  CAPERS_EGS_P4_s000020097_x1d_optext.fits
788   CAPERS_EGS_V0.2  s000020113             P3       20113  -1.000000   -1.000000  CAPERS_EGS_P3_s000020113_x1d_optext.fits
789   CAPERS_EGS_V0.2  s000020126             P7       20126  -1.000000   -1.000000  CAPERS_EGS_P7_s000020126_x1d_optext.fits
790   CAPERS_EGS_V0.2  s000020140             P5       20140   5.511719    5.511369  CAPERS_EGS_P5_s000020140_x1d_optext.fits
791   CAPERS_EGS_V0.2  s000020199             P5       20199   3.091278   -1.000000  CAPERS_EGS_P5_s000020199_x1d_optext.fits
792   CAPERS_EGS_V0.2  s000020217             P7       20217   3.010000    3.020375  CAPERS_EGS_P7_s000020217_x1d_optext.fits
793   CAPERS_EGS_V0.2  s000020257             P5       20257  -1.000000   -1.000000  CAPERS_EGS_P5_s000020257_x1d_optext.fits
794   CAPERS_EGS_V0.2  s000020322             P5       20322   4.340000    4.355056  CAPERS_EGS_P5_s000020322_x1d_optext.fits
795   CAPERS_EGS_V0.2  s000020323             P7       20323  -1.000000   -1.000000  CAPERS_EGS_P7_s000020323_x1d_optext.fits
796   CAPERS_EGS_V0.2  s000020330             P7       20330   1.553262    1.554379  CAPERS_EGS_P7_s000020330_x1d_optext.fits
797   CAPERS_EGS_V0.2  s000020346             P5       20346  -1.000000   -1.000000  CAPERS_EGS_P5_s000020346_x1d_optext.fits
798   CAPERS_EGS_V0.2  s000020348             P5       20348  -1.000000   -1.000000  CAPERS_EGS_P5_s000020348_x1d_optext.fits
799   CAPERS_EGS_V0.2  s000020391             P7       20391   1.921312   -1.000000  CAPERS_EGS_P7_s000020391_x1d_optext.fits
800   CAPERS_EGS_V0.2  s000020427             P5       20427   3.090000    3.093332  CAPERS_EGS_P5_s000020427_x1d_optext.fits
801   CAPERS_EGS_V0.2  s000020435             P5       20435  -1.000000   -1.000000  CAPERS_EGS_P5_s000020435_x1d_optext.fits
802   CAPERS_EGS_V0.2  s000020474             P7       20474  -1.000000   -1.000000  CAPERS_EGS_P7_s000020474_x1d_optext.fits
803   CAPERS_EGS_V0.2  s000020481  MultiPointing       20481   1.360000   -1.000000     CAPERS_EGS_s000020481_x1d_optext.fits
804   CAPERS_EGS_V0.2  s000020481             P7       20481   1.360000    1.366523  CAPERS_EGS_P7_s000020481_x1d_optext.fits
805   CAPERS_EGS_V0.2  s000020481             P4       20481   1.360000    1.358415  CAPERS_EGS_P4_s000020481_x1d_optext.fits
806   CAPERS_EGS_V0.2  s000020487             P4       20487  -1.000000   -1.000000                                       NaN
807   CAPERS_EGS_V0.2  s000020509             P7       20509   2.726461    2.738529  CAPERS_EGS_P7_s000020509_x1d_optext.fits
808   CAPERS_EGS_V0.2  s000020512             P7       20512   0.587559   -1.000000  CAPERS_EGS_P7_s000020512_x1d_optext.fits
809   CAPERS_EGS_V0.2  s000020517             P3       20517   1.150000    1.156957  CAPERS_EGS_P3_s000020517_x1d_optext.fits
810   CAPERS_EGS_V0.2  s000020520             P7       20520  -1.000000   -1.000000  CAPERS_EGS_P7_s000020520_x1d_optext.fits
811   CAPERS_EGS_V0.2  s000020643             P7       20643   2.612129    2.625562                                       NaN
812   CAPERS_EGS_V0.2  s000020647             P7       20647  -1.000000   -1.000000  CAPERS_EGS_P7_s000020647_x1d_optext.fits
813   CAPERS_EGS_V0.2  s000020687             P7       20687  -1.000000   -1.000000  CAPERS_EGS_P7_s000020687_x1d_optext.fits
814   CAPERS_EGS_V0.2  s000020716             P7       20716  -1.000000   -1.000000                                       NaN
815   CAPERS_EGS_V0.2  s000020735             P7       20735  -1.000000   -1.000000                                       NaN
816   CAPERS_EGS_V0.2  s000020765             P7       20765   0.378274   -1.000000  CAPERS_EGS_P7_s000020765_x1d_optext.fits
817   CAPERS_EGS_V0.2  s000020786             P5       20786   3.030000    3.055787  CAPERS_EGS_P5_s000020786_x1d_optext.fits
818   CAPERS_EGS_V0.2  s000020844             P3       20844  -1.000000   -1.000000  CAPERS_EGS_P3_s000020844_x1d_optext.fits
819   CAPERS_EGS_V0.2  s000020856             P7       20856   2.290000    2.310351  CAPERS_EGS_P7_s000020856_x1d_optext.fits
820   CAPERS_EGS_V0.2  s000020924             P5       20924   1.620000    1.631835  CAPERS_EGS_P5_s000020924_x1d_optext.fits
821   CAPERS_EGS_V0.2  s000020952             P7       20952   5.290000    5.285113  CAPERS_EGS_P7_s000020952_x1d_optext.fits
822   CAPERS_EGS_V0.2  s000020981             P7       20981   2.180000   -1.000000  CAPERS_EGS_P7_s000020981_x1d_optext.fits
823   CAPERS_EGS_V0.2  s000021006             P7       21006  -1.000000   -1.000000  CAPERS_EGS_P7_s000021006_x1d_optext.fits
824   CAPERS_EGS_V0.2  s000021085             P5       21085   1.952047   -1.000000  CAPERS_EGS_P5_s000021085_x1d_optext.fits
825   CAPERS_EGS_V0.2  s000021087             P5       21087   2.169143   -1.000000  CAPERS_EGS_P5_s000021087_x1d_optext.fits
826   CAPERS_EGS_V0.2  s000021094             P7       21094  -1.000000   -1.000000  CAPERS_EGS_P7_s000021094_x1d_optext.fits
827   CAPERS_EGS_V0.2  s000021116             P7       21116   1.931095    1.921777  CAPERS_EGS_P7_s000021116_x1d_optext.fits
828   CAPERS_EGS_V0.2  s000021119             P3       21119   2.860195    2.834399                                       NaN
829   CAPERS_EGS_V0.2  s000021120             P3       21120   2.940000    2.944461  CAPERS_EGS_P3_s000021120_x1d_optext.fits
830   CAPERS_EGS_V0.2  s000021137             P7       21137   5.670000    5.678617  CAPERS_EGS_P7_s000021137_x1d_optext.fits
831   CAPERS_EGS_V0.2  s000021174             P7       21174  -1.000000   -1.000000  CAPERS_EGS_P7_s000021174_x1d_optext.fits
832   CAPERS_EGS_V0.2  s000021179             P7       21179  -1.000000   -1.000000                                       NaN
833   CAPERS_EGS_V0.2  s000021223             P5       21223   1.730000    1.737345  CAPERS_EGS_P5_s000021223_x1d_optext.fits
834   CAPERS_EGS_V0.2  s000021230             P5       21230   2.368338    2.381055  CAPERS_EGS_P5_s000021230_x1d_optext.fits
835   CAPERS_EGS_V0.2  s000021296             P7       21296   1.460000    1.467839  CAPERS_EGS_P7_s000021296_x1d_optext.fits
836   CAPERS_EGS_V0.2  s000021328             P5       21328  -1.000000   -1.000000                                       NaN
837   CAPERS_EGS_V0.2  s000021329             P5       21329   1.348527   -1.000000  CAPERS_EGS_P5_s000021329_x1d_optext.fits
838   CAPERS_EGS_V0.2  s000021365             P7       21365  -1.000000   -1.000000  CAPERS_EGS_P7_s000021365_x1d_optext.fits
839   CAPERS_EGS_V0.2  s000021397             P5       21397  -1.000000   -1.000000                                       NaN
840   CAPERS_EGS_V0.2  s000021471             P5       21471  -1.000000   -1.000000  CAPERS_EGS_P5_s000021471_x1d_optext.fits
841   CAPERS_EGS_V0.2  s000021559             P5       21559   3.780000    3.784462  CAPERS_EGS_P5_s000021559_x1d_optext.fits
842   CAPERS_EGS_V0.2  s000021585             P5       21585   2.543331   -1.000000                                       NaN
843   CAPERS_EGS_V0.2  s000021586             P5       21586   2.516711    2.538382  CAPERS_EGS_P5_s000021586_x1d_optext.fits
844   CAPERS_EGS_V0.2  s000021587             P7       21587   2.020000    2.029853  CAPERS_EGS_P7_s000021587_x1d_optext.fits
845   CAPERS_EGS_V0.2  s000021590             P5       21590   5.250000    5.239330  CAPERS_EGS_P5_s000021590_x1d_optext.fits
846   CAPERS_EGS_V0.2  s000021609             P7       21609   1.920000    1.926202  CAPERS_EGS_P7_s000021609_x1d_optext.fits
847   CAPERS_EGS_V0.2  s000021614             P5       21614   1.665566    1.661018  CAPERS_EGS_P5_s000021614_x1d_optext.fits
848   CAPERS_EGS_V0.2  s000021756             P5       21756   2.070000    2.076145  CAPERS_EGS_P5_s000021756_x1d_optext.fits
849   CAPERS_EGS_V0.2  s000021823             P3       21823   4.290000    4.287786  CAPERS_EGS_P3_s000021823_x1d_optext.fits
850   CAPERS_EGS_V0.2  s000021878             P5       21878   2.160000    2.188926  CAPERS_EGS_P5_s000021878_x1d_optext.fits
851   CAPERS_EGS_V0.2  s000021879             P5       21879  -1.000000   -1.000000                                       NaN
852   CAPERS_EGS_V0.2  s000021888             P3       21888  -1.000000   -1.000000  CAPERS_EGS_P3_s000021888_x1d_optext.fits
853   CAPERS_EGS_V0.2  s000021945             P7       21945  -1.000000   -1.000000  CAPERS_EGS_P7_s000021945_x1d_optext.fits
854   CAPERS_EGS_V0.2  s000021975             P5       21975   5.865887   -1.000000  CAPERS_EGS_P5_s000021975_x1d_optext.fits
855   CAPERS_EGS_V0.2  s000021992             P7       21992   3.172329    3.166440  CAPERS_EGS_P7_s000021992_x1d_optext.fits
856   CAPERS_EGS_V0.2  s000022068             P7       22068  -1.000000   -1.000000  CAPERS_EGS_P7_s000022068_x1d_optext.fits
857   CAPERS_EGS_V0.2  s000022116             P5       22116   2.710000    2.715512  CAPERS_EGS_P5_s000022116_x1d_optext.fits
858   CAPERS_EGS_V0.2  s000022127             P7       22127  -1.000000   -1.000000                                       NaN
859   CAPERS_EGS_V0.2  s000022202             P7       22202  -1.000000   -1.000000                                       NaN
860   CAPERS_EGS_V0.2  s000022216             P7       22216  -1.000000   -1.000000                                       NaN
861   CAPERS_EGS_V0.2  s000022293             P5       22293  -1.000000   -1.000000  CAPERS_EGS_P5_s000022293_x1d_optext.fits
862   CAPERS_EGS_V0.2  s000022358             P5       22358   5.050000    5.048056  CAPERS_EGS_P5_s000022358_x1d_optext.fits
863   CAPERS_EGS_V0.2  s000022465             P5       22465   5.217759   -1.000000                                       NaN
864   CAPERS_EGS_V0.2  s000022479             P7       22479  -1.000000   -1.000000  CAPERS_EGS_P7_s000022479_x1d_optext.fits
865   CAPERS_EGS_V0.2  s000022500             P5       22500   5.200000    5.211516  CAPERS_EGS_P5_s000022500_x1d_optext.fits
866   CAPERS_EGS_V0.2  s000022637             P7       22637  10.846899   -1.000000  CAPERS_EGS_P7_s000022637_x1d_optext.fits
867   CAPERS_EGS_V0.2  s000022643             P5       22643  -1.000000   -1.000000  CAPERS_EGS_P5_s000022643_x1d_optext.fits
868   CAPERS_EGS_V0.2  s000022851             P5       22851   5.420000    5.430326  CAPERS_EGS_P5_s000022851_x1d_optext.fits
869   CAPERS_EGS_V0.2  s000022902             P7       22902   4.360000    4.376968  CAPERS_EGS_P7_s000022902_x1d_optext.fits
870   CAPERS_EGS_V0.2  s000022908             P5       22908   5.680000    5.684787  CAPERS_EGS_P5_s000022908_x1d_optext.fits
871   CAPERS_EGS_V0.2  s000022982             P5       22982   4.900000    4.891202  CAPERS_EGS_P5_s000022982_x1d_optext.fits
872   CAPERS_EGS_V0.2  s000023000             P7       23000  -1.000000   -1.000000  CAPERS_EGS_P7_s000023000_x1d_optext.fits
873   CAPERS_EGS_V0.2  s000023007             P5       23007  -1.000000   -1.000000                                       NaN
874   CAPERS_EGS_V0.2  s000023015             P5       23015   2.476347    2.495555  CAPERS_EGS_P5_s000023015_x1d_optext.fits
875   CAPERS_EGS_V0.2  s000023076             P5       23076   4.980000    4.994464  CAPERS_EGS_P5_s000023076_x1d_optext.fits
876   CAPERS_EGS_V0.2  s000023111             P5       23111   3.340000    3.342961  CAPERS_EGS_P5_s000023111_x1d_optext.fits
877   CAPERS_EGS_V0.2  s000023145             P7       23145   5.230000    5.246571  CAPERS_EGS_P7_s000023145_x1d_optext.fits
878   CAPERS_EGS_V0.2  s000023154             P5       23154   3.791952    3.776479  CAPERS_EGS_P5_s000023154_x1d_optext.fits
879   CAPERS_EGS_V0.2  s000023155             P7       23155   4.390000    4.399731  CAPERS_EGS_P7_s000023155_x1d_optext.fits
880   CAPERS_EGS_V0.2  s000023160             P5       23160   3.183585   -1.000000  CAPERS_EGS_P5_s000023160_x1d_optext.fits
881   CAPERS_EGS_V0.2  s000023183             P7       23183   2.700000    2.706444  CAPERS_EGS_P7_s000023183_x1d_optext.fits
882   CAPERS_EGS_V0.2  s000023290             P7       23290   4.880000    4.888830  CAPERS_EGS_P7_s000023290_x1d_optext.fits
883   CAPERS_EGS_V0.2  s000023453             P7       23453  -1.000000   -1.000000  CAPERS_EGS_P7_s000023453_x1d_optext.fits
884   CAPERS_EGS_V0.2  s000023458             P5       23458   2.204276   -1.000000  CAPERS_EGS_P5_s000023458_x1d_optext.fits
885   CAPERS_EGS_V0.2  s000023500             P5       23500  -1.000000   -1.000000  CAPERS_EGS_P5_s000023500_x1d_optext.fits
886   CAPERS_EGS_V0.2  s000023503             P7       23503   1.530000    1.539722  CAPERS_EGS_P7_s000023503_x1d_optext.fits
887   CAPERS_EGS_V0.2  s000023525             P7       23525  -1.000000   -1.000000  CAPERS_EGS_P7_s000023525_x1d_optext.fits
888   CAPERS_EGS_V0.2  s000023553             P7       23553   2.309663   -1.000000  CAPERS_EGS_P7_s000023553_x1d_optext.fits
889   CAPERS_EGS_V0.2  s000023569             P7       23569  -1.000000   -1.000000  CAPERS_EGS_P7_s000023569_x1d_optext.fits
890   CAPERS_EGS_V0.2  s000023701             P7       23701   1.700000    1.721744  CAPERS_EGS_P7_s000023701_x1d_optext.fits
891   CAPERS_EGS_V0.2  s000023767             P7       23767  -1.000000   -1.000000  CAPERS_EGS_P7_s000023767_x1d_optext.fits
892   CAPERS_EGS_V0.2  s000023810             P7       23810   4.720000    4.730229  CAPERS_EGS_P7_s000023810_x1d_optext.fits
893   CAPERS_EGS_V0.2  s000023929             P5       23929   5.437777    5.555837                                       NaN
894   CAPERS_EGS_V0.2  s000023961             P7       23961   5.000000    5.003128  CAPERS_EGS_P7_s000023961_x1d_optext.fits
895   CAPERS_EGS_V0.2  s000023962             P7       23962   4.870000    4.886214  CAPERS_EGS_P7_s000023962_x1d_optext.fits
896   CAPERS_EGS_V0.2  s000023968             P5       23968   5.430000    5.429525  CAPERS_EGS_P5_s000023968_x1d_optext.fits
897   CAPERS_EGS_V0.2  s000024000             P5       24000   1.480000    1.492274  CAPERS_EGS_P5_s000024000_x1d_optext.fits
898   CAPERS_EGS_V0.2  s000024097             P7       24097   4.650000    4.657488  CAPERS_EGS_P7_s000024097_x1d_optext.fits
899   CAPERS_EGS_V0.2  s000024241             P7       24241  -1.000000   -1.000000  CAPERS_EGS_P7_s000024241_x1d_optext.fits
900   CAPERS_EGS_V0.2  s000024579             P7       24579   1.810000    1.821452  CAPERS_EGS_P7_s000024579_x1d_optext.fits
901   CAPERS_EGS_V0.2  s000024591             P7       24591   5.010000    5.002216  CAPERS_EGS_P7_s000024591_x1d_optext.fits
902   CAPERS_EGS_V0.2  s000024642             P5       24642   1.740000    1.733562  CAPERS_EGS_P5_s000024642_x1d_optext.fits
903   CAPERS_EGS_V0.2  s000024654             P5       24654   3.900000    3.918156  CAPERS_EGS_P5_s000024654_x1d_optext.fits
904   CAPERS_EGS_V0.2  s000024705             P7       24705  -1.000000   -1.000000  CAPERS_EGS_P7_s000024705_x1d_optext.fits
905   CAPERS_EGS_V0.2  s000024713             P5       24713   3.330000    3.349665  CAPERS_EGS_P5_s000024713_x1d_optext.fits
906   CAPERS_EGS_V0.2  s000024713  MultiPointing       24713   3.330000    3.343964     CAPERS_EGS_s000024713_x1d_optext.fits
907   CAPERS_EGS_V0.2  s000024713             P7       24713   3.330000    3.334959  CAPERS_EGS_P7_s000024713_x1d_optext.fits
908   CAPERS_EGS_V0.2  s000024745             P5       24745   3.690000    3.687148  CAPERS_EGS_P5_s000024745_x1d_optext.fits
909   CAPERS_EGS_V0.2  s000024923             P5       24923   3.630000    3.635054  CAPERS_EGS_P5_s000024923_x1d_optext.fits
910   CAPERS_EGS_V0.2  s000024959             P5       24959  -1.000000   -1.000000  CAPERS_EGS_P5_s000024959_x1d_optext.fits
911   CAPERS_EGS_V0.2  s000025024             P5       25024  -1.000000   -1.000000                                       NaN
912   CAPERS_EGS_V0.2  s000025036             P5       25036  -1.000000   -1.000000                                       NaN
913   CAPERS_EGS_V0.2  s000025077             P7       25077   6.720000    6.728246  CAPERS_EGS_P7_s000025077_x1d_optext.fits
914   CAPERS_EGS_V0.2  s000025200             P7       25200   3.420000    3.440471  CAPERS_EGS_P7_s000025200_x1d_optext.fits
915   CAPERS_EGS_V0.2  s000025208             P5       25208   3.686131    3.690869  CAPERS_EGS_P5_s000025208_x1d_optext.fits
916   CAPERS_EGS_V0.2  s000025297             P5       25297   9.918226    9.920698  CAPERS_EGS_P5_s000025297_x1d_optext.fits
917   CAPERS_EGS_V0.2  s000025315             P5       25315   5.270000    5.280811  CAPERS_EGS_P5_s000025315_x1d_optext.fits
918   CAPERS_EGS_V0.2  s000025485             P5       25485   3.766168    3.782035  CAPERS_EGS_P5_s000025485_x1d_optext.fits
919   CAPERS_EGS_V0.2  s000025646             P7       25646   2.195689    2.196419  CAPERS_EGS_P7_s000025646_x1d_optext.fits
920   CAPERS_EGS_V0.2  s000025650             P7       25650  -1.000000   -1.000000  CAPERS_EGS_P7_s000025650_x1d_optext.fits
921   CAPERS_EGS_V0.2  s000025682             P7       25682  -1.000000   -1.000000  CAPERS_EGS_P7_s000025682_x1d_optext.fits
922   CAPERS_EGS_V0.2  s000025795             P7       25795  -1.000000   -1.000000  CAPERS_EGS_P7_s000025795_x1d_optext.fits
923   CAPERS_EGS_V0.2  s000025806             P7       25806   1.217806    1.215073  CAPERS_EGS_P7_s000025806_x1d_optext.fits
924   CAPERS_EGS_V0.2  s000025880             P5       25880   5.700000    5.697432  CAPERS_EGS_P5_s000025880_x1d_optext.fits
925   CAPERS_EGS_V0.2  s000025929             P7       25929  -1.000000   -1.000000  CAPERS_EGS_P7_s000025929_x1d_optext.fits
926   CAPERS_EGS_V0.2  s000025979             P7       25979   0.820993    0.822307  CAPERS_EGS_P7_s000025979_x1d_optext.fits
927   CAPERS_EGS_V0.2  s000026024             P7       26024  -1.000000   -1.000000  CAPERS_EGS_P7_s000026024_x1d_optext.fits
928   CAPERS_EGS_V0.2  s000026169             P5       26169  -1.000000   -1.000000  CAPERS_EGS_P5_s000026169_x1d_optext.fits
929   CAPERS_EGS_V0.2  s000026290             P5       26290  -1.000000   -1.000000  CAPERS_EGS_P5_s000026290_x1d_optext.fits
930   CAPERS_EGS_V0.2  s000026385             P5       26385   3.440000    3.440618  CAPERS_EGS_P5_s000026385_x1d_optext.fits
931   CAPERS_EGS_V0.2  s000026404             P7       26404  -1.000000   -1.000000  CAPERS_EGS_P7_s000026404_x1d_optext.fits
932   CAPERS_EGS_V0.2  s000026405             P7       26405   2.300000    2.301889  CAPERS_EGS_P7_s000026405_x1d_optext.fits
933   CAPERS_EGS_V0.2  s000026408             P5       26408   6.680000    6.678495  CAPERS_EGS_P5_s000026408_x1d_optext.fits
934   CAPERS_EGS_V0.2  s000026420             P7       26420   2.853211    2.868982  CAPERS_EGS_P7_s000026420_x1d_optext.fits
935   CAPERS_EGS_V0.2  s000026472             P5       26472  -1.000000   -1.000000  CAPERS_EGS_P5_s000026472_x1d_optext.fits
936   CAPERS_EGS_V0.2  s000026473             P5       26473  -1.000000   -1.000000  CAPERS_EGS_P5_s000026473_x1d_optext.fits
937   CAPERS_EGS_V0.2  s000026551             P7       26551   3.430000    3.438532  CAPERS_EGS_P7_s000026551_x1d_optext.fits
938   CAPERS_EGS_V0.2  s000026562             P5       26562  -1.000000   -1.000000                                       NaN
939   CAPERS_EGS_V0.2  s000026572             P5       26572   2.020000    2.026782  CAPERS_EGS_P5_s000026572_x1d_optext.fits
940   CAPERS_EGS_V0.2  s000026837             P7       26837   0.540000   -1.000000  CAPERS_EGS_P7_s000026837_x1d_optext.fits
941   CAPERS_EGS_V0.2  s000027040             P7       27040   4.900000    4.896470  CAPERS_EGS_P7_s000027040_x1d_optext.fits
942   CAPERS_EGS_V0.2  s000027041             P7       27041  -1.000000   -1.000000                                       NaN
943   CAPERS_EGS_V0.2  s000027192             P7       27192  -1.000000   -1.000000                                       NaN
944   CAPERS_EGS_V0.2  s000027271             P5       27271   5.280000    5.283304  CAPERS_EGS_P5_s000027271_x1d_optext.fits
945   CAPERS_EGS_V0.2  s000027545             P7       27545   2.910000    2.906615  CAPERS_EGS_P7_s000027545_x1d_optext.fits
946   CAPERS_EGS_V0.2  s000027742             P5       27742   3.011908    3.011607  CAPERS_EGS_P5_s000027742_x1d_optext.fits
947   CAPERS_EGS_V0.2  s000027798             P5       27798   2.510000    2.524442  CAPERS_EGS_P5_s000027798_x1d_optext.fits
948   CAPERS_EGS_V0.2  s000027927             P5       27927  -1.000000   -1.000000                                       NaN
949   CAPERS_EGS_V0.2  s000027928             P5       27928   3.016714   -1.000000  CAPERS_EGS_P5_s000027928_x1d_optext.fits
950   CAPERS_EGS_V0.2  s000028232             P5       28232   2.300000    2.298308  CAPERS_EGS_P5_s000028232_x1d_optext.fits
951   CAPERS_EGS_V0.2  s000028257             P7       28257   4.261462   -1.000000  CAPERS_EGS_P7_s000028257_x1d_optext.fits
952   CAPERS_EGS_V0.2  s000028303             P5       28303   3.330000    3.340688  CAPERS_EGS_P5_s000028303_x1d_optext.fits
