               sample          id       pointing  MPT_number   z_manual  z_gaussian                                    optext
1254  CAPERS_EGS_V0.2  s000058873             P5       58873   6.570000    6.578177  CAPERS_EGS_P5_s000058873_x1d_optext.fits
1255  CAPERS_EGS_V0.2  s000059031             P7       59031  -1.000000   -1.000000                                       NaN
1256  CAPERS_EGS_V0.2  s000059145             P5       59145   1.950000    1.958017  CAPERS_EGS_P5_s000059145_x1d_optext.fits
1257  CAPERS_EGS_V0.2  s000059153             P5       59153  -1.000000   -1.000000  CAPERS_EGS_P5_s000059153_x1d_optext.fits
1258  CAPERS_EGS_V0.2  s000059182             P4       59182   1.887522   -1.000000                                       NaN
1259  CAPERS_EGS_V0.2  s000059237             P7       59237  -1.000000   -1.000000                                       NaN
1260  CAPERS_EGS_V0.2  s000059259             P7       59259  -1.000000   -1.000000  CAPERS_EGS_P7_s000059259_x1d_optext.fits
1261  CAPERS_EGS_V0.2  s000059275             P4       59275   1.910000    1.927979  CAPERS_EGS_P4_s000059275_x1d_optext.fits
1262  CAPERS_EGS_V0.2  s000059294             P3       59294  -1.000000   -1.000000                                       NaN
1263  CAPERS_EGS_V0.2  s000059330             P7       59330  -1.000000   -1.000000  CAPERS_EGS_P7_s000059330_x1d_optext.fits
1264  CAPERS_EGS_V0.2  s000059350             P4       59350  -1.000000   -1.000000  CAPERS_EGS_P4_s000059350_x1d_optext.fits
1265  CAPERS_EGS_V0.2  s000059417             P4       59417  -1.000000   -1.000000                                       NaN
1266  CAPERS_EGS_V0.2  s000059620             P3       59620  -1.000000   -1.000000  CAPERS_EGS_P3_s000059620_x1d_optext.fits
1267  CAPERS_EGS_V0.2  s000059687             P7       59687  -1.000000   -1.000000                                       NaN
1268  CAPERS_EGS_V0.2  s000059783             P7       59783  -1.000000   -1.000000  CAPERS_EGS_P7_s000059783_x1d_optext.fits
1269  CAPERS_EGS_V0.2  s000059921             P7       59921   2.760000    2.770960  CAPERS_EGS_P7_s000059921_x1d_optext.fits
1270  CAPERS_EGS_V0.2  s000060020             P4       60020  -1.000000   -1.000000                                       NaN
1271  CAPERS_EGS_V0.2  s000060093             P5       60093   4.340000    4.342485  CAPERS_EGS_P5_s000060093_x1d_optext.fits
1272  CAPERS_EGS_V0.2  s000060158             P5       60158  -1.000000   -1.000000                                       NaN
1273  CAPERS_EGS_V0.2  s000060287             P5       60287  -1.000000   -1.000000  CAPERS_EGS_P5_s000060287_x1d_optext.fits
1274  CAPERS_EGS_V0.2  s000060313             P7       60313  -1.000000   -1.000000  CAPERS_EGS_P7_s000060313_x1d_optext.fits
1275  CAPERS_EGS_V0.2  s000060341             P4       60341  -1.000000   -1.000000                                       NaN
1276  CAPERS_EGS_V0.2  s000060351             P7       60351  -1.000000   -1.000000                                       NaN
1277  CAPERS_EGS_V0.2  s000060452             P4       60452   4.360000    4.373011  CAPERS_EGS_P4_s000060452_x1d_optext.fits
1278  CAPERS_EGS_V0.2  s000060595             P7       60595  -1.000000   -1.000000                                       NaN
1279  CAPERS_EGS_V0.2  s000060618             P7       60618  -1.000000   -1.000000                                       NaN
1280  CAPERS_EGS_V0.2  s000060639             P3       60639   1.580000   -1.000000  CAPERS_EGS_P3_s000060639_x1d_optext.fits
1281  CAPERS_EGS_V0.2  s000060645             P4       60645  -1.000000   -1.000000                                       NaN
1282  CAPERS_EGS_V0.2  s000060665             P7       60665  -1.000000   -1.000000  CAPERS_EGS_P7_s000060665_x1d_optext.fits
1283  CAPERS_EGS_V0.2  s000060688             P3       60688  -1.000000   -1.000000                                       NaN
1284  CAPERS_EGS_V0.2  s000060878             P7       60878  -1.000000   -1.000000                                       NaN
1285  CAPERS_EGS_V0.2  s000060924             P3       60924   5.800000    5.785195  CAPERS_EGS_P3_s000060924_x1d_optext.fits
1286  CAPERS_EGS_V0.2  s000061072             P7       61072  -1.000000   -1.000000                                       NaN
1287  CAPERS_EGS_V0.2  s000061077             P4       61077   5.530000    5.524886  CAPERS_EGS_P4_s000061077_x1d_optext.fits
1288  CAPERS_EGS_V0.2  s000061148             P4       61148   2.760000    2.767827  CAPERS_EGS_P4_s000061148_x1d_optext.fits
1289  CAPERS_EGS_V0.2  s000061226             P7       61226   8.884835    8.881338  CAPERS_EGS_P7_s000061226_x1d_optext.fits
1290  CAPERS_EGS_V0.2  s000061415             P4       61415   4.840000    4.849050  CAPERS_EGS_P4_s000061415_x1d_optext.fits
1291  CAPERS_EGS_V0.2  s000061461             P3       61461  -1.000000   -1.000000                                       NaN
1292  CAPERS_EGS_V0.2  s000061614             P5       61614   4.860000    4.875856  CAPERS_EGS_P5_s000061614_x1d_optext.fits
1293  CAPERS_EGS_V0.2  s000061658             P3       61658   6.150000    6.159318  CAPERS_EGS_P3_s000061658_x1d_optext.fits
1294  CAPERS_EGS_V0.2  s000061688             P7       61688   6.980000    6.993525  CAPERS_EGS_P7_s000061688_x1d_optext.fits
1295  CAPERS_EGS_V0.2  s000061927             P7       61927  -1.000000   -1.000000  CAPERS_EGS_P7_s000061927_x1d_optext.fits
1296  CAPERS_EGS_V0.2  s000061937             P7       61937  -1.000000   -1.000000  CAPERS_EGS_P7_s000061937_x1d_optext.fits
1297  CAPERS_EGS_V0.2  s000061968             P7       61968  -1.000000   -1.000000                                       NaN
1298  CAPERS_EGS_V0.2  s000062069             P5       62069  -1.000000   -1.000000                                       NaN
1299  CAPERS_EGS_V0.2  s000062122             P5       62122  -1.000000   -1.000000                                       NaN
1300  CAPERS_EGS_V0.2  s000062138             P4       62138  -1.000000   -1.000000                                       NaN
1301  CAPERS_EGS_V0.2  s000062211             P5       62211   1.931705   -1.000000  CAPERS_EGS_P5_s000062211_x1d_optext.fits
1302  CAPERS_EGS_V0.2  s000062321             P7       62321   2.524583   -1.000000  CAPERS_EGS_P7_s000062321_x1d_optext.fits
1303  CAPERS_EGS_V0.2  s000062377             P7       62377   4.350921    4.347710                                       NaN
1304  CAPERS_EGS_V0.2  s000062377             P4       62377   4.350921    4.349540                                       NaN
1305  CAPERS_EGS_V0.2  s000062377  MultiPointing       62377   4.350921    4.347414     CAPERS_EGS_s000062377_x1d_optext.fits
1306  CAPERS_EGS_V0.2  s000062393             P5       62393  -1.000000   -1.000000  CAPERS_EGS_P5_s000062393_x1d_optext.fits
1307  CAPERS_EGS_V0.2  s000062484             P4       62484   6.266249   -1.000000  CAPERS_EGS_P4_s000062484_x1d_optext.fits
1308  CAPERS_EGS_V0.2  s000062486             P5       62486  -1.000000   -1.000000                                       NaN
1309  CAPERS_EGS_V0.2  s000062611             P5       62611  -1.000000   -1.000000  CAPERS_EGS_P5_s000062611_x1d_optext.fits
1310  CAPERS_EGS_V0.2  s000062619             P5       62619   3.850000    3.852702  CAPERS_EGS_P5_s000062619_x1d_optext.fits
1311  CAPERS_EGS_V0.2  s000062624             P7       62624  -1.000000   -1.000000                                       NaN
1312  CAPERS_EGS_V0.2  s000062663             P2       62663  -1.000000   -1.000000  CAPERS_EGS_P2_s000062663_x1d_optext.fits
1313  CAPERS_EGS_V0.2  s000062672             P5       62672  -1.000000   -1.000000                                       NaN
1314  CAPERS_EGS_V0.2  s000062724             P4       62724  -1.000000   -1.000000                                       NaN
1315  CAPERS_EGS_V0.2  s000062837             P5       62837   3.898479    3.894591  CAPERS_EGS_P5_s000062837_x1d_optext.fits
1316  CAPERS_EGS_V0.2  s000062934             P5       62934   2.031710    2.094088                                       NaN
1317  CAPERS_EGS_V0.2  s000062981             P7       62981  -1.000000   -1.000000  CAPERS_EGS_P7_s000062981_x1d_optext.fits
1318  CAPERS_EGS_V0.2  s000063126             P4       63126  -1.000000   -1.000000                                       NaN
1319  CAPERS_EGS_V0.2  s000063135             P7       63135  -1.000000   -1.000000                                       NaN
1320  CAPERS_EGS_V0.2  s000063149             P5       63149  -1.000000   -1.000000                                       NaN
1321  CAPERS_EGS_V0.2  s000063161             P7       63161  -1.000000   -1.000000                                       NaN
1322  CAPERS_EGS_V0.2  s000063600             P7       63600   2.009545   -1.000000  CAPERS_EGS_P7_s000063600_x1d_optext.fits
1323  CAPERS_EGS_V0.2  s000063626             P3       63626  -1.000000   -1.000000  CAPERS_EGS_P3_s000063626_x1d_optext.fits
1324  CAPERS_EGS_V0.2  s000063631             P2       63631  -1.000000   -1.000000                                       NaN
1325  CAPERS_EGS_V0.2  s000063688             P5       63688  -1.000000   -1.000000  CAPERS_EGS_P5_s000063688_x1d_optext.fits
1326  CAPERS_EGS_V0.2  s000063796             P5       63796  -1.000000   -1.000000  CAPERS_EGS_P5_s000063796_x1d_optext.fits
1327  CAPERS_EGS_V0.2  s000063805             P4       63805  -1.000000   -1.000000                                       NaN
1328  CAPERS_EGS_V0.2  s000063853             P7       63853   1.929753    1.916653  CAPERS_EGS_P7_s000063853_x1d_optext.fits
1329  CAPERS_EGS_V0.2  s000063915             P4       63915  -1.000000   -1.000000  CAPERS_EGS_P4_s000063915_x1d_optext.fits
1330  CAPERS_EGS_V0.2  s000064008             P7       64008  -1.000000   -1.000000                                       NaN
1331  CAPERS_EGS_V0.2  s000064034             P4       64034   9.339701   -1.000000  CAPERS_EGS_P4_s000064034_x1d_optext.fits
1332  CAPERS_EGS_V0.2  s000064049             P5       64049  -1.000000   -1.000000  CAPERS_EGS_P5_s000064049_x1d_optext.fits
1333  CAPERS_EGS_V0.2  s000064090             P4       64090   4.500000    4.499282  CAPERS_EGS_P4_s000064090_x1d_optext.fits
1334  CAPERS_EGS_V0.2  s000064193             P4       64193  -1.000000   -1.000000                                       NaN
1335  CAPERS_EGS_V0.2  s000064194             P5       64194  -1.000000   -1.000000                                       NaN
1336  CAPERS_EGS_V0.2  s000064226             P5       64226  -1.000000   -1.000000                                       NaN
1337  CAPERS_EGS_V0.2  s000064230             P7       64230  -1.000000   -1.000000  CAPERS_EGS_P7_s000064230_x1d_optext.fits
1338  CAPERS_EGS_V0.2  s000064484             P4       64484  -1.000000   -1.000000  CAPERS_EGS_P4_s000064484_x1d_optext.fits
1339  CAPERS_EGS_V0.2  s000064697             P3       64697   3.484135    3.498390                                       NaN
1340  CAPERS_EGS_V0.2  s000064758             P2       64758  -1.000000   -1.000000  CAPERS_EGS_P2_s000064758_x1d_optext.fits
1341  CAPERS_EGS_V0.2  s000064904             P4       64904  -1.000000   -1.000000  CAPERS_EGS_P4_s000064904_x1d_optext.fits
1342  CAPERS_EGS_V0.2  s000064979             P4       64979   4.279754    4.291175  CAPERS_EGS_P4_s000064979_x1d_optext.fits
1343  CAPERS_EGS_V0.2  s000065031             P3       65031   2.193365   -1.000000  CAPERS_EGS_P3_s000065031_x1d_optext.fits
1344  CAPERS_EGS_V0.2  s000065039             P4       65039  -1.000000   -1.000000  CAPERS_EGS_P4_s000065039_x1d_optext.fits
1345  CAPERS_EGS_V0.2  s000065044             P7       65044  -1.000000   -1.000000                                       NaN
1346  CAPERS_EGS_V0.2  s000065168             P7       65168  -1.000000   -1.000000                                       NaN
1347  CAPERS_EGS_V0.2  s000065179             P5       65179   4.870000    4.889043  CAPERS_EGS_P5_s000065179_x1d_optext.fits
1348  CAPERS_EGS_V0.2  s000065235             P7       65235  -1.000000   -1.000000  CAPERS_EGS_P7_s000065235_x1d_optext.fits
1349  CAPERS_EGS_V0.2  s000065241             P5       65241  -1.000000   -1.000000  CAPERS_EGS_P5_s000065241_x1d_optext.fits
1350  CAPERS_EGS_V0.2  s000065277             P4       65277  -1.000000   -1.000000  CAPERS_EGS_P4_s000065277_x1d_optext.fits
1351  CAPERS_EGS_V0.2  s000065326             P7       65326  -1.000000   -1.000000  CAPERS_EGS_P7_s000065326_x1d_optext.fits
1352  CAPERS_EGS_V0.2  s000065341             P2       65341  -1.000000   -1.000000                                       NaN
1353  CAPERS_EGS_V0.2  s000065480             P5       65480  -1.000000   -1.000000  CAPERS_EGS_P5_s000065480_x1d_optext.fits
1354  CAPERS_EGS_V0.2  s000065506             P4       65506  -1.000000   -1.000000  CAPERS_EGS_P4_s000065506_x1d_optext.fits
1355  CAPERS_EGS_V0.2  s000065591             P7       65591  -1.000000   -1.000000                                       NaN
1356  CAPERS_EGS_V0.2  s000065595             P7       65595  -1.000000   -1.000000                                       NaN
1357  CAPERS_EGS_V0.2  s000065663             P7       65663  -1.000000   -1.000000  CAPERS_EGS_P7_s000065663_x1d_optext.fits
1358  CAPERS_EGS_V0.2  s000065676             P5       65676  -1.000000   -1.000000  CAPERS_EGS_P5_s000065676_x1d_optext.fits
1359  CAPERS_EGS_V0.2  s000065789             P3       65789  -1.000000   -1.000000                                       NaN
1360  CAPERS_EGS_V0.2  s000065872             P7       65872  -1.000000   -1.000000                                       NaN
1361  CAPERS_EGS_V0.2  s000065916             P7       65916  -1.000000   -1.000000  CAPERS_EGS_P7_s000065916_x1d_optext.fits
1362  CAPERS_EGS_V0.2  s000065968             P3       65968   4.543270    4.550413  CAPERS_EGS_P3_s000065968_x1d_optext.fits
1363  CAPERS_EGS_V0.2  s000066011             P4       66011   4.800000    4.812474  CAPERS_EGS_P4_s000066011_x1d_optext.fits
1364  CAPERS_EGS_V0.2  s000066064             P4       66064  -1.000000   -1.000000  CAPERS_EGS_P4_s000066064_x1d_optext.fits
1365  CAPERS_EGS_V0.2  s000066126             P3       66126  -1.000000   -1.000000                                       NaN
1366  CAPERS_EGS_V0.2  s000066503             P3       66503   3.260000    3.276926  CAPERS_EGS_P3_s000066503_x1d_optext.fits
1367  CAPERS_EGS_V0.2  s000066616             P2       66616  -1.000000   -1.000000                                       NaN
1368  CAPERS_EGS_V0.2  s000066689             P2       66689  -1.000000   -1.000000  CAPERS_EGS_P2_s000066689_x1d_optext.fits
1369  CAPERS_EGS_V0.2  s000066718             P1       66718   4.620000    4.626034  CAPERS_EGS_P1_s000066718_x1d_optext.fits
1370  CAPERS_EGS_V0.2  s000066727             P5       66727  -1.000000   -1.000000                                       NaN
1371  CAPERS_EGS_V0.2  s000066748             P2       66748   4.890000    4.903725  CAPERS_EGS_P2_s000066748_x1d_optext.fits
1372  CAPERS_EGS_V0.2  s000066894             P2       66894   9.498583   -1.000000  CAPERS_EGS_P2_s000066894_x1d_optext.fits
1373  CAPERS_EGS_V0.2  s000067109             P3       67109  -1.000000   -1.000000                                       NaN
1374  CAPERS_EGS_V0.2  s000067177             P4       67177   3.004107    3.020383  CAPERS_EGS_P4_s000067177_x1d_optext.fits
1375  CAPERS_EGS_V0.2  s000067312             P5       67312  -1.000000   -1.000000  CAPERS_EGS_P5_s000067312_x1d_optext.fits
1376  CAPERS_EGS_V0.2  s000067663             P2       67663   2.419939    2.456969                                       NaN
1377  CAPERS_EGS_V0.2  s000067719             P1       67719  -1.000000   -1.000000                                       NaN
1378  CAPERS_EGS_V0.2  s000067844             P3       67844   6.965886    6.964432  CAPERS_EGS_P3_s000067844_x1d_optext.fits
1379  CAPERS_EGS_V0.2  s000067959             P4       67959   3.431031    3.442895  CAPERS_EGS_P4_s000067959_x1d_optext.fits
1380  CAPERS_EGS_V0.2  s000068009             P2       68009   7.575353    7.578008  CAPERS_EGS_P2_s000068009_x1d_optext.fits
1381  CAPERS_EGS_V0.2  s000068263             P2       68263  -1.000000   -1.000000                                       NaN
1382  CAPERS_EGS_V0.2  s000068315             P1       68315   1.820000    1.808784  CAPERS_EGS_P1_s000068315_x1d_optext.fits
1383  CAPERS_EGS_V0.2  s000068502             P2       68502  -1.000000   -1.000000                                       NaN
1384  CAPERS_EGS_V0.2  s000068507             P1       68507  -1.000000   -1.000000                                       NaN
1385  CAPERS_EGS_V0.2  s000068690             P1       68690  -1.000000   -1.000000  CAPERS_EGS_P1_s000068690_x1d_optext.fits
1386  CAPERS_EGS_V0.2  s000068836             P2       68836  -1.000000   -1.000000                                       NaN
1387  CAPERS_EGS_V0.2  s000068978             P1       68978  -1.000000   -1.000000                                       NaN
1388  CAPERS_EGS_V0.2  s000069079             P2       69079   5.290000    5.303747  CAPERS_EGS_P2_s000069079_x1d_optext.fits
1389  CAPERS_EGS_V0.2  s000069124             P2       69124  -1.000000   -1.000000                                       NaN
1390  CAPERS_EGS_V0.2  s000069334             P1       69334  -1.000000   -1.000000  CAPERS_EGS_P1_s000069334_x1d_optext.fits
1391  CAPERS_EGS_V0.2  s000069382             P3       69382  -1.000000   -1.000000  CAPERS_EGS_P3_s000069382_x1d_optext.fits
1392  CAPERS_EGS_V0.2  s000069432             P2       69432   1.805013   -1.000000  CAPERS_EGS_P2_s000069432_x1d_optext.fits
1393  CAPERS_EGS_V0.2  s000069542             P3       69542  -1.000000   -1.000000                                       NaN
1394  CAPERS_EGS_V0.2  s000069627             P2       69627  -1.000000   -1.000000  CAPERS_EGS_P2_s000069627_x1d_optext.fits
1395  CAPERS_EGS_V0.2  s000069630             P1       69630   3.390000    3.398874  CAPERS_EGS_P1_s000069630_x1d_optext.fits
1396  CAPERS_EGS_V0.2  s000069674             P1       69674  -1.000000   -1.000000                                       NaN
1397  CAPERS_EGS_V0.2  s000069766             P2       69766  -1.000000   -1.000000                                       NaN
1398  CAPERS_EGS_V0.2  s000069818             P3       69818   0.600000   -1.000000                                       NaN
1399  CAPERS_EGS_V0.2  s000069935             P3       69935  -1.000000   -1.000000  CAPERS_EGS_P3_s000069935_x1d_optext.fits
1400  CAPERS_EGS_V0.2  s000069966             P2       69966   4.310000    4.325210  CAPERS_EGS_P2_s000069966_x1d_optext.fits
1401  CAPERS_EGS_V0.2  s000070063             P4       70063  -1.000000   -1.000000  CAPERS_EGS_P4_s000070063_x1d_optext.fits
1402  CAPERS_EGS_V0.2  s000070084             P3       70084  -1.000000   -1.000000                                       NaN
1403  CAPERS_EGS_V0.2  s000070125             P3       70125   4.430000    4.428912  CAPERS_EGS_P3_s000070125_x1d_optext.fits
1404  CAPERS_EGS_V0.2  s000070335             P4       70335   3.440000    3.433039  CAPERS_EGS_P4_s000070335_x1d_optext.fits
1405  CAPERS_EGS_V0.2  s000070587             P3       70587   4.226728    4.233286  CAPERS_EGS_P3_s000070587_x1d_optext.fits
1406  CAPERS_EGS_V0.2  s000070703             P3       70703  -1.000000   -1.000000                                       NaN
1407  CAPERS_EGS_V0.2  s000070742             P3       70742  -1.000000   -1.000000                                       NaN
1408  CAPERS_EGS_V0.2  s000070749             P2       70749   5.735411   -1.000000  CAPERS_EGS_P2_s000070749_x1d_optext.fits
1409  CAPERS_EGS_V0.2  s000071003             P1       71003  -1.000000   -1.000000  CAPERS_EGS_P1_s000071003_x1d_optext.fits
1410  CAPERS_EGS_V0.2  s000071106             P1       71106  -1.000000   -1.000000                                       NaN
1411  CAPERS_EGS_V0.2  s000071234             P1       71234  -1.000000   -1.000000  CAPERS_EGS_P1_s000071234_x1d_optext.fits
1412  CAPERS_EGS_V0.2  s000071268             P1       71268  -1.000000   -1.000000  CAPERS_EGS_P1_s000071268_x1d_optext.fits
1413  CAPERS_EGS_V0.2  s000071404             P2       71404  -1.000000   -1.000000                                       NaN
1414  CAPERS_EGS_V0.2  s000071407             P2       71407   4.090000    4.110347  CAPERS_EGS_P2_s000071407_x1d_optext.fits
1415  CAPERS_EGS_V0.2  s000071465             P2       71465   2.801669    2.793277  CAPERS_EGS_P2_s000071465_x1d_optext.fits
1416  CAPERS_EGS_V0.2  s000071503             P1       71503  -1.000000   -1.000000                                       NaN
1417  CAPERS_EGS_V0.2  s000071656             P3       71656  -1.000000   -1.000000                                       NaN
1418  CAPERS_EGS_V0.2  s000071664             P2       71664  -1.000000   -1.000000  CAPERS_EGS_P2_s000071664_x1d_optext.fits
1419  CAPERS_EGS_V0.2  s000071924             P2       71924   4.900000    4.898844                                       NaN
1420  CAPERS_EGS_V0.2  s000072082             P2       72082  -1.000000   -1.000000                                       NaN
1421  CAPERS_EGS_V0.2  s000072095             P4       72095  -1.000000   -1.000000  CAPERS_EGS_P4_s000072095_x1d_optext.fits
1422  CAPERS_EGS_V0.2  s000072463             P2       72463   3.330000    3.325355  CAPERS_EGS_P2_s000072463_x1d_optext.fits
1423  CAPERS_EGS_V0.2  s000072510             P1       72510   3.442389    3.439675  CAPERS_EGS_P1_s000072510_x1d_optext.fits
1424  CAPERS_EGS_V0.2  s000072604             P2       72604   4.489293    4.486720  CAPERS_EGS_P2_s000072604_x1d_optext.fits
1425  CAPERS_EGS_V0.2  s000072681             P2       72681   6.112109    6.115003  CAPERS_EGS_P2_s000072681_x1d_optext.fits
1426  CAPERS_EGS_V0.2  s000072786             P4       72786  -1.000000   -1.000000  CAPERS_EGS_P4_s000072786_x1d_optext.fits
1427  CAPERS_EGS_V0.2  s000072852             P4       72852  -1.000000   -1.000000                                       NaN
1428  CAPERS_EGS_V0.2  s000072882             P2       72882   1.277103    1.270066  CAPERS_EGS_P2_s000072882_x1d_optext.fits
1429  CAPERS_EGS_V0.2  s000072930             P2       72930  -1.000000   -1.000000  CAPERS_EGS_P2_s000072930_x1d_optext.fits
1430  CAPERS_EGS_V0.2  s000073035             P2       73035  -1.000000   -1.000000  CAPERS_EGS_P2_s000073035_x1d_optext.fits
1431  CAPERS_EGS_V0.2  s000073086             P3       73086  -1.000000   -1.000000                                       NaN
1432  CAPERS_EGS_V0.2  s000073120             P1       73120   4.560000    4.557791  CAPERS_EGS_P1_s000073120_x1d_optext.fits
1433  CAPERS_EGS_V0.2  s000073142             P1       73142  -1.000000   -1.000000  CAPERS_EGS_P1_s000073142_x1d_optext.fits
1434  CAPERS_EGS_V0.2  s000073155             P3       73155  -1.000000   -1.000000  CAPERS_EGS_P3_s000073155_x1d_optext.fits
1435  CAPERS_EGS_V0.2  s000073248             P1       73248  -1.000000   -1.000000                                       NaN
1436  CAPERS_EGS_V0.2  s000073316             P4       73316  -1.000000   -1.000000                                       NaN
1437  CAPERS_EGS_V0.2  s000073318             P1       73318   6.623637    6.635579                                       NaN
1438  CAPERS_EGS_V0.2  s000073324             P4       73324  -1.000000   -1.000000  CAPERS_EGS_P4_s000073324_x1d_optext.fits
1439  CAPERS_EGS_V0.2  s000073336             P4       73336  -1.000000   -1.000000                                       NaN
1440  CAPERS_EGS_V0.2  s000073416             P4       73416   2.330000    2.330773  CAPERS_EGS_P4_s000073416_x1d_optext.fits
1441  CAPERS_EGS_V0.2  s000073422             P4       73422  -1.000000   -1.000000                                       NaN
1442  CAPERS_EGS_V0.2  s000073521             P4       73521  -1.000000   -1.000000                                       NaN
1443  CAPERS_EGS_V0.2  s000073565             P1       73565   2.893183    2.888424  CAPERS_EGS_P1_s000073565_x1d_optext.fits
1444  CAPERS_EGS_V0.2  s000073573             P2       73573  -1.000000   -1.000000  CAPERS_EGS_P2_s000073573_x1d_optext.fits
1445  CAPERS_EGS_V0.2  s000073574             P1       73574  -1.000000   -1.000000                                       NaN
1446  CAPERS_EGS_V0.2  s000073648             P2       73648  -1.000000   -1.000000                                       NaN
1447  CAPERS_EGS_V0.2  s000073791             P4       73791  -1.000000   -1.000000  CAPERS_EGS_P4_s000073791_x1d_optext.fits
1448  CAPERS_EGS_V0.2  s000073831             P1       73831  -1.000000   -1.000000                                       NaN
1449  CAPERS_EGS_V0.2  s000073862             P2       73862  -1.000000   -1.000000  CAPERS_EGS_P2_s000073862_x1d_optext.fits
1450  CAPERS_EGS_V0.2  s000073896             P3       73896  -1.000000   -1.000000  CAPERS_EGS_P3_s000073896_x1d_optext.fits
1451  CAPERS_EGS_V0.2  s000073903             P3       73903  -1.000000   -1.000000                                       NaN
1452  CAPERS_EGS_V0.2  s000073945             P1       73945   3.470066   -1.000000  CAPERS_EGS_P1_s000073945_x1d_optext.fits
1453  CAPERS_EGS_V0.2  s000074008             P2       74008  -1.000000   -1.000000  CAPERS_EGS_P2_s000074008_x1d_optext.fits
1454  CAPERS_EGS_V0.2  s000074034             P4       74034   5.880000    5.875085  CAPERS_EGS_P4_s000074034_x1d_optext.fits
1455  CAPERS_EGS_V0.2  s000074064             P1       74064  -1.000000   -1.000000                                       NaN
1456  CAPERS_EGS_V0.2  s000074086             P1       74086   4.735391    4.741467  CAPERS_EGS_P1_s000074086_x1d_optext.fits
1457  CAPERS_EGS_V0.2  s000074106             P2       74106  -1.000000   -1.000000                                       NaN
1458  CAPERS_EGS_V0.2  s000074177             P1       74177   2.090000    2.089014  CAPERS_EGS_P1_s000074177_x1d_optext.fits
1459  CAPERS_EGS_V0.2  s000074228             P4       74228  -1.000000   -1.000000                                       NaN
1460  CAPERS_EGS_V0.2  s000074282             P2       74282   1.230916    1.235390  CAPERS_EGS_P2_s000074282_x1d_optext.fits
1461  CAPERS_EGS_V0.2  s000074370             P4       74370  -1.000000   -1.000000                                       NaN
1462  CAPERS_EGS_V0.2  s000074391             P3       74391  -1.000000   -1.000000  CAPERS_EGS_P3_s000074391_x1d_optext.fits
1463  CAPERS_EGS_V0.2  s000074531             P1       74531  -1.000000   -1.000000  CAPERS_EGS_P1_s000074531_x1d_optext.fits
1464  CAPERS_EGS_V0.2  s000074532             P3       74532  -1.000000   -1.000000  CAPERS_EGS_P3_s000074532_x1d_optext.fits
1465  CAPERS_EGS_V0.2  s000074562             P3       74562  -1.000000   -1.000000  CAPERS_EGS_P3_s000074562_x1d_optext.fits
1466  CAPERS_EGS_V0.2  s000074579             P4       74579  -1.000000   -1.000000  CAPERS_EGS_P4_s000074579_x1d_optext.fits
1467  CAPERS_EGS_V0.2  s000074599             P1       74599   9.436421   -1.000000  CAPERS_EGS_P1_s000074599_x1d_optext.fits
1468  CAPERS_EGS_V0.2  s000074697             P4       74697   3.450000    3.449279  CAPERS_EGS_P4_s000074697_x1d_optext.fits
1469  CAPERS_EGS_V0.2  s000074727             P2       74727   2.971987    2.979412  CAPERS_EGS_P2_s000074727_x1d_optext.fits
1470  CAPERS_EGS_V0.2  s000074737             P3       74737  -1.000000   -1.000000                                       NaN
1471  CAPERS_EGS_V0.2  s000074755             P2       74755   4.480000    4.485037  CAPERS_EGS_P2_s000074755_x1d_optext.fits
1472  CAPERS_EGS_V0.2  s000074790             P3       74790  -1.000000   -1.000000                                       NaN
1473  CAPERS_EGS_V0.2  s000074903             P2       74903  -1.000000   -1.000000  CAPERS_EGS_P2_s000074903_x1d_optext.fits
1474  CAPERS_EGS_V0.2  s000074978             P2       74978  -1.000000   -1.000000  CAPERS_EGS_P2_s000074978_x1d_optext.fits
1475  CAPERS_EGS_V0.2  s000075005             P3       75005  -1.000000   -1.000000  CAPERS_EGS_P3_s000075005_x1d_optext.fits
1476  CAPERS_EGS_V0.2  s000075035             P4       75035  -1.000000   -1.000000  CAPERS_EGS_P4_s000075035_x1d_optext.fits
1477  CAPERS_EGS_V0.2  s000075276             P1       75276   7.061048   -1.000000  CAPERS_EGS_P1_s000075276_x1d_optext.fits
1478  CAPERS_EGS_V0.2  s000075324             P1       75324  -1.000000   -1.000000                                       NaN
1479  CAPERS_EGS_V0.2  s000075350             P3       75350   3.120000    3.110140  CAPERS_EGS_P3_s000075350_x1d_optext.fits
1480  CAPERS_EGS_V0.2  s000075566             P4       75566   3.590537    3.601564  CAPERS_EGS_P4_s000075566_x1d_optext.fits
1481  CAPERS_EGS_V0.2  s000075586             P1       75586  -1.000000   -1.000000                                       NaN
1482  CAPERS_EGS_V0.2  s000075701             P4       75701  -1.000000   -1.000000                                       NaN
1483  CAPERS_EGS_V0.2  s000075748             P3       75748  -1.000000   -1.000000  CAPERS_EGS_P3_s000075748_x1d_optext.fits
1484  CAPERS_EGS_V0.2  s000075907             P3       75907  -1.000000   -1.000000  CAPERS_EGS_P3_s000075907_x1d_optext.fits
1485  CAPERS_EGS_V0.2  s000076036             P1       76036   7.980000    7.996648  CAPERS_EGS_P1_s000076036_x1d_optext.fits
1486  CAPERS_EGS_V0.2  s000076111             P1       76111   4.892406   -1.000000  CAPERS_EGS_P1_s000076111_x1d_optext.fits
1487  CAPERS_EGS_V0.2  s000076129             P4       76129  -1.000000   -1.000000                                       NaN
