ID,ra,dec,z_med,z_UNICORN
44426,214.9424128,52.8365618,,6.1
225761,214.9026166,52.9188976,,4.28
71234,214.9984823,53.0034375,,4.27
235289,214.8671542,52.8191932,,4.26
90729,214.8120823,52.8203895,,4.9
81009,214.9452192,52.9396397,,4.24
64876,214.9326941,52.8812707,,4.24
82932,214.9221586,52.9188861,,4.24
4427,214.8759094,52.9046083,,2.23
48767,214.9788063,52.8717676,,5.14
40036,214.9609161,52.8398948,,4.36
39192,214.8661782,52.7707195,,5.44
14745,214.8333073,52.815812,,4.21
14189,214.9038636,52.8692816,,2.2
75586,215.0165187,53.0049365,,7.96
95458,214.8710134,52.8489531,,5.14
63964,214.9343962,52.8781489,,4.84
219977,215.0543847,52.9968067,,4.19
21952,214.9935476,52.8885604,,4.18
83930,214.859181,52.8706842,,6.55
78778,214.9578369,52.9546483,,4.54
18416,214.9498476,52.8756042,,4.15
236832,214.9907786,52.93396,,4.14
83532,214.8405263,52.8584853,,4.69
44376,214.942905,52.8368124,,6.73
54657,214.9573775,52.869418,,4.72
1216,214.9296853,52.9608924,,4.12
11054,214.9367043,52.9126764,,4.12
11894,214.8655308,52.8566339,,4.12
61415,214.8586831,52.8172323,,4.12
95937,214.8810814,52.8529709,,4.12
55032,214.8010878,52.7590296,,4.12
17379,214.9166847,52.8583043,,4.12
17977,214.9497525,52.878306,,4.12
22559,214.941585,52.8490039,,4.12
22893,214.9357136,52.8430971,,4.12
37131,214.9843946,52.8502655,,4.12
53143,214.9844833,52.8853347,,4.12
62079,214.9418882,52.8782051,,4.12
23155,214.950778,52.8526763,,4.12
52496,214.9867392,52.8855283,,5.11
80945,214.8230375,52.8531656,,5.92
92271,214.910224,52.8855816,,5.71
91780,214.9611233,52.9234147,,6.55
71407,214.9275405,52.9528911,,4.06
52823,214.8526852,52.7910073,,4.06
39316,214.9266529,52.8140227,,4.06
79483,214.930206,52.9331966,,6.7
24654,214.8195896,52.7527133,,4.03
40210,214.9745983,52.8499383,,4.84
56778,214.831311,52.7844212,,6.04
42566,214.8274442,52.7505531,,4.87
59031,214.8679512,52.8169853,,6.01
86018,214.9373669,52.9197556,,4.0
74755,214.93988,52.9549336,,4.12
237984,215.0461109,52.9925726,,3.99
226186,214.8245935,52.8657618,,3.99
71503,215.0006896,53.00445,,10.78
209756,215.0825222,52.9633831,,3.99
52864,214.965494,52.871274,,6.79
35345,215.0075436,52.8629289,,4.12
63149,214.8252626,52.798181,,3.97
22198,214.9950335,52.8884206,,3.97
22981,214.9922684,52.8829279,,3.97
206031,214.9464385,52.8462627,,3.97
87472,214.9982194,52.9615225,,5.17
48663,214.8970922,52.8135626,,4.96
84182,214.9375595,52.9254724,,4.93
8945,214.9906078,52.9611777,,3.94
2555,214.9577585,52.9738521,,3.94
7132,214.7948657,52.8315184,,1.93
57511,214.8244997,52.7815428,,4.63
230774,214.8796999,52.9206934,,3.92
83164,214.9312053,52.9242553,,4.42
65968,214.9382278,52.8819481,,4.12
15850,214.8806096,52.8421077,,3.91
204917,214.8334085,52.7595764,,3.89
74034,214.7865822,52.845236,,5.89
2799,215.0057959,53.0063092,,3.88
236141,215.0635841,52.9729159,,3.88
238043,215.0737361,53.0130779,,3.88
89696,214.9696693,52.9198794,,3.88
213643,214.9451175,52.8867288,,3.88
5818,214.825015,52.8610322,,3.88
62619,214.8150884,52.789493,,3.88
61968,214.8866774,52.838699,,5.5
65591,214.8958179,52.8529941,,4.69
225664,214.8892837,52.9090193,,3.85
12346,214.9452588,52.9108411,,3.85
87058,214.8001099,52.8214016,,3.85
51561,214.8005705,52.7509497,,3.85
55469,214.8529913,52.7969419,,3.85
57543,214.8698583,52.813963,,3.85
95340,214.8103716,52.8044746,,4.84
207749,214.8180551,52.7651299,,3.84
54597,214.9205114,52.8431294,,8.17
7456,215.016956,52.9878054,,3.82
13693,214.9696728,52.9196635,,3.82
83685,214.9417131,52.930944,,3.82
88430,214.8910231,52.8835887,,3.82
21559,214.8132881,52.76219,,3.82
27636,214.9827763,52.8557409,,3.82
100160,214.8711576,52.8060699,,3.82
236369,215.0133045,52.9412353,,3.8
94472,214.9517064,52.9074426,,8.05
86840,215.0475181,52.9968857,,3.79
97124,214.934232,52.8870752,,3.79
23929,214.8182243,52.754968,,3.79
25485,214.8218562,52.7509943,,3.79
60287,214.8283072,52.7924621,,3.79
213921,214.7950473,52.7813919,,3.79
23813,214.935137,52.8386774,,3.79
61543,214.9454289,52.8792515,,3.79
88569,214.8848236,52.8591973,,3.79
38301,214.8593551,52.7639391,,6.55
59783,214.9020267,52.8435735,,4.12
39845,214.9681701,52.8446653,,3.91
221832,215.0041098,52.9704639,,3.77
7330,215.0270038,52.9956709,,3.76
84895,215.0455325,52.9991443,,3.76
15280,214.9636749,52.9047744,,3.76
9056,214.8466017,52.8584403,,3.76
10503,214.8506665,52.8547502,,3.76
20257,214.850808,52.7948211,,3.76
23154,214.8799411,52.8023354,,3.76
16317,214.9327709,52.8760995,,3.76
16467,214.941481,52.8813509,,3.76
26030,214.9741006,52.8567713,,3.76
62377,214.8850112,52.8386866,,4.39
212179,214.8763858,52.8297436,,3.75
84632,214.9527312,52.9347392,,6.25
69966,214.9363715,52.9630963,,4.84
81450,214.7923463,52.8297485,,6.46
2867,215.0065368,53.0065017,,3.73
3024,214.9973474,52.9991666,,3.73
7494,214.9371625,52.9310276,,3.73
19842,215.0241824,52.9196874,,3.73
72882,214.9363975,52.9545176,,3.73
7665,214.8780565,52.8880734,,3.73
8700,214.9264802,52.9168083,,3.73
3709,214.8084991,52.8612749,,3.73
8918,214.8021382,52.8274583,,3.73
9780,214.8588634,52.8636227,,3.73
11174,214.8648294,52.8604975,,3.73
13671,214.8290806,52.819943,,3.73
91948,214.8286443,52.8294098,,3.73
14847,214.8028709,52.7932811,,3.73
14848,214.8028547,52.7931548,,3.73
14948,214.7936775,52.7860519,,3.73
16994,214.8264378,52.7963625,,3.73
17833,214.8348009,52.7972801,,3.73
38189,214.8902725,52.785748,,3.73
94905,214.8004916,52.7986021,,3.73
20864,214.9427962,52.8574899,,3.73
88395,214.9442599,52.9214363,,6.67
35442,214.9333004,52.8104748,,6.61
85864,214.8813899,52.8569615,,5.47
79667,214.9045777,52.9183968,,4.36
239695,214.8822519,52.9058173,,3.71
4625,214.959266,52.9630019,,3.7
6466,214.9330318,52.9338354,,3.7
86472,214.9416246,52.9237279,,3.7
1738,214.8681589,52.9142522,,3.7
10060,214.8899441,52.8847444,,3.7
19140,214.8331146,52.7876643,,3.7
24923,214.8623026,52.7821457,,3.7
25208,214.8183048,52.7495472,,3.7
28655,214.8911376,52.7860696,,3.7
29968,214.8582129,52.756935,,3.7
58031,214.7995192,52.7651547,,3.7
16394,214.9312312,52.8746493,,3.7
21746,214.9416685,52.852756,,3.7
23975,214.9931786,52.8790683,,3.7
18085,214.918382,52.8546764,,3.7
215590,214.8278024,52.8135331,,3.68
209838,214.9287145,52.8551507,,3.68
93527,214.9099325,52.8816311,,4.51
98001,214.8707359,52.8380942,,3.67
214115,214.8584136,52.8276009,,3.66
2588,214.94807,52.9663754,,1.66
26024,214.9071517,52.8088584,,1.66
212392,215.0225615,52.9346025,,3.65
83923,214.985912,52.9603877,,7.27
23867,214.9441917,52.8448731,,3.64
213697,214.8571906,52.8244421,,3.63
63915,214.8753871,52.8361136,,4.93
235010,215.0687985,52.9572677,,3.62
15490,214.8682203,52.8354941,,1.63
61072,214.9032458,52.8479812,,7.27
85302,214.9864181,52.9577036,,7.06
50674,214.9474965,52.8534743,,4.75
85445,214.944534,52.9272575,,3.61
41778,214.9603066,52.8433018,,3.61
73316,214.809702,52.864217,,3.64
204625,214.9585653,52.8469255,,3.6
34457,215.0112501,52.8634489,,5.17
60618,214.9017055,52.8456414,,4.57
49620,214.8100452,52.7534578,,3.58
34206,214.956554,52.8239986,,3.58
83353,214.9966551,52.9948006,,4.78
237399,215.0114409,52.9580643,,3.58
218289,215.0146172,52.9602878,,3.57
237357,215.0106847,52.9568611,,3.57
9736,214.8746467,52.8747902,,1.57
87567,214.7966218,52.8180031,,7.84
6527,214.9621779,52.9541601,,3.55
10416,214.7933174,52.814367,,3.55
28737,214.8911048,52.7855758,,3.55
37971,214.8559769,52.7608328,,3.55
59620,214.9508497,52.8776741,,6.25
235949,214.9559064,52.8938235,,3.55
11272,214.8886515,52.8764992,,1.54
61614,214.8283788,52.7962142,,4.87
215263,215.0578918,52.9751954,,3.52
19266,214.8538535,52.801037,,2.53
73248,214.9862804,52.9899449,,6.91
78110,215.0071065,53.002513,,4.51
235275,214.8788652,52.8272126,,3.52
218794,215.027487,52.9717423,,3.51
103572,214.8707706,52.8700488,,7.0
58524,214.8687569,52.8159799,,4.9
41017,215.0102394,52.877051,,4.87
1999,214.9546935,52.9742628,,3.49
83950,214.9915336,52.9643367,,3.49
85661,214.8044015,52.8272302,,3.49
53483,214.9498107,52.8614573,,3.49
92782,214.8618945,52.8498637,,3.94
27748,214.9774245,52.850959,,1.48
48891,214.9038258,52.8188124,,4.84
41456,215.0050839,52.8743357,,4.12
222558,215.0487948,53.0057763,,3.47
2809,214.9498128,52.9665331,,3.46
84969,214.8736974,52.8783742,,3.46
18084,214.9181347,52.8549022,,3.46
28368,214.9705539,52.8437739,,3.46
40933,214.9747757,52.8517235,,3.46
44357,215.0038783,52.8800021,,8.23
58141,214.8270599,52.7852091,,5.2
72930,214.9603259,52.9750554,,3.73
3505,214.9651878,52.9735877,,3.43
8551,214.9577823,52.9398561,,3.43
76576,214.9623529,52.9646275,,3.43
3152,214.870793,52.9088179,,3.43
5346,214.8796139,52.9026156,,3.43
8006,214.8999197,52.9018498,,3.43
16223,214.9412389,52.8829668,,3.43
3315,214.8061852,52.8619804,,3.43
12396,214.8244543,52.8247088,,3.43
94800,214.8287862,52.8201026,,3.43
15001,214.8019279,52.7917564,,3.43
15496,214.7994545,52.7867201,,3.43
58359,214.8296862,52.78765,,3.43
205767,214.8296096,52.7616862,,3.43
16534,214.9416046,52.8809368,,3.43
12503,214.8643553,52.8525257,,3.43
20687,214.8773116,52.8117694,,3.43
52174,214.9437251,52.8543292,,3.43
95466,214.8738812,52.8526148,,3.43
65872,214.8945455,52.8512357,,6.67
65241,214.7989808,52.7851528,,4.9
71268,214.9915824,52.9994818,,3.79
86443,214.8088976,52.8287858,,3.79
224215,214.9918158,52.9738292,,3.42
93270,214.8768809,52.8589583,,5.2
47656,214.9817765,52.8715612,,4.3
3127,215.0031193,53.0027,,3.4
3662,215.006881,53.0022141,,3.4
10202,215.0165028,52.9736722,,3.4
2715,214.9578964,52.9730009,,3.4
3879,214.9500522,52.9607415,,3.4
5515,214.9656455,52.9626082,,3.4
7314,214.9346987,52.9304483,,3.4
7448,214.9361005,52.9306836,,3.4
11541,214.967583,52.9311283,,3.4
12808,214.9623175,52.9203063,,3.4
82317,214.9474081,52.9376289,,3.4
7722,214.9229661,52.9197478,,3.4
8467,214.8821253,52.8868312,,3.4
9557,214.8784145,52.8788165,,3.4
12062,214.9363261,52.9061043,,3.4
12555,214.8895639,52.8701819,,3.4
19113,214.9643615,52.8812423,,3.4
66503,214.9308987,52.8812864,,3.4
75350,214.8681629,52.9001657,,3.4
90108,214.9419377,52.9137965,,3.4
91047,214.9057346,52.8861049,,3.4
7045,214.8407191,52.8650315,,3.4
7992,214.8522621,52.868094,,3.4
10024,214.8577238,52.8618691,,3.4
11112,214.8180097,52.8279841,,3.4
11960,214.8583771,52.8512707,,3.4
12734,214.8096059,52.8121899,,3.4
65039,214.8484087,52.820879,,3.4
67959,214.7972272,52.8231041,,3.4
74697,214.8129459,52.8626062,,3.4
75701,214.8143742,52.8609751,,3.4
79641,214.819012,52.8539065,,3.4
84939,214.7908174,52.8193163,,3.4
88631,214.802873,52.820354,,3.4
93573,214.8231263,52.8215182,,3.4
16332,214.8097575,52.7886097,,3.4
18202,214.8193867,52.7841278,,3.4
26385,214.8796477,52.7879949,,3.4
28303,214.8864354,52.7842101,,3.4
48989,214.8580672,52.7864166,,3.4
13702,214.9283656,52.8903219,,3.4
14728,214.9306865,52.8850906,,3.4
14729,214.9309047,52.8850659,,3.4
14831,214.9247175,52.8802115,,3.4
17900,214.9260861,52.8618881,,3.4
18449,214.9453892,52.8721864,,3.4
19587,214.9206127,52.8475609,,3.4
22595,214.98749,52.8813564,,3.4
26155,215.0147972,52.885105,,3.4
27823,214.972659,52.8477034,,3.4
28383,214.9815862,52.8515114,,3.4
29978,214.9704721,52.8367842,,3.4
33372,215.0013174,52.8528134,,3.4
37643,214.9664827,52.8387948,,3.4
47639,214.981855,52.8715815,,3.4
60938,214.9443824,52.8767932,,3.4
16790,214.887876,52.8415493,,3.4
21365,214.8747434,52.8067852,,3.4
25200,214.9536834,52.8459306,,3.4
26551,214.9579547,52.8429099,,3.4
28660,214.9293043,52.8131776,,3.4
29063,214.9289726,52.811283,,3.4
29982,214.950747,52.8228435,,3.4
54751,214.8743922,52.8106538,,3.4
94311,214.8721792,52.8537943,,3.4
5717,214.8905083,52.9073776,,1.39
27747,214.9779815,52.851204,,1.39
26404,214.9517281,52.8387126,,1.39
218433,215.0224462,52.9664867,,3.38
221912,215.002246,52.9689092,,3.38
219322,215.0732966,53.0067613,,3.37
54203,214.8835065,52.8159808,,6.7
82952,214.9416505,52.935849,,4.81
11951,214.8196367,52.8238319,,3.37
23111,214.8752838,52.799256,,3.37
46316,214.9927871,52.8764435,,3.34
200436,214.9772198,52.8334045,,3.34
44558,214.8773662,52.7906565,,6.67
62280,214.918669,52.8623319,,3.79
219469,215.0074388,52.960959,,3.33
216184,214.9396472,52.8961268,,3.33
221929,215.0491004,53.0026561,,3.32
240077,214.8038424,52.8568995,,3.32
20786,214.7978924,52.7542942,,1.33
85557,214.9466917,52.9285467,,5.26
18897,214.9099561,52.8439776,,3.43
12955,214.9496319,52.9105077,,3.31
5370,214.8271343,52.8651661,,3.31
11993,214.8597588,52.85217,,3.31
213467,215.0659752,52.9712007,,3.3
235900,215.0577354,52.9650234,,3.3
239591,214.8102322,52.8527951,,3.3
47987,214.9360972,52.839842,,5.5
10736,214.8006022,52.8177561,,3.28
67177,214.8722535,52.8490471,,3.28
23496,214.9939907,52.8819027,,3.28
16675,214.8958473,52.8475487,,3.28
18170,214.9209433,52.8566999,,3.28
76430,214.874804,52.9086866,,7.93
203870,214.9336173,52.824641,,3.28
235328,215.0186553,52.9274395,,3.26
28353,214.9824299,52.852005,,1.27
8600,214.9296686,52.9196398,,3.25
8485,214.9224904,52.9153212,,3.25
19428,214.8576155,52.8033771,,3.25
21955,214.9297601,52.8432526,,3.25
21992,214.9537408,52.860194,,3.25
19891,214.8634517,52.8039566,,1.24
39534,214.9262605,52.8142378,,4.84
96421,214.825404,52.8141517,,3.55
74106,214.9528788,52.9635208,,3.28
227696,214.8904565,52.9201872,,3.23
9253,214.8819073,52.8825552,,3.22
11655,214.9069366,52.8874281,,3.22
17638,214.9415532,52.8742078,,3.22
210347,214.9661057,52.884284,,3.22
9454,214.8001284,52.8232106,,3.22
20024,214.9153237,52.8415422,,3.22
22767,214.9334111,52.8415862,,3.22
219356,215.0584233,52.996398,,3.21
235820,215.0664975,52.9699865,,3.21
210887,215.0212295,52.9261155,,3.21
14263,214.8297768,52.8162954,,1.21
45998,214.8244225,52.7560814,,6.7
65506,214.8543553,52.8237084,,4.87
6802,214.9340668,52.9324353,,3.19
13410,214.9013487,52.8730054,,3.19
4353,214.8116824,52.8597297,,3.19
23160,214.807433,52.7505177,,3.19
20872,214.9191095,52.840227,,3.19
54388,214.9228612,52.8444065,,3.19
200860,214.8621514,52.7555664,,3.17
57756,214.9532666,52.8738478,,7.45
85579,214.9351886,52.9197183,,6.01
56055,214.8589132,52.8024113,,5.17
85022,214.8498935,52.8602579,,4.87
232770,214.9308415,52.8193017,,3.17
212272,215.0803351,52.9747382,,3.16
11055,214.8840928,52.875254,,3.16
5872,214.8164311,52.8545887,,3.16
82370,214.9242071,52.9213739,,6.16
50323,214.9509224,52.855181,,5.47
86508,214.954459,52.9087636,,3.64
226340,214.8169093,52.8607284,,3.15
238059,214.8086084,52.8254178,,3.14
213416,215.0528864,52.960985,,3.13
235641,215.0834208,52.9785458,,3.13
75748,214.8992932,52.921177,,3.13
20992,214.9289942,52.8470535,,3.13
27545,214.9595947,52.8397111,,3.13
101208,214.9377965,52.8749268,,5.17
93265,214.9625343,52.9197617,,4.93
237545,215.0094212,52.9591834,,3.12
235201,214.8733169,52.8220389,,3.12
17310,214.9369698,52.8731463,,3.1
11598,214.8222373,52.8275965,,3.1
215431,215.0015145,52.936094,,3.08
3305,214.9894416,52.9898515,,1.09
10240,214.8896912,52.8837007,,1.09
84471,214.9264401,52.9170605,,3.61
6073,214.8871868,52.903263,,3.07
239848,214.8051109,52.8533438,,3.07
20427,214.807722,52.7634003,,3.07
27742,214.8576407,52.7663248,,3.07
92195,214.8106126,52.815709,,6.73
77890,215.0085797,52.9927434,,4.06
63161,214.9000816,52.851448,,3.85
212837,215.0052238,52.9245967,,3.05
216698,214.9907912,52.9350279,,3.05
215858,214.9969506,52.9349216,,3.04
6813,214.8223022,52.8533273,,3.04
92072,214.8626645,52.8522938,,3.04
14999,214.9279616,52.8814838,,3.04
17705,214.8904256,52.8377728,,3.04
211575,215.0162814,52.9261035,,3.03
234712,214.798234,52.7596522,,3.03
61148,214.8804629,52.8319908,,3.22
3439,214.9463451,52.9606699,,3.01
76129,214.8180276,52.8624342,,3.01
21585,214.8583858,52.7942872,,3.01
22116,214.8767092,52.8045183,,3.01
49425,214.865898,52.7928769,,3.01
18303,214.9407212,52.869732,,3.01
35346,214.9926236,52.8523609,,3.01
35676,214.9827715,52.8460777,,3.01
12277,214.8641153,52.8537613,,3.01
15540,214.8746379,52.839994,,3.01
19911,214.8744029,52.813135,,3.01
20217,214.9410234,52.8592088,,3.01
97675,214.8706191,52.8406704,,3.01
227123,214.8921023,52.9184393,,3.0
233407,214.8293396,52.7576606,,3.0
55482,214.8716097,52.8102201,,3.01
227974,214.8856219,52.9176745,,3.0
73945,215.0057381,53.0040659,,2.98
219904,214.9946116,52.9542447,,2.98
4670,214.8795853,52.9051299,,2.98
8321,214.929948,52.9214573,,2.98
17437,214.9407903,52.8747524,,2.98
12370,214.8209326,52.8222482,,2.98
212017,214.8645351,52.8203348,,2.97
215948,214.8787175,52.8516915,,2.97
59059,214.9263232,52.8585645,,6.73
74532,214.8786309,52.9115167,,6.58
34107,214.9753382,52.8370666,,4.9
219132,215.061135,52.9966787,,2.95
4652,214.9473481,52.9542079,,2.95
7648,214.9437711,52.9347296,,2.95
7891,214.9293699,52.9233339,,2.95
25929,214.9075774,52.8099168,,2.95
226197,214.9662881,52.9664114,,2.93
215211,214.8816588,52.8501583,,2.93
221882,214.9996746,52.9675788,,2.92
215653,214.9986716,52.9353566,,2.92
3066,214.8771097,52.9128096,,2.92
17311,214.9369938,52.8730544,,2.92
18575,214.9264296,52.857866,,2.92
224467,214.9913243,52.9750479,,2.91
213985,214.947711,52.8903037,,2.91
83498,215.042758,53.0018955,,6.16
73422,214.7882243,52.848927,,4.75
236079,215.062268,52.9712141,,2.89
15979,214.9389441,52.8827268,,2.89
29169,214.9738841,52.842623,,2.89
231346,214.7894337,52.8597991,,2.88
90165,214.8482802,52.8479808,,5.47
235518,214.9609567,52.8898925,,2.87
3261,214.9520576,52.9658839,,2.86
19470,214.9642172,52.8786481,,2.86
13681,214.8775037,52.8542404,,2.86
58110,214.9080815,52.8427517,,6.13
51861,214.8773761,52.8064801,,6.13
35276,214.9786902,52.8423036,,3.4
218155,215.0185066,52.9623109,,2.84
227600,214.795923,52.850265,,2.84
1831,214.9442281,52.9678253,,2.83
4984,214.9070265,52.924146,,2.83
221411,214.7983439,52.8218248,,2.82
24260,214.9973009,52.8807583,,3.4
78240,214.9303785,52.9365583,,3.04
6079,214.8840152,52.9014096,,2.8
15853,214.8697041,52.8343776,,2.8
219261,215.0083733,52.9599293,,2.79
234455,214.8126038,52.7650364,,2.78
209532,214.9256269,52.8513804,,2.78
87451,214.9516512,52.9254854,,4.12
68978,214.9868995,53.0006757,,3.82
219439,214.9977522,52.9537266,,2.78
222811,214.9950693,52.9689238,,2.78
3113,214.9564246,52.9698378,,2.77
2860,214.7865994,52.8503711,,2.77
211953,214.8644507,52.8200896,,2.77
219273,215.0556723,52.9936487,,2.76
200909,214.9431145,52.8138566,,2.76
240728,214.9951664,53.0039972,,2.75
212932,215.0096746,52.9285058,,2.75
210390,214.9250733,52.855357,,2.74
44337,214.9978535,52.8756859,,3.16
1644,214.9347359,52.9619958,,2.74
62321,214.8893336,52.8416109,,2.74
233636,214.9083229,52.8180478,,2.73
212336,215.0707524,52.968316,,2.72
219657,215.0134668,52.9662314,,2.71
71465,214.9320972,52.9559882,,2.71
216850,214.9959123,52.9392641,,2.71
219619,215.0023622,52.9580966,,2.71
27928,214.8603594,52.7674409,,2.71
29815,214.9687055,52.83627,,2.71
35362,214.9943532,52.8536213,,4.75
73336,214.787041,52.848308,,4.6
224052,214.986513,52.9696136,,2.7
209872,214.8094823,52.7690497,,2.7
213179,215.077043,52.9774383,,2.69
238990,215.0457395,53.0099674,,2.69
213618,214.8648651,52.8295494,,2.69
4371,215.0087981,52.9994196,,2.68
8618,214.9918053,52.9635834,,2.68
219705,214.9959829,52.9535075,,2.68
223883,214.9919984,52.9718379,,2.68
9572,214.9925694,52.9596648,,2.68
13493,214.9711314,52.9216673,,2.68
19614,215.0239102,52.9206219,,2.68
11580,214.9592258,52.9250098,,2.68
11877,214.8868156,52.8719712,,2.68
94446,214.8977658,52.8703504,,2.68
13047,214.8277769,52.8232491,,2.68
225083,214.8130494,52.8512748,,2.68
17668,214.8223797,52.7894581,,2.68
20199,214.807945,52.7645594,,2.68
21770,214.9888686,52.8860557,,2.68
23735,214.99436,52.8809618,,2.68
28858,215.0169131,52.874369,,2.68
29045,215.0123246,52.8704921,,2.68
17691,214.9199179,52.8587517,,2.68
23183,214.896658,52.8140905,,2.68
53335,214.8672921,52.8024628,,2.68
63135,214.8968335,52.8490725,,2.68
221710,214.9970723,52.9641912,,2.67
65044,214.8700491,52.8362975,,7.54
81115,214.9843247,52.9671338,,5.86
94883,214.9576666,52.9105378,,5.17
90738,214.943085,52.9134622,,5.14
40247,214.9982551,52.8667834,,4.24
217619,215.0145831,52.9568044,,2.66
9014,214.9943848,52.9633346,,2.65
218334,215.0225583,52.9659559,,2.65
221918,215.0544542,53.0063921,,2.65
222535,215.0531848,53.0085013,,2.65
7423,214.9861725,52.9662339,,2.65
10602,214.9503253,52.924994,,2.65
57195,215.0255194,52.9233255,,2.65
229957,214.943493,52.9659571,,2.65
78166,214.9058583,52.9194266,,2.65
18537,214.8747773,52.8213196,,2.65
97294,214.7936787,52.7864139,,2.65
26221,215.0092255,52.8808026,,2.65
33594,215.0010935,52.8535284,,2.65
18853,214.9281739,52.8568998,,2.65
216156,215.0559144,52.9782704,,2.63
218235,215.0099372,52.9566468,,2.62
88152,214.80071,52.8199449,,5.17
229764,214.8763621,52.9234067,,5.0
84409,214.926604,52.916584,,3.4
1316,214.9845104,52.9990847,,2.62
187,214.9335894,52.9695752,,2.62
1699,214.9348872,52.9618715,,2.62
6988,214.9677077,52.9554978,,2.62
12605,214.9632831,52.9221637,,2.62
13376,214.9489909,52.9069641,,2.62
15762,214.938106,52.883549,,2.62
16001,214.9327174,52.87827,,2.62
57899,214.8346837,52.7898537,,2.62
15345,214.9321031,52.8819082,,2.62
16579,214.9412037,52.8805627,,2.62
17369,214.9228502,52.8627343,,2.62
22793,214.9950254,52.8856658,,2.62
30099,214.9845137,52.8462796,,2.62
29371,214.9305784,52.8110883,,2.62
230900,214.7968702,52.8610471,,2.6
211566,214.9606253,52.8866105,,2.6
239100,215.0434305,53.0103303,,2.59
18760,214.8856166,52.8276943,,2.59
235125,214.9205096,52.8543298,,2.58
233588,214.9071468,52.816274,,2.58
49480,214.8990289,52.8165379,,2.68
215385,215.0587988,52.9758135,,2.56
66126,214.9346249,52.8839718,,2.56
10299,214.790895,52.8130611,,2.56
15056,214.9355447,52.8863856,,2.56
241086,214.8722512,52.9181743,,2.55
226145,214.8029956,52.8501578,,2.55
217691,215.0272113,52.9661187,,2.54
211964,214.9514596,52.8816625,,2.53
93097,214.8250652,52.8225945,,7.57
93879,214.874709,52.8555688,,5.5
58614,214.9276615,52.858132,,4.9
74086,214.9967006,52.9945,,4.75
60020,214.8627087,52.8162815,,4.57
65789,214.9311027,52.8773989,,3.94
213601,215.063507,52.9692631,,2.53
27798,214.8591202,52.7669181,,2.53
56761,214.8866673,52.8238146,,2.53
239601,214.932289,52.9396771,,2.52
227,214.9300642,52.9666854,,2.5
10548,214.9502625,52.925287,,2.5
217024,214.9951653,52.939352,,2.5
219477,215.0145137,52.9657503,,2.5
7205,214.9229884,52.9227391,,2.5
10905,214.9451811,52.9196072,,2.5
13080,214.8309012,52.8251786,,2.5
51794,214.8658405,52.7980802,,2.5
30066,214.9930199,52.8523147,,2.5
84521,214.9403261,52.925699,,6.13
216636,215.0322407,52.9638702,,2.48
225713,215.0208599,53.0024606,,2.48
15402,214.9383807,52.8860871,,2.47
212844,215.0579885,52.9621941,,2.46
218975,215.0798939,53.0094782,,2.45
223343,214.9076267,52.9100183,,2.45
202624,214.9376395,52.8205882,,2.45
214667,214.88408,52.8487265,,2.45
212520,215.0658497,52.9660457,,2.44
3093,214.7858821,52.8486648,,2.44
8117,214.8396482,52.8583767,,2.44
13547,214.8175351,52.8124594,,2.44
204717,214.8314037,52.7570259,,2.44
235462,214.8684502,52.8232129,,2.44
86600,214.9475812,52.9270157,,6.67
83732,214.8011134,52.8296882,,5.17
57521,214.8259328,52.7825974,,4.66
70587,214.8689103,52.9169084,,4.12
84221,214.802311,52.83025,,3.76
56561,214.9620875,52.876876,,3.31
94968,214.87931,52.8545959,,3.07
216600,215.0748415,52.9935226,,2.43
214548,215.0142945,52.9403541,,2.43
214911,214.8647222,52.8362078,,2.42
10492,214.936543,52.915746,,2.41
16721,214.9356564,52.8755978,,2.41
65031,214.9298666,52.8787487,,2.41
3415,214.8097591,52.8639528,,2.41
12074,214.8312385,52.8313537,,2.41
15781,214.8540224,52.8236279,,2.41
15910,214.8731773,52.8363283,,2.41
88433,214.7959625,52.8157712,,2.41
21087,214.8050234,52.7584742,,2.41
23015,214.8108285,52.7535814,,2.41
62211,214.8329986,52.8011733,,2.41
17635,214.9654536,52.8911802,,2.41
18883,214.9455561,52.869303,,2.41
30065,214.9937724,52.85209,,2.41
14304,214.864123,52.8407437,,2.41
20048,214.8913434,52.8246465,,2.41
216102,215.0558864,52.9779574,,2.4
225208,214.9029094,52.9158954,,2.4
34590,214.9700857,52.8346209,,8.08
97988,214.9351111,52.8854629,,5.89
54602,214.9599764,52.871146,,5.23
93702,214.8630668,52.8480782,,4.72
80514,214.9688153,52.9578019,,4.63
92394,214.8284351,52.8269982,,4.09
39641,214.960855,52.839057,,3.49
56607,214.8000421,52.7617128,,3.4
19482,214.9521282,52.8702742,,2.38
12120,214.8142195,52.8190513,,2.38
21230,214.8534525,52.7922208,,2.38
23458,214.8563942,52.7843084,,2.38
22237,214.9849202,52.8809547,,2.38
237660,215.0196336,52.9681273,,2.36
6838,214.9634139,52.9533641,,2.35
221007,215.0057657,52.9674389,,2.35
235401,215.0179973,52.9281332,,2.35
10421,214.9419721,52.9199749,,2.35
13523,214.7969219,52.7979485,,2.35
21586,214.8583163,52.7941771,,2.35
224648,215.0426884,53.0114723,,2.34
237398,215.0656369,52.9963184,,2.34
217908,215.0309927,52.9698661,,2.33
80640,215.0231784,52.9958915,,5.53
57144,214.9552491,52.8734588,,3.4
83415,214.7899794,52.822712,,3.4
