ID,ra,dec,z_med,z_UNICORN
61658,214.942871,52.8777424,,6.61
95893,214.9028361,52.8684976,,6.61
8782,214.7979203,52.824894,,6.61
26562,214.8887332,52.7936559,,6.61
58873,214.8315682,52.7905463,,6.61
21703,214.9845911,52.8834032,,6.61
78396,214.9625607,52.9588293,,0.22
217811,214.7945218,52.8009777,,6.6
1832,214.9441965,52.96758,,4.6
76148,214.9926555,52.9859989,,6.58
85883,214.9291133,52.9154442,,6.58
11421,214.8250359,52.8304817,,6.58
38596,214.8594792,52.7646571,,6.58
48680,214.9390775,52.8434108,,6.58
201756,214.9277415,52.8085309,,6.58
2524,214.8752466,52.9155726,,6.55
19394,214.9584078,52.8751148,,6.55
8402,214.844069,52.8601074,,6.55
88032,214.8969946,52.8887249,,6.64
2404,214.9363413,52.9595308,,6.52
72681,214.9400409,52.9586544,,6.52
11742,214.8265882,52.8299341,,6.52
21360,214.9813365,52.8825615,,4.51
95234,214.8099853,52.8044025,,6.79
12221,214.8994448,52.8791527,,6.49
12853,214.9042766,52.8789703,,6.49
94209,214.8293441,52.8214799,,6.49
15824,214.8764696,52.8394134,,6.49
52779,214.9217555,52.840043,,6.49
9890,214.7950789,52.8170757,,6.46
13847,214.8678157,52.8462277,,6.46
52361,214.8744841,52.8055323,,6.64
62069,214.8170488,52.7893939,,7.9
94580,214.8293713,52.8213609,,6.43
53828,214.8503739,52.7915036,,6.43
84621,214.9589083,52.9396007,,7.24
85504,214.9888177,52.9590896,,7.36
90545,214.89021,52.8764598,,6.73
8041,215.0222411,52.9882245,,6.4
74282,214.9449164,52.9574274,,6.4
24920,215.0052092,52.8836682,,6.4
69432,214.9508741,52.9741474,,7.87
19411,215.025027,52.9222961,,6.37
84260,214.8723739,52.8791363,,6.37
92853,214.8284473,52.8219548,,6.37
94080,214.828328,52.8220122,,6.37
59800,214.9181791,52.8551008,,6.37
85734,214.8407991,52.8529753,,6.34
93206,214.8112529,52.8124949,,6.34
34819,214.9327375,52.8087318,,6.34
12067,214.8663283,52.8562808,,4.33
9716,214.8904131,52.8864795,,6.31
10716,214.9513909,52.9250992,,6.31
16567,214.8740918,52.8328598,,6.31
87593,214.9967846,52.9601247,,6.52
11420,214.8247866,52.8304845,,6.28
15228,214.848257,52.8230917,,6.28
25880,214.8683308,52.7822866,,6.28
62672,214.8250855,52.7968405,,6.28
96000,214.904372,52.8694133,,6.25
47073,214.8731907,52.7931469,,6.25
9503,214.929195,52.9151773,,6.22
83111,214.8480615,52.8650653,,6.22
63688,214.8247233,52.7994253,,6.22
10108,214.7975318,52.818752,,6.19
88928,214.8193562,52.8325293,,6.19
14815,214.8116024,52.7998418,,6.19
21137,214.8772802,52.809832,,6.19
59330,214.8975953,52.8390592,,6.19
89397,214.903263,52.8891157,,8.59
50533,214.8078901,52.753826,,6.52
57316,214.961605,52.8783611,,6.34
80959,214.9350437,52.9326016,,6.67
2658,214.8755266,52.9149453,,5.17
79896,214.8925842,52.9053898,,5.17
91392,214.8972325,52.8677446,,5.17
22500,214.8688416,52.7974774,,5.17
27050,215.0081786,52.8764376,,5.17
27069,215.0089269,52.8768074,,5.17
78410,214.9677247,52.9625488,,6.16
21975,214.8054735,52.7547256,,6.16
27044,215.0001937,52.8707745,,6.16
5834,214.9657789,52.9604475,,5.17
22404,214.94193,52.8498795,,5.17
56867,214.9255996,52.8516883,,5.17
9080,214.9895708,52.9597817,,5.14
79098,214.9600582,52.9554652,,5.14
81759,214.9854267,52.9660866,,5.11
8844,214.8831937,52.8847128,,6.13
91846,214.8247508,52.8261758,,6.13
53340,214.8502457,52.7903305,,6.13
27057,215.0200978,52.8848502,,6.13
53068,214.9854445,52.8858589,,6.13
54994,214.9175363,52.8418803,,6.13
60595,214.8990128,52.8436473,,6.13
96011,214.8747268,52.84832,,6.13
49982,214.8602235,52.7900274,,6.25
83799,214.99129,52.9646932,,6.1
5743,214.8233816,52.8603726,,6.1
19851,214.8606158,52.8036774,,6.1
48851,214.8186236,52.7580552,,6.1
51786,214.8978719,52.8208583,,6.97
59889,214.9256278,52.860671,,6.19
7582,214.8277961,52.8529765,,6.07
90267,214.8510529,52.8512651,,6.07
42125,214.8894945,52.793729,,6.07
25424,214.9875824,52.8688932,,6.07
76923,214.8120838,52.8561251,,7.18
34286,214.9771565,52.8388093,,6.76
68263,214.9412933,52.9700609,,8.29
5744,214.823471,52.8604346,,6.01
29536,214.9302578,52.810144,,6.01
7545,215.0390516,53.0027806,,4.0
25979,214.9524032,52.8410825,,0.79
18549,214.9245565,52.8561874,,0.7
12175,214.9683966,52.9250315,,0.67
77625,214.9565889,52.9567846,,5.98
88522,214.7909192,52.8121723,,5.98
49335,214.8983216,52.8157632,,5.98
22908,214.8713312,52.7973227,,5.95
48259,214.8622347,52.7878621,,5.95
73831,215.0128877,53.0065957,,5.92
57595,214.9087295,52.8417402,,5.92
58345,214.9358792,52.8631629,,7.96
25573,214.9882627,52.8687955,,5.89
61660,214.9208262,52.862099,,5.89
23810,214.8998828,52.8136187,,5.89
18151,214.8635037,52.8156087,,1.87
21361,214.9816223,52.882679,,5.86
23290,214.8947228,52.8121309,,4.81
45430,214.9057504,52.812779,,4.72
60924,214.9432219,52.8759308,,5.83
56238,214.8028765,52.7628579,,5.83
54480,214.9428832,52.8587577,,5.83
37936,215.0022757,52.8647353,,7.03
3040,214.7877206,52.8504146,,4.66
25423,214.9873603,52.8689077,,5.8
223365,214.9031092,52.9067836,,5.8
5927,215.012197,52.9929965,,4.78
16897,214.8274142,52.7979008,,4.75
7498,214.9502863,52.9404597,,4.69
11439,214.9351621,52.9088056,,4.69
24097,214.9565058,52.8525479,,4.66
10399,214.8511587,52.8556729,,4.75
54508,214.9449134,52.8602438,,5.17
65326,214.8729018,52.840398,,6.64
218489,215.0727814,53.0016426,,1.73
13234,214.794565,52.7976085,,1.72
19022,214.9544036,52.8746895,,5.71
39754,214.9826544,52.8547703,,5.71
52277,214.986503,52.8848898,,6.55
71924,214.9578675,52.9731238,,5.68
55783,214.9391401,52.8588304,,5.68
92693,214.8638429,52.8515654,,5.68
5528,214.9066701,52.9207617,,4.72
9117,214.962271,52.9401531,,5.65
86517,214.9707701,52.9202642,,5.65
10987,214.8953249,52.8836616,,5.65
39543,214.884621,52.7846322,,5.65
36715,214.9877004,52.8517483,,5.8
16756,214.8796286,52.8357707,,5.62
215207,214.8639867,52.8350237,,1.61
13794,214.9540357,52.9078551,,4.63
5737,215.0110319,52.9925697,,1.6
86480,214.7973564,52.8206946,,0.61
22256,214.9484086,52.8550959,,5.59
95529,214.8904042,52.8527482,,5.59
218005,215.0148846,52.9584234,,1.57
218400,215.0137591,52.9590831,,1.56
4186,214.8830786,52.9114633,,5.56
85964,214.8501473,52.8591734,,4.57
9483,215.0132503,52.974686,,5.53
20140,214.7982157,52.7578427,,5.53
238390,214.9952567,52.9634183,,5.53
81460,215.0175597,52.9896021,,5.5
11237,214.9473538,52.918977,,5.5
10191,214.8730085,52.8720907,,5.5
9107,214.8636823,52.870324,,5.5
86957,214.7958536,52.8176942,,5.5
14297,214.8009159,52.7954869,,5.5
19963,214.8013128,52.7608938,,5.5
25315,214.8754373,52.7898132,,5.5
98168,214.7946569,52.7850261,,5.5
23938,214.9903883,52.8773257,,5.5
91793,214.9645358,52.9256905,,6.88
88694,214.8749438,52.8716306,,5.47
29495,214.8694543,52.767058,,5.47
204584,214.8304176,52.7553389,,5.46
79700,214.9621357,52.9552643,,6.73
10192,214.9311765,52.9133045,,5.44
13276,214.8929316,52.8679705,,5.44
83869,214.9854023,52.9603807,,7.18
6673,214.8409187,52.8673254,,5.41
95423,214.8238149,52.8142695,,5.41
91310,214.8213933,52.8254554,,6.7
7806,214.8790898,52.8880604,,3.4
209880,214.8503049,52.7996153,,5.37
85801,215.0109673,52.9735237,,5.35
22902,214.8961966,52.8150642,,4.33
22085,214.9470812,52.8549673,,4.18
9028,214.8644975,52.8709723,,5.32
20952,214.8801847,52.812566,,5.32
39121,214.9234533,52.8112969,,5.32
3070,214.8024781,52.8607673,,4.33
18964,214.8771127,52.8195081,,1.3
4413,215.0034105,52.9953461,,5.29
213381,215.0608336,52.9633589,,1.27
7090,214.9677456,52.9549665,,4.63
81694,214.8397167,52.8628914,,4.24
30192,214.9785795,52.8415782,,5.26
235019,214.8356085,52.7919576,,5.24
7015,214.9855705,52.9679962,,5.23
91111,214.8152078,52.8229243,,5.23
44827,214.8837982,52.7957945,,5.23
23538,214.9853713,52.87561,,5.23
206147,214.8606523,52.7859892,,5.23
206713,214.8231887,52.762587,,5.23
216284,214.939239,52.8964081,,5.2
6009,215.0132939,52.9932473,,5.2
5536,214.960374,52.958732,,5.2
6174,214.8252006,52.859019,,5.2
7922,214.82575,52.8496348,,5.2
12328,214.8130442,52.8169775,,5.2
22358,214.8548144,52.7881322,,5.2
42597,214.8781832,52.7867828,,5.2
96640,214.7996599,52.7931215,,5.2
19367,214.9253595,52.8518484,,5.2
24315,214.990943,52.8760142,,5.2
24425,214.9874869,52.8731139,,5.2
14368,214.8722949,52.8461441,,5.2
23145,214.9579076,52.8578011,,5.2
28598,214.9484623,52.8269834,,5.2
49254,214.9379947,52.8438005,,5.2
88714,214.8618037,52.8621314,,5.47
16009,214.9417307,52.8845589,,3.19
86694,215.042938,52.9970756,,8.29
2965,214.9875128,52.9925732,,5.17
76684,214.9563151,52.9622811,,5.17
11407,214.8835658,52.8724826,,5.17
14858,214.9075347,52.8678808,,5.17
59294,214.9537318,52.8787718,,5.17
5497,214.8220013,52.8607867,,5.17
11263,214.8564109,52.8542437,,5.17
12331,214.8132125,52.8171377,,5.17
12448,214.8288489,52.8275804,,5.17
14880,214.8039761,52.7940064,,5.17
40066,214.8624781,52.769945,,5.17
22957,214.9347985,52.8422534,,5.17
59176,214.9540297,52.8785895,,5.17
12630,214.8696536,52.8556079,,5.17
19689,214.871649,52.8123071,,5.17
49291,214.9379618,52.843844,,5.17
50348,214.9385027,52.8463976,,5.17
55162,214.9302417,52.8512297,,5.17
55859,214.8734539,52.812367,,5.17
61688,214.8891745,52.8396793,,5.17
96660,214.874519,52.846353,,5.17
97175,214.867085,52.8390665,,5.17
234997,214.9277806,52.8572157,,5.16
36655,214.9640426,52.8348132,,6.28
94655,214.8299221,52.8211826,,6.37
74370,214.7888061,52.8462993,,5.14
23076,214.8185502,52.7589807,,5.14
36490,214.8678378,52.7660772,,5.14
19317,214.9246163,52.8516244,,5.14
50773,214.9503121,52.8557004,,5.14
16014,214.8523406,52.8210522,,4.12
225122,214.8932424,52.9071827,,1.09
62122,214.8089588,52.7837467,,7.36
19508,214.8305077,52.7836369,,5.08
21590,214.8087119,52.7588309,,5.08
54901,214.8019822,52.7593627,,5.08
22230,214.9898135,52.8846235,,5.08
81743,214.982872,52.9643958,,5.92
80601,214.8231187,52.8546888,,5.05
83307,214.8486769,52.8649475,,5.05
27271,214.8781824,52.7832477,,5.05
39216,214.9785708,52.85065,,5.05
51125,214.8919898,52.8150973,,5.05
225519,214.8929497,52.9078897,,1.04
78756,215.012232,52.9932,,5.71
237993,215.0650332,53.0059505,,5.01
213095,214.9541265,52.888709,,1.01
236502,215.0047968,52.9375371,,5.0
238849,214.8988278,52.9035305,,5.0
213000,215.0031508,52.9241052,,5.0
219287,215.011622,52.9630734,,5.0
241316,214.9326913,52.9695965,,5.0
34132,214.9930816,52.849706,,7.24
233274,214.9088414,52.8120067,,4.98
66616,214.934472,52.9686824,,4.96
23961,214.8996993,52.81284,,4.96
74008,214.9540937,52.9646324,,7.81
85535,214.9949764,52.9625708,,5.5
84174,214.9889098,52.9637802,,4.93
15190,214.8725936,52.8406247,,4.93
61806,214.934169,52.871965,,5.56
66718,214.9869616,53.0060773,,4.9
401,214.9348499,52.9690774,,4.9
2161,214.9476747,52.9686093,,4.9
8218,214.9516644,52.9374931,,4.9
86532,214.9564219,52.9333003,,4.9
11311,214.8048953,52.8171361,,4.9
23007,214.8184647,52.7591405,,4.9
35496,214.8618833,52.7597704,,4.9
60158,214.8329492,52.7954349,,4.9
65179,214.7985195,52.7849523,,4.9
66727,214.798551,52.7848034,,4.9
18921,214.9351154,52.8616602,,4.9
27040,214.9589637,52.8415825,,4.9
59687,214.8938018,52.8374126,,4.9
235423,215.0139417,52.9256975,,4.89
84524,214.8719852,52.878189,,5.02
3577,214.9960255,52.9950601,,4.87
4451,215.0007517,52.9933536,,4.87
1952,214.932142,52.9587813,,4.87
4165,214.9630214,52.9682329,,4.87
66748,214.9349579,52.9693333,,4.87
82254,214.9865811,52.9655885,,4.87
11449,214.9377271,52.9106046,,4.87
84296,214.79063,52.8208106,,4.87
85675,214.8008086,52.8246046,,4.87
17203,214.8314296,52.798305,,4.87
19055,214.8312433,52.7868368,,4.87
19507,214.8304325,52.7836317,,4.87
22982,214.8677155,52.7944729,,4.87
28413,214.8859071,52.7833562,,4.87
58090,214.8269807,52.7849399,,4.87
60093,214.8229758,52.7881737,,4.87
100046,214.8673124,52.7998836,,4.87
28257,214.9485283,52.8272627,,4.87
3617,215.0128679,53.0067731,,4.84
76111,214.998083,52.9901456,,4.84
87273,215.0169535,52.9749105,,4.84
221752,215.003474,52.9695468,,4.84
156,214.9274639,52.9655683,,4.84
4399,214.9688265,52.9710676,,4.84
7007,214.942817,52.9377559,,4.84
9234,214.9540973,52.9339355,,4.84
6234,214.884221,52.9005903,,4.84
12841,214.8774696,52.8599897,,4.84
94320,214.8756622,52.8549359,,4.84
16796,214.8253079,52.7969059,,4.84
17312,214.8330408,52.7992578,,4.84
19506,214.830502,52.7837513,,4.84
49249,214.8107806,52.7532322,,4.84
14944,214.8880173,52.8532701,,4.84
22202,214.8920313,52.8153292,,4.84
27041,214.9588968,52.8414947,,4.84
52995,214.89475,52.8213046,,4.84
235162,214.8768906,52.8239694,,4.82
69818,214.869276,52.9153087,,4.87
2244,214.9885545,52.9971785,,4.81
7401,215.0260782,52.9945106,,4.81
8568,214.9436933,52.9296133,,4.81
9473,215.0134326,52.9749371,,4.81
74903,214.9625733,52.9691295,,4.81
8626,214.9347242,52.9231863,,4.81
11779,214.9597146,52.9242414,,4.81
60645,214.8850231,52.8338623,,4.81
14257,214.8052187,52.799066,,4.81
17832,214.8141475,52.782582,,4.81
54874,214.7987897,52.7570226,,4.81
16421,214.9332274,52.8758921,,4.81
21362,214.9817693,52.8827013,,4.81
21539,214.9809287,52.881474,,4.81
54032,214.9866893,52.8888315,,4.81
58186,214.800038,52.7660582,,5.17
217241,215.0754013,52.9975806,,4.79
239162,214.8956434,52.9066457,,4.78
85741,215.0109578,52.9736311,,4.78
15226,214.8171413,52.800926,,4.78
38103,214.8624155,52.765727,,4.78
23962,214.9025992,52.8148795,,4.78
41365,214.9588665,52.8413854,,4.78
233782,214.9027966,52.8166417,,5.0
3987,214.9876412,52.9867139,,4.75
223045,214.9991812,52.9733004,,4.75
1430,214.8684987,52.9162044,,4.75
14080,214.9009072,52.8684026,,4.75
83786,214.9266601,52.9189038,,4.75
90162,214.8868512,52.8758921,,4.75
64484,214.7985005,52.8237418,,4.75
92354,214.8248823,52.8252535,,4.75
57733,214.9141606,52.8460435,,4.75
60197,214.9416574,52.8728102,,4.75
14539,214.8799457,52.8504029,,4.75
62138,214.8807409,52.8349362,,5.95
36441,214.8654176,52.7642453,,4.93
64008,214.9011018,52.8546232,,4.93
91383,214.8162048,52.8219175,,12.73
237110,215.0164733,52.9568747,,4.72
7761,214.8400343,52.8606483,,4.72
8473,214.7952255,52.8249068,,4.72
61077,214.8622966,52.8188624,,4.72
34272,214.9361023,52.8096327,,4.72
232327,214.8702989,52.7673974,,4.72
8374,214.9418497,52.9295594,,4.69
80417,214.9341533,52.9334626,,4.69
30177,215.0130393,52.8661216,,4.69
48787,214.8985331,52.8148328,,4.69
102884,214.9309747,52.9336306,,6.04
234798,214.7985961,52.7615299,,4.68
209939,214.9278974,52.8551015,,4.68
91055,214.8623019,52.8552584,,6.46
1334,214.9361809,52.9647397,,4.66
6580,214.9362233,52.9354962,,4.66
11830,214.9622869,52.9257188,,4.66
60452,214.8802957,52.8298976,,4.66
66011,214.8715679,52.8344498,,4.66
20322,214.8026922,52.7602661,,4.66
94837,214.8734749,52.8517082,,4.66
88901,214.9361797,52.9142953,,5.77
8059,214.9404178,52.930259,,4.63
15163,214.921322,52.8753891,,4.63
53328,214.8980516,52.8243336,,4.63
50479,214.9363451,52.8451498,,6.46
19999,215.0784906,52.9574131,,4.6
1170,214.9328699,52.9632146,,4.6
2061,214.9547578,52.9741193,,4.6
11130,214.898922,52.8853893,,4.6
16282,214.8006728,52.7824996,,4.6
21397,214.8527202,52.7911724,,4.6
63563,214.9324606,52.8757374,,4.6
22216,214.8919467,52.8152173,,4.6
34434,214.9712748,52.8350475,,7.69
40919,214.9996402,52.8693134,,4.84
92923,214.8290601,52.8260646,,4.93
47651,214.9349251,52.8383193,,4.69
58603,214.8246783,52.7848286,,5.77
21823,214.9664337,52.8699992,,4.57
17238,214.8600492,52.8189052,,4.57
224672,214.8161386,52.8513244,,4.57
48819,214.9352814,52.8410281,,8.35
10412,214.8755344,52.8729557,,4.69
97869,214.9312577,52.8830786,,6.25
41455,215.0058704,52.874898,,6.85
50702,214.9349505,52.8446196,,6.64
90823,214.8251895,52.8294065,,4.72
237194,215.0264456,52.9654915,,4.52
86148,214.9910937,52.9586365,,6.52
88158,214.8721636,52.8711068,,4.69
16546,214.9365561,52.8774584,,4.51
207108,214.8276356,52.767915,,4.5
215217,214.8897363,52.8559266,,4.5
78421,214.909071,52.9210372,,4.78
11618,214.8600837,52.8544631,,4.48
38014,214.8664556,52.7684213,,7.09
7771,214.9400955,52.9316282,,4.45
16577,214.8571601,52.8207977,,4.45
67086,214.9223462,52.8754055,,4.45
3514,214.9984656,52.9971102,,4.42
3760,214.8724101,52.9063172,,4.42
207291,214.8288493,52.7701299,,4.42
93221,214.8646915,52.8505042,,4.42
96186,214.9621784,52.9099114,,6.52
24271,215.0058801,52.886104,,0.4
62484,214.8562361,52.8184345,,6.19
81424,214.9295979,52.9274159,,4.39
93496,214.9676717,52.9227525,,4.39
19318,214.9248289,52.8517223,,4.39
233340,214.8304517,52.7574149,,4.39
60967,214.9368786,52.8715859,,4.84
78143,214.884195,52.9035403,,4.87
1748,214.8695694,52.9152999,,4.36
52229,214.8516453,52.7889783,,4.36
37007,214.9486055,52.8246324,,5.05
56433,214.8744012,52.8142878,,6.64
92797,214.9610992,52.9201965,,4.33
16176,214.8832654,52.8420285,,4.33
12661,214.8664772,52.8526977,,2.32
212439,214.8090362,52.7831421,,4.31
55897,214.9597662,52.8737485,,4.39
9855,214.9935235,52.9585076,,4.3
56136,214.8616371,52.8045325,,4.3
36864,214.9834897,52.8491046,,6.64
50560,214.867247,52.7962071,,4.45
103113,214.9419418,52.9322521,,7.36
