file,z
CAPERS_EGS_P6_s000019000_x1d.fits,nan
CAPERS_EGS_P6_s000018921_x1d.fits,4.689451550208858
CAPERS_EGS_P6_s000020562_x1d.fits,nan
CAPERS_EGS_P6_s000036016_x1d.fits,nan
CAPERS_EGS_P6_s000047247_x1d.fits,3.137068696640738
CAPERS_EGS_P6_s000035346_x1d.fits,nan
CAPERS_EGS_P6_s000019630_x1d.fits,1.2107229242959838
CAPERS_EGS_P6_s000018416_x1d.fits,4.035180876015522
CAPERS_EGS_P6_s000062277_x1d.fits,2.950236938211516
CAPERS_EGS_P6_s000041768_x1d.fits,nan
CAPERS_EGS_P6_s000045942_x1d.fits,nan
CAPERS_EGS_P6_s000023938_x1d.fits,nan
CAPERS_EGS_P6_s000025683_x1d.fits,nan
CAPERS_EGS_P6_s000019066_x1d.fits,0.45424752814475844
CAPERS_EGS_P6_s000061660_x1d.fits,nan
CAPERS_EGS_P6_s000064876_x1d.fits,nan
CAPERS_EGS_P6_s000047987_x1d.fits,5.323079756212397
CAPERS_EGS_P6_s000017239_x1d.fits,1.532338391336967
CAPERS_EGS_P6_s000053845_x1d.fits,nan
CAPERS_EGS_P6_s000061806_x1d.fits,nan
CAPERS_EGS_P6_s000022237_x1d.fits,2.643746094861337
CAPERS_EGS_P6_s000022295_x1d.fits,2.3712863255480414
CAPERS_EGS_P6_s000054605_x1d.fits,2.1086716176698324
CAPERS_EGS_P6_s000044376_x1d.fits,6.7277422859486
CAPERS_EGS_P6_s000030961_x1d.fits,5.2411503328019
CAPERS_EGS_P6_s000020643_x1d.fits,2.6284677615057452
CAPERS_EGS_P6_s000015345_x1d.fits,nan
CAPERS_EGS_P6_s000055721_x1d.fits,nan
CAPERS_EGS_P6_s000024271_x1d.fits,0.46807220929209903
CAPERS_EGS_P6_s000062280_x1d.fits,nan
CAPERS_EGS_P6_s000043833_x1d.fits,nan
CAPERS_EGS_P6_s000061547_x1d.fits,nan
CAPERS_EGS_P6_s000029169_x1d.fits,2.873107912822805
CAPERS_EGS_P6_s000035345_x1d.fits,nan
CAPERS_EGS_P6_s000034286_x1d.fits,nan
CAPERS_EGS_P6_s000025030_x1d.fits,nan
CAPERS_EGS_P6_s000057821_x1d.fits,nan
CAPERS_EGS_P6_s000034107_x1d.fits,nan
CAPERS_EGS_P6_s000021541_x1d.fits,1.0668598047054192
CAPERS_EGS_P6_s000058768_x1d.fits,nan
CAPERS_EGS_P6_s000030066_x1d.fits,nan
CAPERS_EGS_P6_s000200429_x1d.fits,1.8296371217685379
CAPERS_EGS_P6_s000041592_x1d.fits,nan
CAPERS_EGS_P6_s000029151_x1d.fits,1.2347587585449218
CAPERS_EGS_P6_s000055806_x1d.fits,nan
CAPERS_EGS_P6_s000016700_x1d.fits,nan
CAPERS_EGS_P6_s000040210_x1d.fits,5.013629392209062
CAPERS_EGS_P6_s000028368_x1d.fits,2.9415448136615185
CAPERS_EGS_P6_s000018084_x1d.fits,3.6233805158739676
CAPERS_EGS_P6_s000046316_x1d.fits,2.9413557667824617
CAPERS_EGS_P6_s000055169_x1d.fits,nan
CAPERS_EGS_P6_s000034146_x1d.fits,6.517346846312136
CAPERS_EGS_P6_s000018303_x1d.fits,2.9540389934436915
CAPERS_EGS_P6_s000041607_x1d.fits,nan
