msa_id,ra,dec,z_spec,z_spec16,z_spec50,z_spec84
69766,214.9363272,52.96317379999,1.438292,3.2637922692113026,10.020632651728645,16.778953782480162
86600,214.9475812,52.9270157,6.144177,6.1374001628421855,6.146737249223744,6.156085541730912
81238,214.8966004,52.9044937,4.890245,3.353060395915409,9.707620798803067,16.678789989543983
68836,214.9386455,52.966999,3.751677,1.5332362500981054,3.751155626115755,7.031123736455519
85460,215.0429111,52.9967701,2.145893,0.88249531601141,2.143197235914323,2.1498353852683807
54833,214.8859661,52.819062,10.311248,10.27120254310218,10.305681941415328,10.339741201481027
915,214.9853534,53.0019726,2.38718,2.3790334214385647,2.388106500112701,2.3974051083339303
79270,214.8392279,52.8693064,0.213487,0.20779572524031145,0.2957401312943621,0.38611685321011674
235528,214.8262228,52.79427029999,3.085719,2.3865553181338166,7.618521790253875,15.965741192316148
20643,214.9363027,52.85391579999,2.604553,2.601099495459657,2.6058122122915743,2.610829997775568
8923,215.0454924,52.9995495,0.185421,0.1839940615587462,0.1860846990594558,0.1879171531462592
54602,214.9599764,52.871146,5.246352,5.2392494139187376,5.24741154710323,5.255573680287725
51510,214.9478648,52.8556993,5.115935,5.10877085594162,5.116762299087756,5.1247537633000535
41871,214.8894392,52.7931426,1.072587,1.07037819830695,1.0737031133620691,1.0775611626856672
92582,214.9351232,52.9090057,7.153911,7.143079266519167,7.15533522731379,7.1697397307268735
52823,214.8526852,52.7910073,4.038446,4.031279391730254,4.037861532191463,4.044443442489598
98168,214.7946569,52.78502609999,0.74246,0.2994523798081086,0.7383606421101363,0.7476906589459404
77787,215.024584,53.004196,1.703907,0.5734535665380679,1.6995242124701262,1.7246137572841531
93879,214.874709,52.8555688,4.716734,0.657557966509878,4.71408917427131,4.90277378820661
73336,214.787041,52.848308,4.038446,4.03127931582047,4.037861192765996,4.044443069712798
83938,214.9266588,52.9185947,3.217732,3.209439864271516,3.216388758433005,3.2223966332468517
85540,214.804425,52.8274958,3.392935,3.388021028715357,3.3941816795476076,3.4011831270318558
89371,214.8953694,52.8838615,3.262252,3.2665652225341306,9.766161269656767,16.598693688688396
68502,214.9310119,52.9622303,3.900306,1.0113778638354984,2.360103515913877,3.9062329937872327
97418,214.7966036,52.7884483,4.574472,0.3439484638311849,0.7968495915214983,4.58452028823342
209939,214.9278974,52.8551015,4.546115,4.538586308565009,4.545831851357346,4.553077385391456
83786,214.9266601,52.9189038,4.487636,4.475732851197657,4.4839201104615825,4.491084755527498
8218,214.9516644,52.9374931,4.963739,4.958082427261793,4.965876740178185,4.973671053094577
48663,214.8970922,52.8135626,5.13431,4.968882086265166,5.123931202793178,5.1451420209214165
19962,214.927103,52.8504538,0.852985,0.6488744776287434,0.8245708914317433,0.9099456752591263
90428,214.8780924,52.8682267,7.399714,7.066363767463274,7.391654634064738,7.504993148124717
8916,214.9395131,52.9251143,1.330068,1.3291740848510896,9.29408338626156,16.518211301614567
49291,214.9379618,52.843844,5.251976,5.239492845568088,5.2481263448792,5.256289417775137
45072,214.9586086,52.8495319,0.5391,0.4618042726544482,0.5276946641676492,0.5482799799169337
95037,214.8005166,52.7983651,1.907512,0.21189202511092153,0.4251432311679938,1.9119579048488469
76430,214.874804,52.9086866,1.635038,0.2558060561790504,1.637561473078062,3.3943993334699556
215596,214.85746679999,52.832417,0.736545,0.7349223628338054,0.737202786936046,0.7398142976017271
93527,214.9099325,52.8816311,3.080003,1.1359834860678837,3.0774414421111125,3.170292066874342
15782,214.8539711,52.8234955,3.478542,3.467945643528206,3.477404639400265,3.4856936895871935
59031,214.8679512,52.8169853,4.482152,1.8525504619094926,4.481375101411089,4.491696271613288
56954,215.0250736,52.9223879,6.386084,3.307223506800183,9.936766738200884,16.75211669015129
91753,214.85881469999,52.85070579999,3.343575,3.339382528061689,3.3450592827640797,3.350742321759855
85557,214.9466917,52.9285467,1.880597,1.8770029822791103,1.8836333106829417,5.289273229012846
222439,215.0478231,53.003299,0.357979,0.35292950249933086,0.35864462770976113,0.3655148376866164
80836,214.8696569,52.8868589,1.53197,1.529050625760262,1.5333611999150596,3.2004623372298453
62138,214.8807409,52.8349362,0.45092,0.4491382255746657,0.45481620890110275,5.255975039199977
58524,214.8687569,52.8159799,2.635322,2.2169748411077888,2.6307239217783724,2.639643199803678
94646,214.82984729999,52.8213163,3.279335,3.2746585189140283,5.5228119583539765,10.969907049672504
13427,214.817022,52.8129277,4.397833,3.8066280970184447,4.405485810058766,6.6206625521528535
87058,214.8001099,52.8214016,3.777406,3.768378400716682,3.7755930131794817,3.781835224141794
21179,214.9333757,52.8494923,0.0945,0.1021154615674047,0.1021154615674047,0.1021154615674047
58603,214.8246783,52.7848286,5.671853,5.656371360316233,5.667188406007858,5.677762108436335
57543,214.8698583,52.813963,3.829764,0.6099779581263912,3.8247125672881594,3.838598634701653
91987,214.9375891,52.9055349,5.472081,7.699507001712214,10.425771659181137,11.730760502798216
96466,214.8099174,52.8033073,6.759343,6.75244973556685,7.9257286350671174,9.235738878096363
84174,214.9889098,52.9637802,1.787925,3.0690067609135983,9.840552333183886,16.721328080545835
216091,215.0327921,52.9599382,0.143504,0.14089954622535567,0.1426192309187736,0.14464641814424753
95423,214.8238149,52.8142695,6.083709,6.067458274556245,6.081533819866634,6.092411242178587
4942,214.906962,52.9243235,4.679128,3.2627440418273785,9.98009917182109,16.765983068909748
84969,214.8736974,52.8783742,0.368339,0.3350640791548364,0.7840809745946181,3.2099364240159294
65168,214.895224,52.8538721,3.101274,0.5647800235963673,2.869445421160355,4.915157987621457
223930,214.9947035,52.9746939,0.96796,0.9653248000678171,0.9680282882980291,0.9712767791582407
238803,214.8207617,52.8469002,0.355808,0.34150603594090256,0.35458142312285795,0.5072067371096944
73248,214.9862804,52.9899449,2.264797,2.257493696878934,3.2466786949863344,6.7683716923236625
87663,214.9378316,52.9183779,3.95203,3.5627373520087176,3.953043625649913,4.307174212906475
16722,214.9356943,52.875504,2.401096,2.3998424316513556,2.4042900767017854,2.4087377263779755
59182,214.8844149,52.8291949,2.986038,2.9805580878963585,2.990250396186776,3.2010866154481867
52651,214.8554338,52.7926005,8.55436,8.538068000643909,8.552854632256455,8.56686605670318
7988,214.9311988,52.9241579,0.127945,0.1175011479962791,0.13443866950956535,0.33525500757265
57561,214.8654716,52.8108826,3.730343,1.4110842733000013,3.7267605709636937,3.736912316129039
47990,214.9460574,52.8469223,2.540605,1.7010687178707065,6.706721603591812,8.18345283435605
70084,214.8696084,52.9148962,7.82508,3.1754553330286783,7.8209841440367045,10.046245005927068
52162,214.8673713,52.8000412,6.069556,3.2794926488915803,10.022334821062806,16.779498476667097
2715,214.95789639999,52.9730009,3.335763,3.3304155730131644,3.3373329067841246,3.344507787903075
209880,214.85030489999,52.7996153,5.282058,3.7005174625791084,9.677959208327234,17.736797720750648
15678,214.8952941,52.8537384,8.079305,2.696522041819158,8.431117055081668,16.84404839010292
56778,214.831311,52.7844212,2.532118,2.670124919058875,9.643041443240167,16.658124595763844
62377,214.8850112,52.8386866,4.346797,4.340034892329851,4.347024196812833,4.3540198683244435
94724,214.8298848,52.8209477,2.964571,2.949604665355885,2.9683886882172397,8.155839014570413
66126,214.9346249,52.8839718,0.44831,0.4444893632469572,0.4520122579550921,6.751070864125471
49425,214.865898,52.7928769,2.15787,1.859673343479802,2.152636879643833,2.16430278905045
64008,214.9011018,52.85462319999,3.619552,3.6145505386029213,3.6205878899595785,3.6266289550463098
89154,214.8570884,52.8658296,0.161599,0.1569366530466978,0.16267204176199918,0.2507460099056706
93966,214.8634396,52.8468725,4.052068,3.288527644969981,10.041404010219233,16.770812551981475
55482,214.8716097,52.8102201,2.770462,3.2774216786809536,10.02962679321902,16.781831907757084
55425,214.8814292,52.8170963,3.5231,3.10441249414844,3.5216953811186844,3.5334102840352895
61461,214.9336195,52.8706344,3.403931,3.391218678624206,3.401011069857366,3.4100815650167586
57517,214.926514,52.8541632,5.612737,5.595819801937549,5.615007052473769,5.661068292853912
63126,214.8524905,52.8175014,0.298484,0.3484036467934225,3.26512243364953,12.77894450928339
93702,214.8630668,52.8480782,4.182034,4.178095502045489,4.1848694426796,4.191840100463292
71503,215.0006896,53.00445,3.575874,2.829038227505625,3.571633344404797,3.5822624076224185
235162,214.8768906,52.8239694,8.147656,6.101989088422788,8.131941874523068,8.156452295813686
92853,214.8284473,52.8219548,1.491033,3.2480249385371556,10.001052024958526,16.772687981913727
53344,214.8866721,52.81628029999,4.056617,4.0453096739425165,8.371073961948975,14.057007442733747
80514,214.9688153,52.9578019,3.611244,1.0434887496493634,3.6223175281835718,4.974558391596409
76608,214.9045529,52.9228228,2.738923,2.6492357636053643,11.397786685633495,12.34329897823265
45013,214.8872952,52.7987391,1.219313,1.218830436138169,3.834973140422649,3.8544323593294236
94270,214.8683631,52.8535413,5.1842,5.177584176056465,5.186106958986037,5.195232082042102
3570,215.0128103,53.0069411,2.505726,2.4983517641465416,4.089564407958991,6.5445615682365785
85666,214.9950768,52.9624529,0.336825,0.25036498418284564,0.3852748498568861,3.5990715799198596
13760,214.8272308,52.8179582,3.433537,3.4236318784235036,3.429544666762821,3.435331788876385
219287,215.011622,52.9630734,3.42114,3.3993757708207175,9.62583118539105,16.652617313252133
95246,214.8104131,52.804737,4.530607,2.325595513927082,4.526161242117767,4.539565822663716
64193,214.8558242,52.8229473,6.481233,6.465107197043142,6.485504840306436,6.508553878562349
226067,214.9630756,52.9599055,0.094609,0.1021154615674047,0.11334275891480794,0.13130817129380648
65789,214.93110269999,52.8773989,4.403234,3.7851733914180445,4.46518306921463,5.48038516118443
74370,214.7888061,52.8462993,3.547591,3.5398703010824115,3.555336210882527,4.958786052814496
59237,214.9014445,52.8414855,0.192554,0.19201322798745477,0.9822598679514837,2.340999166790823
79468,214.8254343,52.8589234,5.094567,5.08534240143135,5.093303271520167,5.101264066017847
82222,215.040372,53.0038518,1.951453,2.991800141318704,9.325028145447057,16.55636034047005
84474,214.9264592,52.916998,3.602951,3.596858745973985,3.602872317611506,3.6088858892490236
64226,214.8224779,52.7992842,4.258773,4.248065366421957,4.259760676498371,4.271046199465165
7453,214.950247,52.9406781,0.177858,0.10988067562177938,0.17352380761893296,0.18430313068919982
54314,214.93140939999,52.850275,8.573488,8.554933983187857,8.59972260209979,8.88477089244679
29495,214.8694543,52.767058,5.392322,5.384770140503817,5.393122642669047,5.401475144834277
60618,214.9017055,52.8456414,4.541125,0.2668894243960538,4.546733219259617,4.616530627773765
10987,214.8953249,52.8836616,5.072666,5.053569969281294,5.0796978504619075,5.15276306946526
26562,214.8887332,52.7936559,6.104992,6.096318006382904,6.105610526736595,6.114949683746867
239120,215.0395793,53.0078792,1.310116,1.286720816606913,1.3102196280192506,1.3320444631042339
3010,214.8758262,52.9132778,2.384133,3.0867654307628576,12.100830920677522,14.671811193219062
53772,214.9667266,52.8740677,4.588985,4.581294452237379,4.588647657022905,4.595973908391507
44405,214.8900038,52.799268,5.212092,4.638905032643535,5.217274912782096,7.973171708446404
238087,214.9919041,52.9560571,3.739813,0.37431477193669094,3.6054897642730532,3.7504817228359184
78756,215.012232,52.9932,5.357261,5.348078748866367,5.367415190510536,6.4983038985399455
25036,214.8781281,52.7928327,0.242962,0.2397133962779238,0.27019087156536675,0.362300278704043
85504,214.9888177,52.9590896,5.474023,4.092962925717272,7.4901095733328935,15.855723747760797
58186,214.800038,52.7660582,5.204641,5.192257916385369,5.201593472466087,5.209695745143791
78995,214.929933,52.9361103,6.522493,4.55737531289117,6.561573997007666,6.846498680582643
54042,214.7952253,52.7526938,0.105942,0.6524858845146007,10.518968287454886,12.060356119353537
74790,214.8692723,52.9024212,2.0295,1.6523696065422437,5.383237527602476,13.457824181913187
62624,214.9035593,52.8525,3.620476,3.6122122661126737,3.6233753698571163,5.973467035129237
217614,214.9921122,52.9409162,2.309833,2.0042388481164455,2.2660411975112735,2.3101790629640186
65044,214.8700491,52.8362975,0.119405,0.12240952253927642,4.926840420897953,5.3127147694048675
74106,214.9528788,52.9635208,0.226295,0.22341950015722256,0.29102436643681817,0.3703141359676927
58501,214.7969589,52.76470359999,4.822895,4.81138136275114,4.822254241264363,4.83271053854743
22127,214.8980572,52.819969,1.949978,1.9427501508830634,1.960195375681815,2.3966288996295018
17540,214.9328986,52.8688007,2.426015,2.419641081391079,2.4255373624488565,2.4303883134105178
90933,214.9057457,52.8863795,8.079305,3.4072166366662398,8.745311153310324,16.340284121637207
41365,214.9588665,52.8413854,1.737096,1.732206305464292,1.7433712291289172,5.182602812147367
56787,215.0245115,52.9216194,1.368123,1.3635106334454563,1.368082790420709,1.3728373684245188
100160,214.8711576,52.8060699,1.379993,0.6620155941549944,1.385061187535552,2.6857162038905837
47833,214.9461141,52.84663699999,4.689928,3.5631417126525595,8.400303390796415,16.366154410519176
51915,214.9664875,52.8699098,1.425645,1.4223984863889634,1.4265956628854504,4.278429887145317
57637,214.8698788,52.8142834,3.642243,3.634031678829087,3.6417857399682276,3.6488639539442453
69674,214.999221,53.0090101,2.352471,1.7812287825007416,2.3582265264222597,6.312924099150225
7090,214.9677456,52.9549665,4.359109,4.338924868028542,4.346439269375319,4.354338369211503
73903,214.8945901,52.9231101,0.77766,1.0514782586278417,4.918292509007396,7.622633875524379
82771,214.8990121,52.90218339999,7.204622,2.661651370402895,7.192597627652849,8.944346744106163
2503,214.9577583,52.9740753,0.132466,0.12465512928386135,0.13399167381779944,0.9853595722871963
16206,214.934719,52.8783197,0.281457,0.15978556405413907,0.28212894992856613,0.40830064927591536
63631,214.9956165,52.9206489,7.347797,2.6588021361386587,7.353599159091979,10.014578076883211
19507,214.8304325,52.7836317,3.540775,0.5004063868483043,3.5385048834054085,3.5465616802862177
19506,214.830502,52.7837513,4.934588,3.482592678327231,8.612321105455585,15.91172254463409
97294,214.7936787,52.7864139,4.628245,4.061450687367518,12.727340562502707,14.993189353076373
35442,214.9333004,52.8104748,0.590101,0.3302511952352952,1.6540014864741654,6.849741248379544
52614,214.8512237,52.7894686,6.151325,3.2985234168797977,9.963565445268511,16.760692276412932
92738,214.8298579,52.8214069,4.436838,4.4300012378767555,4.437234312311124,4.446304950846181
60595,214.8990128,52.8436473,0.989329,0.9869674789720095,1.310769753657111,6.4411824926395145
87593,214.9967846,52.9601247,6.210207,6.206312510119521,6.215739747112809,6.225167030633585
209955,214.9262514,52.8532103,1.950273,3.0172952973520255,9.487693151781738,16.60867916835882
80959,214.9350437,52.9326016,6.515726,6.50301311789504,6.512828496042391,6.522643874189742
67719,214.9858924,53.0028104,5.931648,5.917734032395769,5.928465519716546,5.939385048768386
44535,214.8899987,52.7995863,1.652222,1.649347939453227,1.8809266856798603,4.505661316311309
88972,214.8547728,52.8565676,4.390282,4.308266975958331,4.383417595558564,5.0049802446992455
53349,214.8673341,52.8025362,3.036983,3.144432187401521,4.852030817726185,6.953844563337253
74737,214.8669929,52.9009707,2.75466,2.751326130430958,2.7636599540791744,4.518198689656247
51876,214.9508427,52.8587037,1.026475,1.020584519428874,2.319178164159399,4.763089724728017
58665,214.8689224,52.8165439,0.194703,0.1941717881797136,0.521672997057608,1.9775984523387489
95897,214.8641397,52.8410661,4.313749,1.7246719411809883,4.244751089640446,4.331592488561632
84663,214.9925635,52.9633728,9.277917,9.259672223302358,9.710030332323688,10.20683282682135
16244,214.9412442,52.8827317,1.04173,1.035574542225986,1.0406368018129808,1.0449212635714618
65341,214.9921571,52.9220569,7.157989,7.151514516785467,7.171248569830839,7.313402283264063
55442,215.0250241,52.9189762,0.896097,0.895965979693496,3.1413040508633685,3.163267857903822
236854,215.0821113,52.9986764,0.107381,0.1058971634229214,0.10761909945212092,0.10947005403701886
81105,214.9350858,52.932324,9.457272,9.439839362251016,9.458224081149607,9.474761598084177
21397,214.8527202,52.7911724,4.340384,0.6950290437299125,4.337844695727948,4.34646988644097
79641,214.819012,52.8539065,0.645259,0.3027463481950818,0.5987253396359722,0.6707733704130148
239798,214.8037049,52.8515928,4.488185,3.298355935826596,10.023301976886666,16.83953768988601
80945,214.82303749999,52.85316559999,5.157049,3.727113365128495,5.151050435597372,5.71797799554015
64194,214.8277617,52.8029544,2.623345,2.615312488404292,2.627016797680977,3.047525351642103
50797,214.9472831,52.8536102,0.0945,0.10625004993422733,0.13930757528916568,0.31271425457090374
13549,214.9019818,52.87258609999,0.148777,0.1440814071797012,0.14989541087241554,0.16030419023223952
65595,214.8945159,52.851444,3.790801,3.309354678812959,7.051064730862354,15.492900127692979
73318,214.9996452,52.999207,6.630075,6.619228285112942,6.62919570753127,6.639163117537115
61072,214.9032458,52.8479812,7.30284,7.219465318136008,7.277839480813567,7.337774579475961
13672,214.829068,52.8198361,1.471926,1.465779913026223,1.4703794302153363,1.4793400190201074
57972,214.8685121,52.8141567,3.645029,3.6406653267649713,3.6467382611175725,3.6531839157741417
55683,214.9391716,52.8586735,6.476746,6.45845165075579,6.476690057898088,6.496868644538526
1952,214.932142,52.9587813,4.884358,4.877562414202275,4.885545601763271,4.893870790537611
86148,214.9910937,52.95863649999,6.152755,3.420034702121425,8.743488696427082,16.197175572989046
80027,215.0218373,52.9966324,3.270358,3.264254703384893,3.348955814227214,7.206328182022599
81450,214.7923463,52.8297485,5.581072,3.3799728779174796,9.664728200936539,16.6650643582267
74064,215.0081625,53.0026908,4.962546,3.278073103028672,10.027861749986853,16.781267093922782
58707,214.8689066,52.8166671,6.547359,6.531901442454751,6.54175842727949,6.551611607955542
50820,214.9349627,52.8449076,3.714287,2.828616654071151,7.85860534352144,11.613480278592467
22216,214.8919467,52.8152173,4.797331,3.500951561321222,8.912877017973502,16.42447197967851
9341,214.8472234,52.8577156,3.626949,3.6227894252114576,3.6288372359397196,3.6353067960298886
7448,214.9361005,52.9306836,3.381529,3.3728721153964276,3.378598585939325,3.38431914789533
71924,214.9578675,52.9731238,2.540959,2.5359150272098465,2.549485597336813,13.699760359780543
37889,214.8563312,52.7609298,1.570493,1.5665512171431184,1.5740190213983787,3.408687250712501
78073,214.9067878,52.9203066,2.173064,3.2769129116570737,10.029323955704792,16.781734999752526
49231,214.9508088,52.8528481,2.577977,3.277471012002948,10.029656158291633,16.78184130458032
80601,214.8231187,52.8546888,4.885535,4.8735215404430425,4.912791587314056,4.971263371322305
239545,214.8027128,52.8468052,2.048341,2.0418936853277705,2.046664999666901,2.050645414128232
21585,214.8583858,52.7942872,14.101554,13.90560034206821,14.065135961182591,14.147754329962071
57413,214.9625579,52.8793343,2.159765,1.526466951756454,2.1583746462493196,3.6978914972581687
59417,214.8636834,52.8151648,4.83222,4.822488972964114,4.83206162023917,4.840076575439487
17311,214.9369938,52.87305439999,3.984323,3.97487257580141,3.984678691975932,3.993838604838258
237993,215.0650332,53.0059505,1.801059,2.3975516412000277,6.9076095453275075,14.058319204482276
29520,214.8694413,52.7668934,0.762261,0.7621491869880691,1.0628326775217247,1.122276525832536
96185,214.9128238,52.8749537,5.986625,3.4327994085554225,7.206547901403374,12.484359535815233
92077,214.93759,52.9059114,2.0759,2.0732987747413194,2.086864399208525,2.509656017399133
93485,214.9091079,52.881205,3.019661,2.558144345190188,6.564478506950271,14.770533444468041
94544,214.8977957,52.8701632,1.704177,3.217825482420722,9.915193244946654,16.745213172309928
85741,215.0109578,52.9736311,4.551109,3.2803577536417565,10.020722216820976,16.778982443309694
14847,214.8028709,52.79328109999,3.229982,3.2238715121478254,3.2293983634488437,3.2351606261335246
239249,214.8126277,52.8490866,5.00263,4.992133225898147,5.000492835274916,5.008760600761933
10905,214.9451811,52.9196072,2.609963,0.1756158430374196,2.608278145632142,2.6178005392358767
222484,214.8453437,52.8605534,1.835725,1.8326299439049876,1.8363355663814598,1.8400411888579329
75701,214.81437419999,52.8609751,1.413065,1.7798371787610954,19.54823484277005,19.672852968907225
88254,214.8006767,52.82012399999,0.226786,0.22480209337977897,0.22780715673237506,0.23157426418144766
86694,215.042938,52.9970756,5.553489,3.5177574618058762,5.561465163523677,13.48894195838243
214631,215.0520153,52.9675807,7.837443,2.9289147561183975,7.8213478145314035,14.80140224419704
82168,214.9348803,52.9292704,0.750493,0.745718526302513,0.7503071332554765,0.7554978895929417
46097,214.8905714,52.8033945,0.198532,0.19517112461550823,0.32007786275986616,2.616069551522699
11467,214.8271238,52.8318976,4.285132,4.278812710691086,4.285730307065668,4.2926480848231225
51794,214.8658405,52.7980802,2.439402,2.4332512408031017,2.438605687063022,2.443104056522724
51861,214.8773761,52.8064801,5.023676,5.015633157206062,5.023587796233352,5.031458966253337
216360,214.9636397,52.9140172,1.435855,1.4306026097535265,1.479664062811294,1.5404834048178773
91255,214.9694119,52.9305834,2.378722,2.3738986258884838,2.37849178788428,2.3830845655754263
233782,214.9027966,52.8166417,5.976851,5.962934530180083,5.975668839057802,5.98821310317969
236079,215.062268,52.9712141,2.495574,1.9921476782558056,2.2573492144681877,2.711383235254842
