ID,ra,dec,z_med,z_UNICORN,flux_F277W,MSA_weight,pointing,n_nods_vis1,n_nods_vis2,n_nods_vis3,eff_exp_time,shutter_centering
43538,214.9442826,52.8358477,16.78,16.78,27.723,3162278,[6],[6],[6],[6],17069.0013,['Midpoint']
48433,214.903134,52.817306,12.4,12.4,27.817,3162278,[7],[6],[6],[6],17069.0013,['Midpoint']
2948,214.8758345,52.9135526,,10.81,27.509,3162278,[3],[6],[6],[6],17069.0013,['Midpoint']
22637,214.9320749,52.8418712,,10.69,27.555,3162278,[6, 7],[6, 6],[6, 6],[6, 6],34138.0026,['Midpoint', 'Midpoint']
54833,214.8859661,52.819062,,10.54,27.899,3162278,[4, 7],[6, 6],[6, 6],[6, 6],34138.0026,['Midpoint', 'Midpoint']
25297,214.8171062,52.7483418,,9.58,27.221,3162278,[5],[6],[4],[6],15172.4456,['Midpoint']
72786,214.8121357,52.8676034,,9.34,27.607,3162278,[4],[6],[6],[6],17069.0013,['Midpoint']
48895,214.9890201,52.8792768,,9.04,27.667,3162278,[6],[4],[6],[6],15172.4456,['Midpoint']
8453,214.9315827,52.9209989,4.27,4.27,24.912,1995262,[2],[6],[6],[6],17069.0013,['Midpoint']
75005,214.8722723,52.9039476,18.15,5.11,27.981,1584893,[3],[6],[6],[6],17069.0013,['Midpoint']
86178,214.9949975,52.9624088,17.59,17.59,27.735,1584893,[1, 2],[6, 6],[6, 6],[6, 6],34138.0026,['Midpoint', 'Midpoint']
91255,214.9694119,52.9305834,17.19,0.58,27.942,1584893,[2],[6],[6],[6],17069.0013,['Midpoint']
73324,214.7858956,52.8474888,16.03,16.03,28.111,1584893,[4],[6],[6],[6],17069.0013,['Midpoint']
68507,214.9992384,53.0089351,15.26,0.52,27.778,1584893,[1],[2],[0],[0],1896.5557,['EOSA']
24713,214.8906384,52.8030476,14.53,14.53,24.773,1584893,[5, 7],[6, 6],[6, 6],[6, 6],34138.0026,['Midpoint', 'Midpoint']
78237,214.9531945,52.9527205,14.38,14.38,27.943,1584893,[2],[6],[6],[6],17069.0013,['Midpoint']
63631,214.9956165,52.9206489,14.02,14.02,27.938,1584893,[2],[4],[4],[6],13275.889899999998,['Midpoint']
87663,214.9378316,52.9183779,13.88,0.79,27.585,1584893,[2, 3],[4, 6],[6, 6],[4, 6],30344.8912,['Midpoint', 'Midpoint']
46191,214.8904691,52.803559,13.32,4.03,27.647,1584893,[5, 7],[6, 6],[6, 6],[6, 6],34138.0026,['Midpoint', 'Midpoint']
69382,214.929859,52.880191,13.09,13.09,28.024,1584893,[3],[6],[6],[6],17069.0013,['Midpoint']
13996,214.9106921,52.8758774,10.07,2.29,27.0,1584893,[3],[6],[6],[6],17069.0013,['Midpoint']
82464,214.8784308,52.8889495,,15.37,27.298,1584893,[3],[4],[6],[6],15172.4456,['EOSA']
2145,214.9519365,52.9717354,,10.51,27.186,1584893,[2],[6],[6],[6],17069.0013,['Midpoint']
87132,215.0440047,52.9943011,,10.33,28.588,1584893,[1],[6],[6],[6],17069.0013,['Midpoint']
85546,214.9387983,52.9227344,,9.28,27.848,1584893,[2, 3],[4, 6],[4, 6],[4, 6],28448.3355,['Midpoint', 'Midpoint']
4347,214.9943953,52.9893803,,9.07,27.542,1584893,[1],[6],[6],[6],17069.0013,['Midpoint']
6691,215.0117042,52.9883043,,8.98,27.078,1584893,[1],[6],[6],[6],17069.0013,['Midpoint']
45856,214.9941832,52.8764738,,8.92,27.982,1584893,[6],[6],[6],[6],17069.0013,['Midpoint']
27615,215.0172984,52.8801574,8.95,8.95,25.36,1000000,[6],[6],[6],[6],17069.0013,['EOSA']
41274,215.008502,52.8763727,17.69,0.61,28.387,794328,[6],[4],[0],[0],3793.1114,['Midpoint']
75907,214.8818912,52.9082327,16.0,16.0,28.5,794328,[3],[6],[6],[6],17069.0013,['Midpoint']
93609,214.9056493,52.8783612,15.94,15.94,29.03,794328,[3],[6],[6],[6],17069.0013,['Midpoint']
103664,214.8812414,52.8740897,15.61,15.61,28.952,794328,[3],[6],[6],[6],17069.0013,['Midpoint']
74531,214.9892315,52.9880619,15.1,15.1,28.227,794328,[1],[6],[6],[6],17069.0013,['Midpoint']
34014,214.9888198,52.8463634,14.23,14.23,28.723,794328,[6],[6],[6],[6],17069.0013,['Midpoint']
95769,214.7954359,52.7923727,13.81,13.81,28.746,794328,[5],[6],[6],[6],17069.0013,['EOSA']
89207,214.8676775,52.8649429,13.33,13.33,28.196,794328,[4],[6],[6],[6],17069.0013,['Midpoint']
96279,214.8103515,52.8016777,12.99,0.37,27.383,794328,[5],[6],[6],[6],17069.0013,['Midpoint']
61927,214.9157732,52.8592294,11.98,11.98,28.555,794328,[6, 7],[6, 6],[6, 6],[6, 6],34138.0026,['Midpoint', 'Midpoint']
69630,214.9880488,52.9999322,11.95,11.95,28.371,794328,[1],[6],[6],[6],17069.0013,['Midpoint']
83643,214.8025187,52.831113,11.74,11.74,28.237,794328,[4],[6],[6],[6],17069.0013,['Midpoint']
65235,214.879511,52.8425358,11.33,0.97,27.814,794328,[7],[6],[6],[6],17069.0013,['Midpoint']
79404,215.0215033,52.9979986,11.32,11.62,27.826,794328,[1],[6],[6],[6],17069.0013,['Midpoint']
99504,214.8975411,52.8056439,11.32,11.32,28.25,794328,[7],[6],[6],[6],17069.0013,['Midpoint']
2888,214.804435,52.8631181,10.53,2.35,27.746,794328,[4],[6],[6],[6],17069.0013,['Midpoint']
86895,214.961568,52.9364934,,10.63,28.632,794328,[2],[6],[6],[6],17069.0013,['Midpoint']
76036,215.0053621,52.9967006,,10.54,28.199,794328,[1],[6],[6],[6],17069.0013,['Midpoint']
36064,214.9758411,52.8419488,,9.91,28.598,794328,[6],[6],[6],[6],17069.0013,['Midpoint']
3044,214.9851058,52.9904681,,9.1,26.93,794328,[1],[6],[6],[6],17069.0013,['Midpoint']
97912,214.876466,52.8440538,,8.83,27.946,794328,[7],[6],[6],[6],17069.0013,['Midpoint']
34935,214.996395,52.8541552,,8.71,27.932,794328,[6],[6],[6],[6],17069.0013,['Midpoint']
55434,214.9329139,52.85371,12.31,12.31,29.314,398107,[6],[6],[6],[6],17069.0013,['Midpoint']
96185,214.9128238,52.8749537,12.16,12.16,29.241,398107,[3],[6],[6],[6],17069.0013,['Midpoint']
72510,214.9891175,52.9937779,12.07,0.37,28.229,398107,[1],[6],[6],[6],17069.0013,['Midpoint']
85257,214.8108886,52.8332145,11.89,11.89,29.171,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
83878,214.7963308,52.8261072,11.59,11.59,28.677,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
84059,214.8578838,52.8692733,11.57,0.31,28.665,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
91753,214.8588147,52.8507058,11.23,0.25,28.825,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
76762,214.8119937,52.8562617,10.87,0.31,28.06,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
89281,214.8507731,52.8525687,10.6,10.6,28.792,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
52792,214.9202702,52.8390283,10.45,10.45,28.181,398107,[6],[0],[0],[6],5689.6671,['EOSA']
4503,215.0125326,53.00137,8.97,2.29,27.708,398107,[1],[6],[6],[6],17069.0013,['Midpoint']
65480,214.8071669,52.7902044,,12.1,28.575,398107,[5],[6],[6],[6],17069.0013,['Midpoint']
64034,214.8717209,52.8337974,,11.26,28.972,398107,[4],[6],[6],[6],17069.0013,['Midpoint']
43539,214.9030993,52.8065943,,11.17,29.715,398107,[7],[6],[6],[6],17069.0013,['Midpoint']
41813,214.8894239,52.7930034,,9.31,29.379,398107,[5],[0],[0],[6],5689.6671,['EOSA']
92582,214.9351232,52.9090057,,8.98,28.234,398107,[3],[6],[6],[6],17069.0013,['Midpoint']
55806,214.9583409,52.8725239,,8.95,28.981,398107,[3, 6],[6, 6],[6, 0],[6, 0],22758.6684,['Midpoint', 'EOSA']
101303,214.8188143,52.7861221,,8.68,28.88,398107,[5],[6],[6],[6],17069.0013,['Midpoint']
74599,214.9886837,52.9873307,,8.62,28.141,398107,[1],[6],[6],[6],17069.0013,['Midpoint']
102199,215.005198,53.0086874,,5.47,31.361,398107,[1],[6],[6],[6],17069.0013,['Midpoint']
11585,214.8922488,52.8774032,,6.94,25.911,220166,[3],[6],[6],[6],17069.0013,['Midpoint']
42126,215.0149665,52.8827834,16.33,16.33,29.092,199526,[6],[6],[6],[6],17069.0013,['Midpoint']
93452,214.8764598,52.8580548,9.7,2.47,28.782,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
95786,214.9104738,52.8742524,9.7,0.4,28.63,199526,[3],[0],[6],[6],11379.3342,['EOSA']
57073,214.8830324,52.8219542,9.43,9.43,30.046,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
86691,214.884295,52.8819406,9.4,9.4,28.611,199526,[3],[6],[6],[6],17069.0013,['Midpoint']
46822,214.982072,52.8699189,9.28,9.28,30.818,199526,[6],[4],[2],[4],9482.7785,['Midpoint']
58746,214.8356359,52.7931006,9.26,0.04,29.375,199526,[5],[6],[6],[6],17069.0013,['Midpoint']
53781,214.9311769,52.8488615,9.04,9.04,28.182,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
69079,214.9372053,52.9653489,9.01,5.23,29.015,199526,[2],[0],[0],[6],5689.6671,['EOSA']
40133,214.9406764,52.8256988,8.71,8.71,28.924,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
28945,215.0086582,52.8682937,8.65,2.14,26.252,199526,[6],[6],[6],[6],17069.0013,['Midpoint']
22479,214.9046661,52.8230938,8.63,2.32,27.452,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
44214,215.0013248,52.8778661,8.62,8.62,30.338,199526,[6],[6],[6],[6],17069.0013,['Midpoint']
56226,214.9174827,52.8444538,8.62,8.62,29.127,199526,[6],[6],[6],[6],17069.0013,['Midpoint']
52892,214.8757859,52.8076026,8.62,8.62,28.756,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
64226,214.8224779,52.7992842,8.53,8.53,28.821,199526,[5],[0],[0],[6],5689.6671,['EOSA']
19710,214.8664421,52.8084864,2.68,2.68,27.378,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
48876,214.9478436,52.8500512,1.12,1.12,27.547,199526,[6],[6],[6],[6],17069.0013,['Midpoint']
13815,214.7981867,52.796877,0.55,0.55,27.253,199526,[5],[6],[6],[6],17069.0013,['Midpoint']
91987,214.9375891,52.9055349,,10.78,29.41,199526,[3],[6],[6],[6],17069.0013,['Midpoint']
87149,214.8183007,52.8342791,,9.07,28.728,199526,[4],[6],[6],[6],17069.0013,['Midpoint']
94554,214.8780121,52.856076,,8.98,29.305,199526,[4],[6],[6],[6],17069.0013,['Midpoint']
8752,214.8761374,52.880826,,8.95,27.33,199526,[3],[6],[6],[6],17069.0013,['Midpoint']
11964,214.968697,52.9296508,,8.92,27.089,199526,[2],[6],[6],[6],17069.0013,['Midpoint']
58265,214.8686264,52.8151581,,8.92,29.867,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
61226,214.9012423,52.8469959,,8.92,28.064,199526,[7],[6],[6],[6],17069.0013,['Midpoint']
14197,214.9295105,52.8879118,,7.45,28.279,199526,[6],[6],[6],[6],17069.0013,['Midpoint']
99480,214.8873767,52.7978096,,12.76,99.0,100000,[5],[0],[0],[6],5689.6671,['EOSA']
86483,214.8456762,52.8548627,,5.71,27.756,100000,[4],[6],[0],[6],11379.3342,['Midpoint']
88990,214.9266682,52.8887639,,5.71,28.191,100000,[6],[6],[6],[6],17069.0013,['EOSA']
82222,215.040372,53.0038518,,9.85,31.741,84140,[1],[6],[6],[0],11379.3342,['Midpoint']
34198,214.9573618,52.8245636,,15.94,28.052,74018,[7],[6],[6],[0],11379.3342,['Midpoint']
11320,214.8234503,52.8302776,,5.17,25.217,41711,[4],[6],[0],[0],5689.6671,['Midpoint']
24745,214.8147794,52.7489505,,3.64,25.607,40889,[5],[4],[4],[4],11379.3342,['Midpoint']
25077,214.9491788,52.8431827,,7.15,25.092,37584,[7],[6],[6],[0],11379.3342,['Midpoint']
24591,214.9494781,52.8454127,,5.26,24.218,31634,[7],[6],[6],[0],11379.3342,['Midpoint']
19300,215.0220704,52.9207862,,4.78,26.503,28940,[2],[6],[6],[0],11379.3342,['Midpoint']
9244,214.9856746,52.9562297,,5.17,25.942,25316,[2],[6],[0],[6],11379.3342,['Midpoint']
239249,214.8126277,52.8490866,,8.7,-1.0,22465,[4],[0],[2],[0],1896.5557,['EOSA']
84663,214.9925635,52.9633728,,8.65,28.145,21135,[2],[6],[0],[0],5689.6671,['Midpoint']
36959,214.9829111,52.8488796,,8.56,27.747,19055,[6],[6],[6],[0],11379.3342,['Midpoint']
239798,214.8037049,52.8515928,,8.51,-1.0,17885,[4],[6],[6],[0],11379.3342,['Midpoint']
88412,215.0456485,52.9932601,,8.5,28.654,17783,[1],[6],[6],[0],11379.3342,['Midpoint']
6056,214.9335994,52.936744,,7.33,27.701,17783,[2],[6],[6],[0],11379.3342,['Midpoint']
8666,214.9854979,52.958746,,7.09,26.537,17783,[2],[6],[0],[0],5689.6671,['Midpoint']
63253,214.9434063,52.8824729,,7.0,28.123,17783,[6],[0],[6],[6],11379.3342,['Midpoint']
37392,214.9883048,52.8536669,,6.97,27.581,17783,[6],[6],[0],[6],11379.3342,['Midpoint']
218801,215.0211924,52.9673513,,8.41,-1.0,16106,[1],[0],[6],[0],5689.6671,['EOSA']
82294,214.7911786,52.8269346,,1.27,28.087,16020,[4],[0],[0],[6],5689.6671,['EOSA']
47833,214.9461141,52.846637,,16.21,28.542,15767,[7],[2],[0],[0],1896.5557,['EOSA']
235717,215.0596037,52.963066,,8.33,-1.0,14538,[1],[6],[0],[6],11379.3342,['Midpoint']
37752,215.0165075,52.8744581,,8.32,29.306,14454,[6],[6],[0],[6],11379.3342,['Midpoint']
20036,214.9212529,52.8457279,,2.29,22.488,13964,[7],[6],[0],[6],11379.3342,['Midpoint']
76608,214.9045529,52.9228228,,15.07,28.483,12975,[3],[6],[0],[6],11379.3342,['Midpoint']
19799,214.9241459,52.8490471,,4.78,24.691,12933,[6],[6],[0],[0],5689.6671,['Midpoint']
86965,214.9914941,52.9604474,,7.36,28.622,12300,[1],[6],[6],[0],11379.3342,['Midpoint']
52917,214.798874,52.7527959,,8.17,28.204,12162,[5],[0],[4],[0],3793.1114,['Midpoint']
29195,214.9832154,52.8491586,,8.17,27.277,12162,[6],[0],[0],[6],5689.6671,['Midpoint']
70125,214.8727455,52.9168943,,8.14,27.968,11749,[3],[6],[6],[0],11379.3342,['Midpoint']
86991,214.8817899,52.8796798,,8.08,29.105,10965,[3],[6],[0],[6],11379.3342,['Midpoint']
19837,214.9514995,52.8683038,,8.08,27.249,10965,[6],[6],[0],[0],5689.6671,['Midpoint']
211151,214.9217466,52.8569818,,8.04,-1.0,10411,[6],[6],[6],[0],11379.3342,['Midpoint']
10321,214.8475875,52.853382,,3.58,26.254,10000,[4],[6],[0],[0],5689.6671,['Midpoint']
21120,214.9623628,52.870038,,3.43,24.087,10000,[3],[6],[0],[0],5689.6671,['Midpoint']
9961,214.9456404,52.9242436,,1.69,21.275,10000,[3],[6],[6],[0],11379.3342,['Midpoint']
83939,214.9447631,52.9314509,,7.99,28.747,9886,[2],[6],[0],[6],11379.3342,['Midpoint']
239545,214.8027128,52.8468052,,7.98,-1.0,9817,[4],[6],[0],[6],11379.3342,['Midpoint']
87842,214.9899753,52.9560153,,7.96,28.106,9550,[2],[0],[6],[0],5689.6671,['Midpoint']
36016,214.9938337,52.8545992,,7.45,28.75,8981,[6],[6],[6],[0],11379.3342,['Midpoint']
66894,214.9430341,52.9747304,,8.11,28.321,8386,[2],[6],[0],[6],11379.3342,['Midpoint']
49941,214.8538744,52.7853939,,7.81,27.962,8035,[5],[6],[6],[6],17069.0013,['Midpoint']
93706,214.8683333,52.8503105,,7.78,28.678,7762,[7],[6],[0],[0],5689.6671,['Midpoint']
239047,214.9904648,52.9719968,,7.7,-1.0,7055,[1],[4],[6],[0],9482.7785,['Midpoint']
215739,215.0803487,52.9932406,,7.67,-1.0,6831,[1],[6],[6],[0],11379.3342,['Midpoint']
82168,214.9348803,52.9292704,,7.66,27.921,6761,[2],[6],[0],[0],5689.6671,['Midpoint']
68009,214.9329792,52.9649047,,7.6,28.13,6310,[2],[6],[0],[0],5689.6671,['Midpoint']
11072,214.9660406,52.9331381,,6.55,27.553,5957,[2],[6],[0],[6],11379.3342,['Midpoint']
19346,214.8868102,52.8246313,,6.43,27.067,5957,[4],[6],[0],[6],11379.3342,['Midpoint']
42841,214.8804556,52.7889916,,7.51,28.483,5689,[5],[0],[0],[6],5689.6671,['EOSA']
7816,214.9501072,52.9381959,,1.75,21.578,5623,[2],[6],[0],[0],5689.6671,['Midpoint']
9027,214.8642794,52.8710715,,5.47,24.512,5433,[4],[6],[0],[0],5689.6671,['Midpoint']
7061,214.9857054,52.9675553,,5.44,24.421,5248,[2],[6],[0],[6],11379.3342,['Midpoint']
27083,215.0060456,52.8747953,,6.34,27.871,4677,[6],[6],[0],[0],5689.6671,['Midpoint']
12737,214.8781952,52.8609248,,5.32,24.707,4571,[4],[6],[0],[6],11379.3342,['Midpoint']
202922,214.9320455,52.8182171,,3.29,-1.0,4395,[7],[6],[6],[0],11379.3342,['Midpoint']
15045,214.9360286,52.8867917,,5.83,27.686,4365,[3],[6],[0],[6],11379.3342,['Midpoint']
82104,214.9280273,52.9247011,,7.27,28.461,4315,[3],[6],[6],[0],11379.3342,['Midpoint']
28516,214.8669179,52.76928,,5.23,24.939,4121,[5],[6],[6],[6],17069.0013,['Midpoint']
93093,214.8250937,52.8226581,,7.18,27.759,3890,[4],[0],[4],[0],3793.1114,['EOSA']
67844,214.8668774,52.9186304,,7.15,27.891,3758,[3],[6],[0],[6],11379.3342,['Midpoint']
37018,214.8575087,52.7598382,,7.9,28.309,3684,[5],[6],[0],[4],9482.7785,['Midpoint']
90593,214.8957976,52.8802573,,8.11,28.501,3641,[3],[0],[6],[0],5689.6671,['Midpoint']
23597,214.9435273,52.8456641,,7.03,27.306,3273,[6],[6],[0],[0],5689.6671,['Midpoint']
62277,214.9335526,52.8728973,,11.53,28.602,3227,[6],[6],[6],[0],11379.3342,['Midpoint']
42985,214.8901599,52.7961846,,7.0,28.306,3162,[5],[0],[0],[6],5689.6671,['EOSA']
12561,214.9478194,52.9111785,,3.61,23.14,3162,[3],[6],[0],[0],5689.6671,['Midpoint']
4927,214.9049624,52.9224081,,3.22,22.612,3162,[3],[0],[6],[0],5689.6671,['Midpoint']
10563,214.8598339,52.8606556,,3.22,23.209,3162,[4],[6],[0],[0],5689.6671,['Midpoint']
13796,214.8762894,52.8523455,,2.71,22.597,3162,[4],[6],[0],[0],5689.6671,['Midpoint']
17740,214.9470222,52.8761591,,1.69,21.48,3162,[6],[6],[0],[6],11379.3342,['Midpoint']
20330,214.927617,52.8479522,,1.57,20.586,3162,[7],[6],[6],[0],11379.3342,['Midpoint']
18465,214.9547359,52.8765664,,0.52,18.074,3162,[6],[0],[6],[0],5689.6671,['Midpoint']
11333,214.942458,52.9147233,,6.97,25.883,3055,[3],[6],[0],[6],11379.3342,['Midpoint']
53589,214.7950455,52.7515031,,6.97,27.888,3055,[5],[6],[6],[6],17069.0013,['Midpoint']
12953,214.8277364,52.8237682,,2.95,22.718,2985,[4],[6],[0],[6],11379.3342,['Midpoint']
85998,215.042724,52.9955583,,6.94,28.397,2951,[1],[6],[0],[0],5689.6671,['Midpoint']
38164,214.856231,52.7614407,,6.94,28.127,2951,[5],[4],[4],[4],11379.3342,['Midpoint']
37891,214.9440831,52.8233785,,6.94,28.116,2951,[7],[6],[6],[0],11379.3342,['Midpoint']
92733,214.907747,52.8824883,,6.91,28.754,2851,[3],[6],[6],[0],11379.3342,['Midpoint']
19850,214.8538915,52.7988928,,6.91,27.2,2851,[5],[0],[0],[6],5689.6671,['EOSA']
90680,214.8782374,52.8704535,,6.91,28.494,2760,[3],[6],[0],[6],11379.3342,['Midpoint']
10229,214.8943247,52.8870946,,6.88,28.181,2754,[3],[6],[0],[6],11379.3342,['Midpoint']
75276,215.016627,53.0054686,,6.79,28.379,2483,[1],[6],[0],[6],11379.3342,['Midpoint']
10292,214.9630219,52.9354749,,6.79,27.539,2483,[2],[6],[0],[6],11379.3342,['Midpoint']
98085,214.963912,52.9096716,,6.79,28.848,2483,[3],[6],[0],[6],11379.3342,['Midpoint']
96466,214.8099174,52.8033073,,6.79,29.833,2483,[5],[6],[0],[6],11379.3342,['Midpoint']
84168,214.9538801,52.9382441,,6.76,28.767,2399,[2],[0],[6],[0],5689.6671,['Midpoint']
18842,214.8822457,52.8246498,,6.76,26.675,2399,[4],[0],[6],[0],5689.6671,['Midpoint']
22851,214.8121241,52.7554166,,6.76,27.17,2399,[5],[4],[0],[6],9482.7785,['Midpoint']
23968,214.8182249,52.7547779,,6.76,27.4,2399,[5],[6],[0],[6],11379.3342,['Midpoint']
73035,214.9386147,52.9568762,,6.88,28.852,2352,[2],[6],[0],[6],11379.3342,['Midpoint']
85666,214.9950768,52.9624529,,6.73,28.296,2317,[2],[4],[4],[4],11379.3342,['Midpoint']
36440,214.8716383,52.7686725,,6.73,27.383,2317,[5],[6],[0],[6],11379.3342,['Midpoint']
97643,214.8185021,52.8035256,,6.73,27.882,2317,[5],[0],[6],[0],5689.6671,['Midpoint']
97779,214.7945555,52.786038,,6.73,28.118,2317,[5],[6],[0],[6],11379.3342,['Midpoint']
57821,214.9548232,52.8750912,,6.73,24.75,2317,[6],[0],[0],[6],5689.6671,['Midpoint']
13283,214.949419,52.9078667,,4.72,24.183,2291,[3],[0],[0],[2],1896.5557,['EOSA']
35755,214.8691484,52.7654826,,6.7,28.548,2239,[5],[6],[0],[6],11379.3342,['Midpoint']
4014,215.0109283,53.0030097,,6.67,27.709,2163,[1],[6],[0],[0],5689.6671,['Midpoint']
73318,214.9996452,52.999207,,6.67,28.481,2163,[1],[6],[0],[0],5689.6671,['Midpoint']
95615,214.824572,52.8138757,,6.67,28.043,2163,[4],[6],[0],[0],5689.6671,['Midpoint']
25024,214.8781207,52.7929606,,6.67,27.726,2163,[5],[6],[0],[0],5689.6671,['Midpoint']
36651,214.856003,52.7579622,,6.67,27.595,2163,[5],[6],[6],[2],13275.889899999998,['Midpoint']
46509,214.8137948,52.7495544,,6.67,27.998,2163,[5],[4],[0],[4],7586.2228,['Midpoint']
30396,215.0105728,52.8633367,,6.67,28.211,2163,[6],[0],[4],[0],3793.1114,['EOSA']
18152,214.8640349,52.8153609,,4.66,24.321,2138,[4],[6],[0],[0],5689.6671,['Midpoint']
201810,214.9277903,52.8083649,,6.65,-1.0,2111,[7],[4],[0],[4],7586.2228,['EOSA']
85231,214.9888519,52.9589765,,6.64,28.548,2089,[2],[0],[6],[0],5689.6671,['Midpoint']
1034,214.8690739,52.9188919,,6.64,25.715,2089,[3],[0],[6],[0],5689.6671,['Midpoint']
26408,214.8907189,52.7958162,,6.64,27.348,2089,[5],[6],[0],[0],5689.6671,['Midpoint']
11968,214.8588165,52.8514716,,4.63,24.346,2065,[4],[0],[6],[0],5689.6671,['Midpoint']
220915,215.0091739,52.9692589,,6.62,-1.0,2037,[2],[6],[6],[6],17069.0013,['EOSA']
90819,214.9558633,52.9232754,,6.61,28.524,2018,[2],[6],[0],[0],5689.6671,['Midpoint']
61658,214.942871,52.8777424,,6.61,28.156,2018,[3],[0],[0],[6],5689.6671,['Midpoint']
95893,214.9028361,52.8684976,,6.61,28.639,2018,[3],[6],[0],[0],5689.6671,['Midpoint']
8782,214.7979203,52.824894,,6.61,26.444,2018,[4],[6],[0],[0],5689.6671,['Midpoint']
26562,214.8887332,52.7936559,,6.61,27.296,2018,[5],[0],[0],[6],5689.6671,['EOSA']
58873,214.8315682,52.7905463,,6.61,27.574,2018,[5],[6],[0],[6],11379.3342,['Midpoint']
21703,214.9845911,52.8834032,,6.61,25.091,2018,[6],[6],[0],[0],5689.6671,['Midpoint']
78396,214.9625607,52.9588293,,0.22,28.405,2015,[2],[6],[0],[6],11379.3342,['Midpoint']
217811,214.7945218,52.8009777,,6.6,-1.0,2004,[5],[6],[0],[6],11379.3342,['EOSA']
1832,214.9441965,52.96758,,4.6,24.345,1995,[2],[6],[6],[0],11379.3342,['Midpoint']
76148,214.9926555,52.9859989,,6.58,27.722,1950,[1],[6],[6],[6],17069.0013,['Midpoint']
85883,214.9291133,52.9154442,,6.58,28.224,1950,[3],[3],[0],[0],2844.83355,['EOSA']
11421,214.8250359,52.8304817,,6.58,26.326,1950,[4],[0],[6],[0],5689.6671,['Midpoint']
38596,214.8594792,52.7646571,,6.58,27.585,1950,[5],[4],[0],[4],7586.2228,['Midpoint']
48680,214.9390775,52.8434108,,6.58,27.991,1950,[6],[6],[0],[0],5689.6671,['Midpoint']
201756,214.9277415,52.8085309,,6.58,-1.0,1939,[7],[6],[0],[6],11379.3342,['Midpoint']
2524,214.8752466,52.9155726,,6.55,27.76,1884,[3],[6],[0],[0],5689.6671,['Midpoint']
19394,214.9584078,52.8751148,,6.55,25.352,1884,[3],[6],[0],[0],5689.6671,['Midpoint']
8402,214.844069,52.8601074,,6.55,26.333,1884,[4],[0],[6],[0],5689.6671,['Midpoint']
88032,214.8969946,52.8887249,,6.64,28.385,1855,[3],[6],[0],[0],5689.6671,['Midpoint']
2404,214.9363413,52.9595308,,6.52,27.585,1820,[2],[6],[6],[0],11379.3342,['Midpoint']
72681,214.9400409,52.9586544,,6.52,28.242,1820,[2],[6],[0],[6],11379.3342,['Midpoint']
11742,214.8265882,52.8299341,,6.52,27.943,1820,[4],[0],[6],[6],11379.3342,['Midpoint']
21360,214.9813365,52.8825615,,4.51,24.563,1799,[6],[6],[0],[0],5689.6671,['Midpoint']
95234,214.8099853,52.8044025,,6.79,28.345,1789,[5],[0],[0],[6],5689.6671,['EOSA']
12221,214.8994448,52.8791527,,6.49,28.043,1758,[3],[6],[0],[0],5689.6671,['Midpoint']
12853,214.9042766,52.8789703,,6.49,26.861,1758,[3],[0],[6],[6],11379.3342,['Midpoint']
94209,214.8293441,52.8214799,,6.49,27.225,1758,[4],[4],[0],[0],3793.1114,['EOSA']
15824,214.8764696,52.8394134,,6.49,27.362,1758,[7],[6],[0],[0],5689.6671,['Midpoint']
52779,214.9217555,52.840043,,6.49,28.149,1758,[7],[6],[0],[6],11379.3342,['Midpoint']
9890,214.7950789,52.8170757,,6.46,22.062,1698,[4],[6],[6],[0],11379.3342,['Midpoint']
13847,214.8678157,52.8462277,,6.46,24.526,1698,[7],[6],[0],[0],5689.6671,['Midpoint']
52361,214.8744841,52.8055323,,6.64,28.215,1690,[7],[6],[6],[0],11379.3342,['Midpoint']
62069,214.8170488,52.7893939,,7.9,28.292,1659,[5],[0],[0],[6],5689.6671,['EOSA']
94580,214.8293713,52.8213609,,6.43,27.638,1641,[4],[6],[0],[0],5689.6671,['Midpoint']
53828,214.8503739,52.7915036,,6.43,27.828,1641,[5],[6],[0],[6],11379.3342,['Midpoint']
84621,214.9589083,52.9396007,,7.24,28.597,1637,[2],[6],[0],[0],5689.6671,['Midpoint']
85504,214.9888177,52.9590896,,7.36,28.861,1600,[2],[0],[4],[0],3793.1114,['Midpoint']
90545,214.89021,52.8764598,,6.73,28.181,1600,[3],[6],[0],[6],11379.3342,['Midpoint']
8041,215.0222411,52.9882245,,6.4,25.957,1585,[1],[6],[0],[6],11379.3342,['Midpoint']
74282,214.9449164,52.9574274,,6.4,28.287,1585,[2],[6],[6],[0],11379.3342,['Midpoint']
24920,215.0052092,52.8836682,,6.4,27.842,1585,[6],[6],[0],[0],5689.6671,['Midpoint']
