file,zfit,ID,Field,Pointing
CAPERS-COSMOS_P4_s000038207_x1d.fits,1.87,38207,COSMOS,4
CAPERS-COSMOS_P4_s000038245_x1d.fits,1.04,38245,COSMOS,4
CAPERS-COSMOS_P4_s000038256_x1d.fits,1.39,38256,COSMOS,4
CAPERS-COSMOS_P4_s000038264_x1d.fits,0.52,38264,COSMOS,4
CAPERS-COSMOS_P4_s000038392_x1d.fits,1.4,38392,COSMOS,4
CAPERS-COSMOS_P4_s000038588_x1d.fits,2.47,38588,COSMOS,4
CAPERS-COSMOS_P4_s000038664_x1d.fits,2.2,38664,COSMOS,4
CAPERS-COSMOS_P4_s000038683_x1d.fits,1.05,38683,COSMOS,4
CAPERS-COSMOS_P4_s000038684_x1d.fits,1.6,38684,COSMOS,4
CAPERS-COSMOS_P4_s000038737_x1d.fits,5.11,38737,COSMOS,4
CAPERS-COSMOS_P4_s000038866_x1d.fits,1.81,38866,COSMOS,4
CAPERS-COSMOS_P4_s000038904_x1d.fits,1.8,38904,COSMOS,4
CAPERS-COSMOS_P4_s000039158_x1d.fits,3.25,39158,COSMOS,4
CAPERS-COSMOS_P4_s000039194_x1d.fits,5.24,39194,COSMOS,4
CAPERS-COSMOS_P4_s000039286_x1d.fits,4.37,39286,COSMOS,4
CAPERS-COSMOS_P4_s000039377_x1d.fits,0.94,39377,COSMOS,4
CAPERS-COSMOS_P4_s000039486_x1d.fits,1.69,39486,COSMOS,4
CAPERS-COSMOS_P4_s000039810_x1d.fits,3.65,39810,COSMOS,4
CAPERS-COSMOS_P4_s000102253_x1d.fits,0.0,102253,COSMOS,4
CAPERS-COSMOS_P4_s000102722_x1d.fits,2.1,102722,COSMOS,4
CAPERS-COSMOS_P4_s000102746_x1d.fits,1.41,102746,COSMOS,4
CAPERS-COSMOS_P4_s000103239_x1d.fits,6.68,103239,COSMOS,4
CAPERS-COSMOS_P4_s000103521_x1d.fits,3.54,103521,COSMOS,4
CAPERS-COSMOS_P4_s000103969_x1d.fits,3.63,103969,COSMOS,4
CAPERS-COSMOS_P4_s000104005_x1d.fits,6.52,104005,COSMOS,4
CAPERS-COSMOS_P4_s000104421_x1d.fits,6.14,104421,COSMOS,4
CAPERS-COSMOS_P4_s000104609_x1d.fits,7.16,104609,COSMOS,4
CAPERS-COSMOS_P4_s000104619_x1d.fits,3.04,104619,COSMOS,4
CAPERS-COSMOS_P4_s000104855_x1d.fits,3.79,104855,COSMOS,4
CAPERS-COSMOS_P4_s000105226_x1d.fits,2.93,105226,COSMOS,4
CAPERS-COSMOS_P4_s000105227_x1d.fits,7.59,105227,COSMOS,4
CAPERS-COSMOS_P4_s000105546_x1d.fits,7.49,105546,COSMOS,4
CAPERS-COSMOS_P4_s000105624_x1d.fits,5.7,105624,COSMOS,4
CAPERS-COSMOS_P4_s000105828_x1d.fits,3.25,105828,COSMOS,4
CAPERS-COSMOS_P4_s000105937_x1d.fits,5.11,105937,COSMOS,4
CAPERS-COSMOS_P4_s000106078_x1d.fits,1.67,106078,COSMOS,4
CAPERS-COSMOS_P4_s000106553_x1d.fits,3.93,106553,COSMOS,4
CAPERS-COSMOS_P4_s000106715_x1d.fits,0.02,106715,COSMOS,4
CAPERS-COSMOS_P4_s000106776_x1d.fits,5.5,106776,COSMOS,4
CAPERS-COSMOS_P4_s000106798_x1d.fits,5.34,106798,COSMOS,4
CAPERS-COSMOS_P4_s000107270_x1d.fits,7.72,107270,COSMOS,4
CAPERS-COSMOS_P4_s000107655_x1d.fits,0.43,107655,COSMOS,4
CAPERS-COSMOS_P4_s000107675_x1d.fits,2.2,107675,COSMOS,4
CAPERS-COSMOS_P4_s000108864_x1d.fits,4.6,108864,COSMOS,4
CAPERS-COSMOS_P4_s000109205_x1d.fits,15.44,109205,COSMOS,4
CAPERS-COSMOS_P4_s000109564_x1d.fits,0.72,109564,COSMOS,4
CAPERS-COSMOS_P4_s000109659_x1d.fits,4.86,109659,COSMOS,4
CAPERS-COSMOS_P4_s000109805_x1d.fits,5.85,109805,COSMOS,4
CAPERS-COSMOS_P4_s000109835_x1d.fits,0.58,109835,COSMOS,4
CAPERS-COSMOS_P4_s000109860_x1d.fits,3.85,109860,COSMOS,4
CAPERS-COSMOS_P4_s000109895_x1d.fits,3.67,109895,COSMOS,4
CAPERS-COSMOS_P4_s000109917_x1d.fits,10.27,109917,COSMOS,4
CAPERS-COSMOS_P4_s000109997_x1d.fits,3.65,109997,COSMOS,4
CAPERS-COSMOS_P4_s000110095_x1d.fits,3.46,110095,COSMOS,4
CAPERS-COSMOS_P4_s000110104_x1d.fits,5.12,110104,COSMOS,4
CAPERS-COSMOS_P4_s000110163_x1d.fits,0.42,110163,COSMOS,4
CAPERS-COSMOS_P4_s000110285_x1d.fits,6.39,110285,COSMOS,4
CAPERS-COSMOS_P4_s000110319_x1d.fits,7.14,110319,COSMOS,4
CAPERS-COSMOS_P4_s000110343_x1d.fits,2.26,110343,COSMOS,4
CAPERS-COSMOS_P4_s000110566_x1d.fits,16.41,110566,COSMOS,4
CAPERS-COSMOS_P4_s000110588_x1d.fits,4.51,110588,COSMOS,4
CAPERS-COSMOS_P4_s000110708_x1d.fits,4.24,110708,COSMOS,4
CAPERS-COSMOS_P4_s000110732_x1d.fits,5.11,110732,COSMOS,4
CAPERS-COSMOS_P4_s000111362_x1d.fits,3.08,111362,COSMOS,4
CAPERS-COSMOS_P4_s000111383_x1d.fits,2.92,111383,COSMOS,4
CAPERS-COSMOS_P4_s000111501_x1d.fits,4.61,111501,COSMOS,4
CAPERS-COSMOS_P4_s000111587_x1d.fits,5.94,111587,COSMOS,4
CAPERS-COSMOS_P4_s000111689_x1d.fits,7.95,111689,COSMOS,4
CAPERS-COSMOS_P4_s000111774_x1d.fits,6.25,111774,COSMOS,4
CAPERS-COSMOS_P4_s000111857_x1d.fits,2.93,111857,COSMOS,4
CAPERS-COSMOS_P4_s000111870_x1d.fits,4.58,111870,COSMOS,4
CAPERS-COSMOS_P4_s000111889_x1d.fits,2.41,111889,COSMOS,4
CAPERS-COSMOS_P4_s000111914_x1d.fits,5.32,111914,COSMOS,4
CAPERS-COSMOS_P4_s000112027_x1d.fits,1.09,112027,COSMOS,4
CAPERS-COSMOS_P4_s000112225_x1d.fits,9.27,112225,COSMOS,4
CAPERS-COSMOS_P4_s000112226_x1d.fits,1.75,112226,COSMOS,4
CAPERS-COSMOS_P4_s000112273_x1d.fits,1.36,112273,COSMOS,4
CAPERS-COSMOS_P4_s000112276_x1d.fits,2.84,112276,COSMOS,4
CAPERS-COSMOS_P4_s000112387_x1d.fits,0.0,112387,COSMOS,4
CAPERS-COSMOS_P4_s000112629_x1d.fits,1.08,112629,COSMOS,4
CAPERS-COSMOS_P4_s000112644_x1d.fits,5.53,112644,COSMOS,4
CAPERS-COSMOS_P4_s000112676_x1d.fits,2.52,112676,COSMOS,4
CAPERS-COSMOS_P4_s000112736_x1d.fits,5.54,112736,COSMOS,4
CAPERS-COSMOS_P4_s000112774_x1d.fits,4.32,112774,COSMOS,4
CAPERS-COSMOS_P4_s000112775_x1d.fits,4.01,112775,COSMOS,4
CAPERS-COSMOS_P4_s000112778_x1d.fits,1.44,112778,COSMOS,4
CAPERS-COSMOS_P4_s000112782_x1d.fits,3.27,112782,COSMOS,4
CAPERS-COSMOS_P4_s000112838_x1d.fits,2.76,112838,COSMOS,4
CAPERS-COSMOS_P4_s000112939_x1d.fits,4.59,112939,COSMOS,4
CAPERS-COSMOS_P4_s000112983_x1d.fits,7.7,112983,COSMOS,4
CAPERS-COSMOS_P4_s000112997_x1d.fits,7.37,112997,COSMOS,4
CAPERS-COSMOS_P4_s000113180_x1d.fits,1.86,113180,COSMOS,4
CAPERS-COSMOS_P4_s000113205_x1d.fits,4.75,113205,COSMOS,4
CAPERS-COSMOS_P4_s000113208_x1d.fits,4.58,113208,COSMOS,4
CAPERS-COSMOS_P4_s000113281_x1d.fits,2.14,113281,COSMOS,4
CAPERS-COSMOS_P4_s000113373_x1d.fits,4.57,113373,COSMOS,4
CAPERS-COSMOS_P4_s000113428_x1d.fits,3.58,113428,COSMOS,4
CAPERS-COSMOS_P4_s000113528_x1d.fits,0.91,113528,COSMOS,4
CAPERS-COSMOS_P4_s000113566_x1d.fits,1.24,113566,COSMOS,4
CAPERS-COSMOS_P4_s000113602_x1d.fits,4.46,113602,COSMOS,4
CAPERS-COSMOS_P4_s000114239_x1d.fits,1.41,114239,COSMOS,4
CAPERS-COSMOS_P4_s000114369_x1d.fits,3.03,114369,COSMOS,4
CAPERS-COSMOS_P4_s000114640_x1d.fits,1.1,114640,COSMOS,4
CAPERS-COSMOS_P4_s000114659_x1d.fits,9.16,114659,COSMOS,4
CAPERS-COSMOS_P4_s000114668_x1d.fits,9.91,114668,COSMOS,4
CAPERS-COSMOS_P4_s000114777_x1d.fits,7.25,114777,COSMOS,4
CAPERS-COSMOS_P4_s000114780_x1d.fits,5.39,114780,COSMOS,4
CAPERS-COSMOS_P4_s000115765_x1d.fits,3.12,115765,COSMOS,4
CAPERS-COSMOS_P4_s000115805_x1d.fits,2.2,115805,COSMOS,4
CAPERS-COSMOS_P4_s000115912_x1d.fits,19.56,115912,COSMOS,4
CAPERS-COSMOS_P4_s000116389_x1d.fits,4.14,116389,COSMOS,4
CAPERS-COSMOS_P4_s000116404_x1d.fits,0.91,116404,COSMOS,4
CAPERS-COSMOS_P4_s000116485_x1d.fits,8.65,116485,COSMOS,4
CAPERS-COSMOS_P4_s000116486_x1d.fits,8.65,116486,COSMOS,4
CAPERS-COSMOS_P4_s000116946_x1d.fits,8.62,116946,COSMOS,4
CAPERS-COSMOS_P4_s000117059_x1d.fits,4.47,117059,COSMOS,4
CAPERS-COSMOS_P4_s000117137_x1d.fits,3.85,117137,COSMOS,4
CAPERS-COSMOS_P4_s000118008_x1d.fits,8.49,118008,COSMOS,4
CAPERS-COSMOS_P4_s000118011_x1d.fits,6.47,118011,COSMOS,4
CAPERS-COSMOS_P4_s000118026_x1d.fits,7.95,118026,COSMOS,4
CAPERS-COSMOS_P4_s000118090_x1d.fits,4.55,118090,COSMOS,4
CAPERS-COSMOS_P4_s000118694_x1d.fits,2.86,118694,COSMOS,4
CAPERS-COSMOS_P4_s000118750_x1d.fits,1.64,118750,COSMOS,4
CAPERS-COSMOS_P4_s000118994_x1d.fits,3.01,118994,COSMOS,4
CAPERS-COSMOS_P4_s000119032_x1d.fits,5.12,119032,COSMOS,4
CAPERS-COSMOS_P4_s000119224_x1d.fits,1.4,119224,COSMOS,4
CAPERS-COSMOS_P4_s000119334_x1d.fits,9.28,119334,COSMOS,4
CAPERS-COSMOS_P4_s000119398_x1d.fits,0.81,119398,COSMOS,4
CAPERS-COSMOS_P4_s000119550_x1d.fits,7.15,119550,COSMOS,4
CAPERS-COSMOS_P4_s000119589_x1d.fits,3.27,119589,COSMOS,4
CAPERS-COSMOS_P4_s000119690_x1d.fits,6.07,119690,COSMOS,4
CAPERS-COSMOS_P4_s000119713_x1d.fits,2.61,119713,COSMOS,4
CAPERS-COSMOS_P4_s000119733_x1d.fits,3.15,119733,COSMOS,4
CAPERS-COSMOS_P4_s000119745_x1d.fits,1.26,119745,COSMOS,4
CAPERS-COSMOS_P4_s000119753_x1d.fits,0.39,119753,COSMOS,4
CAPERS-COSMOS_P4_s000119846_x1d.fits,6.08,119846,COSMOS,4
CAPERS-COSMOS_P4_s000120008_x1d.fits,5.11,120008,COSMOS,4
CAPERS-COSMOS_P4_s000120039_x1d.fits,3.22,120039,COSMOS,4
CAPERS-COSMOS_P4_s000120216_x1d.fits,1.34,120216,COSMOS,4
CAPERS-COSMOS_P4_s000120340_x1d.fits,7.41,120340,COSMOS,4
CAPERS-COSMOS_P4_s000120355_x1d.fits,7.63,120355,COSMOS,4
CAPERS-COSMOS_P4_s000120679_x1d.fits,4.22,120679,COSMOS,4
CAPERS-COSMOS_P4_s000120976_x1d.fits,1.93,120976,COSMOS,4
CAPERS-COSMOS_P4_s000121044_x1d.fits,3.28,121044,COSMOS,4
CAPERS-COSMOS_P4_s000121144_x1d.fits,5.4,121144,COSMOS,4
CAPERS-COSMOS_P4_s000121255_x1d.fits,2.54,121255,COSMOS,4
CAPERS-COSMOS_P4_s000121289_x1d.fits,1.67,121289,COSMOS,4
CAPERS-COSMOS_P4_s000121431_x1d.fits,17.31,121431,COSMOS,4
CAPERS-COSMOS_P4_s000122077_x1d.fits,1.53,122077,COSMOS,4
CAPERS-COSMOS_P4_s000122280_x1d.fits,4.07,122280,COSMOS,4
CAPERS-COSMOS_P4_s000122678_x1d.fits,1.14,122678,COSMOS,4
CAPERS-COSMOS_P4_s000124333_x1d.fits,5.39,124333,COSMOS,4
CAPERS-COSMOS_P4_s000124665_x1d.fits,3.13,124665,COSMOS,4
CAPERS-COSMOS_P4_s000124783_x1d.fits,6.1,124783,COSMOS,4
CAPERS-COSMOS_P4_s000124868_x1d.fits,2.03,124868,COSMOS,4
CAPERS-COSMOS_P4_s000125214_x1d.fits,0.41,125214,COSMOS,4
CAPERS-COSMOS_P4_s000125366_x1d.fits,8.84,125366,COSMOS,4
CAPERS-COSMOS_P4_s000125384_x1d.fits,1.31,125384,COSMOS,4
CAPERS-COSMOS_P4_s000125780_x1d.fits,0.93,125780,COSMOS,4
CAPERS-COSMOS_P4_s000125832_x1d.fits,7.66,125832,COSMOS,4
CAPERS-COSMOS_P4_s000126325_x1d.fits,1.08,126325,COSMOS,4
CAPERS-COSMOS_P4_s000126400_x1d.fits,1.55,126400,COSMOS,4
CAPERS-COSMOS_P4_s000126479_x1d.fits,1.68,126479,COSMOS,4
CAPERS-COSMOS_P4_s000126541_x1d.fits,6.14,126541,COSMOS,4
CAPERS-COSMOS_P4_s000126644_x1d.fits,1.95,126644,COSMOS,4
CAPERS-COSMOS_P4_s000126703_x1d.fits,6.52,126703,COSMOS,4
CAPERS-COSMOS_P4_s000126737_x1d.fits,1.46,126737,COSMOS,4
CAPERS-COSMOS_P4_s000126753_x1d.fits,2.26,126753,COSMOS,4
CAPERS-COSMOS_P4_s000126965_x1d.fits,0.68,126965,COSMOS,4
CAPERS-COSMOS_P4_s000126970_x1d.fits,0.85,126970,COSMOS,4
CAPERS-COSMOS_P4_s000126988_x1d.fits,1.0,126988,COSMOS,4
CAPERS-COSMOS_P4_s000127005_x1d.fits,7.77,127005,COSMOS,4
CAPERS-COSMOS_P4_s000127146_x1d.fits,3.62,127146,COSMOS,4
CAPERS-COSMOS_P4_s000127295_x1d.fits,4.9,127295,COSMOS,4
CAPERS-COSMOS_P4_s000127336_x1d.fits,2.5,127336,COSMOS,4
CAPERS-COSMOS_P4_s000127440_x1d.fits,3.67,127440,COSMOS,4
CAPERS-COSMOS_P4_s000127565_x1d.fits,1.49,127565,COSMOS,4
CAPERS-COSMOS_P4_s000127817_x1d.fits,0.96,127817,COSMOS,4
CAPERS-COSMOS_P4_s000127995_x1d.fits,4.55,127995,COSMOS,4
CAPERS-COSMOS_P4_s000128093_x1d.fits,2.81,128093,COSMOS,4
CAPERS-COSMOS_P4_s000128172_x1d.fits,2.98,128172,COSMOS,4
CAPERS-COSMOS_P4_s000128188_x1d.fits,2.28,128188,COSMOS,4
CAPERS-COSMOS_P4_s000128236_x1d.fits,3.07,128236,COSMOS,4
CAPERS-COSMOS_P4_s000128325_x1d.fits,6.65,128325,COSMOS,4
CAPERS-COSMOS_P4_s000128342_x1d.fits,5.52,128342,COSMOS,4
CAPERS-COSMOS_P4_s000128452_x1d.fits,4.37,128452,COSMOS,4
CAPERS-COSMOS_P4_s000128550_x1d.fits,3.24,128550,COSMOS,4
CAPERS-COSMOS_P4_s000128608_x1d.fits,0.84,128608,COSMOS,4
CAPERS-COSMOS_P4_s000128893_x1d.fits,4.46,128893,COSMOS,4
CAPERS-COSMOS_P4_s000128977_x1d.fits,1.88,128977,COSMOS,4
CAPERS-COSMOS_P4_s000129044_x1d.fits,2.37,129044,COSMOS,4
CAPERS-COSMOS_P4_s000129568_x1d.fits,7.15,129568,COSMOS,4
CAPERS-COSMOS_P4_s000129985_x1d.fits,0.61,129985,COSMOS,4
CAPERS-COSMOS_P4_s000130050_x1d.fits,4.48,130050,COSMOS,4
CAPERS-COSMOS_P4_s000130614_x1d.fits,0.6,130614,COSMOS,4
CAPERS-COSMOS_P4_s000130870_x1d.fits,1.23,130870,COSMOS,4
CAPERS-COSMOS_P4_s000130956_x1d.fits,5.52,130956,COSMOS,4
CAPERS-COSMOS_P4_s000130957_x1d.fits,7.83,130957,COSMOS,4
CAPERS-COSMOS_P4_s000130994_x1d.fits,4.15,130994,COSMOS,4
CAPERS-COSMOS_P4_s000131197_x1d.fits,5.41,131197,COSMOS,4
CAPERS-COSMOS_P4_s000131896_x1d.fits,1.95,131896,COSMOS,4
CAPERS-COSMOS_P4_s000132285_x1d.fits,2.96,132285,COSMOS,4
CAPERS-COSMOS_P4_s000132380_x1d.fits,5.12,132380,COSMOS,4
CAPERS-COSMOS_P4_s000132577_x1d.fits,5.85,132577,COSMOS,4
CAPERS-COSMOS_P4_s000132792_x1d.fits,0.55,132792,COSMOS,4
CAPERS-COSMOS_P4_s000133072_x1d.fits,3.37,133072,COSMOS,4
CAPERS-COSMOS_P4_s000133074_x1d.fits,5.14,133074,COSMOS,4
CAPERS-COSMOS_P4_s000133095_x1d.fits,3.77,133095,COSMOS,4
CAPERS-COSMOS_P4_s000133286_x1d.fits,2.43,133286,COSMOS,4
CAPERS-COSMOS_P4_s000133338_x1d.fits,0.54,133338,COSMOS,4
CAPERS-COSMOS_P4_s000133387_x1d.fits,0.44,133387,COSMOS,4
CAPERS-COSMOS_P4_s000133511_x1d.fits,5.5,133511,COSMOS,4
CAPERS-COSMOS_P4_s000133583_x1d.fits,3.59,133583,COSMOS,4
CAPERS-COSMOS_P4_s000133896_x1d.fits,5.15,133896,COSMOS,4
CAPERS-COSMOS_P4_s000133938_x1d.fits,3.19,133938,COSMOS,4
CAPERS-COSMOS_P4_s000134365_x1d.fits,6.25,134365,COSMOS,4
CAPERS-COSMOS_P4_s000134374_x1d.fits,4.64,134374,COSMOS,4
CAPERS-COSMOS_P4_s000134824_x1d.fits,4.48,134824,COSMOS,4
CAPERS-COSMOS_P4_s000136300_x1d.fits,1.21,136300,COSMOS,4
CAPERS-COSMOS_P4_s000206429_x1d.fits,3.84,206429,COSMOS,4
CAPERS-COSMOS_P5_s000008881_x1d.fits,1.13,8881,COSMOS,5
CAPERS-COSMOS_P5_s000009220_x1d.fits,1.91,9220,COSMOS,5
CAPERS-COSMOS_P5_s000009464_x1d.fits,1.11,9464,COSMOS,5
CAPERS-COSMOS_P5_s000009678_x1d.fits,0.03,9678,COSMOS,5
CAPERS-COSMOS_P5_s000009705_x1d.fits,0.9,9705,COSMOS,5
CAPERS-COSMOS_P5_s000009745_x1d.fits,5.24,9745,COSMOS,5
CAPERS-COSMOS_P5_s000009795_x1d.fits,3.2,9795,COSMOS,5
CAPERS-COSMOS_P5_s000009809_x1d.fits,0.89,9809,COSMOS,5
CAPERS-COSMOS_P5_s000009828_x1d.fits,0.73,9828,COSMOS,5
CAPERS-COSMOS_P5_s000009836_x1d.fits,4.92,9836,COSMOS,5
CAPERS-COSMOS_P5_s000009924_x1d.fits,4.0,9924,COSMOS,5
CAPERS-COSMOS_P5_s000010033_x1d.fits,0.36,10033,COSMOS,5
CAPERS-COSMOS_P5_s000010048_x1d.fits,4.62,10048,COSMOS,5
CAPERS-COSMOS_P5_s000010051_x1d.fits,7.07,10051,COSMOS,5
CAPERS-COSMOS_P5_s000010052_x1d.fits,2.31,10052,COSMOS,5
CAPERS-COSMOS_P5_s000010244_x1d.fits,0.71,10244,COSMOS,5
CAPERS-COSMOS_P5_s000010246_x1d.fits,3.35,10246,COSMOS,5
CAPERS-COSMOS_P5_s000010344_x1d.fits,2.15,10344,COSMOS,5
CAPERS-COSMOS_P5_s000010446_x1d.fits,1.26,10446,COSMOS,5
CAPERS-COSMOS_P5_s000010452_x1d.fits,5.24,10452,COSMOS,5
CAPERS-COSMOS_P5_s000010535_x1d.fits,0.71,10535,COSMOS,5
CAPERS-COSMOS_P5_s000010559_x1d.fits,5.24,10559,COSMOS,5
CAPERS-COSMOS_P5_s000010639_x1d.fits,4.65,10639,COSMOS,5
CAPERS-COSMOS_P5_s000010677_x1d.fits,4.65,10677,COSMOS,5
CAPERS-COSMOS_P5_s000010813_x1d.fits,1.44,10813,COSMOS,5
CAPERS-COSMOS_P5_s000010860_x1d.fits,5.63,10860,COSMOS,5
CAPERS-COSMOS_P5_s000010940_x1d.fits,0.8,10940,COSMOS,5
CAPERS-COSMOS_P5_s000011016_x1d.fits,1.87,11016,COSMOS,5
CAPERS-COSMOS_P5_s000011115_x1d.fits,1.26,11115,COSMOS,5
CAPERS-COSMOS_P5_s000011148_x1d.fits,0.89,11148,COSMOS,5
CAPERS-COSMOS_P5_s000011170_x1d.fits,0.94,11170,COSMOS,5
CAPERS-COSMOS_P5_s000011188_x1d.fits,3.19,11188,COSMOS,5
CAPERS-COSMOS_P5_s000011226_x1d.fits,2.47,11226,COSMOS,5
CAPERS-COSMOS_P5_s000011227_x1d.fits,5.24,11227,COSMOS,5
CAPERS-COSMOS_P5_s000011231_x1d.fits,1.24,11231,COSMOS,5
CAPERS-COSMOS_P5_s000011239_x1d.fits,3.04,11239,COSMOS,5
CAPERS-COSMOS_P5_s000011259_x1d.fits,1.53,11259,COSMOS,5
CAPERS-COSMOS_P5_s000011281_x1d.fits,0.72,11281,COSMOS,5
CAPERS-COSMOS_P5_s000011332_x1d.fits,1.41,11332,COSMOS,5
CAPERS-COSMOS_P5_s000011366_x1d.fits,3.53,11366,COSMOS,5
CAPERS-COSMOS_P5_s000011409_x1d.fits,3.14,11409,COSMOS,5
CAPERS-COSMOS_P5_s000011639_x1d.fits,3.69,11639,COSMOS,5
CAPERS-COSMOS_P5_s000011742_x1d.fits,4.15,11742,COSMOS,5
CAPERS-COSMOS_P5_s000011748_x1d.fits,2.49,11748,COSMOS,5
CAPERS-COSMOS_P5_s000011835_x1d.fits,7.07,11835,COSMOS,5
CAPERS-COSMOS_P5_s000011932_x1d.fits,1.9,11932,COSMOS,5
CAPERS-COSMOS_P5_s000011954_x1d.fits,0.74,11954,COSMOS,5
CAPERS-COSMOS_P5_s000011955_x1d.fits,6.5,11955,COSMOS,5
CAPERS-COSMOS_P5_s000012016_x1d.fits,9.06,12016,COSMOS,5
CAPERS-COSMOS_P5_s000012037_x1d.fits,3.3,12037,COSMOS,5
CAPERS-COSMOS_P5_s000012245_x1d.fits,2.47,12245,COSMOS,5
CAPERS-COSMOS_P5_s000012396_x1d.fits,2.48,12396,COSMOS,5
CAPERS-COSMOS_P5_s000012659_x1d.fits,3.71,12659,COSMOS,5
CAPERS-COSMOS_P5_s000013054_x1d.fits,0.95,13054,COSMOS,5
CAPERS-COSMOS_P5_s000013084_x1d.fits,0.63,13084,COSMOS,5
CAPERS-COSMOS_P5_s000013250_x1d.fits,0.23,13250,COSMOS,5
CAPERS-COSMOS_P5_s000013301_x1d.fits,3.76,13301,COSMOS,5
CAPERS-COSMOS_P5_s000013302_x1d.fits,9.64,13302,COSMOS,5
CAPERS-COSMOS_P5_s000013373_x1d.fits,5.24,13373,COSMOS,5
CAPERS-COSMOS_P5_s000013456_x1d.fits,0.93,13456,COSMOS,5
CAPERS-COSMOS_P5_s000013561_x1d.fits,0.76,13561,COSMOS,5
CAPERS-COSMOS_P5_s000013574_x1d.fits,3.04,13574,COSMOS,5
CAPERS-COSMOS_P5_s000013575_x1d.fits,2.47,13575,COSMOS,5
CAPERS-COSMOS_P5_s000013640_x1d.fits,3.84,13640,COSMOS,5
CAPERS-COSMOS_P5_s000013668_x1d.fits,4.76,13668,COSMOS,5
CAPERS-COSMOS_P5_s000013708_x1d.fits,3.76,13708,COSMOS,5
CAPERS-COSMOS_P5_s000013756_x1d.fits,4.73,13756,COSMOS,5
CAPERS-COSMOS_P5_s000013783_x1d.fits,0.7,13783,COSMOS,5
CAPERS-COSMOS_P5_s000014023_x1d.fits,1.87,14023,COSMOS,5
CAPERS-COSMOS_P5_s000014113_x1d.fits,1.12,14113,COSMOS,5
CAPERS-COSMOS_P5_s000014119_x1d.fits,0.87,14119,COSMOS,5
CAPERS-COSMOS_P5_s000014162_x1d.fits,1.03,14162,COSMOS,5
CAPERS-COSMOS_P5_s000014165_x1d.fits,3.39,14165,COSMOS,5
CAPERS-COSMOS_P5_s000014180_x1d.fits,9.12,14180,COSMOS,5
CAPERS-COSMOS_P5_s000014203_x1d.fits,3.1,14203,COSMOS,5
CAPERS-COSMOS_P5_s000014217_x1d.fits,0.96,14217,COSMOS,5
CAPERS-COSMOS_P5_s000014245_x1d.fits,6.39,14245,COSMOS,5
CAPERS-COSMOS_P5_s000014349_x1d.fits,2.56,14349,COSMOS,5
CAPERS-COSMOS_P5_s000014350_x1d.fits,11.04,14350,COSMOS,5
CAPERS-COSMOS_P5_s000014513_x1d.fits,0.86,14513,COSMOS,5
CAPERS-COSMOS_P5_s000014574_x1d.fits,3.05,14574,COSMOS,5
CAPERS-COSMOS_P5_s000014575_x1d.fits,7.65,14575,COSMOS,5
CAPERS-COSMOS_P5_s000014579_x1d.fits,5.34,14579,COSMOS,5
CAPERS-COSMOS_P5_s000014718_x1d.fits,1.1,14718,COSMOS,5
CAPERS-COSMOS_P5_s000014731_x1d.fits,1.55,14731,COSMOS,5
CAPERS-COSMOS_P5_s000014738_x1d.fits,5.25,14738,COSMOS,5
CAPERS-COSMOS_P5_s000014863_x1d.fits,4.67,14863,COSMOS,5
CAPERS-COSMOS_P5_s000014951_x1d.fits,5.27,14951,COSMOS,5
CAPERS-COSMOS_P5_s000014970_x1d.fits,4.53,14970,COSMOS,5
CAPERS-COSMOS_P5_s000014982_x1d.fits,3.41,14982,COSMOS,5
CAPERS-COSMOS_P5_s000015017_x1d.fits,2.75,15017,COSMOS,5
CAPERS-COSMOS_P5_s000015230_x1d.fits,2.18,15230,COSMOS,5
CAPERS-COSMOS_P5_s000015351_x1d.fits,1.92,15351,COSMOS,5
CAPERS-COSMOS_P5_s000015390_x1d.fits,0.68,15390,COSMOS,5
CAPERS-COSMOS_P5_s000015616_x1d.fits,1.34,15616,COSMOS,5
CAPERS-COSMOS_P5_s000015656_x1d.fits,5.88,15656,COSMOS,5
CAPERS-COSMOS_P5_s000015722_x1d.fits,0.83,15722,COSMOS,5
CAPERS-COSMOS_P5_s000015810_x1d.fits,1.16,15810,COSMOS,5
CAPERS-COSMOS_P5_s000015880_x1d.fits,3.14,15880,COSMOS,5
CAPERS-COSMOS_P5_s000015887_x1d.fits,0.6,15887,COSMOS,5
CAPERS-COSMOS_P5_s000015944_x1d.fits,4.39,15944,COSMOS,5
CAPERS-COSMOS_P5_s000016135_x1d.fits,7.09,16135,COSMOS,5
CAPERS-COSMOS_P5_s000016142_x1d.fits,5.38,16142,COSMOS,5
CAPERS-COSMOS_P5_s000016174_x1d.fits,3.7,16174,COSMOS,5
CAPERS-COSMOS_P5_s000016188_x1d.fits,7.86,16188,COSMOS,5
CAPERS-COSMOS_P5_s000016252_x1d.fits,7.03,16252,COSMOS,5
CAPERS-COSMOS_P5_s000016297_x1d.fits,1.4,16297,COSMOS,5
CAPERS-COSMOS_P5_s000016324_x1d.fits,2.16,16324,COSMOS,5
CAPERS-COSMOS_P5_s000016464_x1d.fits,3.94,16464,COSMOS,5
CAPERS-COSMOS_P5_s000016548_x1d.fits,8.49,16548,COSMOS,5
CAPERS-COSMOS_P5_s000016560_x1d.fits,1.21,16560,COSMOS,5
CAPERS-COSMOS_P5_s000016592_x1d.fits,1.13,16592,COSMOS,5
