msa_id,z_spec,z_spec16,z_spec50,z_spec84
21061,1.3776144140997948,1.374096731819078,1.3785867642130656,1.383411229361741
117663,6.401610694770521,6.388044658722001,6.401009386539514,6.411703819237776
22235,1.6179658889730901,1.6130313623991384,1.6164497078731275,1.6198680533471164
18720,2.241050928895205,2.2343575950726535,2.238920735491915,2.243152328406335
108842,3.4834715144907458,3.4701198235668467,3.4810786930339845,3.4900384488814247
151195,0.12726871212398572,0.12574075569911872,0.13205611463876485,1.5373822721940154
22904,3.8846500144322302,3.878966862343149,3.8853494854266772,3.8917321085102055
19309,1.749990997346064,1.7468774365451403,1.7504708783185274,1.7540643200919146
116872,2.811404048732856,1.7129353614832576,2.386549360264835,2.8149886259712855
116343,9.564482189423302,3.280978056739733,9.34448248539691,9.563157596323547
12122,3.548500589944137,3.544171346094823,3.5501159925225227,3.5560606389502225
13724,3.315864439093355,3.3134933976328185,3.3191362731241516,3.32539315703438
149663,6.17281107166822,6.16489558976738,6.174268645431128,6.1836417010948805
12509,1.4808410555372213,1.4761739057214003,1.4794132154308943,1.4826525251403884
154203,6.891590019832157,0.7143044812357171,6.898673032510958,14.436783148727704
23597,0.8919303139116395,0.8887479054534457,0.8915439833648865,0.8940152523134589
118225,0.5401774514179911,0.5164897860436218,0.5390235007884746,0.5582163267864767
17454,3.2025758628705434,3.199947767554326,3.205442103615041,3.210936439675756
25250,2.0944111760768633,2.088433760914495,2.0924740237755746,2.096514286636654
105454,4.9494432156710815,4.9466461532688895,4.954425505348604,4.962204857428319
22431,9.269698210628354,9.262295923358478,9.275720971877657,9.289146020396837
24678,2.3015684319835605,2.2969186469544054,2.301231647975786,2.3055446489971665
21848,1.1666834578508776,1.1645740293640112,1.16740570675712,1.1702373841502287
104175,1.7795738872336817,1.3083507527893081,1.9189857135524069,3.5296348709815777
16528,1.6735244962541653,1.6688436505375135,1.6723350091736484,1.6758263678097816
109499,3.7091039133279926,3.704073280983724,3.7102271097669344,3.7163809385501447
18906,1.6111680187225517,1.6081299086816832,1.611901817225832,1.6153629983475557
23342,1.2702674364791222,1.2667221222550102,1.269687428917188,1.2726527355793658
117620,2.39396087137228,0.9827898919622441,2.3919156632898626,2.398443819701114
107315,0.407616203702464,0.40422524687152755,0.4090271953057689,3.9879315766941343
18505,1.8602174058689442,1.858056751548026,1.8625986062759945,1.8678130626207394
23203,0.11226406702253833,0.10568945173467062,0.11145166762077599,0.1169489127667347
23064,1.6971553350142639,1.6946054392598353,1.6981304992495565,1.7016555592392777
20901,2.5398970258539704,2.5330272768141984,2.537649153242479,2.5422710295717503
13245,0.9193712107118708,0.9173228307403947,0.9199308891617879,0.9227884559173994
105324,0.24470385976589926,0.2299270177511329,0.2400891812583888,0.24584665169316
104744,0.27124614761002475,0.26746978892500595,0.2709171941093938,0.2750677281464903
152985,-99.0,-99.0,-99.0,-99.0
14643,2.298268513785668,2.291683418488358,2.29711659460077,2.3017965059138827
15980,2.5594200987321942,2.5534500936837707,2.55809868696881,2.5627472802538276
103343,-99.0,-99.0,-99.0,-99.0
111987,5.484389272836777,5.471305675004093,5.479948288257173,5.48841422866136
118327,3.883184839215172,3.878966861504635,3.8853494845878735,3.891732108241788
100809,5.749697155194222,5.737654645493993,5.746468788252784,5.755282930935648
107558,2.8628205844144827,2.854331610222296,2.8632033081552497,2.872090422071755
99791,0.9487685065694522,0.894793563824586,0.9480607072562763,0.9561469160707032
150553,4.148459985324183,4.138745048235893,4.145470850939321,4.152193318039015
19088,2.798467279936535,2.7925787955182066,2.799131270252348,2.805086933614146
112506,4.499722508583331,3.9932925757089053,4.497255913417465,4.51360255843135
102254,-99.0,-99.0,-99.0,-99.0
113300,2.637139925268038,2.629349230891308,2.634097638486176,2.6388455230631935
17306,1.4771225835051527,1.4751025599509617,1.4784556904602035,1.482409717867841
101733,0.656815916757796,0.5613900617952281,0.6554997357213815,0.6623170599242215
24711,0.6692887507947634,0.6671324944784415,0.6697808484648292,0.6719815316816007
26616,2.3048716517501586,2.3018025705930705,2.3061219914018376,2.3112964503136824
24710,1.7626700955021466,1.7574556689864071,1.7610688211791372,1.7646761089782679
104843,3.0698153829892316,3.0635892327199867,3.0695917457916795,3.076109774879213
115149,2.2184427931844057,2.215587407786608,2.2197941071107,2.2240037729512725
16842,3.309395495355445,3.306170477799314,3.311803773508974,3.317437069218634
13141,6.59353811789082,6.588797234120152,6.598724834321037,6.609442920317967
153725,0.14820245626580197,0.14252999175261605,0.14838617467456083,0.15554962354000307
114647,-99.0,-99.0,-99.0,-99.0
22608,1.4632894659172986,1.4580316521506589,1.4622114179027967,1.466471701534329
24501,1.278910864850726,1.2754489848650277,1.278425707934882,1.2814024310047363
103256,0.13450636767482793,0.12806859961165842,0.13381932741427396,0.1386765710168354
153207,2.7636816402580062,2.769034401449286,7.214756713338065,9.59061335847201
117357,0.8219322941765823,0.8200447676450782,3.6212981526266415,4.046992776040338
25394,0.4286038489993711,0.4266631735552069,0.42877596803285695,0.43069259857912184
15947,3.1458077294263918,3.1423859992406995,3.1478050343021615,3.154112521639105
23512,2.1765561491244836,2.1726344163077798,2.1767848297523584,2.180935243196937
23982,4.075868473045041,4.070094664437153,4.076727319290925,4.083359974144696
153789,0.6773205978102752,0.28291672358929687,0.39194259291356315,0.6841208377481681
110610,3.707691394042481,3.702069203570421,3.7082890098228978,3.715675869845052
16543,1.4855591342982102,1.4850026436011818,1.4882549539099557,1.4919484679802657
23924,2.5576408335361953,2.5534500936837605,2.558098686968778,2.5627472802537956
102926,3.140835743939011,2.4973078667696953,4.824333872484123,8.036416554980914
104849,3.080410670890596,3.072363870303442,3.078689834823248,3.0844212662040675
117222,3.7124014400670315,3.7040750638659596,3.7102326725187424,3.716386508571186
152574,8.691000176651228,7.782260277016126,8.622889292424507,9.336438381184129
23072,2.3028893235170487,2.297119842499438,2.301806570773547,2.30612150462563
115417,2.595552402710307,2.588725530969472,2.595503164654064,2.6017362139384677
111758,0.8609695921051896,0.860640428552856,0.872856385197398,1.012605730767514
145668,4.157219811041436,4.148626255747123,4.155362124704912,4.162097515324092
20632,2.4055199776803993,2.4001753532391095,2.4052212585497803,2.409682951300498
13099,0.5958358422121146,0.5944724731685107,0.5965583522138382,0.5988441818911016
20100,3.2677964406366264,3.256859783518123,3.264963848389333,3.2718161527401985
20366,2.8786906602346884,2.8743483809707424,2.8794167706744878,2.8844851603782726
26208,4.89024526657527,4.878563170643961,4.886408073511044,4.894098563077204
101102,0.7071027545381714,0.6677263657703502,0.7049263707291189,0.7098388511880959
119540,3.865636978894261,3.8602585815809696,3.8670201070376886,3.8735093996800183
115091,1.0425471623367342,1.0394155894395165,1.04208354500391,1.0447514912484175
104491,3.7152297293330045,3.7041563045926664,3.71047909931914,3.7166332573222634
24085,0.7115469967112058,0.699716438661933,0.710216490941751,0.7181353939313119
117640,5.50712439855294,5.496133728396387,5.504631915463156,5.513130102529882
160247,-99.0,-99.0,-99.0,-99.0
102811,3.252885262877302,3.248644066757676,3.2542021069041427,3.2597601470506095
102481,4.712733541830387,4.700527924673144,4.707985306972897,4.715442689272648
14879,2.3035499674439426,2.297301757413848,2.302310982811591,2.3066544383726666
118331,5.648542368805954,5.574688040927828,5.643215797641956,5.667526064455694
22179,2.283788012789072,2.2782113065123,2.284423204463006,2.290310285438103
22603,0.09450000000000003,0.1021154615674047,0.1021154615674047,0.10552894449913346
18170,0.6818554827641079,0.6796946976397968,0.6818922754110506,0.6840896381588042
101795,6.037814192787563,6.028550444609087,6.037745134709926,6.046939824810765
113769,4.351611004845977,3.328535969980923,4.351464600359783,6.207597064149113
101007,2.936522179635582,2.9343586742979664,2.939505568959321,2.944652464093908
108558,0.5894652485247633,0.5852925366636538,0.59505869888483,0.6867028083661767
117414,1.3567831990326131,1.3545200714690218,1.359191777648586,2.758559178611765
18198,0.09450000000000003,0.1021154615674047,0.10239768081684597,0.10584856558202069
103227,5.061138404585741,5.050367953268285,5.058282993327365,5.066198033386445
18075,2.3420942718225244,2.335625339134084,2.3407524253912375,2.345128822930135
25393,20.079429041337544,19.923612163959366,19.938073510646642,19.95253485733392
117969,3.080410670890596,3.0734057193579654,3.0797114613439605,3.0850699395988292
17762,2.591240327589577,2.5877508031053713,2.5924442682876396,2.597137733469908
116484,1.4152375290465344,1.4125258532350815,1.4164965148279964,1.4207796228811975
102986,3.223219019027699,3.2161175339217323,3.2216330231337156,3.227148512345699
112618,4.899677202538415,4.889793213103739,4.897498190649151,4.905203168194564
25628,1.3854735020292868,1.3828293612793354,1.385946558447302,1.3890637556860068
102318,4.522869918653846,4.517344572926677,4.524562316318775,4.531780059710873
152715,1.6732571571717165,1.5966529372909397,1.6676957792013167,1.679381636878988
154040,3.7731078708137993,0.6783117893584127,3.7682061392358737,3.781996134412915
15577,2.3028893235170487,2.296931265708232,2.3012708008179494,2.3055838529918287
14502,1.8343074963635075,1.6564973045770763,1.8277510239252244,1.8393940655175025
108146,4.079422824854169,3.434415187670595,3.527506967488102,4.083401398450541
25494,3.711930223484247,3.704073280983724,3.7102271097669344,3.7163809385501447
24309,3.7025157806182936,3.695044021724423,3.701186038507224,3.707328055290025
18515,2.7460338413628422,2.742647503200995,2.747543692768454,2.7524419628787564
22267,1.1810308630287376,1.178768420235087,1.1839834303449401,1.3565063994210713
18960,1.8204533599852595,1.8164941782966721,1.821323797788344,1.8253765103937014
117381,5.971968698042273,5.961353953078237,5.970460737298573,5.979567521518909
152110,2.7636816402580062,2.757352089676416,2.7628060122077276,2.7677296670566833
26900,1.8502241433592483,1.8464809047524888,1.8506874374500708,1.8554157598798267
23731,-99.0,-99.0,-99.0,-99.0
111594,5.2320020528980065,5.227273452411201,5.235419918744387,5.243566385077571
13701,1.389054397282353,1.3875617393089277,1.401602245531764,1.411727408361094
100361,0.3478323535871024,0.3463542742799238,3.5067880307123764,3.5310649692944933
147757,3.1218316424608448,3.1199875520346554,3.1253772848193617,3.1307921204135423
16838,1.3006636803413354,1.201817922483482,1.3032261498959086,19.07721569528022
151856,1.3356673142548492,1.7946817150983925,4.4972082989408095,10.226816063050379
