ID,ra,dec,z_med,z_UNICORN,flux_F277W,flux_F356W,flux_F444W,MSA_weight,pointing,n_nods_vis1,n_nods_vis2,n_nods_vis3,eff_exp_time,shutter_centering
113121,34.508392373542854,-5.1713470831853146,3.85,3.849999999999989,26.80978401025865,26.75806703090909,26.9336589354956,199526,1,6,6,6,17069.0013,Midpoint
131428,34.45644692228932,-5.11031604948653,2.37,2.559999999999998,26.940959666336084,26.959339677761555,26.97927414227898,199526,2,6,0,6,11379.3342,Midpoint
14879,34.49003479854238,-5.152480779992501,2.29,2.29,26.79942624694354,26.73582023847475,26.6963496488994,199526,1,6,6,6,17069.0013,Midpoint
2644,34.2708356015514,-5.097777181668966,0.28,0.28,26.36613886630429,26.749214828634884,27.062460100491563,199526,3,0,6,6,11379.3342,Midpoint
79319,34.45950381378352,-5.251495598228778,0.04,0.04,27.441791861470502,26.865221698155764,27.2433888730502,199526,5,6,0,0,5689.6671,Midpoint
27904,34.45837450156079,-5.213960718628212,,12.939999999999916,25.886389931747708,24.96574706295639,24.203388507231583,100000,5,6,0,0,5689.6671,Midpoint
128156,34.42930497627368,-5.103013012844669,,12.009999999999936,27.630477468256487,28.02049772456545,27.94971780513608,100000,2,6,0,6,11379.3342,Midpoint
95782,34.428134820066305,-5.213935704633359,,7.330000000000016,26.76947367625082,26.64398262371288,26.050551299275146,100000,5,6,0,0,5689.6671,Midpoint
5643,34.429615628491945,-5.112317364775278,,7.150000000000015,25.77443260356673,24.85881226152257,24.670466463273296,100000,2,4,0,0,3793.1114,Midpoint
23419,34.47110735198022,-5.190455427095081,,5.41,25.99635059653325,25.036455969336863,24.14167780953284,100000,1,6,6,0,11379.3342,Midpoint
142615,34.41388145077196,-5.133551401966643,,7.900000000000021,28.46025590049743,28.38773016791625,27.306764420077585,89125,2,6,0,0,5689.6671,Midpoint
134084,34.45125288107178,-5.115815704796291,,7.390000000000016,29.23201737770586,28.955374305026616,28.08362754064768,61791,2,0,0,6,5689.6671,EOSA
10997,34.424296640760026,-5.136506687413261,,5.169999999999998,25.275504965998664,24.92866120448803,24.332623637022813,38459,2,6,0,0,5689.6671,Midpoint
21205,34.52105451367705,-5.179559834875609,,7.000000000000013,23.527073730315315,22.883937287353863,22.21950924915585,31622,1,6,6,0,11379.3342,Midpoint
13141,34.48985950112756,-5.145795628235513,,6.61000000000001,26.18715889855229,25.18078449743895,25.746398157872346,31622,1,6,6,0,11379.3342,Midpoint
22018,34.474094826411665,-5.183006482878387,,4.959999999999996,27.38390403019917,26.429993451549564,25.877333524287657,31622,1,6,6,0,11379.3342,Midpoint
34617,34.445947615191606,-5.245771877691428,,3.72999999999999,24.9831174397955,25.006567547399605,24.92778177097305,31622,5,6,0,0,5689.6671,Midpoint
25720,34.43431708309739,-5.202144950735344,,3.0699999999999945,24.35912383716355,24.35214931977869,24.30708286994416,31622,5,6,0,0,5689.6671,Midpoint
16781,34.47849477144037,-5.160615032435212,,2.559999999999998,22.53600755375368,21.87772390215101,21.46080698585024,31622,1,6,6,0,11379.3342,Midpoint
83976,34.428995065999395,-5.241319944847008,,8.650000000000007,27.1641960711813,27.368634139522086,27.17420334973185,21134,5,6,0,0,5689.6671,EOSA
133007,34.45750460720741,-5.113755037121347,,7.450000000000017,27.736704145499782,27.61110319157704,27.38925654162832,16788,2,6,0,0,5689.6671,Midpoint
134119,34.41845171377652,-5.11589207072396,,7.450000000000017,28.57670348739603,28.50413016799241,27.65107588169001,16788,2,6,0,6,11379.3342,Midpoint
134193,34.45118611231911,-5.1160104560201525,,7.330000000000016,27.207129125404062,27.364696410110817,26.63102217097116,14621,2,0,0,2,1896.5557,EOSA
137847,34.446673916147425,-5.123985552447434,,7.210000000000015,26.75616195750565,26.81654416568741,26.13876116778465,12735,2,6,0,0,5689.6671,Midpoint
33755,34.450809892015975,-5.2418432507994455,,7.120000000000014,27.230402461756896,26.91437783538536,26.58214003807032,11481,5,6,0,0,5689.6671,Midpoint
154195,34.45449842839889,-5.156661652125392,,8.08000000000002,28.37392160318757,28.18668014667655,27.906403301467225,10964,2,6,0,0,5689.6671,Midpoint
150024,34.26150791590583,-5.14832888613031,,7.360000000000016,28.98719123749084,28.721221904723848,28.06261114159266,10555,3,0,6,0,5689.6671,Midpoint
150146,34.43841945614102,-5.148543933953235,,8.05000000000002,28.726922782928227,28.40513911746908,28.00079254229381,10544,2,6,0,0,5689.6671,Midpoint
134109,34.45117239910025,-5.11586727739572,,6.970000000000013,27.36716371746826,27.063421840628383,27.00222424425167,9660,2,0,0,4,3793.1114,EOSA
4275,34.43938567443339,-5.106210988392011,,6.940000000000013,27.122827395882503,26.75095300880387,26.78960496291316,9332,2,2,0,0,1896.5557,Midpoint
118617,34.475124316253115,-5.119068731089093,,6.940000000000013,27.50496886911825,27.25573210644577,27.422306419743983,9332,2,6,0,0,5689.6671,Midpoint
16730,34.48670617441225,-5.160100341840902,,7.900000000000021,26.36320244570112,26.259400678310804,25.58349875205984,8912,1,6,0,0,5689.6671,Midpoint
132382,34.46194707371435,-5.111016092204984,,7.900000000000021,27.220788280415867,27.231227344337512,27.32747239778108,8912,2,6,0,0,5689.6671,Midpoint
149170,34.473944616067634,-5.146889721141537,,7.420000000000017,29.136764329283565,28.886551380136385,28.14181162237734,7169,1,6,6,0,11379.3342,Midpoint
10349,34.46746315755602,-5.133826623501198,,6.64000000000001,26.50088236853828,25.94141357708492,26.461091258241083,6606,2,6,0,6,11379.3342,Midpoint
126835,34.238233101337784,-5.099862522075398,,7.030000000000014,28.631038975930814,28.30315640236001,28.082684854149434,6431,3,0,0,6,5689.6671,Midpoint
24311,34.4649271907096,-5.19509028689881,,6.58000000000001,26.25943020871346,25.53534774134122,26.051921175458,6165,1,6,6,0,11379.3342,Midpoint
132241,34.46349998489731,-5.112198413837599,,6.58000000000001,27.47290347561292,27.135913699779223,27.71207596614072,6165,2,6,0,6,11379.3342,Midpoint
130679,34.439475716845585,-5.108655322733066,,7.300000000000016,28.47290628635575,28.35696300047189,27.46221534721191,4466,2,4,0,6,9482.7785,Midpoint
142432,34.268552035727126,-5.13251714685362,,6.790000000000012,28.13713024285262,28.113980868357963,28.46299034619916,4074,3,0,6,0,5689.6671,Midpoint
120957,34.23495143393732,-5.085183541449243,,5.169999999999998,27.844611435393524,27.483272180204743,26.661302819867792,3845,3,0,0,6,5689.6671,Midpoint
24063,34.503783739598695,-5.193844722166212,,6.160000000000006,25.175198022391577,24.67853928465005,24.924566204288386,3801,1,6,6,6,17069.0013,Midpoint
133089,34.42481224227176,-5.113934964741907,,7.030000000000014,28.421851016225688,28.046466638201863,27.923401083103307,3273,2,6,0,0,5689.6671,Midpoint
136553,34.42626333941928,-5.121686461462533,,10.779999999999962,29.102152906253536,29.781345097290952,28.62679899411134,2710,2,6,0,0,5689.6671,Midpoint
29620,34.46712593770802,-5.222538640195128,,4.839999999999995,24.289735272751223,24.211358881838912,24.312697055889103,2630,5,6,0,0,5689.6671,Midpoint
118488,34.486095213748825,-5.159427180779447,,7.000000000000013,28.97018574267341,28.20927867223341,28.034417458822844,2593,1,0,6,0,5689.6671,Midpoint
123712,34.24274261122372,-5.092421109800078,,6.820000000000012,27.987060352965543,27.233417758805587,27.66792237430664,2570,3,0,6,0,5689.6671,Midpoint
25289,34.50017009029692,-5.199942565419145,,6.760000000000011,27.289592501497303,26.48963598988084,26.88951443992205,2398,1,6,0,6,11379.3342,Midpoint
148367,34.42374572991848,-5.145497980736144,,6.760000000000011,26.99274803290664,26.9259738313778,27.07916523817358,2398,2,6,0,0,5689.6671,Midpoint
127878,34.278557665966744,-5.102780790768219,,6.760000000000011,28.51663980388542,27.59393396430272,28.50751994561947,2398,3,0,0,6,5689.6671,Midpoint
96994,34.47789582706945,-5.2109208568363,,6.760000000000011,27.893776216643765,28.028679664131744,28.384635129518685,2398,5,6,0,0,5689.6671,Midpoint
119084,34.44422088060979,-5.157920965994867,,6.730000000000011,27.71156050899632,27.334750526579384,27.4559178869228,2317,2,6,0,0,5689.6671,Midpoint
97121,34.4248797818591,-5.21057613904461,,6.730000000000011,28.051255728105424,27.232776366084394,27.89539080992398,2317,5,6,0,0,5689.6671,Midpoint
118287,34.45104652439779,-5.159839426829092,,6.700000000000011,28.19331874675493,27.58093516166856,27.921479237653145,2238,2,6,0,6,11379.3342,Midpoint
116237,34.452339363409905,-5.164320307815941,,6.670000000000011,28.103396250199587,27.57330936051511,27.81158370155466,2162,2,6,0,0,5689.6671,Midpoint
117317,34.43749381392685,-5.161885893995391,,6.670000000000011,28.48472845782475,27.93739698002816,28.18843135434289,2162,2,6,0,0,5689.6671,Midpoint
101795,34.478007911137745,-5.198334816748712,,6.61000000000001,27.21267199791469,26.481194692208582,26.998031725712508,2018,1,6,0,0,5689.6671,Midpoint
116555,34.479075585087735,-5.1636221199890135,,6.61000000000001,27.750362508948143,27.94086739413488,28.664765502988423,2018,1,6,6,0,11379.3342,Midpoint
127425,34.42770081018398,-5.10125462176132,,6.61000000000001,28.08927526379633,27.342511435288,27.684411893369465,2018,2,6,0,0,5689.6671,Midpoint
132283,34.436605272311326,-5.112298798235516,,6.61000000000001,28.768920251671965,27.9158188475512,28.558911840891767,2018,2,6,0,0,5689.6671,Midpoint
86840,34.421056921417595,-5.234525247482762,,6.61000000000001,27.78659289270628,27.51496014051009,27.54379748833143,2018,5,6,0,0,5689.6671,Midpoint
24166,34.467052125716,-5.19441689993497,,6.61000000000001,25.77149378268917,25.34202844270552,25.473306116558334,2018,1,0,6,0,5689.6671,Midpoint
