ID,ra,dec,z_med,z_UNICORN,flux_F277W,flux_F356W,flux_F444W,MSA_weight,pointing,n_nods_vis1,n_nods_vis2,n_nods_vis3,eff_exp_time,shutter_centering
37493,34.48739358900821,-5.2588401823623965,,1.5400000000000011,20.342048059702144,20.07766295947078,19.639291130454843,58,4,0,6,0,5689.6671,Midpoint
148849,34.26397013314787,-5.146281317475802,,3.6999999999999904,28.034850229288715,28.4263481079472,28.441361598299714,57,3,6,0,0,5689.6671,Midpoint
16602,34.504715022926646,-5.159537904152729,,3.519999999999992,24.5383744097356,24.68632412413384,24.447406652863307,57,1,6,6,0,11379.3342,Midpoint
7980,34.44944664380858,-5.124252854389304,,3.519999999999992,24.1848198996604,24.307363723940444,24.051005775236383,57,2,4,0,0,3793.1114,Midpoint
46203,34.289796903059695,-5.299682630072862,,3.519999999999992,26.21760424319791,26.4380636765732,26.39833195345225,57,7,6,0,0,5689.6671,Midpoint
54062,34.32310032636017,-5.308685679684488,,3.519999999999992,27.44715851802121,28.00397786597248,27.60456368695497,57,7,6,0,0,5689.6671,Midpoint
56744,34.3139839025183,-5.30156615871937,,3.519999999999992,27.869157985121447,28.00463460218433,27.45416486174588,57,7,6,0,0,5689.6671,Midpoint
149167,34.45761783101638,-5.146906932860191,,3.519999999999992,27.52540014957949,28.83811106803794,27.71178475639264,57,2,0,6,6,11379.3342,Midpoint
82261,34.45088633001035,-5.245199208960591,,4.929999999999996,28.28667632272129,28.473663745599232,28.88547758669663,56,5,0,6,0,5689.6671,Midpoint
134487,34.416099584558154,-5.116571786959384,,3.75999999999999,28.51159258485417,28.517454912851136,28.05394021049968,55,2,6,0,0,5689.6671,Midpoint
76158,34.46468971026365,-5.257948770909942,,3.489999999999992,27.413594434131674,27.53033075953725,27.51784705991124,55,5,6,0,0,5689.6671,Midpoint
103792,34.50582767427981,-5.193370133173878,,3.489999999999992,27.64616928112806,28.27721399998621,28.18693972123016,55,1,0,6,0,5689.6671,Midpoint
129427,34.26608173521598,-5.105236257089056,,3.489999999999992,27.3266490272853,27.55828822276773,27.50991779912893,55,3,0,6,0,5689.6671,Midpoint
54348,34.326741395099575,-5.307893115310215,,3.489999999999992,26.064373368977265,26.309090321133297,26.353272116225263,55,7,0,6,0,5689.6671,Midpoint
147991,34.438913072880936,-5.144580246738056,,3.489999999999992,27.40261115304216,28.5217701597918,27.87880809001838,55,2,0,0,6,5689.6671,Midpoint
113670,34.520259611810374,-5.170138541774795,,3.9699999999999886,28.099251170814146,28.28910325091195,28.89683598378792,54,1,6,0,0,5689.6671,Midpoint
130272,34.26650155947243,-5.107870003286523,,3.849999999999989,28.223927757611776,28.075708230367795,29.252294702355847,54,3,0,6,0,5689.6671,Midpoint
16543,34.478268403418475,-5.1595573752741615,,1.480000000000001,20.537066395368623,20.331524314105224,20.25618706003649,54,1,6,0,0,5689.6671,Midpoint
9082,34.40987907155485,-5.128740951884024,,3.459999999999992,26.023661966083203,26.09196329927174,26.043335606955143,53,2,6,0,6,11379.3342,Midpoint
147547,34.43990034342433,-5.14387847949663,,3.459999999999992,27.51275858176583,27.53977814004687,27.578348502586564,53,2,6,0,0,5689.6671,Midpoint
148887,34.44099418484968,-5.146393359893968,,3.459999999999992,27.50149536903893,27.736061259999488,27.77352900880329,53,2,6,0,0,5689.6671,Midpoint
61028,34.50628277577045,-5.291488013171545,,3.459999999999992,27.90435442591404,28.171535809158783,28.02532428071196,53,4,6,0,0,5689.6671,Midpoint
29970,34.45375685057323,-5.224118153862209,,3.459999999999992,26.55055204722237,26.81886410485378,26.72022307774079,53,5,6,0,0,5689.6671,Midpoint
42824,34.28589765063903,-5.28256011612548,,3.459999999999992,25.017746582295352,25.081848746182736,24.99141966509046,53,7,6,0,0,5689.6671,Midpoint
57971,34.33282732074315,-5.29857293315593,,3.459999999999992,27.43003436156131,27.78793206591486,27.49371918362969,53,7,6,0,0,5689.6671,Midpoint
79088,34.3101773189391,-5.251943396835546,,3.459999999999992,27.25362334280922,27.804185917634022,27.61461949595665,53,7,6,0,0,5689.6671,Midpoint
