              sample          id                                      file   z_manual                                                           Notes
232  CAPERS_UDS_V0.1  s000151218  CAPERS_UDS_P1_s000151218_x1d_optext.fits   0.931580                                   Higher_redshift_than_expected
233  CAPERS_UDS_V0.1  s000151253  CAPERS_UDS_P2_s000151253_x1d_optext.fits   2.330000                                                                
234  CAPERS_UDS_V0.1  s000151496  CAPERS_UDS_P1_s000151496_x1d_optext.fits   4.870000                                                                
235  CAPERS_UDS_V0.1  s000150024  CAPERS_UDS_P3_s000150024_x1d_optext.fits   7.155736                                                                
236  CAPERS_UDS_V0.1  s000151883  CAPERS_UDS_P2_s000151883_x1d_optext.fits   4.580000                                 Background_object_with_one_line
237  CAPERS_UDS_V0.1  s000152627  CAPERS_UDS_P1_s000152627_x1d_optext.fits   4.440000                                                                
238  CAPERS_UDS_V0.1  s000152669  CAPERS_UDS_P2_s000152669_x1d_optext.fits   1.365419                                                                
239  CAPERS_UDS_V0.1  s000152742  CAPERS_UDS_P1_s000152742_x1d_optext.fits   3.850000                                                                
240  CAPERS_UDS_V0.1  s000152832  CAPERS_UDS_P2_s000152832_x1d_optext.fits   6.120000                                                                
241  CAPERS_UDS_V0.1  s000152881  CAPERS_UDS_P2_s000152881_x1d_optext.fits   3.090000                                                                
242  CAPERS_UDS_V0.1  s000153329  CAPERS_UDS_P1_s000153329_x1d_optext.fits   2.550000                                                                
243  CAPERS_UDS_V0.1  s000154150  CAPERS_UDS_P1_s000154150_x1d_optext.fits   1.640000                                                                
244  CAPERS_UDS_V0.1  s000158839  CAPERS_UDS_P3_s000158839_x1d_optext.fits   2.486983                                                                
245  CAPERS_UDS_V0.1  s000151887  CAPERS_UDS_P1_s000151887_x1d_optext.fits   4.813047                                                                
246  CAPERS_UDS_V0.1  s000149553  CAPERS_UDS_P3_s000149553_x1d_optext.fits   2.693018                                                                
247  CAPERS_UDS_V0.1  s000149453  CAPERS_UDS_P2_s000149453_x1d_optext.fits   4.055384                                                                
248  CAPERS_UDS_V0.1  s000149441  CAPERS_UDS_P3_s000149441_x1d_optext.fits   6.203335                                                                
249  CAPERS_UDS_V0.1  s000143579  CAPERS_UDS_P2_s000143579_x1d_optext.fits   2.780000                                                                
250  CAPERS_UDS_V0.1  s000144125  CAPERS_UDS_P3_s000144125_x1d_optext.fits   2.990000                                                                
251  CAPERS_UDS_V0.1  s000144248  CAPERS_UDS_P2_s000144248_x1d_optext.fits   4.260000                                                                
252  CAPERS_UDS_V0.1  s000144250  CAPERS_UDS_P3_s000144250_x1d_optext.fits   2.146790                                                                
253  CAPERS_UDS_V0.1  s000144504  CAPERS_UDS_P2_s000144504_x1d_optext.fits   4.310000                                                                
254  CAPERS_UDS_V0.1  s000145434  CAPERS_UDS_P3_s000145434_x1d_optext.fits   6.300000                                                                
255  CAPERS_UDS_V0.1  s000145668  CAPERS_UDS_P1_s000145668_x1d_optext.fits   0.367417                                                                
256  CAPERS_UDS_V0.1  s000146515  CAPERS_UDS_P3_s000146515_x1d_optext.fits   3.159080                                                                
257  CAPERS_UDS_V0.1  s000147066  CAPERS_UDS_P2_s000147066_x1d_optext.fits   6.816819                                                                
258  CAPERS_UDS_V0.1  s000147730  CAPERS_UDS_P2_s000147730_x1d_optext.fits   1.850000                                                                
259  CAPERS_UDS_V0.1  s000147757  CAPERS_UDS_P1_s000147757_x1d_optext.fits   3.120000                                                                
260  CAPERS_UDS_V0.1  s000147991  CAPERS_UDS_P2_s000147991_x1d_optext.fits   3.606876                                                                
261  CAPERS_UDS_V0.1  s000148119  CAPERS_UDS_P2_s000148119_x1d_optext.fits   2.221621                                                                
262  CAPERS_UDS_V0.1  s000148356  CAPERS_UDS_P1_s000148356_x1d_optext.fits   3.520000                                                                
263  CAPERS_UDS_V0.1  s000148930  CAPERS_UDS_P2_s000148930_x1d_optext.fits   3.977439                                                                
264  CAPERS_UDS_V0.1  s000149167  CAPERS_UDS_P2_s000149167_x1d_optext.fits   3.511505                                                                
265  CAPERS_UDS_V0.1  s000149170  CAPERS_UDS_P1_s000149170_x1d_optext.fits   7.430000                                                                
266  CAPERS_UDS_V0.1  s000149210  CAPERS_UDS_P2_s000149210_x1d_optext.fits   4.452942                                                                
267  CAPERS_UDS_V0.1  s000149392  CAPERS_UDS_P1_s000149392_x1d_optext.fits   2.471132                                                                
268  CAPERS_UDS_V0.1  s000142883  CAPERS_UDS_P3_s000142883_x1d_optext.fits   4.163946                                                                
269  CAPERS_UDS_V0.1  s000131428  CAPERS_UDS_P2_s000131428_x1d_optext.fits   2.639388                                                                
270  CAPERS_UDS_V0.1  s000131422  CAPERS_UDS_P2_s000131422_x1d_optext.fits   3.150327                                                                
271  CAPERS_UDS_V0.1  s000131184  CAPERS_UDS_P3_s000131184_x1d_optext.fits   4.160000                                                                
272  CAPERS_UDS_V0.1  s000116484  CAPERS_UDS_P1_s000116484_x1d_optext.fits   1.414060                                                                
273  CAPERS_UDS_V0.1  s000117317  CAPERS_UDS_P2_s000117317_x1d_optext.fits   9.380000                                                                
274  CAPERS_UDS_V0.1  s000117381  CAPERS_UDS_P1_s000117381_x1d_optext.fits   5.960000                                   Higher_redshift_than_expected
275  CAPERS_UDS_V0.1  s000117504  CAPERS_UDS_P1_s000117504_x1d_optext.fits   3.970000                                                                
276  CAPERS_UDS_V0.1  s000117640  CAPERS_UDS_P1_s000117640_x1d_optext.fits   5.500000                                   Higher_redshift_than_expected
277  CAPERS_UDS_V0.1  s000117960  CAPERS_UDS_P1_s000117960_x1d_optext.fits   3.342779                                                                
278  CAPERS_UDS_V0.1  s000117969  CAPERS_UDS_P1_s000117969_x1d_optext.fits   3.066996                                                                
279  CAPERS_UDS_V0.1  s000118287  CAPERS_UDS_P2_s000118287_x1d_optext.fits   6.720000                                                                
280  CAPERS_UDS_V0.1  s000116034  CAPERS_UDS_P1_s000116034_x1d_optext.fits   3.016310                                                                
281  CAPERS_UDS_V0.1  s000118327  CAPERS_UDS_P1_s000118327_x1d_optext.fits   3.890000                                                                
282  CAPERS_UDS_V0.1  s000118617  CAPERS_UDS_P2_s000118617_x1d_optext.fits   6.810000                                                                
283  CAPERS_UDS_V0.1  s000118622  CAPERS_UDS_P3_s000118622_x1d_optext.fits   3.696736                                   Higher_redshift_than_expected
284  CAPERS_UDS_V0.1  s000119232  CAPERS_UDS_P1_s000119232_x1d_optext.fits   2.077679                                                                
285  CAPERS_UDS_V0.1  s000119324  CAPERS_UDS_P2_s000119324_x1d_optext.fits   6.980000                                                                
286  CAPERS_UDS_V0.1  s000119487  CAPERS_UDS_P1_s000119487_x1d_optext.fits   3.018504                                                                
287  CAPERS_UDS_V0.1  s000119497  CAPERS_UDS_P1_s000119497_x1d_optext.fits   9.410366                                                                
288  CAPERS_UDS_V0.1  s000119540  CAPERS_UDS_P1_s000119540_x1d_optext.fits   0.902601                                                                
289  CAPERS_UDS_V0.1  s000119600  CAPERS_UDS_P2_s000119600_x1d_optext.fits   4.050000                                                                
290  CAPERS_UDS_V0.1  s000118477  CAPERS_UDS_P2_s000118477_x1d_optext.fits   3.700000                                                                
291  CAPERS_UDS_V0.1  s000115968  CAPERS_UDS_P2_s000115968_x1d_optext.fits   0.910000                                                                
292  CAPERS_UDS_V0.1  s000115149  CAPERS_UDS_P1_s000115149_x1d_optext.fits   6.034817                                                                
293  CAPERS_UDS_V0.1  s000115091  CAPERS_UDS_P1_s000115091_x1d_optext.fits   1.040000                                                                
294  CAPERS_UDS_V0.1  s000105454  CAPERS_UDS_P1_s000105454_x1d_optext.fits   4.950000                                                                
295  CAPERS_UDS_V0.1  s000105478  CAPERS_UDS_P1_s000105478_x1d_optext.fits   2.273207                                                                
296  CAPERS_UDS_V0.1  s000105697  CAPERS_UDS_P1_s000105697_x1d_optext.fits   1.820000                                                                
297  CAPERS_UDS_V0.1  s000106041  CAPERS_UDS_P1_s000106041_x1d_optext.fits   3.690000                                                                
298  CAPERS_UDS_V0.1  s000106108  CAPERS_UDS_P1_s000106108_x1d_optext.fits   0.898693                                                                
299  CAPERS_UDS_V0.1  s000107283  CAPERS_UDS_P1_s000107283_x1d_optext.fits   4.010000                                                                
300  CAPERS_UDS_V0.1  s000107315  CAPERS_UDS_P1_s000107315_x1d_optext.fits   0.444672                                                                
301  CAPERS_UDS_V0.1  s000109499  CAPERS_UDS_P1_s000109499_x1d_optext.fits   3.700000                                                                
302  CAPERS_UDS_V0.1  s000110467  CAPERS_UDS_P1_s000110467_x1d_optext.fits   1.868747                                                                
303  CAPERS_UDS_V0.1  s000111124  CAPERS_UDS_P1_s000111124_x1d_optext.fits   1.435504                                                                
304  CAPERS_UDS_V0.1  s000111625  CAPERS_UDS_P1_s000111625_x1d_optext.fits   1.491883                                                                
305  CAPERS_UDS_V0.1  s000111677  CAPERS_UDS_P1_s000111677_x1d_optext.fits   2.940000                                                                
306  CAPERS_UDS_V0.1  s000111758  CAPERS_UDS_P1_s000111758_x1d_optext.fits   2.265032                                                                
307  CAPERS_UDS_V0.1  s000111987  CAPERS_UDS_P1_s000111987_x1d_optext.fits   5.496255                                                                
308  CAPERS_UDS_V0.1  s000112272  CAPERS_UDS_P1_s000112272_x1d_optext.fits   5.320000                                                                
309  CAPERS_UDS_V0.1  s000112618  CAPERS_UDS_P1_s000112618_x1d_optext.fits   4.890000                                   Higher_redshift_than_expected
310  CAPERS_UDS_V0.1  s000112891  CAPERS_UDS_P1_s000112891_x1d_optext.fits   3.245083                                                                
311  CAPERS_UDS_V0.1  s000113121  CAPERS_UDS_P1_s000113121_x1d_optext.fits   3.581226                                                                
312  CAPERS_UDS_V0.1  s000113300  CAPERS_UDS_P1_s000113300_x1d_optext.fits   2.630000                                                                
313  CAPERS_UDS_V0.1  s000120287  CAPERS_UDS_P3_s000120287_x1d_optext.fits   5.230000                                                                
314  CAPERS_UDS_V0.1  s000120399  CAPERS_UDS_P3_s000120399_x1d_optext.fits   4.150000                                                                
315  CAPERS_UDS_V0.1  s000120957  CAPERS_UDS_P3_s000120957_x1d_optext.fits   4.100000                                                                
316  CAPERS_UDS_V0.1  s000121018  CAPERS_UDS_P3_s000121018_x1d_optext.fits   2.950000                                                                
317  CAPERS_UDS_V0.1  s000127376  CAPERS_UDS_P2_s000127376_x1d_optext.fits   9.550826                                                                
318  CAPERS_UDS_V0.1  s000127425  CAPERS_UDS_P2_s000127425_x1d_optext.fits   6.080000                                                                
319  CAPERS_UDS_V0.1  s000127603  CAPERS_UDS_P2_s000127603_x1d_optext.fits   1.370000                                                                
320  CAPERS_UDS_V0.1  s000127609  CAPERS_UDS_P3_s000127609_x1d_optext.fits   2.732101                                                                
321  CAPERS_UDS_V0.1  s000127666  CAPERS_UDS_P3_s000127666_x1d_optext.fits   2.055573                                                                
322  CAPERS_UDS_V0.1  s000127878  CAPERS_UDS_P3_s000127878_x1d_optext.fits   5.497299                                   Possible_background_companion
323  CAPERS_UDS_V0.1  s000128033  CAPERS_UDS_P3_s000128033_x1d_optext.fits   1.530536                                              Unrecognized_lines
324  CAPERS_UDS_V0.1  s000128063  CAPERS_UDS_P3_s000128063_x1d_optext.fits   5.668284                                                  Noisy_spectrum
325  CAPERS_UDS_V0.1  s000128268  CAPERS_UDS_P3_s000128268_x1d_optext.fits   3.240000                                                                
326  CAPERS_UDS_V0.1  s000128666  CAPERS_UDS_P3_s000128666_x1d_optext.fits   3.180000                                                                
327  CAPERS_UDS_V0.1  s000128684  CAPERS_UDS_P3_s000128684_x1d_optext.fits   2.964789                                                                
328  CAPERS_UDS_V0.1  s000128794  CAPERS_UDS_P3_s000128794_x1d_optext.fits   3.440000                                                                
329  CAPERS_UDS_V0.1  s000128846  CAPERS_UDS_P2_s000128846_x1d_optext.fits   4.620000                                                                
330  CAPERS_UDS_V0.1  s000129010  CAPERS_UDS_P3_s000129010_x1d_optext.fits   3.230000                                                                
331  CAPERS_UDS_V0.1  s000129019  CAPERS_UDS_P2_s000129019_x1d_optext.fits   3.822952                                                                
332  CAPERS_UDS_V0.1  s000129427  CAPERS_UDS_P3_s000129427_x1d_optext.fits   3.706136                                                                
333  CAPERS_UDS_V0.1  s000129431  CAPERS_UDS_P2_s000129431_x1d_optext.fits   2.520000                                                                
334  CAPERS_UDS_V0.1  s000130334  CAPERS_UDS_P3_s000130334_x1d_optext.fits   1.722097                                                                
335  CAPERS_UDS_V0.1  s000130523  CAPERS_UDS_P3_s000130523_x1d_optext.fits   2.015870                                                                
336  CAPERS_UDS_V0.1  s000127325  CAPERS_UDS_P2_s000127325_x1d_optext.fits   8.730000                                                                
337  CAPERS_UDS_V0.1  s000104896  CAPERS_UDS_P1_s000104896_x1d_optext.fits   3.700000                                                                
338  CAPERS_UDS_V0.1  s000127208  CAPERS_UDS_P3_s000127208_x1d_optext.fits   3.780000                                                                
339  CAPERS_UDS_V0.1  s000127118  CAPERS_UDS_P3_s000127118_x1d_optext.fits   3.770000                                                                
340  CAPERS_UDS_V0.1  s000121483  CAPERS_UDS_P3_s000121483_x1d_optext.fits   1.660000                                                                
341  CAPERS_UDS_V0.1  s000121916  CAPERS_UDS_P3_s000121916_x1d_optext.fits   6.010000                                                                
342  CAPERS_UDS_V0.1  s000122596  CAPERS_UDS_P3_s000122596_x1d_optext.fits   0.755068                                                                
343  CAPERS_UDS_V0.1  s000122743  CAPERS_UDS_P3_s000122743_x1d_optext.fits   1.710000                                                                
344  CAPERS_UDS_V0.1  s000122898  CAPERS_UDS_P3_s000122898_x1d_optext.fits   2.990000                                                                
345  CAPERS_UDS_V0.1  s000123090  CAPERS_UDS_P3_s000123090_x1d_optext.fits   3.770000                                                                
346  CAPERS_UDS_V0.1  s000123562  CAPERS_UDS_P3_s000123562_x1d_optext.fits   2.858149                                                                
347  CAPERS_UDS_V0.1  s000123685  CAPERS_UDS_P3_s000123685_x1d_optext.fits   2.970000                                                                
348  CAPERS_UDS_V0.1  s000124206  CAPERS_UDS_P3_s000124206_x1d_optext.fits   2.347105                                                                
349  CAPERS_UDS_V0.1  s000124731  CAPERS_UDS_P3_s000124731_x1d_optext.fits   2.390000                                                                
350  CAPERS_UDS_V0.1  s000124876  CAPERS_UDS_P3_s000124876_x1d_optext.fits   3.770000                                                                
351  CAPERS_UDS_V0.1  s000125108  CAPERS_UDS_P3_s000125108_x1d_optext.fits   3.714533                                                                
352  CAPERS_UDS_V0.1  s000125682  CAPERS_UDS_P3_s000125682_x1d_optext.fits   3.790000                                                                
353  CAPERS_UDS_V0.1  s000125718  CAPERS_UDS_P2_s000125718_x1d_optext.fits   5.970000                                   Higher_redshift_than_expected
354  CAPERS_UDS_V0.1  s000126599  CAPERS_UDS_P3_s000126599_x1d_optext.fits   1.775362                                                                
355  CAPERS_UDS_V0.1  s000126803  CAPERS_UDS_P3_s000126803_x1d_optext.fits   0.392027                                                                
356  CAPERS_UDS_V0.1  s000126835  CAPERS_UDS_P3_s000126835_x1d_optext.fits   7.470000                                                                
357  CAPERS_UDS_V0.1  s000126953  CAPERS_UDS_P3_s000126953_x1d_optext.fits   0.770874                                                                
358  CAPERS_UDS_V0.1  s000126973  CAPERS_UDS_P3_s000126973_x1d_optext.fits  10.996649                                                                
359  CAPERS_UDS_V0.1  s000127155  CAPERS_UDS_P3_s000127155_x1d_optext.fits   5.240000                                                                
360  CAPERS_UDS_V0.1  s000024167  CAPERS_UDS_P1_s000024167_x1d_optext.fits   6.090000                                                                
361  CAPERS_UDS_V0.1  s000159732  CAPERS_UDS_P2_s000159732_x1d_optext.fits   1.560000                                                                
362  CAPERS_UDS_V0.1  s000024145  CAPERS_UDS_P1_s000024145_x1d_optext.fits   2.760000                                                                
363  CAPERS_UDS_V0.1  s000004166  CAPERS_UDS_P2_s000004166_x1d_optext.fits   5.780000                                                                
364  CAPERS_UDS_V0.1  s000010442  CAPERS_UDS_P3_s000010442_x1d_optext.fits   4.120000                                                                
365  CAPERS_UDS_V0.1  s000010443  CAPERS_UDS_P3_s000010443_x1d_optext.fits   4.090000                                                                
366  CAPERS_UDS_V0.1  s000004157  CAPERS_UDS_P3_s000004157_x1d_optext.fits   1.910742                                                                
367  CAPERS_UDS_V0.1  s000010623  CAPERS_UDS_P3_s000010623_x1d_optext.fits   3.930000                                                                
368  CAPERS_UDS_V0.1  s000010729  CAPERS_UDS_P3_s000010729_x1d_optext.fits   5.320000                                                                
369  CAPERS_UDS_V0.1  s000010904  CAPERS_UDS_P2_s000010904_x1d_optext.fits   1.820000                                                                
370  CAPERS_UDS_V0.1  s000004035  CAPERS_UDS_P3_s000004035_x1d_optext.fits   1.532017                                                                
371  CAPERS_UDS_V0.1  s000011027  CAPERS_UDS_P3_s000011027_x1d_optext.fits   1.520000                                                                
372  CAPERS_UDS_V0.1  s000011066  CAPERS_UDS_P3_s000011066_x1d_optext.fits   1.500790                                                                
373  CAPERS_UDS_V0.1  s000003810  CAPERS_UDS_P3_s000003810_x1d_optext.fits   1.706104                                                                
374  CAPERS_UDS_V0.1  s000011192  CAPERS_UDS_P2_s000011192_x1d_optext.fits   3.120000                                                                
375  CAPERS_UDS_V0.1  s000011228  CAPERS_UDS_P2_s000011228_x1d_optext.fits   3.241399                                                                
376  CAPERS_UDS_V0.1  s000011351  CAPERS_UDS_P3_s000011351_x1d_optext.fits   5.030000                                                                
377  CAPERS_UDS_V0.1  s000011410  CAPERS_UDS_P3_s000011410_x1d_optext.fits   2.178550                                                                
378  CAPERS_UDS_V0.1  s000011442  CAPERS_UDS_P3_s000011442_x1d_optext.fits   2.876860                                 Background_object_in_absorption
379  CAPERS_UDS_V0.1  s000003772  CAPERS_UDS_P3_s000003772_x1d_optext.fits   6.490000                                                                
380  CAPERS_UDS_V0.1  s000010438  CAPERS_UDS_P3_s000010438_x1d_optext.fits   3.788610                                                                
381  CAPERS_UDS_V0.1  s000010424  CAPERS_UDS_P2_s000010424_x1d_optext.fits   1.442496                                                                
382  CAPERS_UDS_V0.1  s000004227  CAPERS_UDS_P3_s000004227_x1d_optext.fits   2.070000                                                                
383  CAPERS_UDS_V0.1  s000010406  CAPERS_UDS_P3_s000010406_x1d_optext.fits   1.574272                                                                
384  CAPERS_UDS_V0.1  s000004355  CAPERS_UDS_P3_s000004355_x1d_optext.fits   2.410000                                                                
385  CAPERS_UDS_V0.1  s000009628  CAPERS_UDS_P2_s000009628_x1d_optext.fits   3.980000                                                                
386  CAPERS_UDS_V0.1  s000009644  CAPERS_UDS_P2_s000009644_x1d_optext.fits   1.340000                                                                
387  CAPERS_UDS_V0.1  s000009648  CAPERS_UDS_P2_s000009648_x1d_optext.fits   4.539339                       Companion_object_(z_=_4.5_and_z_=_2.876)_
388  CAPERS_UDS_V0.1  s000009677  CAPERS_UDS_P2_s000009677_x1d_optext.fits   4.460000                                                                
389  CAPERS_UDS_V0.1  s000009687  CAPERS_UDS_P2_s000009687_x1d_optext.fits   3.556691                       Background_object_in_absorption_(z=3.988)
390  CAPERS_UDS_V0.1  s000004341  CAPERS_UDS_P3_s000004341_x1d_optext.fits   2.010000                                                                
391  CAPERS_UDS_V0.1  s000009725  CAPERS_UDS_P2_s000009725_x1d_optext.fits   1.977880                                                                
392  CAPERS_UDS_V0.1  s000003737  CAPERS_UDS_P3_s000003737_x1d_optext.fits   2.290000                                                                
393  CAPERS_UDS_V0.1  s000009814  CAPERS_UDS_P3_s000009814_x1d_optext.fits   0.813702                                                                
394  CAPERS_UDS_V0.1  s000009866  CAPERS_UDS_P3_s000009866_x1d_optext.fits   2.640000                                                                
395  CAPERS_UDS_V0.1  s000009998  CAPERS_UDS_P2_s000009998_x1d_optext.fits   3.960000                                                                
396  CAPERS_UDS_V0.1  s000010011  CAPERS_UDS_P3_s000010011_x1d_optext.fits   2.610000                                                                
397  CAPERS_UDS_V0.1  s000004337  CAPERS_UDS_P2_s000004337_x1d_optext.fits   1.681144                                                                
398  CAPERS_UDS_V0.1  s000010310  CAPERS_UDS_P2_s000010310_x1d_optext.fits   2.171775                                                                
399  CAPERS_UDS_V0.1  s000010349  CAPERS_UDS_P2_s000010349_x1d_optext.fits   6.120000                                                                
400  CAPERS_UDS_V0.1  s000004275  CAPERS_UDS_P2_s000004275_x1d_optext.fits   6.844770                                                                
401  CAPERS_UDS_V0.1  s000010385  CAPERS_UDS_P3_s000010385_x1d_optext.fits   1.578309                                                                
402  CAPERS_UDS_V0.1  s000009841  CAPERS_UDS_P3_s000009841_x1d_optext.fits   0.820000                                                                
403  CAPERS_UDS_V0.1  s000011470  CAPERS_UDS_P2_s000011470_x1d_optext.fits   1.561665                                                                
404  CAPERS_UDS_V0.1  s000003687  CAPERS_UDS_P3_s000003687_x1d_optext.fits   1.910000                                                                
405  CAPERS_UDS_V0.1  s000011521  CAPERS_UDS_P2_s000011521_x1d_optext.fits   1.086176                                                                
406  CAPERS_UDS_V0.1  s000012468  CAPERS_UDS_P3_s000012468_x1d_optext.fits   1.425623                                                                
407  CAPERS_UDS_V0.1  s000012474  CAPERS_UDS_P2_s000012474_x1d_optext.fits   1.424247                                                                
408  CAPERS_UDS_V0.1  s000012509  CAPERS_UDS_P1_s000012509_x1d_optext.fits   1.477156                                                                
409  CAPERS_UDS_V0.1  s000012531  CAPERS_UDS_P2_s000012531_x1d_optext.fits   0.756414                                                                
410  CAPERS_UDS_V0.1  s000012658  CAPERS_UDS_P2_s000012658_x1d_optext.fits   2.239630                                                                
411  CAPERS_UDS_V0.1  s000012780  CAPERS_UDS_P3_s000012780_x1d_optext.fits   2.860000                                                                
412  CAPERS_UDS_V0.1  s000003491  CAPERS_UDS_P3_s000003491_x1d_optext.fits   3.780000                                                                
413  CAPERS_UDS_V0.1  s000012967  CAPERS_UDS_P3_s000012967_x1d_optext.fits   2.720000                                                                
414  CAPERS_UDS_V0.1  s000003540  CAPERS_UDS_P2_s000003540_x1d_optext.fits   1.405055                                                                
415  CAPERS_UDS_V0.1  s000003434  CAPERS_UDS_P3_s000003434_x1d_optext.fits   2.950000                                                                
416  CAPERS_UDS_V0.1  s000013099  CAPERS_UDS_P1_s000013099_x1d_optext.fits   0.590000                                                                
417  CAPERS_UDS_V0.1  s000013105  CAPERS_UDS_P3_s000013105_x1d_optext.fits   1.120000                                                                
418  CAPERS_UDS_V0.1  s000013141  CAPERS_UDS_P1_s000013141_x1d_optext.fits   6.590000                                                                
419  CAPERS_UDS_V0.1  s000013149  CAPERS_UDS_P3_s000013149_x1d_optext.fits   2.058172                                                                
420  CAPERS_UDS_V0.1  s000013189  CAPERS_UDS_P2_s000013189_x1d_optext.fits   8.280000                                                                
421  CAPERS_UDS_V0.1  s000013192  CAPERS_UDS_P2_s000013192_x1d_optext.fits   1.906211                                                                
422  CAPERS_UDS_V0.1  s000013194  CAPERS_UDS_P2_s000013194_x1d_optext.fits   4.508655                                                                
423  CAPERS_UDS_V0.1  s000005430  CAPERS_UDS_P2_s000005430_x1d_optext.fits   0.370000                                                                
424  CAPERS_UDS_V0.1  s000012969  CAPERS_UDS_P2_s000012969_x1d_optext.fits   1.640000                                                                
425  CAPERS_UDS_V0.1  s000009505  CAPERS_UDS_P3_s000009505_x1d_optext.fits   1.859548                                                                
426  CAPERS_UDS_V0.1  s000012416  CAPERS_UDS_P2_s000012416_x1d_optext.fits   3.980000                                                                
427  CAPERS_UDS_V0.1  s000012326  CAPERS_UDS_P3_s000012326_x1d_optext.fits   1.740000                                                                
428  CAPERS_UDS_V0.1  s000011538  CAPERS_UDS_P3_s000011538_x1d_optext.fits   2.320000                                                                
429  CAPERS_UDS_V0.1  s000011622  CAPERS_UDS_P3_s000011622_x1d_optext.fits   5.320000                                                                
430  CAPERS_UDS_V0.1  s000011625  CAPERS_UDS_P2_s000011625_x1d_optext.fits   2.270000                                                                
431  CAPERS_UDS_V0.1  s000011655  CAPERS_UDS_P2_s000011655_x1d_optext.fits   3.500000                                                                
432  CAPERS_UDS_V0.1  s000011686  CAPERS_UDS_P3_s000011686_x1d_optext.fits   2.470000                                                                
433  CAPERS_UDS_V0.1  s000011854  CAPERS_UDS_P3_s000011854_x1d_optext.fits   2.994423                                                                
434  CAPERS_UDS_V0.1  s000003671  CAPERS_UDS_P3_s000003671_x1d_optext.fits   1.080118                                 Background_object_in_absorption
435  CAPERS_UDS_V0.1  s000011936  CAPERS_UDS_P3_s000011936_x1d_optext.fits   4.360000                                                                
436  CAPERS_UDS_V0.1  s000012383  CAPERS_UDS_P2_s000012383_x1d_optext.fits   1.460000                                                                
437  CAPERS_UDS_V0.1  s000012018  CAPERS_UDS_P3_s000012018_x1d_optext.fits   4.110000                                                                
438  CAPERS_UDS_V0.1  s000024166  CAPERS_UDS_P1_s000024166_x1d_optext.fits   6.090000                                                                
439  CAPERS_UDS_V0.1  s000003587  CAPERS_UDS_P3_s000003587_x1d_optext.fits   0.306950                                                                
440  CAPERS_UDS_V0.1  s000012122  CAPERS_UDS_P1_s000012122_x1d_optext.fits   3.540000                                                                
441  CAPERS_UDS_V0.1  s000012158  CAPERS_UDS_P2_s000012158_x1d_optext.fits   1.430000                                                                
442  CAPERS_UDS_V0.1  s000012161  CAPERS_UDS_P2_s000012161_x1d_optext.fits   1.090000                                                                
443  CAPERS_UDS_V0.1  s000003581  CAPERS_UDS_P3_s000003581_x1d_optext.fits   3.200000                                                                
444  CAPERS_UDS_V0.1  s000012190  CAPERS_UDS_P2_s000012190_x1d_optext.fits   2.089350                                                  Wavy_continuum
445  CAPERS_UDS_V0.1  s000012314  CAPERS_UDS_P2_s000012314_x1d_optext.fits   0.950000                                                                
446  CAPERS_UDS_V0.1  s000012066  CAPERS_UDS_P3_s000012066_x1d_optext.fits   1.264089                                                                
447  CAPERS_UDS_V0.1  s000009469  CAPERS_UDS_P2_s000009469_x1d_optext.fits   1.160000                                                                
448  CAPERS_UDS_V0.1  s000009423  CAPERS_UDS_P3_s000009423_x1d_optext.fits   1.167092                                                                
449  CAPERS_UDS_V0.1  s000009277  CAPERS_UDS_P2_s000009277_x1d_optext.fits   1.600000                                                                
450  CAPERS_UDS_V0.1  s000006309  CAPERS_UDS_P2_s000006309_x1d_optext.fits   0.910000                                                                
451  CAPERS_UDS_V0.1  s000006363  CAPERS_UDS_P2_s000006363_x1d_optext.fits   3.950000                                                                
452  CAPERS_UDS_V0.1  s000006365  CAPERS_UDS_P3_s000006365_x1d_optext.fits   1.071369                                                                
453  CAPERS_UDS_V0.1  s000005038  CAPERS_UDS_P2_s000005038_x1d_optext.fits   1.404053                                                                
454  CAPERS_UDS_V0.1  s000006445  CAPERS_UDS_P2_s000006445_x1d_optext.fits   1.060000                                                                
455  CAPERS_UDS_V0.1  s000006503  CAPERS_UDS_P3_s000006503_x1d_optext.fits   0.938645                                                                
456  CAPERS_UDS_V0.1  s000006543  CAPERS_UDS_P2_s000006543_x1d_optext.fits   1.767154                                                                
457  CAPERS_UDS_V0.1  s000006673  CAPERS_UDS_P2_s000006673_x1d_optext.fits   1.090017                                                                
458  CAPERS_UDS_V0.1  s000006267  CAPERS_UDS_P2_s000006267_x1d_optext.fits   6.260000                                                                
459  CAPERS_UDS_V0.1  s000006684  CAPERS_UDS_P2_s000006684_x1d_optext.fits   0.212537                        Possible_background_object_in_absorption
460  CAPERS_UDS_V0.1  s000004988  CAPERS_UDS_P2_s000004988_x1d_optext.fits   1.120000                                                                
461  CAPERS_UDS_V0.1  s000006758  CAPERS_UDS_P3_s000006758_x1d_optext.fits   2.137381                                                                
462  CAPERS_UDS_V0.1  s000006802  CAPERS_UDS_P2_s000006802_x1d_optext.fits   1.596516                                                                
463  CAPERS_UDS_V0.1  s000006806  CAPERS_UDS_P2_s000006806_x1d_optext.fits   1.980000                                                                
464  CAPERS_UDS_V0.1  s000006814  CAPERS_UDS_P2_s000006814_x1d_optext.fits   1.227816                                                                
