              sample          id                                      file   z_manual                                                           Notes
465  CAPERS_UDS_V0.1  s000006820  CAPERS_UDS_P2_s000006820_x1d_optext.fits   4.190000                                                                
466  CAPERS_UDS_V0.1  s000006844  CAPERS_UDS_P3_s000006844_x1d_optext.fits   3.260000                                                                
467  CAPERS_UDS_V0.1  s000006891  CAPERS_UDS_P3_s000006891_x1d_optext.fits   0.765363                                                                
468  CAPERS_UDS_V0.1  s000005010  CAPERS_UDS_P2_s000005010_x1d_optext.fits   1.375658                                                                
469  CAPERS_UDS_V0.1  s000004944  CAPERS_UDS_P3_s000004944_x1d_optext.fits   3.480000                                                                
470  CAPERS_UDS_V0.1  s000006054  CAPERS_UDS_P2_s000006054_x1d_optext.fits   3.560000                                                                
471  CAPERS_UDS_V0.1  s000006009  CAPERS_UDS_P2_s000006009_x1d_optext.fits   1.759686                                                                
472  CAPERS_UDS_V0.1  s000005474  CAPERS_UDS_P2_s000005474_x1d_optext.fits   0.768101                                                                
473  CAPERS_UDS_V0.1  s000005510  CAPERS_UDS_P2_s000005510_x1d_optext.fits   4.540000                                                                
474  CAPERS_UDS_V0.1  s000005548  CAPERS_UDS_P3_s000005548_x1d_optext.fits   1.791443                                                                
475  CAPERS_UDS_V0.1  s000005307  CAPERS_UDS_P3_s000005307_x1d_optext.fits   1.678252                                                                
476  CAPERS_UDS_V0.1  s000005570  CAPERS_UDS_P3_s000005570_x1d_optext.fits   0.560000                                                                
477  CAPERS_UDS_V0.1  s000005633  CAPERS_UDS_P3_s000005633_x1d_optext.fits   1.874500                                                                
478  CAPERS_UDS_V0.1  s000005304  CAPERS_UDS_P2_s000005304_x1d_optext.fits   0.039797                                                                
479  CAPERS_UDS_V0.1  s000005643  CAPERS_UDS_P2_s000005643_x1d_optext.fits   7.219012                                                                
480  CAPERS_UDS_V0.1  s000006050  CAPERS_UDS_P2_s000006050_x1d_optext.fits   2.273873                                                  Wavy_continuum
481  CAPERS_UDS_V0.1  s000005645  CAPERS_UDS_P2_s000005645_x1d_optext.fits   1.043460                                                                
482  CAPERS_UDS_V0.1  s000005694  CAPERS_UDS_P3_s000005694_x1d_optext.fits   2.540000                                                                
483  CAPERS_UDS_V0.1  s000005703  CAPERS_UDS_P2_s000005703_x1d_optext.fits   2.090000                                                                
484  CAPERS_UDS_V0.1  s000005789  CAPERS_UDS_P3_s000005789_x1d_optext.fits   2.419281                                                                
485  CAPERS_UDS_V0.1  s000005149  CAPERS_UDS_P3_s000005149_x1d_optext.fits   1.970000                                                                
486  CAPERS_UDS_V0.1  s000005105  CAPERS_UDS_P3_s000005105_x1d_optext.fits   1.695577                                                                
487  CAPERS_UDS_V0.1  s000005811  CAPERS_UDS_P2_s000005811_x1d_optext.fits   3.100000                                                                
488  CAPERS_UDS_V0.1  s000005922  CAPERS_UDS_P2_s000005922_x1d_optext.fits   0.923167                                                                
489  CAPERS_UDS_V0.1  s000005933  CAPERS_UDS_P2_s000005933_x1d_optext.fits   2.399807                                                                
490  CAPERS_UDS_V0.1  s000005657  CAPERS_UDS_P2_s000005657_x1d_optext.fits   3.610000                                                                
491  CAPERS_UDS_V0.1  s000013227  CAPERS_UDS_P3_s000013227_x1d_optext.fits   3.020000                                                                
492  CAPERS_UDS_V0.1  s000004903  CAPERS_UDS_P3_s000004903_x1d_optext.fits   2.571016                                                                
493  CAPERS_UDS_V0.1  s000007128  CAPERS_UDS_P3_s000007128_x1d_optext.fits   3.066323                                                                
494  CAPERS_UDS_V0.1  s000008393  CAPERS_UDS_P2_s000008393_x1d_optext.fits   2.100000                                                                
495  CAPERS_UDS_V0.1  s000008552  CAPERS_UDS_P3_s000008552_x1d_optext.fits   2.470000                                                                
496  CAPERS_UDS_V0.1  s000004709  CAPERS_UDS_P3_s000004709_x1d_optext.fits   2.770000                                                                
497  CAPERS_UDS_V0.1  s000004679  CAPERS_UDS_P2_s000004679_x1d_optext.fits   1.920000                                                                
498  CAPERS_UDS_V0.1  s000008554  CAPERS_UDS_P3_s000008554_x1d_optext.fits   2.450000                                                                
499  CAPERS_UDS_V0.1  s000008559  CAPERS_UDS_P2_s000008559_x1d_optext.fits   1.235293                                                                
500  CAPERS_UDS_V0.1  s000008603  CAPERS_UDS_P3_s000008603_x1d_optext.fits   1.013805                                                                
501  CAPERS_UDS_V0.1  s000008776  CAPERS_UDS_P2_s000008776_x1d_optext.fits   1.102911                                                                
502  CAPERS_UDS_V0.1  s000008276  CAPERS_UDS_P3_s000008276_x1d_optext.fits   1.862533                                                                
503  CAPERS_UDS_V0.1  s000008867  CAPERS_UDS_P2_s000008867_x1d_optext.fits   2.254657                                                                
504  CAPERS_UDS_V0.1  s000008972  CAPERS_UDS_P2_s000008972_x1d_optext.fits   2.870000                                                                
505  CAPERS_UDS_V0.1  s000009025  CAPERS_UDS_P2_s000009025_x1d_optext.fits   1.810000                                                                
506  CAPERS_UDS_V0.1  s000004613  CAPERS_UDS_P2_s000004613_x1d_optext.fits   5.250000                                                                
507  CAPERS_UDS_V0.1  s000009082  CAPERS_UDS_P2_s000009082_x1d_optext.fits   3.563085                                                                
508  CAPERS_UDS_V0.1  s000009147  CAPERS_UDS_P3_s000009147_x1d_optext.fits   2.160462                                                                
509  CAPERS_UDS_V0.1  s000009159  CAPERS_UDS_P2_s000009159_x1d_optext.fits   0.859363                                                                
510  CAPERS_UDS_V0.1  s000009160  CAPERS_UDS_P2_s000009160_x1d_optext.fits   2.496496                                                                
511  CAPERS_UDS_V0.1  s000004557  CAPERS_UDS_P2_s000004557_x1d_optext.fits   3.570000                                                                
512  CAPERS_UDS_V0.1  s000008872  CAPERS_UDS_P2_s000008872_x1d_optext.fits   2.260000                                                                
513  CAPERS_UDS_V0.1  s000007032  CAPERS_UDS_P2_s000007032_x1d_optext.fits   1.981662                                                                
514  CAPERS_UDS_V0.1  s000008037  CAPERS_UDS_P3_s000008037_x1d_optext.fits   1.660000                                                                
515  CAPERS_UDS_V0.1  s000004827  CAPERS_UDS_P3_s000004827_x1d_optext.fits   1.349297                                                                
516  CAPERS_UDS_V0.1  s000007192  CAPERS_UDS_P2_s000007192_x1d_optext.fits   1.180000                                                                
517  CAPERS_UDS_V0.1  s000007348  CAPERS_UDS_P2_s000007348_x1d_optext.fits   2.641357                                 Second_redshift_object_at_8.351
518  CAPERS_UDS_V0.1  s000007353  CAPERS_UDS_P2_s000007353_x1d_optext.fits   3.590000                                                                
519  CAPERS_UDS_V0.1  s000007366  CAPERS_UDS_P2_s000007366_x1d_optext.fits   1.407393                                                                
520  CAPERS_UDS_V0.1  s000004857  CAPERS_UDS_P3_s000004857_x1d_optext.fits   2.620000                                                                
521  CAPERS_UDS_V0.1  s000007381  CAPERS_UDS_P2_s000007381_x1d_optext.fits   1.233069                                                                
522  CAPERS_UDS_V0.1  s000007386  CAPERS_UDS_P3_s000007386_x1d_optext.fits   1.089480                                                                
523  CAPERS_UDS_V0.1  s000007530  CAPERS_UDS_P2_s000007530_x1d_optext.fits   0.927002                                                                
524  CAPERS_UDS_V0.1  s000008013  CAPERS_UDS_P3_s000008013_x1d_optext.fits   1.650000                                                                
525  CAPERS_UDS_V0.1  s000007541  CAPERS_UDS_P2_s000007541_x1d_optext.fits   4.631567                                                                
526  CAPERS_UDS_V0.1  s000007599  CAPERS_UDS_P2_s000007599_x1d_optext.fits   1.932847                                                                
527  CAPERS_UDS_V0.1  s000007616  CAPERS_UDS_P3_s000007616_x1d_optext.fits   0.646184                                                  Second_object?
528  CAPERS_UDS_V0.1  s000007631  CAPERS_UDS_P2_s000007631_x1d_optext.fits   2.011381                                                                
529  CAPERS_UDS_V0.1  s000007806  CAPERS_UDS_P3_s000007806_x1d_optext.fits   1.740000                                                                
530  CAPERS_UDS_V0.1  s000007863  CAPERS_UDS_P3_s000007863_x1d_optext.fits   1.656165                                                                
531  CAPERS_UDS_V0.1  s000004854  CAPERS_UDS_P2_s000004854_x1d_optext.fits   4.540000                                                                
532  CAPERS_UDS_V0.1  s000007893  CAPERS_UDS_P2_s000007893_x1d_optext.fits   4.180000                                                                
533  CAPERS_UDS_V0.1  s000004831  CAPERS_UDS_P3_s000004831_x1d_optext.fits   3.520000                                                                
534  CAPERS_UDS_V0.1  s000007583  CAPERS_UDS_P2_s000007583_x1d_optext.fits   2.530000                                                                
535  CAPERS_UDS_V0.1  s000013260  CAPERS_UDS_P3_s000013260_x1d_optext.fits   5.600000                                                                
536  CAPERS_UDS_V0.1  s000003302  CAPERS_UDS_P3_s000003302_x1d_optext.fits   1.593444                                                                
537  CAPERS_UDS_V0.1  s000013358  CAPERS_UDS_P1_s000013358_x1d_optext.fits   3.550000                                                                
538  CAPERS_UDS_V0.1  s000018906  CAPERS_UDS_P1_s000018906_x1d_optext.fits   1.608491                                                                
539  CAPERS_UDS_V0.1  s000019309  CAPERS_UDS_P1_s000019309_x1d_optext.fits   1.750000                                                                
540  CAPERS_UDS_V0.1  s000019361  CAPERS_UDS_P1_s000019361_x1d_optext.fits   1.027729                                                                
541  CAPERS_UDS_V0.1  s000001294  CAPERS_UDS_P3_s000001294_x1d_optext.fits   2.284344                                                                
542  CAPERS_UDS_V0.1  s000019765  CAPERS_UDS_P1_s000019765_x1d_optext.fits   2.740000                                                                
543  CAPERS_UDS_V0.1  s000019769  CAPERS_UDS_P1_s000019769_x1d_optext.fits   4.540000                                                                
544  CAPERS_UDS_V0.1  s000020100  CAPERS_UDS_P1_s000020100_x1d_optext.fits   3.125051                                                                
545  CAPERS_UDS_V0.1  s000020302  CAPERS_UDS_P1_s000020302_x1d_optext.fits   0.654119                                                                
546  CAPERS_UDS_V0.1  s000020366  CAPERS_UDS_P1_s000020366_x1d_optext.fits   2.870000                                                                
547  CAPERS_UDS_V0.1  s000020431  CAPERS_UDS_P1_s000020431_x1d_optext.fits   2.320000                                                                
548  CAPERS_UDS_V0.1  s000020632  CAPERS_UDS_P1_s000020632_x1d_optext.fits   2.410000                                                                
549  CAPERS_UDS_V0.1  s000020757  CAPERS_UDS_P1_s000020757_x1d_optext.fits   1.182955                                                                
550  CAPERS_UDS_V0.1  s000020901  CAPERS_UDS_P1_s000020901_x1d_optext.fits   2.540000                                                                
551  CAPERS_UDS_V0.1  s000020919  CAPERS_UDS_P1_s000020919_x1d_optext.fits   5.810000                                                                
552  CAPERS_UDS_V0.1  s000021061  CAPERS_UDS_P1_s000021061_x1d_optext.fits   1.367856                                                                
553  CAPERS_UDS_V0.1  s000021079  CAPERS_UDS_P1_s000021079_x1d_optext.fits   1.187643                                                                
554  CAPERS_UDS_V0.1  s000021089  CAPERS_UDS_P1_s000021089_x1d_optext.fits   3.210000                                                                
555  CAPERS_UDS_V0.1  s000018900  CAPERS_UDS_P1_s000018900_x1d_optext.fits   2.562600                                                                
556  CAPERS_UDS_V0.1  s000002064  CAPERS_UDS_P3_s000002064_x1d_optext.fits   4.168769                                                                
557  CAPERS_UDS_V0.1  s000018754  CAPERS_UDS_P1_s000018754_x1d_optext.fits   0.942629                                                                
558  CAPERS_UDS_V0.1  s000018720  CAPERS_UDS_P1_s000018720_x1d_optext.fits   2.234649                                                                
559  CAPERS_UDS_V0.1  s000017467  CAPERS_UDS_P2_s000017467_x1d_optext.fits   1.473976                                                                
560  CAPERS_UDS_V0.1  s000017536  CAPERS_UDS_P2_s000017536_x1d_optext.fits   2.750000                                                                
561  CAPERS_UDS_V0.1  s000017601  CAPERS_UDS_P1_s000017601_x1d_optext.fits   0.762365                                                                
562  CAPERS_UDS_V0.1  s000017762  CAPERS_UDS_P1_s000017762_x1d_optext.fits   2.590000                                                  Wavy_continuum
563  CAPERS_UDS_V0.1  s000017775  CAPERS_UDS_P1_s000017775_x1d_optext.fits   0.472097                                                                
564  CAPERS_UDS_V0.1  s000017799  CAPERS_UDS_P1_s000017799_x1d_optext.fits   1.980000                                                                
565  CAPERS_UDS_V0.1  s000017905  CAPERS_UDS_P1_s000017905_x1d_optext.fits   1.474887                                                                
566  CAPERS_UDS_V0.1  s000017978  CAPERS_UDS_P1_s000017978_x1d_optext.fits   4.540000                                   Higher_redshift_than_expected
567  CAPERS_UDS_V0.1  s000021205  CAPERS_UDS_P1_s000021205_x1d_optext.fits   3.210000                                                                
568  CAPERS_UDS_V0.1  s000018075  CAPERS_UDS_P1_s000018075_x1d_optext.fits   2.344405                                                                
569  CAPERS_UDS_V0.1  s000018198  CAPERS_UDS_P1_s000018198_x1d_optext.fits   1.151330                                                                
570  CAPERS_UDS_V0.1  s000002356  CAPERS_UDS_P3_s000002356_x1d_optext.fits   5.790000                                                                
571  CAPERS_UDS_V0.1  s000018225  CAPERS_UDS_P1_s000018225_x1d_optext.fits   3.130000                                                                
572  CAPERS_UDS_V0.1  s000018271  CAPERS_UDS_P1_s000018271_x1d_optext.fits   3.880000                                                                
573  CAPERS_UDS_V0.1  s000018490  CAPERS_UDS_P1_s000018490_x1d_optext.fits   2.200000                                                                
574  CAPERS_UDS_V0.1  s000018505  CAPERS_UDS_P1_s000018505_x1d_optext.fits   1.866566                                                                
575  CAPERS_UDS_V0.1  s000018515  CAPERS_UDS_P1_s000018515_x1d_optext.fits   2.750000                                                                
576  CAPERS_UDS_V0.1  s000018582  CAPERS_UDS_P1_s000018582_x1d_optext.fits   3.348291                                                                
577  CAPERS_UDS_V0.1  s000002405  CAPERS_UDS_P3_s000002405_x1d_optext.fits   1.815407                                                                
578  CAPERS_UDS_V0.1  s000021760  CAPERS_UDS_P1_s000021760_x1d_optext.fits   3.480000                                                                
579  CAPERS_UDS_V0.1  s000021848  CAPERS_UDS_P1_s000021848_x1d_optext.fits   1.170000                                 Background_object_in_absorption
580  CAPERS_UDS_V0.1  s000022018  CAPERS_UDS_P1_s000022018_x1d_optext.fits   4.914514                                                                
581  CAPERS_UDS_V0.1  s000023248  CAPERS_UDS_P1_s000023248_x1d_optext.fits   3.150000                                                                
582  CAPERS_UDS_V0.1  s000023342  CAPERS_UDS_P1_s000023342_x1d_optext.fits   1.270000                                                                
583  CAPERS_UDS_V0.1  s000023419  CAPERS_UDS_P1_s000023419_x1d_optext.fits   5.510000                                                                
584  CAPERS_UDS_V0.1  s000023456  CAPERS_UDS_P1_s000023456_x1d_optext.fits   1.510000                                                                
585  CAPERS_UDS_V0.1  s000023512  CAPERS_UDS_P1_s000023512_x1d_optext.fits   2.170000                                                                
586  CAPERS_UDS_V0.1  s000023576  CAPERS_UDS_P1_s000023576_x1d_optext.fits   3.666581                                                                
587  CAPERS_UDS_V0.1  s000001279  CAPERS_UDS_P3_s000001279_x1d_optext.fits   1.034512                                                                
588  CAPERS_UDS_V0.1  s000023583  CAPERS_UDS_P1_s000023583_x1d_optext.fits   3.210000                                                                
589  CAPERS_UDS_V0.1  s000023216  CAPERS_UDS_P1_s000023216_x1d_optext.fits   2.288077                                                                
590  CAPERS_UDS_V0.1  s000023597  CAPERS_UDS_P1_s000023597_x1d_optext.fits   1.170000                                                                
591  CAPERS_UDS_V0.1  s000023835  CAPERS_UDS_P1_s000023835_x1d_optext.fits   2.218310                                   Object_companion_or_hot_pixel
592  CAPERS_UDS_V0.1  s000023924  CAPERS_UDS_P1_s000023924_x1d_optext.fits   2.550000                                                                
593  CAPERS_UDS_V0.1  s000023943  CAPERS_UDS_P1_s000023943_x1d_optext.fits   4.060000                                                                
594  CAPERS_UDS_V0.1  s000023982  CAPERS_UDS_P1_s000023982_x1d_optext.fits   4.070000                                                                
595  CAPERS_UDS_V0.1  s000024032  CAPERS_UDS_P1_s000024032_x1d_optext.fits   1.536822                                                                
596  CAPERS_UDS_V0.1  s000024063  CAPERS_UDS_P1_s000024063_x1d_optext.fits   6.029307                                                                
597  CAPERS_UDS_V0.1  s000000501  CAPERS_UDS_P3_s000000501_x1d_optext.fits   1.914357                                                                
598  CAPERS_UDS_V0.1  s000024090  CAPERS_UDS_P1_s000024090_x1d_optext.fits   1.470000                                                                
599  CAPERS_UDS_V0.1  s000023663  CAPERS_UDS_P1_s000023663_x1d_optext.fits   1.630000                                                                
600  CAPERS_UDS_V0.1  s000013338  CAPERS_UDS_P1_s000013338_x1d_optext.fits   1.510000                                                                
601  CAPERS_UDS_V0.1  s000023203  CAPERS_UDS_P1_s000023203_x1d_optext.fits   0.599658                                                                
602  CAPERS_UDS_V0.1  s000023089  CAPERS_UDS_P1_s000023089_x1d_optext.fits   2.280000                                                                
603  CAPERS_UDS_V0.1  s000022143  CAPERS_UDS_P1_s000022143_x1d_optext.fits   1.080085                                                                
604  CAPERS_UDS_V0.1  s000022179  CAPERS_UDS_P1_s000022179_x1d_optext.fits   2.261755                                                                
605  CAPERS_UDS_V0.1  s000022215  CAPERS_UDS_P1_s000022215_x1d_optext.fits   1.780000                                                                
606  CAPERS_UDS_V0.1  s000022235  CAPERS_UDS_P1_s000022235_x1d_optext.fits   1.620000                                                                
607  CAPERS_UDS_V0.1  s000022269  CAPERS_UDS_P1_s000022269_x1d_optext.fits   2.350000                                                                
608  CAPERS_UDS_V0.1  s000022431  CAPERS_UDS_P1_s000022431_x1d_optext.fits   9.272523                                                                
609  CAPERS_UDS_V0.1  s000022495  CAPERS_UDS_P1_s000022495_x1d_optext.fits   3.220000                                                                
610  CAPERS_UDS_V0.1  s000022603  CAPERS_UDS_P1_s000022603_x1d_optext.fits   2.580000                                                                
611  CAPERS_UDS_V0.1  s000023157  CAPERS_UDS_P1_s000023157_x1d_optext.fits   2.041806                                                                
612  CAPERS_UDS_V0.1  s000022608  CAPERS_UDS_P1_s000022608_x1d_optext.fits   1.440000                                                                
613  CAPERS_UDS_V0.1  s000022712  CAPERS_UDS_P1_s000022712_x1d_optext.fits   2.545576                                                                
614  CAPERS_UDS_V0.1  s000022752  CAPERS_UDS_P1_s000022752_x1d_optext.fits   3.850000                                                                
615  CAPERS_UDS_V0.1  s000022763  CAPERS_UDS_P1_s000022763_x1d_optext.fits   4.137418                                                                
616  CAPERS_UDS_V0.1  s000022904  CAPERS_UDS_P1_s000022904_x1d_optext.fits   3.890000                                                                
617  CAPERS_UDS_V0.1  s000022932  CAPERS_UDS_P1_s000022932_x1d_optext.fits   1.470000                                                      Flux_drops
618  CAPERS_UDS_V0.1  s000022960  CAPERS_UDS_P1_s000022960_x1d_optext.fits   3.810000                                                                
619  CAPERS_UDS_V0.1  s000023064  CAPERS_UDS_P1_s000023064_x1d_optext.fits   1.690000                                                                
620  CAPERS_UDS_V0.1  s000023072  CAPERS_UDS_P1_s000023072_x1d_optext.fits   2.289775                                                                
621  CAPERS_UDS_V0.1  s000022660  CAPERS_UDS_P1_s000022660_x1d_optext.fits   2.631714                                   Higher_redshift_than_expected
622  CAPERS_UDS_V0.1  s000017306  CAPERS_UDS_P1_s000017306_x1d_optext.fits   1.488719                                                                
623  CAPERS_UDS_V0.1  s000017454  CAPERS_UDS_P1_s000017454_x1d_optext.fits   3.200000                                                                
624  CAPERS_UDS_V0.1  s000014879  CAPERS_UDS_P1_s000014879_x1d_optext.fits   2.320000                                                                
625  CAPERS_UDS_V0.1  s000014332  CAPERS_UDS_P2_s000014332_x1d_optext.fits   1.310000                                                                
626  CAPERS_UDS_V0.1  s000014360  CAPERS_UDS_P2_s000014360_x1d_optext.fits   1.101909                                                                
627  CAPERS_UDS_V0.1  s000014381  CAPERS_UDS_P1_s000014381_x1d_optext.fits   1.483549                                                                
628  CAPERS_UDS_V0.1  s000014440  CAPERS_UDS_P2_s000014440_x1d_optext.fits   1.404926                                                                
629  CAPERS_UDS_V0.1  s000003126  CAPERS_UDS_P3_s000003126_x1d_optext.fits   2.172837                                                                
630  CAPERS_UDS_V0.1  s000014455  CAPERS_UDS_P2_s000014455_x1d_optext.fits   2.347505                                                                
631  CAPERS_UDS_V0.1  s000003099  CAPERS_UDS_P3_s000003099_x1d_optext.fits   0.813014                                                                
632  CAPERS_UDS_V0.1  s000014464  CAPERS_UDS_P2_s000014464_x1d_optext.fits   2.320077                                                                
633  CAPERS_UDS_V0.1  s000014285  CAPERS_UDS_P2_s000014285_x1d_optext.fits   2.017866                                                                
634  CAPERS_UDS_V0.1  s000014494  CAPERS_UDS_P2_s000014494_x1d_optext.fits   1.840000                                                                
635  CAPERS_UDS_V0.1  s000014643  CAPERS_UDS_P1_s000014643_x1d_optext.fits   2.293938                                                                
636  CAPERS_UDS_V0.1  s000002895  CAPERS_UDS_P3_s000002895_x1d_optext.fits   0.890334                                                                
637  CAPERS_UDS_V0.1  s000014673  CAPERS_UDS_P1_s000014673_x1d_optext.fits   2.300000                                                                
638  CAPERS_UDS_V0.1  s000014707  CAPERS_UDS_P1_s000014707_x1d_optext.fits   0.436302                                                                
639  CAPERS_UDS_V0.1  s000014745  CAPERS_UDS_P1_s000014745_x1d_optext.fits   2.886134                                                                
640  CAPERS_UDS_V0.1  s000014832  CAPERS_UDS_P1_s000014832_x1d_optext.fits   4.440000                                                                
641  CAPERS_UDS_V0.1  s000014839  CAPERS_UDS_P2_s000014839_x1d_optext.fits   1.340792                                                                
642  CAPERS_UDS_V0.1  s000014861  CAPERS_UDS_P1_s000014861_x1d_optext.fits   3.010000                                                                
643  CAPERS_UDS_V0.1  s000014598  CAPERS_UDS_P1_s000014598_x1d_optext.fits   4.170000                                                                
644  CAPERS_UDS_V0.1  s000017157  CAPERS_UDS_P1_s000017157_x1d_optext.fits   2.310000                                                                
645  CAPERS_UDS_V0.1  s000014171  CAPERS_UDS_P2_s000014171_x1d_optext.fits   2.180000                                                                
646  CAPERS_UDS_V0.1  s000014139  CAPERS_UDS_P2_s000014139_x1d_optext.fits   4.120000                                                                
647  CAPERS_UDS_V0.1  s000013394  CAPERS_UDS_P2_s000013394_x1d_optext.fits   3.510000                                                                
648  CAPERS_UDS_V0.1  s000013422  CAPERS_UDS_P3_s000013422_x1d_optext.fits   1.432271                                                                
649  CAPERS_UDS_V0.1  s000013471  CAPERS_UDS_P2_s000013471_x1d_optext.fits   1.530612                                                                
650  CAPERS_UDS_V0.1  s000013472  CAPERS_UDS_P2_s000013472_x1d_optext.fits   1.813487                                                                
651  CAPERS_UDS_V0.1  s000003288  CAPERS_UDS_P3_s000003288_x1d_optext.fits   2.530000                                                                
652  CAPERS_UDS_V0.1  s000013482  CAPERS_UDS_P2_s000013482_x1d_optext.fits   3.095822                                                                
653  CAPERS_UDS_V0.1  s000013524  CAPERS_UDS_P3_s000013524_x1d_optext.fits   4.060000                                                                
654  CAPERS_UDS_V0.1  s000013530  CAPERS_UDS_P1_s000013530_x1d_optext.fits   3.080460                                                                
655  CAPERS_UDS_V0.1  s000014150  CAPERS_UDS_P1_s000014150_x1d_optext.fits   1.900000                                                                
656  CAPERS_UDS_V0.1  s000013617  CAPERS_UDS_P2_s000013617_x1d_optext.fits   0.511265                                                                
657  CAPERS_UDS_V0.1  s000013709  CAPERS_UDS_P3_s000013709_x1d_optext.fits   1.642437                                                                
658  CAPERS_UDS_V0.1  s000013724  CAPERS_UDS_P1_s000013724_x1d_optext.fits   3.310000                                                                
659  CAPERS_UDS_V0.1  s000013788  CAPERS_UDS_P3_s000013788_x1d_optext.fits   2.100000                                                                
660  CAPERS_UDS_V0.1  s000013915  CAPERS_UDS_P2_s000013915_x1d_optext.fits   3.220000                                                                
661  CAPERS_UDS_V0.1  s000013920  CAPERS_UDS_P2_s000013920_x1d_optext.fits   2.492762                                                                
662  CAPERS_UDS_V0.1  s000013963  CAPERS_UDS_P3_s000013963_x1d_optext.fits   1.895536                                                                
663  CAPERS_UDS_V0.1  s000014069  CAPERS_UDS_P2_s000014069_x1d_optext.fits   5.810000                                                                
664  CAPERS_UDS_V0.1  s000003184  CAPERS_UDS_P3_s000003184_x1d_optext.fits   1.226171                                                                
665  CAPERS_UDS_V0.1  s000013701  CAPERS_UDS_P1_s000013701_x1d_optext.fits   1.437046                                                                
666  CAPERS_UDS_V0.1  s000014950  CAPERS_UDS_P1_s000014950_x1d_optext.fits   1.680000                                                                
667  CAPERS_UDS_V0.1  s000005378  CAPERS_UDS_P2_s000005378_x1d_optext.fits   2.972161                                                                
668  CAPERS_UDS_V0.1  s000015322  CAPERS_UDS_P2_s000015322_x1d_optext.fits   3.700000                                                                
669  CAPERS_UDS_V0.1  s000016352  CAPERS_UDS_P1_s000016352_x1d_optext.fits   0.208009                           Smooth_continuum_lines_not_recognized
670  CAPERS_UDS_V0.1  s000016427  CAPERS_UDS_P2_s000016427_x1d_optext.fits   1.654770                                                                
671  CAPERS_UDS_V0.1  s000016504  CAPERS_UDS_P1_s000016504_x1d_optext.fits   2.740000                                                                
672  CAPERS_UDS_V0.1  s000016528  CAPERS_UDS_P1_s000016528_x1d_optext.fits   1.670000                                                                
673  CAPERS_UDS_V0.1  s000016543  CAPERS_UDS_P1_s000016543_x1d_optext.fits   1.634331                                                                
674  CAPERS_UDS_V0.1  s000016560  CAPERS_UDS_P2_s000016560_x1d_optext.fits   3.970000                                                                
675  CAPERS_UDS_V0.1  s000016589  CAPERS_UDS_P2_s000016589_x1d_optext.fits   4.580000                                                                
676  CAPERS_UDS_V0.1  s000016602  CAPERS_UDS_P1_s000016602_x1d_optext.fits   3.600000                                                                
677  CAPERS_UDS_V0.1  s000016690  CAPERS_UDS_P1_s000016690_x1d_optext.fits   1.715967                                                                
678  CAPERS_UDS_V0.1  s000016730  CAPERS_UDS_P1_s000016730_x1d_optext.fits   7.790000                                                                
679  CAPERS_UDS_V0.1  s000016781  CAPERS_UDS_P1_s000016781_x1d_optext.fits   2.528325                                                                
680  CAPERS_UDS_V0.1  s000016842  CAPERS_UDS_P1_s000016842_x1d_optext.fits   3.300000                                                                
681  CAPERS_UDS_V0.1  s000016900  CAPERS_UDS_P2_s000016900_x1d_optext.fits   1.591917                                                                
682  CAPERS_UDS_V0.1  s000016935  CAPERS_UDS_P1_s000016935_x1d_optext.fits   4.150000                                                                
683  CAPERS_UDS_V0.1  s000016951  CAPERS_UDS_P1_s000016951_x1d_optext.fits   1.413827                                              Line_in_absorption
684  CAPERS_UDS_V0.1  s000016964  CAPERS_UDS_P1_s000016964_x1d_optext.fits   1.430000                                                                
685  CAPERS_UDS_V0.1  s000017103  CAPERS_UDS_P1_s000017103_x1d_optext.fits   1.462229                                                                
686  CAPERS_UDS_V0.1  s000017122  CAPERS_UDS_P2_s000017122_x1d_optext.fits   1.398935                                                                
687  CAPERS_UDS_V0.1  s000017133  CAPERS_UDS_P2_s000017133_x1d_optext.fits   3.246020                                                                
688  CAPERS_UDS_V0.1  s000016345  CAPERS_UDS_P1_s000016345_x1d_optext.fits   3.310000                                                                
689  CAPERS_UDS_V0.1  s000015280  CAPERS_UDS_P1_s000015280_x1d_optext.fits   5.220000                                                                
690  CAPERS_UDS_V0.1  s000016304  CAPERS_UDS_P2_s000016304_x1d_optext.fits   0.660000                                                                
691  CAPERS_UDS_V0.1  s000002502  CAPERS_UDS_P3_s000002502_x1d_optext.fits   0.428909                                                                
692  CAPERS_UDS_V0.1  s000015682  CAPERS_UDS_P1_s000015682_x1d_optext.fits   0.670000                                                                
693  CAPERS_UDS_V0.1  s000002822  CAPERS_UDS_P2_s000002822_x1d_optext.fits   2.290000                                                                
694  CAPERS_UDS_V0.1  s000015746  CAPERS_UDS_P1_s000015746_x1d_optext.fits   1.470000                                                                
695  CAPERS_UDS_V0.1  s000016264  CAPERS_UDS_P2_s000016264_x1d_optext.fits   0.837304                                                                
696  CAPERS_UDS_V0.1  s000015772  CAPERS_UDS_P2_s000015772_x1d_optext.fits   4.627452                                                                
697  CAPERS_UDS_V0.1  s000015867  CAPERS_UDS_P2_s000015867_x1d_optext.fits   2.170000                                                                
698  CAPERS_UDS_V0.1  s000015420  CAPERS_UDS_P1_s000015420_x1d_optext.fits   3.590000                                                                
699  CAPERS_UDS_V0.1  s000015577  CAPERS_UDS_P1_s000015577_x1d_optext.fits   2.307375                                                                
