              sample          id                                      file  z_manual
250  CAPERS_UDS_V0.1  s000020302  CAPERS_UDS_P1_s000020302_x1d_optext.fits      0.65
251  CAPERS_UDS_V0.1  s000020366  CAPERS_UDS_P1_s000020366_x1d_optext.fits      2.87
252  CAPERS_UDS_V0.1  s000020431  CAPERS_UDS_P1_s000020431_x1d_optext.fits      2.32
253  CAPERS_UDS_V0.1  s000020632  CAPERS_UDS_P1_s000020632_x1d_optext.fits      2.41
254  CAPERS_UDS_V0.1  s000020757  CAPERS_UDS_P1_s000020757_x1d_optext.fits      1.18
255  CAPERS_UDS_V0.1  s000020901  CAPERS_UDS_P1_s000020901_x1d_optext.fits      2.54
256  CAPERS_UDS_V0.1  s000020919  CAPERS_UDS_P1_s000020919_x1d_optext.fits      5.81
257  CAPERS_UDS_V0.1  s000021089  CAPERS_UDS_P1_s000021089_x1d_optext.fits      3.21
258  CAPERS_UDS_V0.1  s000021205  CAPERS_UDS_P1_s000021205_x1d_optext.fits      3.21
259  CAPERS_UDS_V0.1  s000021760  CAPERS_UDS_P1_s000021760_x1d_optext.fits      3.48
260  CAPERS_UDS_V0.1  s000021848  CAPERS_UDS_P1_s000021848_x1d_optext.fits      1.17
261  CAPERS_UDS_V0.1  s000022018  CAPERS_UDS_P1_s000022018_x1d_optext.fits      4.91
262  CAPERS_UDS_V0.1  s000022143  CAPERS_UDS_P1_s000022143_x1d_optext.fits      1.08
263  CAPERS_UDS_V0.1  s000022215  CAPERS_UDS_P1_s000022215_x1d_optext.fits      1.78
264  CAPERS_UDS_V0.1  s000022235  CAPERS_UDS_P1_s000022235_x1d_optext.fits      1.62
265  CAPERS_UDS_V0.1  s000022269  CAPERS_UDS_P1_s000022269_x1d_optext.fits      2.35
266  CAPERS_UDS_V0.1  s000022431  CAPERS_UDS_P1_s000022431_x1d_optext.fits      9.27
267  CAPERS_UDS_V0.1  s000022495  CAPERS_UDS_P1_s000022495_x1d_optext.fits      3.22
268  CAPERS_UDS_V0.1  s000022603  CAPERS_UDS_P1_s000022603_x1d_optext.fits      2.58
269  CAPERS_UDS_V0.1  s000022608  CAPERS_UDS_P1_s000022608_x1d_optext.fits      1.44
270  CAPERS_UDS_V0.1  s000022660  CAPERS_UDS_P1_s000022660_x1d_optext.fits      2.63
271  CAPERS_UDS_V0.1  s000022752  CAPERS_UDS_P1_s000022752_x1d_optext.fits      3.85
272  CAPERS_UDS_V0.1  s000022763  CAPERS_UDS_P1_s000022763_x1d_optext.fits      4.14
273  CAPERS_UDS_V0.1  s000022904  CAPERS_UDS_P1_s000022904_x1d_optext.fits      3.89
274  CAPERS_UDS_V0.1  s000022932  CAPERS_UDS_P1_s000022932_x1d_optext.fits      1.47
275  CAPERS_UDS_V0.1  s000022960  CAPERS_UDS_P1_s000022960_x1d_optext.fits      3.81
276  CAPERS_UDS_V0.1  s000023064  CAPERS_UDS_P1_s000023064_x1d_optext.fits      1.69
277  CAPERS_UDS_V0.1  s000023089  CAPERS_UDS_P1_s000023089_x1d_optext.fits      2.28
278  CAPERS_UDS_V0.1  s000023157  CAPERS_UDS_P1_s000023157_x1d_optext.fits      2.04
279  CAPERS_UDS_V0.1  s000023216  CAPERS_UDS_P1_s000023216_x1d_optext.fits      2.29
280  CAPERS_UDS_V0.1  s000023248  CAPERS_UDS_P1_s000023248_x1d_optext.fits      3.15
281  CAPERS_UDS_V0.1  s000023342  CAPERS_UDS_P1_s000023342_x1d_optext.fits      1.27
282  CAPERS_UDS_V0.1  s000023419  CAPERS_UDS_P1_s000023419_x1d_optext.fits      5.51
283  CAPERS_UDS_V0.1  s000023456  CAPERS_UDS_P1_s000023456_x1d_optext.fits      1.51
284  CAPERS_UDS_V0.1  s000023512  CAPERS_UDS_P1_s000023512_x1d_optext.fits      2.17
285  CAPERS_UDS_V0.1  s000023576  CAPERS_UDS_P1_s000023576_x1d_optext.fits      3.67
286  CAPERS_UDS_V0.1  s000023583  CAPERS_UDS_P1_s000023583_x1d_optext.fits      3.21
287  CAPERS_UDS_V0.1  s000023597  CAPERS_UDS_P1_s000023597_x1d_optext.fits      1.17
288  CAPERS_UDS_V0.1  s000023663  CAPERS_UDS_P1_s000023663_x1d_optext.fits      1.63
289  CAPERS_UDS_V0.1  s000023835  CAPERS_UDS_P1_s000023835_x1d_optext.fits      2.22
290  CAPERS_UDS_V0.1  s000023924  CAPERS_UDS_P1_s000023924_x1d_optext.fits      2.55
291  CAPERS_UDS_V0.1  s000023943  CAPERS_UDS_P1_s000023943_x1d_optext.fits      4.06
292  CAPERS_UDS_V0.1  s000023982  CAPERS_UDS_P1_s000023982_x1d_optext.fits      4.07
293  CAPERS_UDS_V0.1  s000024032  CAPERS_UDS_P1_s000024032_x1d_optext.fits      1.54
294  CAPERS_UDS_V0.1  s000024063  CAPERS_UDS_P1_s000024063_x1d_optext.fits      6.03
295  CAPERS_UDS_V0.1  s000024090  CAPERS_UDS_P1_s000024090_x1d_optext.fits      1.47
296  CAPERS_UDS_V0.1  s000024145  CAPERS_UDS_P1_s000024145_x1d_optext.fits      2.76
297  CAPERS_UDS_V0.1  s000024166  CAPERS_UDS_P1_s000024166_x1d_optext.fits      6.09
298  CAPERS_UDS_V0.1  s000024167  CAPERS_UDS_P1_s000024167_x1d_optext.fits      6.09
299  CAPERS_UDS_V0.1  s000024228  CAPERS_UDS_P1_s000024228_x1d_optext.fits      0.36
300  CAPERS_UDS_V0.1  s000024307  CAPERS_UDS_P1_s000024307_x1d_optext.fits      2.28
301  CAPERS_UDS_V0.1  s000024309  CAPERS_UDS_P1_s000024309_x1d_optext.fits      3.69
302  CAPERS_UDS_V0.1  s000024311  CAPERS_UDS_P1_s000024311_x1d_optext.fits      6.09
303  CAPERS_UDS_V0.1  s000024481  CAPERS_UDS_P1_s000024481_x1d_optext.fits      1.64
304  CAPERS_UDS_V0.1  s000024501  CAPERS_UDS_P1_s000024501_x1d_optext.fits      1.28
305  CAPERS_UDS_V0.1  s000024678  CAPERS_UDS_P1_s000024678_x1d_optext.fits      2.30
306  CAPERS_UDS_V0.1  s000024709  CAPERS_UDS_P1_s000024709_x1d_optext.fits      0.84
307  CAPERS_UDS_V0.1  s000024710  CAPERS_UDS_P1_s000024710_x1d_optext.fits      1.76
308  CAPERS_UDS_V0.1  s000024711  CAPERS_UDS_P1_s000024711_x1d_optext.fits      0.68
309  CAPERS_UDS_V0.1  s000024742         CAPERS_UDS_P1_s000024742_x1d.fits      2.29
310  CAPERS_UDS_V0.1  s000025000  CAPERS_UDS_P1_s000025000_x1d_optext.fits      3.71
311  CAPERS_UDS_V0.1  s000025034  CAPERS_UDS_P1_s000025034_x1d_optext.fits      3.70
312  CAPERS_UDS_V0.1  s000025079  CAPERS_UDS_P1_s000025079_x1d_optext.fits      1.87
313  CAPERS_UDS_V0.1  s000025083  CAPERS_UDS_P5_s000025083_x1d_optext.fits      1.65
314  CAPERS_UDS_V0.1  s000025099  CAPERS_UDS_P1_s000025099_x1d_optext.fits      1.44
315  CAPERS_UDS_V0.1  s000025250  CAPERS_UDS_P1_s000025250_x1d_optext.fits      2.09
316  CAPERS_UDS_V0.1  s000025289  CAPERS_UDS_P1_s000025289_x1d_optext.fits      5.46
317  CAPERS_UDS_V0.1  s000025316  CAPERS_UDS_P1_s000025316_x1d_optext.fits      1.17
318  CAPERS_UDS_V0.1  s000025393         CAPERS_UDS_P1_s000025393_x1d.fits      3.70
319  CAPERS_UDS_V0.1  s000025494  CAPERS_UDS_P1_s000025494_x1d_optext.fits      3.71
320  CAPERS_UDS_V0.1  s000025496  CAPERS_UDS_P1_s000025496_x1d_optext.fits      2.08
321  CAPERS_UDS_V0.1  s000025628  CAPERS_UDS_P1_s000025628_x1d_optext.fits      1.38
322  CAPERS_UDS_V0.1  s000025720  CAPERS_UDS_P5_s000025720_x1d_optext.fits      3.12
323  CAPERS_UDS_V0.1  s000025938  CAPERS_UDS_P5_s000025938_x1d_optext.fits      5.77
324  CAPERS_UDS_V0.1  s000025947  CAPERS_UDS_P1_s000025947_x1d_optext.fits      0.80
325  CAPERS_UDS_V0.1  s000026127  CAPERS_UDS_P1_s000026127_x1d_optext.fits      5.32
326  CAPERS_UDS_V0.1  s000026208  CAPERS_UDS_P1_s000026208_x1d_optext.fits      4.90
327  CAPERS_UDS_V0.1  s000026325  CAPERS_UDS_P5_s000026325_x1d_optext.fits      2.24
328  CAPERS_UDS_V0.1  s000026405  CAPERS_UDS_P5_s000026405_x1d_optext.fits      3.53
329  CAPERS_UDS_V0.1  s000026515  CAPERS_UDS_P1_s000026515_x1d_optext.fits      0.80
330  CAPERS_UDS_V0.1  s000026531  CAPERS_UDS_P5_s000026531_x1d_optext.fits      1.85
331  CAPERS_UDS_V0.1  s000026533  CAPERS_UDS_P5_s000026533_x1d_optext.fits      2.28
332  CAPERS_UDS_V0.1  s000026592  CAPERS_UDS_P5_s000026592_x1d_optext.fits      4.57
333  CAPERS_UDS_V0.1  s000026614  CAPERS_UDS_P5_s000026614_x1d_optext.fits      2.10
334  CAPERS_UDS_V0.1  s000026616  CAPERS_UDS_P1_s000026616_x1d_optext.fits      2.30
335  CAPERS_UDS_V0.1  s000026775  CAPERS_UDS_P5_s000026775_x1d_optext.fits      3.20
336  CAPERS_UDS_V0.1  s000026804  CAPERS_UDS_P5_s000026804_x1d_optext.fits      2.30
337  CAPERS_UDS_V0.1  s000026900  CAPERS_UDS_P1_s000026900_x1d_optext.fits      1.86
338  CAPERS_UDS_V0.1  s000027013  CAPERS_UDS_P5_s000027013_x1d_optext.fits      1.71
339  CAPERS_UDS_V0.1  s000027211  CAPERS_UDS_P5_s000027211_x1d_optext.fits      3.31
340  CAPERS_UDS_V0.1  s000027685  CAPERS_UDS_P5_s000027685_x1d_optext.fits      1.48
341  CAPERS_UDS_V0.1  s000027713  CAPERS_UDS_P5_s000027713_x1d_optext.fits      0.69
342  CAPERS_UDS_V0.1  s000027720  CAPERS_UDS_P5_s000027720_x1d_optext.fits      2.39
343  CAPERS_UDS_V0.1  s000027822  CAPERS_UDS_P5_s000027822_x1d_optext.fits      4.14
344  CAPERS_UDS_V0.1  s000027878  CAPERS_UDS_P5_s000027878_x1d_optext.fits      2.61
345  CAPERS_UDS_V0.1  s000027904  CAPERS_UDS_P5_s000027904_x1d_optext.fits      0.74
346  CAPERS_UDS_V0.1  s000028227  CAPERS_UDS_P5_s000028227_x1d_optext.fits      1.94
347  CAPERS_UDS_V0.1  s000028312  CAPERS_UDS_P5_s000028312_x1d_optext.fits      1.85
348  CAPERS_UDS_V0.1  s000028597  CAPERS_UDS_P5_s000028597_x1d_optext.fits      9.21
349  CAPERS_UDS_V0.1  s000028728  CAPERS_UDS_P5_s000028728_x1d_optext.fits      2.24
350  CAPERS_UDS_V0.1  s000028819  CAPERS_UDS_P5_s000028819_x1d_optext.fits      2.15
351  CAPERS_UDS_V0.1  s000029002  CAPERS_UDS_P5_s000029002_x1d_optext.fits      0.75
352  CAPERS_UDS_V0.1  s000029620  CAPERS_UDS_P5_s000029620_x1d_optext.fits      4.80
353  CAPERS_UDS_V0.1  s000029970  CAPERS_UDS_P5_s000029970_x1d_optext.fits      2.77
354  CAPERS_UDS_V0.1  s000029998  CAPERS_UDS_P5_s000029998_x1d_optext.fits      3.97
355  CAPERS_UDS_V0.1  s000030027  CAPERS_UDS_P5_s000030027_x1d_optext.fits      4.43
356  CAPERS_UDS_V0.1  s000030481  CAPERS_UDS_P5_s000030481_x1d_optext.fits      3.81
357  CAPERS_UDS_V0.1  s000030705  CAPERS_UDS_P5_s000030705_x1d_optext.fits      2.36
358  CAPERS_UDS_V0.1  s000030793  CAPERS_UDS_P5_s000030793_x1d_optext.fits      5.77
359  CAPERS_UDS_V0.1  s000031187  CAPERS_UDS_P5_s000031187_x1d_optext.fits      1.99
360  CAPERS_UDS_V0.1  s000031327  CAPERS_UDS_P5_s000031327_x1d_optext.fits      2.26
361  CAPERS_UDS_V0.1  s000031968  CAPERS_UDS_P5_s000031968_x1d_optext.fits      3.80
362  CAPERS_UDS_V0.1  s000032249  CAPERS_UDS_P5_s000032249_x1d_optext.fits      1.61
363  CAPERS_UDS_V0.1  s000032493  CAPERS_UDS_P5_s000032493_x1d_optext.fits      2.30
364  CAPERS_UDS_V0.1  s000032520  CAPERS_UDS_P5_s000032520_x1d_optext.fits      5.13
365  CAPERS_UDS_V0.1  s000032847  CAPERS_UDS_P5_s000032847_x1d_optext.fits      3.42
366  CAPERS_UDS_V0.1  s000032928  CAPERS_UDS_P5_s000032928_x1d_optext.fits      2.76
367  CAPERS_UDS_V0.1  s000033114  CAPERS_UDS_P5_s000033114_x1d_optext.fits      1.65
368  CAPERS_UDS_V0.1  s000033221  CAPERS_UDS_P5_s000033221_x1d_optext.fits      1.67
369  CAPERS_UDS_V0.1  s000033306  CAPERS_UDS_P5_s000033306_x1d_optext.fits      1.52
370  CAPERS_UDS_V0.1  s000033755  CAPERS_UDS_P5_s000033755_x1d_optext.fits      6.98
371  CAPERS_UDS_V0.1  s000034489  CAPERS_UDS_P5_s000034489_x1d_optext.fits      5.36
372  CAPERS_UDS_V0.1  s000034833  CAPERS_UDS_P5_s000034833_x1d_optext.fits      1.27
373  CAPERS_UDS_V0.1  s000035123  CAPERS_UDS_P5_s000035123_x1d_optext.fits      1.09
374  CAPERS_UDS_V0.1  s000035195  CAPERS_UDS_P5_s000035195_x1d_optext.fits      1.04
375  CAPERS_UDS_V0.1  s000035282  CAPERS_UDS_P5_s000035282_x1d_optext.fits      3.24
376  CAPERS_UDS_V0.1  s000035372  CAPERS_UDS_P5_s000035372_x1d_optext.fits      3.25
377  CAPERS_UDS_V0.1  s000035483  CAPERS_UDS_P5_s000035483_x1d_optext.fits      2.32
378  CAPERS_UDS_V0.1  s000035550  CAPERS_UDS_P5_s000035550_x1d_optext.fits      2.60
379  CAPERS_UDS_V0.1  s000035595  CAPERS_UDS_P5_s000035595_x1d_optext.fits      4.12
380  CAPERS_UDS_V0.1  s000035918  CAPERS_UDS_P5_s000035918_x1d_optext.fits      2.65
381  CAPERS_UDS_V0.1  s000035925  CAPERS_UDS_P5_s000035925_x1d_optext.fits      3.71
382  CAPERS_UDS_V0.1  s000036152  CAPERS_UDS_P5_s000036152_x1d_optext.fits      1.93
383  CAPERS_UDS_V0.1  s000037289  CAPERS_UDS_P5_s000037289_x1d_optext.fits      1.04
384  CAPERS_UDS_V0.1  s000037438  CAPERS_UDS_P5_s000037438_x1d_optext.fits      5.89
385  CAPERS_UDS_V0.1  s000041672  CAPERS_UDS_P5_s000041672_x1d_optext.fits      1.18
386  CAPERS_UDS_V0.1  s000073774  CAPERS_UDS_P5_s000073774_x1d_optext.fits      1.47
387  CAPERS_UDS_V0.1  s000075425  CAPERS_UDS_P5_s000075425_x1d_optext.fits      1.43
388  CAPERS_UDS_V0.1  s000076158  CAPERS_UDS_P5_s000076158_x1d_optext.fits      1.55
389  CAPERS_UDS_V0.1  s000076202  CAPERS_UDS_P5_s000076202_x1d_optext.fits      3.08
390  CAPERS_UDS_V0.1  s000076819  CAPERS_UDS_P5_s000076819_x1d_optext.fits      4.06
391  CAPERS_UDS_V0.1  s000076889  CAPERS_UDS_P5_s000076889_x1d_optext.fits      4.07
392  CAPERS_UDS_V0.1  s000078156  CAPERS_UDS_P5_s000078156_x1d_optext.fits      4.55
393  CAPERS_UDS_V0.1  s000078352  CAPERS_UDS_P5_s000078352_x1d_optext.fits      1.61
394  CAPERS_UDS_V0.1  s000078472  CAPERS_UDS_P5_s000078472_x1d_optext.fits      2.66
395  CAPERS_UDS_V0.1  s000081437  CAPERS_UDS_P5_s000081437_x1d_optext.fits      4.41
396  CAPERS_UDS_V0.1  s000081920  CAPERS_UDS_P5_s000081920_x1d_optext.fits      5.07
397  CAPERS_UDS_V0.1  s000082043  CAPERS_UDS_P5_s000082043_x1d_optext.fits      4.45
398  CAPERS_UDS_V0.1  s000082305  CAPERS_UDS_P5_s000082305_x1d_optext.fits      2.30
399  CAPERS_UDS_V0.1  s000082335  CAPERS_UDS_P5_s000082335_x1d_optext.fits      3.47
400  CAPERS_UDS_V0.1  s000083687  CAPERS_UDS_P5_s000083687_x1d_optext.fits      5.34
401  CAPERS_UDS_V0.1  s000083827  CAPERS_UDS_P5_s000083827_x1d_optext.fits      4.80
402  CAPERS_UDS_V0.1  s000084772  CAPERS_UDS_P5_s000084772_x1d_optext.fits      3.70
403  CAPERS_UDS_V0.1  s000084844  CAPERS_UDS_P5_s000084844_x1d_optext.fits      5.95
404  CAPERS_UDS_V0.1  s000085100  CAPERS_UDS_P5_s000085100_x1d_optext.fits      1.40
405  CAPERS_UDS_V0.1  s000085310  CAPERS_UDS_P5_s000085310_x1d_optext.fits      5.16
406  CAPERS_UDS_V0.1  s000085451         CAPERS_UDS_P5_s000085451_x1d.fits      3.40
407  CAPERS_UDS_V0.1  s000086840  CAPERS_UDS_P5_s000086840_x1d_optext.fits      6.12
408  CAPERS_UDS_V0.1  s000089601  CAPERS_UDS_P5_s000089601_x1d_optext.fits      8.83
409  CAPERS_UDS_V0.1  s000091508         CAPERS_UDS_P5_s000091508_x1d.fits      2.61
410  CAPERS_UDS_V0.1  s000092145  CAPERS_UDS_P5_s000092145_x1d_optext.fits      2.60
411  CAPERS_UDS_V0.1  s000092994  CAPERS_UDS_P5_s000092994_x1d_optext.fits      1.76
412  CAPERS_UDS_V0.1  s000093044  CAPERS_UDS_P5_s000093044_x1d_optext.fits      1.95
413  CAPERS_UDS_V0.1  s000093318  CAPERS_UDS_P5_s000093318_x1d_optext.fits      5.20
414  CAPERS_UDS_V0.1  s000094985  CAPERS_UDS_P5_s000094985_x1d_optext.fits      3.70
415  CAPERS_UDS_V0.1  s000095066  CAPERS_UDS_P5_s000095066_x1d_optext.fits      4.43
416  CAPERS_UDS_V0.1  s000095095         CAPERS_UDS_P5_s000095095_x1d.fits      6.55
417  CAPERS_UDS_V0.1  s000095747  CAPERS_UDS_P5_s000095747_x1d_optext.fits      3.64
418  CAPERS_UDS_V0.1  s000095782  CAPERS_UDS_P5_s000095782_x1d_optext.fits      7.24
419  CAPERS_UDS_V0.1  s000096205  CAPERS_UDS_P5_s000096205_x1d_optext.fits      1.93
420  CAPERS_UDS_V0.1  s000096539  CAPERS_UDS_P5_s000096539_x1d_optext.fits      2.71
421  CAPERS_UDS_V0.1  s000096580  CAPERS_UDS_P5_s000096580_x1d_optext.fits      6.09
422  CAPERS_UDS_V0.1  s000096594  CAPERS_UDS_P5_s000096594_x1d_optext.fits      1.46
423  CAPERS_UDS_V0.1  s000097121  CAPERS_UDS_P5_s000097121_x1d_optext.fits      6.76
424  CAPERS_UDS_V0.1  s000098316         CAPERS_UDS_P5_s000098316_x1d.fits      5.31
425  CAPERS_UDS_V0.1  s000098509  CAPERS_UDS_P5_s000098509_x1d_optext.fits      3.33
426  CAPERS_UDS_V0.1  s000098579  CAPERS_UDS_P5_s000098579_x1d_optext.fits      2.28
427  CAPERS_UDS_V0.1  s000098844  CAPERS_UDS_P5_s000098844_x1d_optext.fits      6.93
428  CAPERS_UDS_V0.1  s000099670  CAPERS_UDS_P1_s000099670_x1d_optext.fits      2.63
429  CAPERS_UDS_V0.1  s000099800  CAPERS_UDS_P1_s000099800_x1d_optext.fits      3.30
430  CAPERS_UDS_V0.1  s000100012  CAPERS_UDS_P1_s000100012_x1d_optext.fits      2.37
431  CAPERS_UDS_V0.1  s000100039  CAPERS_UDS_P5_s000100039_x1d_optext.fits      1.61
432  CAPERS_UDS_V0.1  s000100215  CAPERS_UDS_P5_s000100215_x1d_optext.fits      6.62
433  CAPERS_UDS_V0.1  s000100728  CAPERS_UDS_P1_s000100728_x1d_optext.fits      4.37
434  CAPERS_UDS_V0.1  s000100809         CAPERS_UDS_P1_s000100809_x1d.fits      5.74
435  CAPERS_UDS_V0.1  s000100825  CAPERS_UDS_P1_s000100825_x1d_optext.fits      2.79
436  CAPERS_UDS_V0.1  s000101007  CAPERS_UDS_P1_s000101007_x1d_optext.fits      2.94
437  CAPERS_UDS_V0.1  s000101720  CAPERS_UDS_P1_s000101720_x1d_optext.fits      2.51
438  CAPERS_UDS_V0.1  s000101777  CAPERS_UDS_P5_s000101777_x1d_optext.fits      5.11
439  CAPERS_UDS_V0.1  s000101795  CAPERS_UDS_P1_s000101795_x1d_optext.fits      6.03
440  CAPERS_UDS_V0.1  s000102124  CAPERS_UDS_P5_s000102124_x1d_optext.fits      2.28
441  CAPERS_UDS_V0.1  s000102182  CAPERS_UDS_P1_s000102182_x1d_optext.fits      5.24
442  CAPERS_UDS_V0.1  s000102318  CAPERS_UDS_P1_s000102318_x1d_optext.fits      4.52
443  CAPERS_UDS_V0.1  s000102363  CAPERS_UDS_P5_s000102363_x1d_optext.fits      3.22
444  CAPERS_UDS_V0.1  s000102481  CAPERS_UDS_P1_s000102481_x1d_optext.fits      4.70
445  CAPERS_UDS_V0.1  s000102537  CAPERS_UDS_P1_s000102537_x1d_optext.fits      0.30
446  CAPERS_UDS_V0.1  s000102811  CAPERS_UDS_P1_s000102811_x1d_optext.fits      3.25
447  CAPERS_UDS_V0.1  s000102986  CAPERS_UDS_P1_s000102986_x1d_optext.fits      3.22
448  CAPERS_UDS_V0.1  s000103227  CAPERS_UDS_P1_s000103227_x1d_optext.fits      5.05
449  CAPERS_UDS_V0.1  s000103610  CAPERS_UDS_P1_s000103610_x1d_optext.fits      3.20
450  CAPERS_UDS_V0.1  s000103825  CAPERS_UDS_P5_s000103825_x1d_optext.fits      3.59
451  CAPERS_UDS_V0.1  s000104320  CAPERS_UDS_P1_s000104320_x1d_optext.fits      2.49
452  CAPERS_UDS_V0.1  s000104422  CAPERS_UDS_P1_s000104422_x1d_optext.fits      3.70
453  CAPERS_UDS_V0.1  s000104491  CAPERS_UDS_P1_s000104491_x1d_optext.fits      3.71
454  CAPERS_UDS_V0.1  s000104546  CAPERS_UDS_P1_s000104546_x1d_optext.fits      4.89
455  CAPERS_UDS_V0.1  s000104896  CAPERS_UDS_P1_s000104896_x1d_optext.fits      3.70
456  CAPERS_UDS_V0.1  s000104948  CAPERS_UDS_P1_s000104948_x1d_optext.fits      0.72
457  CAPERS_UDS_V0.1  s000105454  CAPERS_UDS_P1_s000105454_x1d_optext.fits      4.95
458  CAPERS_UDS_V0.1  s000105478  CAPERS_UDS_P1_s000105478_x1d_optext.fits      2.27
459  CAPERS_UDS_V0.1  s000105697  CAPERS_UDS_P1_s000105697_x1d_optext.fits      1.82
460  CAPERS_UDS_V0.1  s000106041  CAPERS_UDS_P1_s000106041_x1d_optext.fits      3.69
461  CAPERS_UDS_V0.1  s000106108  CAPERS_UDS_P1_s000106108_x1d_optext.fits      0.90
462  CAPERS_UDS_V0.1  s000107283  CAPERS_UDS_P1_s000107283_x1d_optext.fits      4.01
463  CAPERS_UDS_V0.1  s000108988         CAPERS_UDS_P1_s000108988_x1d.fits      4.90
464  CAPERS_UDS_V0.1  s000109375         CAPERS_UDS_P1_s000109375_x1d.fits      4.88
465  CAPERS_UDS_V0.1  s000109499  CAPERS_UDS_P1_s000109499_x1d_optext.fits      3.70
466  CAPERS_UDS_V0.1  s000111589         CAPERS_UDS_P1_s000111589_x1d.fits      0.39
467  CAPERS_UDS_V0.1  s000111594         CAPERS_UDS_P1_s000111594_x1d.fits      5.23
468  CAPERS_UDS_V0.1  s000111677  CAPERS_UDS_P1_s000111677_x1d_optext.fits      2.94
469  CAPERS_UDS_V0.1  s000111758  CAPERS_UDS_P1_s000111758_x1d_optext.fits      2.27
470  CAPERS_UDS_V0.1  s000111987  CAPERS_UDS_P1_s000111987_x1d_optext.fits      5.50
471  CAPERS_UDS_V0.1  s000112272  CAPERS_UDS_P1_s000112272_x1d_optext.fits      5.32
472  CAPERS_UDS_V0.1  s000112618  CAPERS_UDS_P1_s000112618_x1d_optext.fits      4.89
473  CAPERS_UDS_V0.1  s000112891  CAPERS_UDS_P1_s000112891_x1d_optext.fits      3.25
474  CAPERS_UDS_V0.1  s000112916         CAPERS_UDS_P1_s000112916_x1d.fits      5.21
475  CAPERS_UDS_V0.1  s000113121  CAPERS_UDS_P1_s000113121_x1d_optext.fits      3.58
476  CAPERS_UDS_V0.1  s000113300  CAPERS_UDS_P1_s000113300_x1d_optext.fits      2.63
477  CAPERS_UDS_V0.1  s000115091  CAPERS_UDS_P1_s000115091_x1d_optext.fits      1.04
478  CAPERS_UDS_V0.1  s000115149  CAPERS_UDS_P1_s000115149_x1d_optext.fits      6.03
479  CAPERS_UDS_V0.1  s000115968  CAPERS_UDS_P2_s000115968_x1d_optext.fits      0.91
480  CAPERS_UDS_V0.1  s000117222         CAPERS_UDS_P1_s000117222_x1d.fits      3.70
481  CAPERS_UDS_V0.1  s000117317  CAPERS_UDS_P2_s000117317_x1d_optext.fits      9.38
482  CAPERS_UDS_V0.1  s000117381  CAPERS_UDS_P1_s000117381_x1d_optext.fits      5.96
483  CAPERS_UDS_V0.1  s000117504  CAPERS_UDS_P1_s000117504_x1d_optext.fits      3.97
484  CAPERS_UDS_V0.1  s000117640  CAPERS_UDS_P1_s000117640_x1d_optext.fits      5.50
485  CAPERS_UDS_V0.1  s000117960  CAPERS_UDS_P1_s000117960_x1d_optext.fits      3.34
486  CAPERS_UDS_V0.1  s000118287  CAPERS_UDS_P2_s000118287_x1d_optext.fits      6.72
487  CAPERS_UDS_V0.1  s000118327  CAPERS_UDS_P1_s000118327_x1d_optext.fits      3.89
488  CAPERS_UDS_V0.1  s000118477  CAPERS_UDS_P2_s000118477_x1d_optext.fits      3.70
489  CAPERS_UDS_V0.1  s000118488         CAPERS_UDS_P1_s000118488_x1d.fits      6.99
490  CAPERS_UDS_V0.1  s000118617  CAPERS_UDS_P2_s000118617_x1d_optext.fits      6.81
491  CAPERS_UDS_V0.1  s000118622  CAPERS_UDS_P3_s000118622_x1d_optext.fits      3.70
492  CAPERS_UDS_V0.1  s000119084         CAPERS_UDS_P2_s000119084_x1d.fits      6.58
493  CAPERS_UDS_V0.1  s000119232  CAPERS_UDS_P1_s000119232_x1d_optext.fits      2.08
494  CAPERS_UDS_V0.1  s000119324  CAPERS_UDS_P2_s000119324_x1d_optext.fits      6.98
495  CAPERS_UDS_V0.1  s000119487  CAPERS_UDS_P1_s000119487_x1d_optext.fits      3.02
496  CAPERS_UDS_V0.1  s000119600  CAPERS_UDS_P2_s000119600_x1d_optext.fits      4.05
497  CAPERS_UDS_V0.1  s000120287  CAPERS_UDS_P3_s000120287_x1d_optext.fits      5.23
498  CAPERS_UDS_V0.1  s000120399  CAPERS_UDS_P3_s000120399_x1d_optext.fits      4.15
499  CAPERS_UDS_V0.1  s000120957  CAPERS_UDS_P3_s000120957_x1d_optext.fits      4.10
500  CAPERS_UDS_V0.1  s000121018  CAPERS_UDS_P3_s000121018_x1d_optext.fits      2.95
501  CAPERS_UDS_V0.1  s000121483  CAPERS_UDS_P3_s000121483_x1d_optext.fits      1.66
502  CAPERS_UDS_V0.1  s000121916  CAPERS_UDS_P3_s000121916_x1d_optext.fits      6.01
503  CAPERS_UDS_V0.1  s000122743  CAPERS_UDS_P3_s000122743_x1d_optext.fits      1.71
504  CAPERS_UDS_V0.1  s000122898  CAPERS_UDS_P3_s000122898_x1d_optext.fits      2.99
505  CAPERS_UDS_V0.1  s000123090  CAPERS_UDS_P3_s000123090_x1d_optext.fits      3.77
506  CAPERS_UDS_V0.1  s000123562  CAPERS_UDS_P3_s000123562_x1d_optext.fits      2.86
507  CAPERS_UDS_V0.1  s000123685  CAPERS_UDS_P3_s000123685_x1d_optext.fits      2.97
508  CAPERS_UDS_V0.1  s000123712         CAPERS_UDS_P3_s000123712_x1d.fits      5.50
