id,bayes.universe.redshift,bayes.universe.redshift_err,best.universe.redshift
107327,0.5239298044514384,0.16784769641355063,0.6900000000000001
107473,2.432761026533022,0.06879143593928054,2.43
107558,2.862203567670055,0.007549299110963228,2.86
107601,0.0013833668132798833,0.00655321065237871,0.0
107850,0.8783095949038887,0.21641356474120246,0.22
107956,2.3979389679593135,0.004045054676283958,2.4
108023,0.22023409430031637,0.08641473294665161,0.26
108037,3.0801225439543503,0.001116425006943051,3.08
108146,3.7972571092107126,0.18501694945214334,3.75
108266,2.3048727344300595,0.004999353656696219,2.31
108298,1.3167305897337813,0.06443684378673742,1.29
108558,0.352337724912537,0.11194560789283046,0.2
108569,3.1248502871967783,0.005218610868003813,3.12
108665,4.590254445235033,0.01670639448706116,4.59
108666,2.0445015400628894,0.4841491350853931,2.04
108679,0.9390787221095407,0.0029497186177654365,0.9400000000000001
108683,1.92532918692019,0.0594829560964427,1.92
108712,0.9511334549113976,0.15556818806835085,0.79
108772,4.015201340351001,0.6360043683362349,4.26
108783,7.89676404784156,2.4427237289179664,8.69
108804,9.761592847530755,7.302943605139423,4.82
108809,3.9300000192399445,1.3870799271380207e-05,3.93
108835,0.6622338204791753,0.7095915107014175,0.2
108842,3.4761347610076774,0.008838324012086698,3.47
108895,1.8699982578222465,0.00013198903149285964,1.87
108930,1.0379070497247953,0.7012517701367117,1.6400000000000001
108947,5.699999999999992,8.66635318756911e-09,5.7
108986,2.7063971208415034,0.0065084785399584285,2.71
108988,4.900000000005455,2.3398142943183243e-07,4.9
109018,1.7700775663572528,0.000878207983961642,1.77
109030,0.9473205622446504,1.1029549513585808,1.74
109060,2.3075154581700503,0.005183311039869357,2.31
109065,3.6999726376734157,0.0016024259229725788,3.7
109206,2.0767950811148523,0.7932212920655776,2.54
109292,2.846092310687572,2.8288209516009326,5.2
109327,3.2447652337240833,0.19270877762491687,3.35
109342,2.690589366906759,0.1736955773962513,2.79
109375,4.879831293666884,0.0013006514953644937,4.88
109450,3.231179803322384,0.04514587713238949,3.23
109484,2.1557394033750326,0.053670060551811005,2.16
109499,3.7100000000000004,4.4611797571061506e-13,3.71
109643,0.34767545311543574,0.061289969632934975,0.33
109741,2.755557787506079,0.06230873929082294,2.7600000000000002
109907,2.6655216242255433,0.06948992895937571,2.66
110033,5.696173271667274,2.9058805331458912,1.34
110154,1.7069950454253329,0.33395553075720247,1.69
110301,1.9831678673139232,0.8373749568253479,2.11
110346,2.151424471106703,0.26894068623119277,2.06
110395,2.4099998152525606,7.221051513919377e-05,2.41
110438,16.29117488676876,6.081610468099015,24.84
